day,home_team,away_team,home_score,away_score
1,Montpellier Hérault SC,AS Monaco FC,1 , 4
1,AJ Auxerre,Stade Rennais FC,3 , 1
1,RC Lens,FC Metz,0 , 2
1,Havre AC,Olympique Lyonnais,1 , 0
1,Olympique de Marseille,LOSC Lille,1 , 0
1,AS Nancy-Lorraine,AS Cannes,1 , 0
1,FC Sochaux-Montbéliard,Nîmes Olympique,1 , 1
1,FC Nantes,Paris Saint-Germain,0 , 0
1,Toulouse FC,SM Caen,0 , 0
1,AS Saint-Etienne,SC Toulon,3 , 1
2,Stade Rennais FC,FC Nantes,0 , 1
2,AS Cannes,Montpellier Hérault SC,2 , 0
2,AS Monaco FC,AS Nancy-Lorraine,4 , 1
2,FC Metz,FC Sochaux-Montbéliard,3 , 1
2,Paris Saint-Germain,AJ Auxerre,1 , 1
2,Olympique Lyonnais,Olympique de Marseille,1 , 1
2,LOSC Lille,Havre AC,0 , 0
2,SM Caen,AS Saint-Etienne,1 , 0
2,Nîmes Olympique,Toulouse FC,2 , 2
2,SC Toulon,RC Lens,0 , 1
3,AS Monaco FC,Stade Rennais FC,3 , 1
3,Olympique de Marseille,FC Metz,2 , 0
3,Havre AC,AS Cannes,1 , 0
3,AS Saint-Etienne,Nîmes Olympique,3 , 0
3,Toulouse FC,FC Sochaux-Montbéliard,2 , 1
3,RC Lens,SM Caen,0 , 0
3,FC Nantes,LOSC Lille,1 , 2
3,Montpellier Hérault SC,Paris Saint-Germain,1 , 1
3,AS Nancy-Lorraine,Olympique Lyonnais,0 , 0
3,AJ Auxerre,SC Toulon,1 , 0
4,Stade Rennais FC,Olympique de Marseille,1 , 2
4,FC Metz,Toulouse FC,4 , 0
4,Paris Saint-Germain,Havre AC,1 , 1
4,SM Caen,AJ Auxerre,1 , 0
4,LOSC Lille,AS Nancy-Lorraine,2 , 1
4,Nîmes Olympique,RC Lens,0 , 2
4,FC Sochaux-Montbéliard,AS Saint-Etienne,1 , 0
4,Olympique Lyonnais,Montpellier Hérault SC,1 , 0
4,SC Toulon,FC Nantes,0 , 2
4,AS Cannes,AS Monaco FC,1 , 2
5,Olympique de Marseille,Paris Saint-Germain,0 , 0
5,AS Monaco FC,Olympique Lyonnais,1 , 0
5,AS Nancy-Lorraine,FC Metz,1 , 3
5,FC Nantes,SM Caen,2 , 1
5,Havre AC,Stade Rennais FC,0 , 0
5,AS Saint-Etienne,Toulouse FC,2 , 1
5,AJ Auxerre,Nîmes Olympique,0 , 0
5,AS Cannes,LOSC Lille,1 , 1
5,RC Lens,FC Sochaux-Montbéliard,1 , 1
5,Montpellier Hérault SC,SC Toulon,1 , 0
6,FC Metz,AS Saint-Etienne,1 , 0
6,Paris Saint-Germain,AS Monaco FC,2 , 0
6,Nîmes Olympique,FC Nantes,0 , 0
6,LOSC Lille,Montpellier Hérault SC,1 , 0
6,Toulouse FC,RC Lens,1 , 1
6,FC Sochaux-Montbéliard,AJ Auxerre,1 , 0
6,Olympique Lyonnais,AS Cannes,0 , 0
6,Stade Rennais FC,AS Nancy-Lorraine,3 , 1
6,SC Toulon,Havre AC,4 , 0
6,SM Caen,Olympique de Marseille,1 , 3
7,RC Lens,AS Saint-Etienne,1 , 1
7,AS Monaco FC,LOSC Lille,1 , 0
7,Olympique de Marseille,Nîmes Olympique,4 , 2
7,FC Nantes,FC Metz,4 , 1
7,Havre AC,FC Sochaux-Montbéliard,1 , 0
7,AJ Auxerre,Toulouse FC,3 , 0
7,AS Cannes,Paris Saint-Germain,1 , 1
7,Olympique Lyonnais,SM Caen,2 , 2
7,Montpellier Hérault SC,Stade Rennais FC,0 , 0
7,AS Nancy-Lorraine,SC Toulon,0 , 0
8,FC Sochaux-Montbéliard,AS Monaco FC,1 , 3
8,Toulouse FC,FC Nantes,2 , 1
8,Paris Saint-Germain,AS Nancy-Lorraine,1 , 0
8,LOSC Lille,Olympique Lyonnais,1 , 0
8,AS Saint-Etienne,AJ Auxerre,1 , 1
8,Stade Rennais FC,RC Lens,0 , 0
8,SM Caen,Havre AC,2 , 1
8,Nîmes Olympique,AS Cannes,2 , 1
8,SC Toulon,Olympique de Marseille,1 , 0
8,FC Metz,Montpellier Hérault SC,1 , 3
9,FC Nantes,AS Saint-Etienne,1 , 0
9,Olympique Lyonnais,Paris Saint-Germain,0 , 1
9,AJ Auxerre,RC Lens,1 , 0
9,Havre AC,FC Metz,0 , 0
9,LOSC Lille,FC Sochaux-Montbéliard,0 , 0
9,Montpellier Hérault SC,SM Caen,3 , 1
9,AS Nancy-Lorraine,Nîmes Olympique,2 , 3
9,AS Cannes,Stade Rennais FC,3 , 1
9,AS Monaco FC,SC Toulon,3 , 0
9,Olympique de Marseille,Toulouse FC,2 , 0
10,AS Saint-Etienne,AS Monaco FC,0 , 1
10,FC Metz,AJ Auxerre,2 , 1
10,Paris Saint-Germain,LOSC Lille,2 , 0
10,FC Sochaux-Montbéliard,Olympique de Marseille,2 , 3
10,RC Lens,FC Nantes,0 , 0
10,SM Caen,AS Nancy-Lorraine,5 , 1
10,Nîmes Olympique,Havre AC,1 , 0
10,Toulouse FC,Montpellier Hérault SC,1 , 1
10,Stade Rennais FC,Olympique Lyonnais,0 , 2
10,SC Toulon,AS Cannes,4 , 3
11,AS Monaco FC,Nîmes Olympique,1 , 1
11,Olympique de Marseille,RC Lens,1 , 1
11,Paris Saint-Germain,FC Metz,3 , 0
11,FC Nantes,AJ Auxerre,2 , 0
11,LOSC Lille,Stade Rennais FC,1 , 1
11,Havre AC,AS Saint-Etienne,2 , 1
11,Montpellier Hérault SC,FC Sochaux-Montbéliard,3 , 2
11,AS Nancy-Lorraine,Toulouse FC,1 , 1
11,Olympique Lyonnais,SC Toulon,1 , 1
11,AS Cannes,SM Caen,2 , 0
12,SM Caen,AS Monaco FC,1 , 0
12,AJ Auxerre,Olympique de Marseille,1 , 1
12,Stade Rennais FC,Paris Saint-Germain,0 , 0
12,FC Sochaux-Montbéliard,FC Nantes,3 , 1
12,FC Metz,AS Cannes,1 , 2
12,Toulouse FC,Havre AC,0 , 0
12,Nîmes Olympique,Olympique Lyonnais,2 , 1
12,RC Lens,Montpellier Hérault SC,1 , 1
12,AS Saint-Etienne,AS Nancy-Lorraine,3 , 0
12,SC Toulon,LOSC Lille,1 , 2
13,Olympique de Marseille,FC Nantes,4 , 0
13,AS Monaco FC,Toulouse FC,0 , 2
13,LOSC Lille,FC Metz,0 , 2
13,Havre AC,AJ Auxerre,1 , 0
13,Montpellier Hérault SC,Nîmes Olympique,0 , 0
13,Stade Rennais FC,SM Caen,1 , 0
13,AS Nancy-Lorraine,RC Lens,3 , 1
13,Paris Saint-Germain,SC Toulon,2 , 3
13,Olympique Lyonnais,AS Saint-Etienne,0 , 0
13,AS Cannes,FC Sochaux-Montbéliard,2 , 1
14,FC Metz,AS Monaco FC,2 , 0
14,Toulouse FC,AS Cannes,2 , 0
14,FC Sochaux-Montbéliard,Olympique Lyonnais,1 , 0
14,AJ Auxerre,AS Nancy-Lorraine,3 , 1
14,SM Caen,Paris Saint-Germain,2 , 0
14,FC Nantes,Montpellier Hérault SC,0 , 0
14,RC Lens,Havre AC,0 , 0
14,Nîmes Olympique,LOSC Lille,1 , 0
14,SC Toulon,Stade Rennais FC,1 , 0
14,AS Saint-Etienne,Olympique de Marseille,1 , 1
15,Havre AC,Olympique de Marseille,0 , 2
15,AS Monaco FC,RC Lens,0 , 0
15,Paris Saint-Germain,Nîmes Olympique,2 , 0
15,Stade Rennais FC,FC Metz,3 , 1
15,LOSC Lille,SM Caen,1 , 2
15,AS Nancy-Lorraine,FC Nantes,3 , 1
15,Montpellier Hérault SC,AJ Auxerre,1 , 1
