day,home_team,away_team,home_score,away_score
1,OGC Nice,Toulouse FC,2 , 4
1,RC Strasbourg,Girondins de Bordeaux,3 , 1
1,RC Lens,Olympique Lyonnais,1 , 2
1,AS Monaco FC,FC Rouen 1899,2 , 1
1,FC Nantes,CS Sedan,2 , 2
1,Stade Français,Angers SCO,2 , 2
1,Stade Rennais FC,RC Paris,2 , 2
1,AS Saint-Etienne,Valenciennes FC,1 , 1
1,Stade de Reims,Nîmes Olympique,0 , 0
2,Toulouse FC,AS Saint-Etienne,4 , 0
2,Nîmes Olympique,Stade Français,3 , 0
2,CS Sedan,RC Strasbourg,2 , 1
2,AS Monaco FC,OGC Nice,0 , 0
2,Girondins de Bordeaux,Stade de Reims,4 , 2
2,Olympique Lyonnais,FC Rouen 1899,0 , 1
2,Valenciennes FC,Stade Rennais FC,0 , 0
2,RC Paris,FC Nantes,3 , 0
2,Angers SCO,RC Lens,1 , 2
3,RC Strasbourg,RC Paris,2 , 1
3,OGC Nice,Olympique Lyonnais,1 , 2
3,FC Rouen 1899,Angers SCO,0 , 0
3,FC Nantes,Valenciennes FC,3 , 1
3,AS Saint-Etienne,AS Monaco FC,4 , 1
3,Stade Rennais FC,Toulouse FC,4 , 2
3,CS Sedan,Girondins de Bordeaux,2 , 4
3,RC Lens,Nîmes Olympique,4 , 2
3,Stade Français,Stade de Reims,0 , 2
4,Toulouse FC,FC Nantes,1 , 0
4,Nîmes Olympique,FC Rouen 1899,0 , 2
4,Stade de Reims,RC Lens,1 , 0
4,RC Paris,CS Sedan,2 , 2
4,Valenciennes FC,RC Strasbourg,1 , 0
4,Angers SCO,OGC Nice,0 , 3
4,Girondins de Bordeaux,Stade Français,4 , 1
4,Olympique Lyonnais,AS Saint-Etienne,4 , 5
4,AS Monaco FC,Stade Rennais FC,3 , 2
5,RC Strasbourg,Toulouse FC,1 , 1
5,FC Rouen 1899,Stade de Reims,3 , 4
5,FC Nantes,AS Monaco FC,1 , 3
5,RC Paris,Girondins de Bordeaux,3 , 1
5,RC Lens,Stade Français,3 , 0
5,Stade Rennais FC,Olympique Lyonnais,2 , 3
5,CS Sedan,Valenciennes FC,0 , 2
5,AS Saint-Etienne,Angers SCO,2 , 2
5,OGC Nice,Nîmes Olympique,3 , 2
6,Toulouse FC,CS Sedan,2 , 0
6,FC Nantes,Olympique Lyonnais,3 , 1
6,AS Monaco FC,RC Strasbourg,4 , 2
6,Valenciennes FC,RC Paris,1 , 3
6,Nîmes Olympique,AS Saint-Etienne,0 , 2
6,Girondins de Bordeaux,RC Lens,1 , 1
6,Angers SCO,Stade Rennais FC,1 , 1
6,Stade Français,FC Rouen 1899,5 , 2
6,Stade de Reims,OGC Nice,2 , 0
7,FC Rouen 1899,RC Lens,3 , 0
7,FC Nantes,Angers SCO,1 , 0
7,RC Paris,Toulouse FC,1 , 1
7,AS Saint-Etienne,Stade de Reims,1 , 1
7,CS Sedan,AS Monaco FC,4 , 0
7,Valenciennes FC,Girondins de Bordeaux,1 , 0
7,RC Strasbourg,Olympique Lyonnais,5 , 0
7,OGC Nice,Stade Français,3 , 1
7,Stade Rennais FC,Nîmes Olympique,3 , 1
8,Toulouse FC,Valenciennes FC,2 , 1
8,AS Monaco FC,RC Paris,5 , 3
8,RC Lens,OGC Nice,2 , 1
8,Stade de Reims,Stade Rennais FC,3 , 3
8,Olympique Lyonnais,CS Sedan,2 , 0
8,Stade Français,AS Saint-Etienne,1 , 3
8,Girondins de Bordeaux,FC Rouen 1899,2 , 0
8,Angers SCO,RC Strasbourg,1 , 1
8,Nîmes Olympique,FC Nantes,3 , 0
9,AS Saint-Etienne,RC Lens,1 , 0
9,Toulouse FC,Girondins de Bordeaux,0 , 1
9,Valenciennes FC,AS Monaco FC,0 , 0
9,RC Strasbourg,Nîmes Olympique,3 , 0
9,Stade Rennais FC,Stade Français,4 , 3
9,FC Nantes,Stade de Reims,0 , 0
9,RC Paris,Olympique Lyonnais,1 , 3
9,OGC Nice,FC Rouen 1899,2 , 0
9,CS Sedan,Angers SCO,2 , 1
10,Girondins de Bordeaux,OGC Nice,6 , 2
10,Stade de Reims,RC Strasbourg,0 , 0
10,Angers SCO,RC Paris,2 , 1
10,RC Lens,Stade Rennais FC,5 , 0
10,Olympique Lyonnais,Valenciennes FC,1 , 1
10,Nîmes Olympique,CS Sedan,4 , 2
10,Stade Français,FC Nantes,4 , 0
10,AS Monaco FC,Toulouse FC,5 , 0
10,FC Rouen 1899,AS Saint-Etienne,0 , 0
11,AS Saint-Etienne,OGC Nice,2 , 2
11,Toulouse FC,Olympique Lyonnais,1 , 0
11,RC Strasbourg,Stade Français,1 , 1
11,Stade Rennais FC,FC Rouen 1899,2 , 1
11,RC Paris,Nîmes Olympique,5 , 0
11,FC Nantes,RC Lens,2 , 1
11,CS Sedan,Stade de Reims,2 , 0
11,Valenciennes FC,Angers SCO,1 , 3
11,AS Monaco FC,Girondins de Bordeaux,2 , 0
12,Girondins de Bordeaux,AS Saint-Etienne,2 , 3
12,Olympique Lyonnais,AS Monaco FC,5 , 1
12,Angers SCO,Toulouse FC,4 , 3
12,OGC Nice,Stade Rennais FC,0 , 2
12,Stade de Reims,RC Paris,1 , 4
12,RC Lens,RC Strasbourg,2 , 1
12,Stade Français,CS Sedan,3 , 2
12,Nîmes Olympique,Valenciennes FC,2 , 0
12,FC Rouen 1899,FC Nantes,5 , 2
13,Stade Rennais FC,AS Saint-Etienne,1 , 1
13,AS Monaco FC,Angers SCO,0 , 1
13,RC Paris,Stade Français,3 , 2
13,CS Sedan,RC Lens,2 , 3
13,Olympique Lyonnais,Girondins de Bordeaux,3 , 1
13,Toulouse FC,Nîmes Olympique,1 , 1
13,RC Strasbourg,FC Rouen 1899,1 , 0
13,Valenciennes FC,Stade de Reims,2 , 1
13,FC Nantes,OGC Nice,3 , 0
14,Girondins de Bordeaux,Stade Rennais FC,3 , 1
14,AS Saint-Etienne,FC Nantes,6 , 1
14,RC Lens,RC Paris,10 , 2
14,Stade de Reims,Toulouse FC,1 , 3
14,Angers SCO,Olympique Lyonnais,1 , 1
