day,home_team,away_team,home_score,away_score
1,Girondins de Bordeaux,OGC Nice,2 , 0
1,Stade Rennais FC,AS Saint-Etienne,6 , 0
1,FC Sète 34,Stade de Reims,5 , 2
1,RC Paris,FC Sochaux-Montbéliard,4 , 1
1,RC Lens,FC Nancy,0 , 2
1,RC Strasbourg,Nîmes Olympique,2 , 1
1,Havre AC,Olympique de Marseille,1 , 0
1,LOSC Lille,AS Red Star 93,1 , 1
1,Toulouse FC,CO Roubaix-Tourcoing,1 , 1
2,OGC Nice,Stade Rennais FC,3 , 6
2,CO Roubaix-Tourcoing,RC Paris,1 , 4
2,FC Sochaux-Montbéliard,LOSC Lille,0 , 4
2,FC Nancy,FC Sète 34,2 , 2
2,Nîmes Olympique,Girondins de Bordeaux,2 , 2
2,AS Red Star 93,RC Strasbourg,0 , 0
2,Olympique de Marseille,Toulouse FC,3 , 1
2,Stade de Reims,Havre AC,2 , 0
2,AS Saint-Etienne,RC Lens,4 , 1
3,Stade Rennais FC,Toulouse FC,6 , 0
3,Girondins de Bordeaux,RC Paris,0 , 3
3,LOSC Lille,Olympique de Marseille,2 , 1
3,RC Strasbourg,CO Roubaix-Tourcoing,3 , 1
3,FC Sète 34,FC Sochaux-Montbéliard,1 , 1
3,Nîmes Olympique,FC Nancy,3 , 0
3,AS Red Star 93,Stade de Reims,1 , 1
3,OGC Nice,AS Saint-Etienne,0 , 0
3,RC Lens,Havre AC,2 , 1
4,RC Paris,Stade Rennais FC,4 , 2
4,Olympique de Marseille,RC Strasbourg,2 , 2
4,Stade de Reims,LOSC Lille,4 , 3
4,FC Nancy,AS Red Star 93,2 , 1
4,Havre AC,FC Sète 34,1 , 0
4,AS Saint-Etienne,Nîmes Olympique,1 , 1
4,CO Roubaix-Tourcoing,Girondins de Bordeaux,1 , 1
4,FC Sochaux-Montbéliard,OGC Nice,3 , 2
4,Toulouse FC,RC Lens,3 , 2
5,LOSC Lille,RC Paris,1 , 1
5,Stade Rennais FC,FC Sète 34,2 , 0
5,RC Strasbourg,Toulouse FC,6 , 1
5,OGC Nice,Stade de Reims,1 , 2
5,Nîmes Olympique,Olympique de Marseille,2 , 1
5,Girondins de Bordeaux,Havre AC,0 , 1
5,AS Saint-Etienne,FC Nancy,3 , 1
5,AS Red Star 93,CO Roubaix-Tourcoing,1 , 0
5,RC Lens,FC Sochaux-Montbéliard,3 , 1
6,RC Lens,Stade Rennais FC,1 , 2
6,RC Paris,AS Red Star 93,1 , 1
6,Havre AC,RC Strasbourg,0 , 1
6,Toulouse FC,LOSC Lille,0 , 2
6,Stade de Reims,AS Saint-Etienne,0 , 0
6,CO Roubaix-Tourcoing,Nîmes Olympique,2 , 0
6,FC Sète 34,Girondins de Bordeaux,1 , 0
6,FC Sochaux-Montbéliard,FC Nancy,3 , 3
6,Olympique de Marseille,OGC Nice,3 , 0
7,RC Paris,RC Strasbourg,2 , 4
7,Havre AC,Stade Rennais FC,3 , 1
7,Stade de Reims,Nîmes Olympique,1 , 1
7,FC Sochaux-Montbéliard,AS Saint-Etienne,0 , 2
7,CO Roubaix-Tourcoing,LOSC Lille,3 , 0
7,FC Sète 34,RC Lens,1 , 1
7,Olympique de Marseille,AS Red Star 93,0 , 0
7,Toulouse FC,Girondins de Bordeaux,1 , 2
7,FC Nancy,OGC Nice,1 , 2
8,RC Strasbourg,FC Sète 34,1 , 0
8,Stade Rennais FC,FC Sochaux-Montbéliard,2 , 1
8,FC Nancy,Stade de Reims,0 , 2
8,Nîmes Olympique,RC Paris,4 , 2
8,LOSC Lille,Havre AC,1 , 0
8,AS Saint-Etienne,Olympique de Marseille,1 , 2
8,Girondins de Bordeaux,RC Lens,4 , 0
8,AS Red Star 93,Toulouse FC,1 , 2
8,OGC Nice,CO Roubaix-Tourcoing,3 , 0
9,RC Lens,RC Strasbourg,1 , 1
9,Stade Rennais FC,Girondins de Bordeaux,4 , 2
9,FC Sète 34,LOSC Lille,1 , 1
9,FC Sochaux-Montbéliard,Stade de Reims,2 , 0
9,RC Paris,OGC Nice,0 , 3
9,Olympique de Marseille,FC Nancy,2 , 1
9,Toulouse FC,Nîmes Olympique,1 , 1
9,Havre AC,AS Red Star 93,3 , 0
9,CO Roubaix-Tourcoing,AS Saint-Etienne,2 , 2
10,RC Strasbourg,Stade Rennais FC,1 , 0
10,LOSC Lille,RC Lens,5 , 0
10,Nîmes Olympique,Havre AC,2 , 3
10,Stade de Reims,Olympique de Marseille,1 , 1
10,AS Saint-Etienne,RC Paris,2 , 1
10,Girondins de Bordeaux,FC Sochaux-Montbéliard,3 , 1
10,OGC Nice,Toulouse FC,2 , 1
10,AS Red Star 93,FC Sète 34,3 , 2
10,FC Nancy,CO Roubaix-Tourcoing,2 , 1
11,RC Strasbourg,LOSC Lille,1 , 0
11,Stade Rennais FC,Nîmes Olympique,1 , 2
11,Toulouse FC,Stade de Reims,1 , 3
11,Havre AC,FC Nancy,1 , 1
11,Girondins de Bordeaux,AS Red Star 93,4 , 1
11,RC Paris,Olympique de Marseille,1 , 1
11,FC Sète 34,AS Saint-Etienne,4 , 1
11,RC Lens,OGC Nice,2 , 0
11,CO Roubaix-Tourcoing,FC Sochaux-Montbéliard,1 , 2
12,FC Sochaux-Montbéliard,RC Strasbourg,5 , 0
12,LOSC Lille,Girondins de Bordeaux,3 , 0
12,Stade de Reims,RC Paris,2 , 2
12,AS Red Star 93,Stade Rennais FC,6 , 0
12,Nîmes Olympique,RC Lens,5 , 3
12,AS Saint-Etienne,Havre AC,1 , 0
12,Olympique de Marseille,CO Roubaix-Tourcoing,1 , 2
12,OGC Nice,FC Sète 34,2 , 1
12,FC Nancy,Toulouse FC,0 , 3
13,RC Paris,FC Nancy,2 , 0
13,Girondins de Bordeaux,RC Strasbourg,3 , 0
13,Stade Rennais FC,LOSC Lille,0 , 0
13,Havre AC,OGC Nice,4 , 1
13,FC Sète 34,Nîmes Olympique,1 , 1
13,CO Roubaix-Tourcoing,Stade de Reims,2 , 1
13,Toulouse FC,AS Saint-Etienne,3 , 2
13,RC Lens,AS Red Star 93,5 , 0
13,FC Sochaux-Montbéliard,Olympique de Marseille,1 , 2
14,RC Strasbourg,AS Saint-Etienne,2 , 6
14,Havre AC,RC Paris,2 , 0
14,AS Red Star 93,Nîmes Olympique,2 , 3
14,Stade Rennais FC,Stade de Reims,2 , 2
14,LOSC Lille,OGC Nice,1 , 3
14,Girondins de Bordeaux,FC Nancy,3 , 1
14,FC Sète 34,CO Roubaix-Tourcoing,2 , 0
14,RC Lens,Olympique de Marseille,1 , 1
14,Toulouse FC,FC Sochaux-Montbéliard,0 , 2
15,CO Roubaix-Tourcoing,Havre AC,2 , 3
15,OGC Nice,RC Strasbourg,4 , 1
15,Nîmes Olympique,LOSC Lille,2 , 4
15,Stade de Reims,RC Lens,4 , 2
15,AS Saint-Etienne,Girondins de Bordeaux,1 , 0
15,FC Nancy,Stade Rennais FC,3 , 2
15,Olympique de Marseille,FC Sète 34,1 , 2
15,RC Paris,Toulouse FC,1 , 1
15,FC Sochaux-Montbéliard,AS Red Star 93,0 , 1
16,RC Strasbourg,Stade de Reims,0 , 1
16,LOSC Lille,FC Nancy,0 , 0
16,Stade Rennais FC,CO Roubaix-Tourcoing,4 , 1
16,Nîmes Olympique,OGC Nice,1 , 1
16,AS Red Star 93,AS Saint-Etienne,4 , 0
16,Girondins de Bordeaux,Olympique de Marseille,0 , 0
16,RC Lens,RC Paris,1 , 1
16,FC Sète 34,Toulouse FC,0 , 1
16,Havre AC,FC Sochaux-Montbéliard,3 , 1
17,Toulouse FC,Havre AC,2 , 0
17,Stade de Reims,Girondins de Bordeaux,2 , 3
17,AS Saint-Etienne,LOSC Lille,5 , 1
17,Olympique de Marseille,Stade Rennais FC,1 , 1
17,FC Nancy,RC Strasbourg,2 , 1
17,RC Paris,FC Sète 34,3 , 2
17,OGC Nice,AS Red Star 93,5 , 1
17,FC Sochaux-Montbéliard,Nîmes Olympique,4 , 0
17,CO Roubaix-Tourcoing,RC Lens,4 , 1
18,AS Saint-Etienne,Stade Rennais FC,3 , 0
18,Stade de Reims,FC Sète 34,3 , 1
18,AS Red Star 93,LOSC Lille,0 , 2
18,Olympique de Marseille,Havre AC,3 , 1
18,OGC Nice,Girondins de Bordeaux,4 , 1
18,FC Sochaux-Montbéliard,RC Paris,0 , 1
18,Nîmes Olympique,RC Strasbourg,1 , 0
18,FC Nancy,RC Lens,4 , 2
18,CO Roubaix-Tourcoing,Toulouse FC,3 , 2
19,RC Lens,AS Saint-Etienne,2 , 3
19,LOSC Lille,FC Sochaux-Montbéliard,2 , 1
19,Havre AC,Stade de Reims,3 , 0
19,Stade Rennais FC,OGC Nice,3 , 1
19,Toulouse FC,Olympique de Marseille,0 , 4
19,Girondins de Bordeaux,Nîmes Olympique,2 , 1
19,RC Strasbourg,AS Red Star 93,2 , 1
19,RC Paris,CO Roubaix-Tourcoing,1 , 2
19,FC Sète 34,FC Nancy,2 , 1
20,AS Saint-Etienne,OGC Nice,3 , 2
20,Havre AC,RC Lens,4 , 1
20,Olympique de Marseille,LOSC Lille,1 , 1
20,Stade de Reims,AS Red Star 93,2 , 0
20,Toulouse FC,Stade Rennais FC,0 , 1
20,CO Roubaix-Tourcoing,RC Strasbourg,0 , 1
20,RC Paris,Girondins de Bordeaux,1 , 0
20,FC Nancy,Nîmes Olympique,3 , 0
20,FC Sochaux-Montbéliard,FC Sète 34,1 , 0
21,FC Sète 34,Havre AC,1 , 2
21,Nîmes Olympique,AS Saint-Etienne,1 , 0
21,LOSC Lille,Stade de Reims,1 , 1
21,Stade Rennais FC,RC Paris,3 , 4
21,RC Strasbourg,Olympique de Marseille,2 , 2
21,OGC Nice,FC Sochaux-Montbéliard,2 , 1
21,Girondins de Bordeaux,CO Roubaix-Tourcoing,2 , 2
21,AS Red Star 93,FC Nancy,1 , 4
21,RC Lens,Toulouse FC,2 , 2
22,Havre AC,Girondins de Bordeaux,2 , 2
22,RC Paris,LOSC Lille,2 , 0
22,FC Nancy,AS Saint-Etienne,4 , 2
22,FC Sète 34,Stade Rennais FC,1 , 2
22,Stade de Reims,OGC Nice,2 , 4
22,Olympique de Marseille,Nîmes Olympique,1 , 1
22,Toulouse FC,RC Strasbourg,1 , 0
22,CO Roubaix-Tourcoing,AS Red Star 93,3 , 1
22,FC Sochaux-Montbéliard,RC Lens,3 , 2
23,RC Strasbourg,Havre AC,1 , 4
23,AS Red Star 93,RC Paris,0 , 3
23,AS Saint-Etienne,Stade de Reims,1 , 1
23,Stade Rennais FC,RC Lens,1 , 2
23,OGC Nice,Olympique de Marseille,2 , 2
23,Girondins de Bordeaux,FC Sète 34,4 , 0
23,LOSC Lille,Toulouse FC,1 , 2
23,Nîmes Olympique,CO Roubaix-Tourcoing,2 , 1
23,FC Nancy,FC Sochaux-Montbéliard,3 , 4
24,Stade Rennais FC,Havre AC,0 , 4
24,AS Saint-Etienne,FC Sochaux-Montbéliard,3 , 0
24,RC Strasbourg,RC Paris,3 , 0
24,OGC Nice,FC Nancy,5 , 0
24,AS Red Star 93,Olympique de Marseille,2 , 4
24,Girondins de Bordeaux,Toulouse FC,3 , 1
24,Nîmes Olympique,Stade de Reims,3 , 0
24,LOSC Lille,CO Roubaix-Tourcoing,0 , 1
24,RC Lens,FC Sète 34,3 , 0
25,Havre AC,LOSC Lille,0 , 1
25,Olympique de Marseille,AS Saint-Etienne,7 , 0
25,RC Paris,Nîmes Olympique,0 , 2
25,CO Roubaix-Tourcoing,OGC Nice,0 , 0
25,RC Lens,Girondins de Bordeaux,1 , 1
25,Stade de Reims,FC Nancy,2 , 2
25,FC Sète 34,RC Strasbourg,2 , 1
25,FC Sochaux-Montbéliard,Stade Rennais FC,2 , 2
25,Toulouse FC,AS Red Star 93,0 , 0
26,AS Red Star 93,Havre AC,1 , 0
26,Nîmes Olympique,Toulouse FC,3 , 1
26,AS Saint-Etienne,CO Roubaix-Tourcoing,3 , 0
