day,home_team,away_team,home_score,away_score
1,FC Nantes,AS Monaco FC,1 , 1
1,RC Strasbourg,FC Sochaux-Montbéliard,0 , 3
1,Girondins de Bordeaux,AJ Auxerre,2 , 0
1,AS Cannes,SM Caen,2 , 0
1,Stade Lavallois,LOSC Lille,1 , 2
1,RC Lens,SC Toulon,0 , 1
1,RC Paris,Toulouse FC,0 , 1
1,OGC Nice,AS Saint-Etienne,1 , 0
1,FC Metz,Paris Saint-Germain,0 , 1
1,Olympique de Marseille,Montpellier Hérault SC,1 , 1
2,FC Sochaux-Montbéliard,RC Paris,2 , 0
2,LOSC Lille,Olympique de Marseille,2 , 1
2,Toulouse FC,RC Lens,2 , 1
2,SC Toulon,FC Metz,1 , 0
2,AS Monaco FC,AS Cannes,2 , 0
2,SM Caen,FC Nantes,2 , 3
2,Montpellier Hérault SC,OGC Nice,1 , 1
2,AJ Auxerre,Stade Lavallois,2 , 1
2,AS Saint-Etienne,RC Strasbourg,0 , 0
2,Paris Saint-Germain,Girondins de Bordeaux,1 , 1
3,Girondins de Bordeaux,Montpellier Hérault SC,2 , 1
3,Olympique de Marseille,FC Sochaux-Montbéliard,0 , 0
3,AS Monaco FC,LOSC Lille,1 , 1
3,FC Nantes,SC Toulon,0 , 0
3,AS Cannes,Paris Saint-Germain,0 , 3
3,Stade Lavallois,Toulouse FC,2 , 0
3,RC Lens,AJ Auxerre,0 , 1
3,RC Strasbourg,OGC Nice,3 , 0
3,RC Paris,AS Saint-Etienne,3 , 1
3,FC Metz,SM Caen,1 , 0
4,FC Sochaux-Montbéliard,Stade Lavallois,3 , 0
4,SC Toulon,AS Cannes,3 , 0
4,SM Caen,AS Monaco FC,0 , 3
4,Paris Saint-Germain,FC Nantes,1 , 0
4,LOSC Lille,Girondins de Bordeaux,0 , 1
4,AJ Auxerre,FC Metz,2 , 1
4,Toulouse FC,Olympique de Marseille,0 , 0
4,OGC Nice,RC Paris,3 , 2
4,Montpellier Hérault SC,RC Strasbourg,1 , 0
4,AS Saint-Etienne,RC Lens,2 , 4
5,RC Lens,FC Sochaux-Montbéliard,2 , 2
5,AS Monaco FC,Paris Saint-Germain,1 , 0
5,Girondins de Bordeaux,SC Toulon,1 , 1
5,FC Nantes,AJ Auxerre,3 , 2
5,SM Caen,Montpellier Hérault SC,0 , 1
5,Olympique de Marseille,OGC Nice,3 , 2
5,FC Metz,LOSC Lille,3 , 1
5,AS Cannes,Toulouse FC,5 , 1
5,RC Paris,RC Strasbourg,2 , 1
5,Stade Lavallois,AS Saint-Etienne,1 , 1
6,AS Saint-Etienne,Olympique de Marseille,0 , 0
6,SC Toulon,AS Monaco FC,1 , 0
6,FC Sochaux-Montbéliard,Girondins de Bordeaux,1 , 1
6,Paris Saint-Germain,SM Caen,3 , 0
6,LOSC Lille,FC Nantes,0 , 1
6,Montpellier Hérault SC,RC Paris,0 , 0
6,AJ Auxerre,AS Cannes,0 , 0
6,OGC Nice,Stade Lavallois,1 , 0
6,Toulouse FC,FC Metz,2 , 1
6,RC Strasbourg,RC Lens,4 , 1
7,Girondins de Bordeaux,AS Saint-Etienne,5 , 0
7,Paris Saint-Germain,FC Sochaux-Montbéliard,1 , 0
7,SM Caen,SC Toulon,2 , 1
7,AS Monaco FC,AJ Auxerre,1 , 2
7,FC Nantes,Toulouse FC,1 , 2
7,Olympique de Marseille,RC Paris,2 , 0
7,RC Lens,Montpellier Hérault SC,0 , 0
7,AS Cannes,LOSC Lille,1 , 0
7,FC Metz,OGC Nice,1 , 0
7,Stade Lavallois,RC Strasbourg,1 , 0
8,SC Toulon,Paris Saint-Germain,0 , 1
8,Toulouse FC,Girondins de Bordeaux,1 , 1
8,FC Sochaux-Montbéliard,FC Metz,1 , 0
8,AJ Auxerre,SM Caen,3 , 0
