day,home_team,away_team,home_score,away_score
1,Girondins de Bordeaux,OGC Nice,1 , 0
1,FC Sochaux-Montbéliard,SM Caen,2 , 0
1,Montpellier Hérault SC,FC Martigues,0 , 1
1,AS Monaco FC,FC Metz,0 , 1
1,RC Lens,LOSC Lille,1 , 1
1,AS Saint-Etienne,Stade Rennais FC,1 , 1
1,RC Strasbourg,AJ Auxerre,1 , 1
1,FC Nantes,Olympique Lyonnais,1 , 1
1,Havre AC,Paris Saint-Germain,0 , 0
1,AS Cannes,SC Bastia,0 , 0
2,AJ Auxerre,FC Nantes,1 , 2
2,Montpellier Hérault SC,Girondins de Bordeaux,0 , 1
2,Olympique Lyonnais,AS Monaco FC,3 , 1
2,FC Martigues,AS Saint-Etienne,1 , 1
2,LOSC Lille,RC Strasbourg,1 , 0
2,FC Metz,SC Bastia,1 , 2
2,Paris Saint-Germain,RC Lens,1 , 0
2,SM Caen,AS Cannes,0 , 1
2,OGC Nice,FC Sochaux-Montbéliard,1 , 0
2,Stade Rennais FC,Havre AC,0 , 0
3,FC Nantes,SM Caen,2 , 1
3,Girondins de Bordeaux,FC Martigues,1 , 1
3,AS Cannes,FC Metz,1 , 0
3,FC Sochaux-Montbéliard,LOSC Lille,3 , 0
3,AS Saint-Etienne,Montpellier Hérault SC,4 , 0
3,RC Lens,Stade Rennais FC,5 , 0
3,RC Strasbourg,Paris Saint-Germain,2 , 0
3,Havre AC,OGC Nice,1 , 1
3,AS Monaco FC,AJ Auxerre,0 , 0
3,SC Bastia,Olympique Lyonnais,0 , 1
4,SM Caen,AS Monaco FC,0 , 1
4,Olympique Lyonnais,FC Metz,1 , 0
4,LOSC Lille,FC Nantes,1 , 2
4,AS Saint-Etienne,RC Strasbourg,2 , 0
4,FC Martigues,Havre AC,2 , 1
4,Montpellier Hérault SC,RC Lens,1 , 2
4,Paris Saint-Germain,FC Sochaux-Montbéliard,1 , 1
4,OGC Nice,AS Cannes,2 , 1
4,Stade Rennais FC,Girondins de Bordeaux,2 , 0
4,AJ Auxerre,SC Bastia,2 , 1
5,FC Nantes,Paris Saint-Germain,1 , 0
5,RC Lens,FC Martigues,2 , 1
5,AS Cannes,Olympique Lyonnais,5 , 1
5,Girondins de Bordeaux,AS Saint-Etienne,2 , 1
5,FC Sochaux-Montbéliard,Stade Rennais FC,1 , 3
5,RC Strasbourg,OGC Nice,3 , 2
5,SC Bastia,SM Caen,1 , 0
5,AS Monaco FC,LOSC Lille,2 , 0
5,FC Metz,AJ Auxerre,1 , 1
5,Havre AC,Montpellier Hérault SC,1 , 2
6,Stade Rennais FC,RC Strasbourg,1 , 1
6,Montpellier Hérault SC,FC Nantes,2 , 2
6,Girondins de Bordeaux,AS Cannes,0 , 2
6,AS Saint-Etienne,Havre AC,4 , 1
6,OGC Nice,RC Lens,1 , 1
6,FC Martigues,FC Sochaux-Montbéliard,2 , 0
6,AJ Auxerre,Olympique Lyonnais,0 , 0
6,Paris Saint-Germain,AS Monaco FC,1 , 0
6,LOSC Lille,SC Bastia,3 , 0
6,SM Caen,FC Metz,2 , 0
7,AS Cannes,AJ Auxerre,3 , 1
7,FC Nantes,Stade Rennais FC,2 , 0
7,Olympique Lyonnais,SM Caen,1 , 0
7,RC Lens,AS Saint-Etienne,0 , 0
7,RC Strasbourg,FC Martigues,5 , 0
7,AS Monaco FC,OGC Nice,0 , 2
7,SC Bastia,Paris Saint-Germain,1 , 2
7,Havre AC,Girondins de Bordeaux,1 , 1
7,FC Sochaux-Montbéliard,Montpellier Hérault SC,2 , 0
7,FC Metz,LOSC Lille,1 , 1
8,Stade Rennais FC,AS Cannes,3 , 1
8,FC Martigues,FC Nantes,3 , 3
8,LOSC Lille,Olympique Lyonnais,1 , 4
8,AS Saint-Etienne,FC Sochaux-Montbéliard,4 , 0
8,Girondins de Bordeaux,RC Lens,1 , 2
8,Paris Saint-Germain,FC Metz,3 , 0
8,Montpellier Hérault SC,RC Strasbourg,1 , 1
8,OGC Nice,SC Bastia,1 , 2
8,SM Caen,AJ Auxerre,1 , 5
8,Havre AC,AS Monaco FC,1 , 0
9,FC Nantes,AS Saint-Etienne,3 , 0
9,RC Lens,Havre AC,1 , 1
9,AS Cannes,FC Martigues,0 , 1
9,RC Strasbourg,SM Caen,1 , 0
9,FC Sochaux-Montbéliard,Girondins de Bordeaux,1 , 4
9,AS Monaco FC,Stade Rennais FC,0 , 0
9,FC Metz,OGC Nice,0 , 0
9,SC Bastia,Montpellier Hérault SC,1 , 1
9,Olympique Lyonnais,Paris Saint-Germain,2 , 0
9,AJ Auxerre,LOSC Lille,2 , 0
10,Montpellier Hérault SC,AS Monaco FC,2 , 2
10,OGC Nice,FC Nantes,1 , 3
10,AS Saint-Etienne,Olympique Lyonnais,1 , 1
10,RC Lens,AS Cannes,0 , 2
10,FC Martigues,SC Bastia,5 , 2
10,Girondins de Bordeaux,RC Strasbourg,2 , 0
10,Paris Saint-Germain,AJ Auxerre,1 , 1
10,Stade Rennais FC,FC Metz,1 , 2
