day,home_team,away_team,home_score,away_score
1,Olympique de Marseille,Olympique Lyonnais,1 , 1
1,OGC Nice,FC Nantes,1 , 1
1,AS Saint-Etienne,Nîmes Olympique,1 , 3
1,Girondins de Bordeaux,FC Metz,0 , 0
1,AS Nancy-Lorraine,Stade de Reims,0 , 0
1,Stade Rennais FC,SC Bastia,1 , 0
1,Angers SCO,Paris Saint-Germain,2 , 0
1,LOSC Lille,FC Sochaux-Montbéliard,2 , 3
1,AC Ajaccio,AS Monaco FC,3 , 0
1,AS Red Star 93,Angoulême,1 , 1
2,Olympique Lyonnais,Stade Rennais FC,0 , 2
2,FC Sochaux-Montbéliard,AS Nancy-Lorraine,2 , 1
2,AC Ajaccio,Olympique de Marseille,1 , 1
2,Nîmes Olympique,SC Bastia,6 , 2
2,AS Monaco FC,Angers SCO,3 , 0
2,FC Metz,LOSC Lille,4 , 0
2,FC Nantes,AS Saint-Etienne,4 , 3
2,Paris Saint-Germain,Girondins de Bordeaux,0 , 0
2,Stade de Reims,AS Red Star 93,0 , 1
2,Angoulême,OGC Nice,1 , 1
3,AS Red Star 93,FC Sochaux-Montbéliard,2 , 1
3,Stade Rennais FC,Olympique de Marseille,1 , 2
3,OGC Nice,FC Metz,1 , 1
3,Girondins de Bordeaux,AS Monaco FC,3 , 1
3,SC Bastia,FC Nantes,2 , 1
3,LOSC Lille,AC Ajaccio,3 , 1
3,Angers SCO,Olympique Lyonnais,2 , 1
3,AS Nancy-Lorraine,Paris Saint-Germain,2 , 3
3,AS Saint-Etienne,Stade de Reims,9 , 1
3,Nîmes Olympique,Angoulême,3 , 0
4,FC Nantes,Nîmes Olympique,2 , 0
4,AS Monaco FC,AS Red Star 93,0 , 0
4,FC Metz,AS Nancy-Lorraine,0 , 1
4,AC Ajaccio,Stade Rennais FC,1 , 2
4,Olympique Lyonnais,Girondins de Bordeaux,2 , 2
4,FC Sochaux-Montbéliard,AS Saint-Etienne,0 , 2
4,Stade de Reims,OGC Nice,1 , 2
4,Paris Saint-Germain,LOSC Lille,4 , 1
4,Angoulême,SC Bastia,2 , 1
4,Olympique de Marseille,Angers SCO,2 , 1
5,Girondins de Bordeaux,Olympique de Marseille,0 , 2
5,Nîmes Olympique,Stade de Reims,2 , 1
5,AS Red Star 93,FC Metz,1 , 1
5,Angers SCO,Stade Rennais FC,1 , 1
5,FC Nantes,Paris Saint-Germain,6 , 0
5,OGC Nice,AC Ajaccio,2 , 0
5,AS Saint-Etienne,Angoulême,4 , 0
5,SC Bastia,FC Sochaux-Montbéliard,6 , 1
5,AS Nancy-Lorraine,AS Monaco FC,3 , 0
5,LOSC Lille,Olympique Lyonnais,0 , 1
