	start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict
0	2015	8814	133	129	129	Lille	Rio	Mavuba	0	72.2	54.0	98.1878020119	28.0862955906	0	0	0	0	0	0	0	0.0251600999841
1	2015	8814	133	129	129	Lille	Rio	Mavuba	0	84.3	64.3	132.328135407	21.2362896948	0	0	0	0	0	0	0	0.0731527994341
2	2015	8814	133	129	129	Lille	Junior	Tallo	0	85.6	57.3	116.882476071	16.1446585594	0	0	0	0	0	1	0	0.149770412619
3	2015	8814	133	129	129	Lille	Renato	Civelli	0	96.4	55.0	144.246112746	6.1611687203	1	1	1	0	0	0	0	0.145532011982
4	2015	8814	133	129	129	Lille	Soualiho	Meité	0	94.5	51.1	101.309932474	5.60892146495	0	1	1	0	0	0	0	0.337440710866
5	2015	8814	133	129	129	Lille	Mounir	Obbadi	0	87.0	72.4	149.870957356	25.899034731	0	0	0	0	0	0	0	0.0365402476864
6	2015	8814	133	129	129	Lille	Baptiste	Guillaume	0	95.3	65.2	162.817840704	15.9100597108	0	0	0	0	1	0	0	0.158770525135
7	2015	8814	133	129	129	Lille	Baptiste	Guillaume	0	87.1	67.5	143.604481593	21.7407451574	0	0	0	0	0	0	0	0.068364229187
8	2015	8814	133	129	129	Lille	Éric	Bautheac	0	73.0	42.1	73.6909150708	28.1320102375	0	0	0	0	0	0	0	0.0245754226459
9	2015	8814	133	129	133	Monaco	Ricardo	Carvalho	0	90.4	44.8	61.5570713756	10.9178752512	1	1	0	0	0	0	0	0.121752622266
10	2015	8814	133	129	133	Monaco	João	Moutinho	0	75.5	65.6	122.486321886	29.0449651403	0	0	0	0	0	0	0	0.022020880656
11	2015	8814	133	129	133	Monaco	Bernardo	Silva	0	95.9	50.7	99.6887865604	4.15932686862	0	1	0	0	0	0	0	0.54154487349
12	2015	8814	133	129	133	Monaco	Ivan	Cavaleiro	0	94.7	60.4	152.995909297	11.6726175299	1	1	0	0	0	0	0	0.115702419677
13	2015	8814	133	129	133	Monaco	Ivan	Cavaleiro	0	80.2	72.6	138.778197707	30.0466304267	0	0	0	0	0	0	0	0.0190333950977
14	2015	8814	133	129	133	Monaco	Nabil	Dirar	0	87.9	66.4	143.579912775	20.3806280571	0	0	0	0	0	1	0	0.0835686900315
15	2015	8814	133	129	133	Monaco	Bernardo	Silva	0	87.7	42.9	60.0049203829	14.2021125189	1	1	0	0	0	0	0	0.0757399062247
16	2015	8814	133	129	133	Monaco	João	Moutinho	0	73.2	49.5	88.9311728882	26.8046637733	0	0	0	0	0	0	0	0.0305130300483
17	2015	8814	133	129	133	Monaco	Jérémy	Toulalan	0	76.9	29.5	48.4126793516	30.8846240061	0	1	1	0	0	0	0	0.00858568711029
18	2015	8819	128	136	136	Bordeaux	Clément	Chantôme	0	94.6	45.6	50.8263420296	6.96562990691	0	1	1	0	0	0	0	0.283715307375
19	2015	8819	128	136	136	Bordeaux	Nicolas	Maurice-Belay	0	94.1	57.7	142.53944514	9.70051545022	0	1	1	0	0	0	0	0.214148370747
20	2015	8819	128	136	136	Bordeaux	Cheick	Diabaté	0	94.2	44.0	44.0289780689	8.34505841801	1	1	0	0	0	0	0	0.171230200843
21	2015	8819	128	136	136	Bordeaux	Frederic	Guilbert	0	72.5	45.4	80.503894907	27.8820730937	0	1	1	0	0	0	0	0.0141006708906
22	2015	8819	128	136	136	Bordeaux	Andre	Biyogo Poko	0	90.0	53.0	106.699244234	10.4403065089	0	1	1	0	0	0	0	0.191099868502
23	2015	8819	128	136	136	Bordeaux	Andre	Biyogo Poko	0	92.0	52.6	108.004161606	8.41189633793	1	1	1	0	0	0	0	0.103909167337
24	2015	8819	128	136	136	Bordeaux	Cheick	Diabaté	0	89.7	37.8	40.1731412189	15.9665274872	0	0	0	0	0	0	0	0.146717740364
25	2015	8819	128	136	136	Bordeaux	Henri	Saivet	0	76.6	68.7	128.629935588	29.9541316015	0	0	0	0	0	0	0	0.0191798441978
26	2015	8819	128	136	136	Bordeaux	Andre	Biyogo Poko	0	89.8	55.8	119.623748751	11.7337121151	1	0	0	0	0	0	0	0.112402602717
27	2015	8819	128	136	136	Bordeaux	Henri	Saivet	1	80.0	51.5	94.2891533288	20.0561711201	0	0	0	0	0	0	0	0.0849586430104
28	2015	8819	128	136	136	Bordeaux	Frederic	Guilbert	0	83.1	60.7	122.33937708	20.0024998438	0	0	0	0	0	0	0	0.0871466234807
29	2015	8819	128	136	136	Bordeaux	Clément	Chantôme	0	72.6	42.3	74.3034741631	28.4613773384	0	0	0	0	0	0	0	0.0233547064433
30	2015	8819	128	136	136	Bordeaux	Andre	Biyogo Poko	0	84.8	34.8	45.0	21.4960461481	0	1	0	0	0	0	0	0.0665671451822
31	2015	8819	128	136	136	Bordeaux	Cheick	Diabaté	0	93.7	54.8	127.303948278	7.92022726947	1	0	0	0	0	0	0	0.189705795271
32	2015	8819	128	136	136	Bordeaux	Wahbi	Khazri	0	74.0	51.9	94.1795698734	26.0693306397	0	0	0	0	0	0	0	0.0343056957337
33	2015	8819	128	136	136	Bordeaux	Wahbi	Khazri	0	82.5	62.2	124.882005396	21.3328385359	0	0	0	0	0	0	0	0.071772723264
34	2015	8819	128	136	136	Bordeaux	Andre	Biyogo Poko	0	93.8	28.7	16.2292116824	22.1840032456	0	0	0	0	0	0	0	0.0589500033464
35	2015	8819	128	136	128	St Etienne	Jean-Christophe	Bahebeck	0	93.5	56.2	133.646808046	8.98276126812	1	1	0	0	0	0	0	0.165574797381
36	2015	8819	128	136	128	St Etienne	Jean-Christophe	Bahebeck	0	95.4	61.6	158.369113163	12.4787819918	1	1	0	0	0	0	0	0.103504591705
37	2015	8819	128	136	128	St Etienne	Jean-Christophe	Bahebeck	0	88.7	94.9	165.873716094	46.3001079912	0	0	0	0	0	0	0	0.00147092766839
38	2015	8819	128	136	128	St Etienne	Florentin	Pogba	0	88.7	66.5	145.594765712	19.9984999437	0	1	0	0	0	0	0	0.0884759441791
39	2015	8819	128	136	128	St Etienne	Romain	Hamouma	1	83.6	70.1	140.788292818	25.9416653282	0	0	0	0	0	0	0	0.0360838409201
40	2015	8819	128	136	128	St Etienne	Benoit	Assou-Ekotto	0	75.8	72.6	133.041932571	33.1119313843	0	0	0	0	0	0	0	0.011704728413
41	2015	8819	128	136	128	St Etienne	Nolan	Roux	0	92.0	56.8	130.364536573	10.4995237987	0	0	0	0	0	0	0	0.304641640393
42	2015	8815	149	137	149	Angers	Cheikh	Ndoye	0	90.1	53.8	110.998719034	10.6042444332	1	0	0	0	0	0	0	0.131027215781
43	2015	8815	149	137	149	Angers	Gilles	Sunu	0	93.8	30.5	17.6379955623	20.4619158438	0	0	0	0	0	0	0	0.0762642998445
44	2015	8815	149	137	149	Angers	Abdoul	Camara	0	85.2	26.0	31.6607510966	28.1964536777	0	0	0	0	0	0	0	0.0236545531508
45	2015	8815	149	137	149	Angers	Romain	Saiss	0	74.8	56.6	104.676393137	26.0499520153	0	1	0	0	0	0	0	0.0346485112067
