	start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict
0	2015	9106	127	124	127	Guingamp	Nicolas	Benezet	0	81.4	68.5	134.845564311	26.2337568793	0	0	0	0	0	0	0	0.0343598976502
1	2015	9106	127	124	127	Guingamp	Mustapha	Diallo	0	94.6	51.7	107.474774256	5.66127194189	1	1	1	0	0	0	0	0.152458027896
2	2015	9106	127	124	127	Guingamp	Sloan	Privat	1	89.7	46.4	70.7347356908	10.9110036202	0	0	0	0	0	0	0	0.28253039979
3	2015	9106	127	124	127	Guingamp	Mana	Dembele	0	79.3	33.5	51.4416000993	26.4714941021	0	0	0	0	0	0	0	0.0313372123049
4	2015	9106	127	124	127	Guingamp	Nicolas	Benezet	1	71.7	46.0	81.9549482209	28.5812875847	0	0	0	0	0	0	0	0.0230396010454
5	2015	9106	127	124	127	Guingamp	Younousse	Sankhare	0	80.3	35.8	54.2154773898	24.2843571049	0	0	0	0	0	0	0	0.0439485445513
6	2015	9106	127	124	127	Guingamp	Jimmy	Briand	0	80.1	41.7	67.3596941754	21.5615398337	0	0	0	0	0	0	0	0.0668709574194
7	2015	9106	127	124	127	Guingamp	Mustapha	Diallo	0	93.3	51.5	102.619322293	6.86585755751	1	1	1	0	0	0	0	0.128843181423
8	2015	9106	127	124	127	Guingamp	Jimmy	Briand	0	77.8	59.5	113.167434574	24.147256573	0	0	0	0	0	0	0	0.0466442412619
9	2015	9106	127	124	127	Guingamp	Marcus	Coco	0	88.3	32.3	33.4653793464	21.2174456521	0	0	0	0	0	0	0	0.0688773530852
10	2015	9106	127	124	127	Guingamp	Jimmy	Briand	0	76.7	45.6	79.3061274344	23.7118114028	0	0	0	0	0	0	1	0.0487483773106
11	2015	9106	127	124	124	Marseille	Michy	Batshuayi	0	85.5	61.1	127.434678932	18.2608871636	0	0	0	0	0	0	0	0.112321051444
12	2015	9106	127	124	124	Marseille	Romain	Alessandrini	0	93.4	22.9	13.6874908563	27.8921135807	0	0	0	1	0	0	0	0.0245072833778
13	2015	9106	127	124	124	Marseille	Romain	Alessandrini	0	78.4	36.2	57.4259428654	25.632011236	0	0	0	0	0	0	0	0.035815940721
14	2015	9106	127	124	124	Marseille	Michy	Batshuayi	0	92.7	65.2	154.346741015	16.8620876525	0	1	0	0	0	0	0	0.138797685042
15	2015	9106	127	124	124	Marseille	Romain	Alessandrini	0	84.1	32.3	41.9335144989	23.7928560707	0	0	1	0	0	0	0	0.0260711647392
16	2015	9106	127	124	124	Marseille	Michy	Batshuayi	0	83.3	60.7	122.64844085	19.8338095181	0	0	0	0	0	0	0	0.089331775624
17	2015	9106	127	124	124	Marseille	Romain	Alessandrini	0	88.7	37.8	42.8067654236	16.629191201	0	0	0	0	0	0	0	0.134163236088
18	2015	9106	127	124	124	Marseille	Rémy	Cabella	0	74.4	70.9	129.228414998	33.0479954006	0	0	0	0	0	0	0	0.0117929429087
19	2015	9106	127	124	124	Marseille	Benjamin	Mendy	0	88.6	56.2	118.539985188	12.976902558	1	1	0	0	0	0	0	0.0939965015
20	2015	9106	127	124	124	Marseille	Javier	Manquillo	0	95.4	41.9	29.5922963594	9.31504159948	1	0	0	0	1	0	0	0.149084069974
21	2015	9106	127	124	124	Marseille	Michy	Batshuayi	0	73.8	60.1	111.081460733	28.0793518444	0	0	0	0	0	0	0	0.0254054604864
22	2015	9106	127	124	124	Marseille	Michy	Batshuayi	0	86.6	38.9	50.36306942	17.4002873539	0	0	0	0	0	0	0	0.121037286006
23	2015	9106	127	124	124	Marseille	Mario	Lemina	0	80.8	45.2	75.9637565321	19.790907003	0	0	0	0	0	0	0	0.0873044817003
24	2015	9106	127	124	124	Marseille	Romain	Alessandrini	0	84.5	54.0	104.4702941	16.0078105936	0	1	0	0	0	0	0	0.151477829017
