start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed
2015	12456	149	132	149	Angers	Cheikh	Ndoye	0	88.5	57.7	123.80489	13.8398	1	1	1	0	0	0	0
2015	12456	149	132	149	Angers	Billy	Ketkeophomphone	0	90.8	63.8	146.30993	16.58554	0	1	0	0	0	0	0
2015	12456	149	132	149	Angers	Ismael	Traoré	0	91.5	55.8	124.30779	10.29029	0	0	0	0	0	0	1
2015	12456	149	132	149	Angers	Abdoul	Camara	0	75.6	44.4	77.074	25.03438	0	1	0	0	0	0	0
2015	12456	149	132	149	Angers	Abdoul	Camara	0	77.1	60.9	115.45363	25.36178	0	1	1	0	0	0	0
2015	12456	149	132	149	Angers	Gilles	Sunu	0	89.6	62.6	140.46384	16.33769	0	0	0	0	0	0	0
2015	12456	149	132	149	Angers	Diego	Gomez	0	69.2	59.9	107.81889	32.35197	0	0	0	0	0	0	0
2015	12456	149	132	149	Angers	Slimane	Sissoko	0	74.5	57.1	105.55887	26.46998	0	0	0	0	0	0	0
2015	12456	149	132	149	Angers	Abdoul	Camara	0	68.2	24	50.73022	41.07603	0	0	0	0	0	0	0
2015	12456	149	132	149	Angers	Slimane	Sissoko	0	87.2	48.5	83.31614	12.88759	1	1	0	0	0	0	0
2015	12456	149	132	149	Angers	Slimane	Sissoko	0	89.8	35.8	35.69006	17.48371	0	0	0	0	0	0	0
2015	12456	149	132	149	Angers	Abdoul	Camara	0	77	71.4	132.93618	31.41592	0	1	1	0	0	0	0
2015	12456	149	132	149	Angers	Cheikh	Ndoye	0	87.9	51.5	97.06673	12.19262	0	1	0	0	0	0	0
2015	12456	149	132	149	Angers	Thomas	Mangani	0	73	42.7	74.87065	27.96945	0	0	0	0	0	0	0
2015	12456	149	132	149	Angers	Cheikh	Ndoye	0	84.8	48.3	83.61844	15.29477	1	1	0	0	1	0	0
2015	12456	149	132	149	Angers	Abdoul	Camara	0	86.1	55.4	111.23061	14.91208	0	1	0	0	0	0	0
2015	12456	149	132	149	Angers	Gilles	Sunu	0	97.2	62	166.86598	12.32234	0	1	1	0	0	0	1
2015	12456	149	132	132	Rennes	Abdoulaye	Doucouré	0	70.5	36.1	64.77082	32.61073	0	0	0	0	0	0	0
2015	12456	149	132	132	Rennes	Abdoulaye	Doucouré	1	92.4	53	111.54098	8.17068	1	1	0	0	0	0	0
2015	12456	149	132	132	Rennes	Kamil	Grosicki	0	90.2	68.3	151.8301	20.75885	0	0	0	0	0	0	0
2015	12456	149	132	132	Rennes	Kamil	Grosicki	0	81.1	62.4	123.26827	22.60465	0	0	0	0	0	0	0
2015	12456	149	132	132	Rennes	Abdoulaye	Doucouré	0	73.4	39.8	69.02025	28.48859	0	0	0	0	0	0	0
2015	12456	149	132	132	Rennes	Giovanni	Sio	0	93	71.4	161.88693	22.51577	0	1	0	0	0	0	0
2015	12456	149	132	132	Rennes	Jeremie	Boga	0	78.1	36.2	57.78345	25.88532	0	0	0	0	0	0	0
2015	12456	149	132	132	Rennes	Mehdi	Zeffane	0	75.5	51.1	92.57074	24.52468	0	0	0	0	0	0	0
2015	12456	149	132	132	Rennes	Kamil	Grosicki	0	80.9	61.8	121.70782	22.45106	0	0	0	0	0	0	0
2015	12456	149	132	132	Rennes	Gelson	Fernandes	1	81.9	43.1	69.13238	19.3706	0	1	1	0	0	0	0
2015	12464	142	140	142	PSG	Edinson	Cavani	0	83.2	69.1	138.66575	25.43718	0	0	0	0	0	0	0
2015	12464	142	140	142	PSG	Ezequiel	Lavezzi	1	87.9	60.1	129.85212	15.76135	0	0	0	0	0	0	0
2015	12464	142	140	142	PSG	Lucas	Rodrigues Moura da Silva	0	81	35	51.70984	24.20744	0	0	0	0	0	0	0
2015	12464	142	140	142	PSG	Zlatan	Ibrahimovic	1	91	58.1	131.98721	12.10826	0	0	0	0	0	0	0
2015	12464	142	140	142	PSG	Lucas	Rodrigues Moura da Silva	1	95.4	61.8	158.70265	12.66491	1	1	0	0	0	0	0
2015	12464	142	140	142	PSG	Zlatan	Ibrahimovic	0	90	36.5	36.52886	16.8003	1	1	1	0	0	0	0
2015	12464	142	140	142	PSG	Edinson	Cavani	0	85.9	72.6	148.04022	26.63776	0	0	0	0	0	0	0
2015	12464	142	140	142	PSG	Ángel	Di María	0	82.3	42.5	67.03623	19.22342	0	0	0	0	0	0	0
2015	12464	142	140	142	PSG	Zlatan	Ibrahimovic	0	89.6	48.3	80.71645	10.53803	1	1	0	0	0	0	0
2015	12464	142	140	142	PSG	Layvin	Kurzawa	0	85.7	70.9	145.61966	25.3239	0	1	0	0	0	0	0
2015	12464	142	140	142	PSG	Zlatan	Ibrahimovic	0	94.5	71.2	165.45617	21.90183	0	1	0	0	0	0	0
2015	12464	142	140	142	PSG	Zlatan	Ibrahimovic	1	96.3	52.2	120.73549	4.30465	1	1	0	0	0	0	1
2015	12464	142	140	142	PSG	Ángel	Di María	0	86.2	31.8	37.17092	22.84032	0	1	0	0	0	0	0
2015	12464	142	140	142	PSG	Gregory	Van der Wiel	0	73.4	29.7	52.65065	33.46117	0	0	0	0	0	0	0
2015	12464	142	140	142	PSG	Ángel	Di María	1	64	31	62.1759	40.70626	0	0	0	0	0	0	0
2015	12464	142	140	140	Toulouse	Wergiton	do Rosário Calmon	0	79.5	29.9	45.56447	28.70993	0	0	0	0	0	0	0
2015	12464	142	140	140	Toulouse	Pavle	Ninkov	0	77.9	30.2	48.14196	29.67238	0	0	0	0	0	0	0
2015	12464	142	140	140	Toulouse	Martin	Braithwaite	0	85.1	53.6	103.58296	15.32873	0	0	0	0	0	0	0
2015	12464	142	140	140	Toulouse	Óscar	Trejo	0	78.2	47.9	84.49766	21.90091	0	0	0	0	0	0	0
2015	12464	142	140	140	Toulouse	Zinedine	Machach	0	72.8	50.6	91.26367	27.20662	0	0	0	0	0	0	0
2015	12464	142	140	140	Toulouse	Óscar	Trejo	0	73.3	50.1	90.21459	26.70019	0	0	0	0	0	0	0
2015	12464	142	140	140	Toulouse	Zinedine	Machach	0	78.6	68.5	130.84295	28.28798	0	0	0	0	0	0	0
2015	12458	126	127	126	Caen	Damien	Da Silva	0	90.1	53.8	110.99872	10.60424	1	1	1	0	0	0	0
2015	12458	126	127	126	Caen	Ronny	Rodelin	0	79.9	36.2	55.52779	24.38135	0	1	0	0	0	0	0
2015	12458	126	127	126	Caen	Andy	Delort	0	74.8	57.5	106.57401	26.29239	0	0	0	0	0	0	0
2015	12458	126	127	126	Caen	Julien	Féret	0	93	57.3	136.20183	10.11385	0	1	0	0	0	0	0
2015	12458	126	127	126	Caen	Ronny	Rodelin	0	86.6	56.2	114.82935	14.76482	0	0	0	0	0	0	1
2015	12458	126	127	126	Caen	Vincent	Bessat	0	81.2	67.7	133.2738	25.82112	0	1	0	0	0	0	0
2015	12458	126	127	126	Caen	Vincent	Bessat	0	80.3	44.4	74.13146	20.48048	0	0	0	0	0	0	0
2015	12458	126	127	126	Caen	Andy	Delort	0	78.2	53	97.83553	22.00545	0	0	0	0	0	0	0
2015	12458	126	127	126	Caen	Andy	Delort	0	83.6	62.4	127.09284	20.56016	0	0	0	0	0	0	0
2015	12458	126	127	126	Caen	Julien	Féret	1	85.3	53.2	102.28095	15.04427	0	0	0	0	0	0	0
2015	12458	126	127	126	Caen	Andy	Delort	0	85.2	65.2	135.7639	21.21509	0	0	0	0	0	0	0
2015	12458	126	127	126	Caen	Andy	Delort	1	78.1	62.8	120.30521	25.36632	0	0	0	0	0	0	0
2015	12458	126	127	126	Caen	Andy	Delort	0	80	32.7	49.14019	26.44409	0	0	0	0	0	0	0
2015	12458	126	127	126	Caen	Jeff	Louis	0	90.8	42.1	49.34746	12.12642	1	1	0	0	0	0	0
