	start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict
0	2015	11955	132	142	142	PSG	Ángel	Di María	0	74.4	43.4	75.54324	26.4371	0	0	0	0	0	0	0	0.0320129593136
1	2015	11955	132	142	142	PSG	Adrien	Rabiot	0	73.3	65.8	120.61536	31.02467	0	0	0	0	0	0	0	0.0161261334973
2	2015	11955	132	142	142	PSG	Maxwell	Cabelino Andrade	0	71.8	53.0	96.07246	28.35913	0	1	0	0	0	0	0	0.024078729721
3	2015	11955	132	142	142	PSG	Lucas	Rodrigues Moura da Silva	0	82.9	64.7	130.68397	22.54994	0	0	0	0	0	0	0	0.0600734428025
4	2015	11955	132	142	142	PSG	Ezequiel	Lavezzi	0	94.6	67.2	162.57014	18.02776	0	0	0	0	0	0	0	0.118585257731
5	2015	11955	132	142	142	PSG	Ezequiel	Lavezzi	0	72.3	56.6	103.40182	28.47543	0	0	0	0	0	0	0	0.0237623443953
6	2015	11955	132	142	142	PSG	Ángel	Di María	0	71.4	21.7	45.30208	40.23494	0	0	0	1	0	0	0	0.0035609640259
7	2015	11955	132	142	142	PSG	Lucas	Rodrigues Moura da Silva	0	94.9	68.2	164.34608	18.90106	0	0	0	0	0	0	0	0.104874924388
8	2015	11955	132	142	142	PSG	Serge	Aurier	0	91.9	58.8	137.37184	11.96035	1	1	1	0	0	0	0	0.0628984022562
9	2015	11955	132	142	142	PSG	Ángel	Di María	0	81.9	56.7	110.31283	19.30026	0	0	0	1	0	0	0	0.0957776191427
10	2015	11955	132	142	142	PSG	Ángel	Di María	0	89.3	60.6	134.73101	15.06154	0	0	0	0	0	0	0	0.174924849227
11	2015	11955	132	142	142	PSG	Lucas	Rodrigues Moura da Silva	0	74.8	68.1	125.68795	31.0266	0	0	0	0	0	0	0	0.0161765424527
12	2015	11955	132	142	142	PSG	Ángel	Di María	1	86.6	56.3	115.18053	14.80709	0	0	0	0	0	0	0	0.178890566572
13	2015	11955	132	142	132	Rennes	Pedro	Henrique	0	90.1	71.1	154.8643	23.30708	0	1	0	0	0	0	0	0.0544439117715
14	2015	11955	132	142	132	Rennes	Juan	Quintero	0	76.0	38.0	63.43495	26.83282	0	0	0	0	0	0	0	0.0298691162923
15	2015	11955	132	142	132	Rennes	Abdoulaye	Doucouré	0	80.3	57.5	110.84236	21.07937	0	0	0	0	0	0	0	0.0738560535527
16	2015	11955	132	142	132	Rennes	Yacouba	Sylla	0	73.0	47.2	84.07938	27.1448	0	1	0	0	0	0	0	0.028852488025
17	2015	11955	132	142	132	Rennes	Pedro	Henrique	0	73.6	58.8	108.43495	27.82804	0	0	0	0	0	0	0	0.0263720628329
18	2015	11956	128	141	141	Reims	Prince	Oniangué	0	85.6	51.3	95.15855	14.45856	0	0	0	0	0	0	0	0.185134625929
19	2015	11956	128	141	141	Reims	Frédéric	Bulot	0	69.2	32.6	60.53637	35.37513	0	0	0	0	0	0	0	0.00778836608941
20	2015	11956	128	141	141	Reims	Mickaël	Tacalfred	0	94.5	67.2	162.26742	18.05796	1	1	1	0	0	0	0	0.0251276831464
21	2015	11956	128	141	141	Reims	Frédéric	Bulot	0	89.2	58.7	128.85337	13.86831	0	1	1	0	0	0	0	0.121817302916
22	2015	11956	128	141	141	Reims	Antoine	Devaux	0	68.3	40.7	73.64961	33.03604	0	0	0	0	0	0	0	0.0113781509011
23	2015	11956	128	141	141	Reims	Theoson	Siebatcheu	0	92.9	57.4	136.18526	10.25524	1	1	1	0	0	0	0	0.0809373761821
24	2015	11956	128	141	141	Reims	Frédéric	Bulot	0	77.9	58.8	111.71195	23.7876	0	0	0	0	0	0	0	0.0492201709038
25	2015	11956	128	141	141	Reims	Nicolas	de Preville	0	84.2	50.9	93.26016	15.82561	0	0	0	0	0	0	0	0.154251098776
26	2015	11956	128	141	128	St Etienne	Vincent	Pajot	0	74.4	52.8	96.24191	25.75267	0	0	0	0	0	0	0	0.036070894261
27	2015	11956	128	141	128	St Etienne	Robert	Beric	1	97.0	51.8	120.96376	3.49857	0	1	0	0	0	0	0	0.571193777052
