kickoff	venue	home_team	away_team	score	home_goals	away_goals	result_1	result_n	result_2	result	home_elo	away_elo	elo_diff	elo_swap	home_1m_elo_diff	away_1m_elo_diff
2013-01-12	Stade de la Mosson	Montpellier	Lorient	2 - 0	2	0	1	0	0	1	1677	1609	68	8.1	2.40076	19.0708
2013-01-12	Stade de la Route-de-Lorient	Rennes	Bordeaux	0 - 2	0	2	0	0	1	3	1657	1701	44	8.7	11.23389	-13.76465
2013-01-12	Stade Marcel Picot	Nancy	Lille	2 - 2	2	2	0	1	0	2	1528	1707	179	4.7	0.12219	14.24133
2013-01-13	Stade Auguste Delaune II	Reims	Bastia	1 - 2	1	2	0	0	1	3	1520	1522	2	9.9	-0.06494	-3.57275
2013-01-13	Stade du Ray	Nice	Valenciennes	5 - 0	5	0	1	0	0	1	1609	1609	0	10	-1.03809	-2.69092
2013-01-13	Stade Bonal	Sochaux	Marseille	3 - 1	3	1	1	0	0	1	1535	1649	114	13.2	-24.42334	23.48999
2013-01-18	Stade de Gerland	Lyon	Evian	0 - 0	0	0	0	1	0	2	1748	1545	203	5.3	9.6272	-19.34253
2013-01-19	Stade Bonal	Sochaux	Reims	1 - 0	1	0	1	0	0	1	1548	1510	38	8.9	6.24731	-5.14673
2013-01-19	Stade Vélodrome	Marseille	Montpellier	3 - 2	3	2	1	0	0	1	1636	1684	48	11.4	-6.80054	-3.90198
2013-01-19	Stade du Moustoir	Lorient	Troyes	3 - 2	3	2	1	0	0	1	1602	1472	130	6.4	-11.18555	3.70154
2013-01-19	Stadium Municipal	Toulouse	Nancy	2 - 1	2	1	1	0	0	1	1620	1531	89	7.5	9.31335	-6.66174
2013-01-19	Stade Francis-le Blé	Brest	St Etienne	0 - 1	0	1	0	0	1	3	1570	1629	59	8.3	6.55164	-8.76013
2013-01-19	Stade Francois-Coty	Ajaccio	Valenciennes	1 - 1	1	1	0	1	0	2	1547	1595	48	1.4	-3.14258	-8.98682
2013-01-20	Stade Jean-Laville	Bastia	Rennes	0 - 2	0	2	0	0	1	3	1532	1644	112	6.9	19.31665	-1.93152
2013-01-20	Grand Stade Lille Métropole	Lille	Nice	0 - 2	0	2	0	0	1	3	1704	1623	81	12.3	7.57922	7.99353
2013-01-20	Stade Jacques Chaban-Delmas	Bordeaux	PSG	0 - 1	0	1	0	0	1	3	1713	1792	79	7.8	5.3501	0.17981
2013-01-25	Stade du Hainaut	Valenciennes	Lyon	0 - 2	0	2	0	0	1	3	1596	1742	146	6	-13.34338	-3.13196
2013-01-26	Stade de la Route-de-Lorient	Rennes	Marseille	2 - 2	2	2	0	1	0	2	1654	1643	11	0.3	-2.74048	-5.61316
2013-01-26	Stade Marcel Picot	Nancy	Lorient	2 - 1	2	1	1	0	0	1	1527	1606	79	12.2	-1.51245	-3.1001
2013-01-26	Stade de l'Aube	Troyes	Brest	2 - 1	2	1	1	0	0	1	1468	1561	93	12.6	-6.95386	5.71558
2013-01-26	Stade Auguste Delaune II	Reims	Toulouse	1 - 1	1	1	0	1	0	2	1505	1624	119	3.3	-15.11731	6.96484
2013-01-26	Stade de la Mosson	Montpellier	Sochaux	2 - 0	2	0	1	0	0	1	1676	1553	123	6.6	-0.81787	18.29443
2013-01-26	Parc des Sports, Annecy	Evian	Ajaccio	1 - 1	1	1	0	1	0	2	1551	1546	5	0.1	-7.57678	6.72937
2013-01-27	Stade Geoffroy-Guichard	St Etienne	Bastia	3 - 0	3	0	1	0	0	1	1637	1522	115	6.8	5.91736	-0.03271
2013-01-27	Stade du Ray	Nice	Bordeaux	0 - 1	0	1	0	0	1	3	1640	1705	65	8.2	30.7356	4.62
2013-01-27	Parc des Princes	PSG	Lille	1 - 0	1	0	1	0	0	1	1800	1687	113	6.9	0.45422	-19.49158
2013-02-01	Stadium Municipal	Toulouse	PSG	0 - 4	0	4	0	0	1	3	1623	1804	181	5.2	5.64075	4.19397
2013-02-02	Stade du Moustoir	Lorient	Rennes	2 - 2	2	2	0	1	0	2	1598	1652	54	1.5	-11.26599	-5.11304
2013-02-02	Stade Francis-le Blé	Brest	Nice	0 - 2	0	2	0	0	1	3	1552	1631	79	7.8	-2.9856	22.37781
2013-02-02	Stade Bonal	Sochaux	St Etienne	1 - 2	1	2	0	0	1	3	1548	1644	96	7.3	13.20093	12.31726
2013-02-02	Stade Jacques Chaban-Delmas	Bordeaux	Valenciennes	2 - 0	2	0	1	0	0	1	1714	1587	127	6.5	12.97778	-21.95935
2013-02-02	Grand Stade Lille Métropole	Lille	Troyes	1 - 1	1	1	0	1	0	2	1683	1477	206	5.3	-23.23132	1.74731
2013-02-02	Stade de l'Abbé-Deschamps	Bastia	Evian	0 - 0	0	0	0	1	0	2	1516	1549	33	0.9	-6.43262	-9.78503
2013-02-03	Stade Francois-Coty	Ajaccio	Lyon	3 - 1	3	1	1	0	0	1	1548	1750	202	15.2	8.93762	5.48401
2013-02-03	Stade de la Mosson	Montpellier	Reims	3 - 1	3	1	1	0	0	1	1681	1506	175	5.3	4.27563	-13.79333
2013-02-03	Stade Vélodrome	Marseille	Nancy	0 - 1	0	1	0	0	1	3	1645	1535	110	13.1	-3.2406	6.65344
2013-02-08	Parc des Princes	PSG	Bastia	3 - 1	3	1	1	0	0	1	1814	1514	300	3	15.15808	-7.67273
2013-02-09	Stade Geoffroy-Guichard	St Etienne	Montpellier	4 - 1	4	1	1	0	0	1	1651	1685	34	11	19.85046	8.21375
2013-02-09	Stade du Hainaut	Valenciennes	Brest	2 - 1	2	1	1	0	0	1	1582	1541	41	8.8	-26.98254	-14.35034
2013-02-09	Stade de l'Aube	Troyes	Sochaux	0 - 0	0	0	0	1	0	2	1484	1540	56	1.6	8.46863	5.66772
2013-02-09	Stade Marcel Picot	Nancy	Reims	1 - 2	1	2	0	0	1	3	1548	1502	46	11.3	19.23816	-17.73132
2013-02-09	Stade du Ray	Nice	Lorient	1 - 1	1	1	0	1	0	2	1643	1597	46	1.3	33.74255	-11.91235
2013-02-09	Stade Francois-Coty	Ajaccio	Bordeaux	1 - 0	1	0	1	0	0	1	1564	1719	155	14.2	24.89307	18.00098
2013-02-10	Parc des Sports, Annecy	Evian	Marseille	1 - 1	1	1	0	1	0	2	1550	1633	83	2.3	-8.54492	-15.82532
2013-02-10	Stade de la Route-de-Lorient	Rennes	Toulouse	2 - 0	2	0	1	0	0	1	1652	1612	40	8.9	-4.46667	-5.32336
2013-02-10	Stade de Gerland	Lyon	Lille	1 - 3	1	3	0	0	1	3	1734	1677	57	11.6	-10.47144	-29.95264
2013-02-15	Grand Stade Lille Métropole	Lille	Rennes	2 - 0	2	0	1	0	0	1	1696	1663	33	9.1	-7.58069	19.11938
2013-02-16	Stade Vélodrome	Marseille	Valenciennes	1 - 0	1	0	1	0	0	1	1637	1592	45	8.7	0.91248	-3.67578
2013-02-16	Stade Armand-Cesari-Furiani	Bastia	Nice	0 - 1	0	1	0	0	1	3	1516	1643	127	6.5	-15.44763	20.21216
2013-02-16	Stade du Moustoir	Lorient	Evian	2 - 1	2	1	1	0	0	1	1604	1554	50	8.6	1.94128	9.80103
2013-02-16	Stadium Municipal	Toulouse	Troyes	2 - 2	2	2	0	1	0	2	1608	1487	121	3.3	-11.42163	15.37329
2013-02-16	Stade Francis-le Blé	Brest	Ajaccio	1 - 1	1	1	0	1	0	2	1540	1578	38	1.1	-29.8844	31.58813
2013-02-16	Stade de la Mosson	Montpellier	Nancy	1 - 0	1	0	1	0	0	1	1677	1540	137	6.2	-6.45923	8.96753
2013-02-17	Stade Jacques Chaban-Delmas	Bordeaux	Lyon	0 - 4	0	4	0	0	1	3	1716	1720	4	9.9	2.73181	-28.53772
2013-02-17	Stade Auguste Delaune II	Reims	St Etienne	1 - 1	1	1	0	1	0	2	1517	1667	150	4.1	7.3606	38.46484
2013-02-17	Stade Bonal	Sochaux	PSG	3 - 2	3	2	1	0	0	1	1545	1830	285	16.8	-2.80212	38.28076
2013-02-22	Stade du Ray	Nice	Reims	2 - 0	2	0	1	0	0	1	1650	1519	131	6.4	10.27368	14.76367
2013-02-23	Stade de la Route-de-Lorient	Rennes	Sochaux	2 - 2	2	2	0	1	0	2	1657	1558	99	2.8	2.56604	5.40662
2013-02-23	Stade Francois-Coty	Ajaccio	Lille	1 - 3	1	3	0	0	1	3	1580	1705	125	6.5	33.96375	17.61023
2013-02-23	Stade de l'Aube	Troyes	Bastia	0 - 0	0	0	0	1	0	2	1493	1510	17	0.5	24.48926	-11.77429
2013-02-23	Stade du Hainaut	Valenciennes	Toulouse	0 - 0	0	0	0	1	0	2	1587	1604	17	0.5	-8.99426	-20.39539
2013-02-23	Parc des Sports, Annecy	Evian	Montpellier	0 - 1	0	1	0	0	1	3	1550	1681	131	6.4	-1.21899	4.75159
2013-02-23	Stade Marcel Picot	Nancy	St Etienne	0 - 3	0	3	0	0	1	3	1538	1666	128	6.5	10.56567	28.41699
2013-02-24	Stade de Gerland	Lyon	Lorient	3 - 1	3	1	1	0	0	1	1734	1610	124	6.6	-7.64331	3.95312
2013-02-24	Stade Jacques Chaban-Delmas	Bordeaux	Brest	0 - 2	0	2	0	0	1	3	1704	1539	165	14.4	-1.00549	-21.91199
2013-02-24	Parc des Princes	PSG	Marseille	2 - 0	2	0	1	0	0	1	1818	1642	176	5.3	17.87878	-0.81128
2013-03-01	Stade de la Mosson	Montpellier	Rennes	2 - 0	2	0	1	0	0	1	1688	1652	36	9	6.25085	0.28247
2013-03-02	Stade Auguste Delaune II	Reims	PSG	1 - 0	1	0	1	0	0	1	1515	1822	307	17.1	9.03235	18.01221
2013-03-02	Stadium Municipal	Toulouse	Evian	0 - 0	0	0	0	1	0	2	1605	1543	62	1.8	-17.34814	-5.60352
2013-03-02	Stade Geoffroy-Guichard	St Etienne	Nice	4 - 0	4	0	1	0	0	1	1678	1656	22	9.4	33.71399	24.11621
2013-03-02	Stade du Moustoir	Lorient	Valenciennes	1 - 1	1	1	0	1	0	2	1605	1585	20	0.6	7.20056	-2.10132
2013-03-02	Stade Armand-Cesari-Furiani	Bastia	Ajaccio	1 - 0	1	0	1	0	0	1	1512	1570	58	11.7	-3.68005	22.12292
2013-03-02	Stade Bonal	Sochaux	Nancy	1 - 2	1	2	0	0	1	3	1563	1526	37	11.1	15.15637	-9.29712
2013-03-03	Stade Francis-le Blé	Brest	Lyon	1 - 1	1	1	0	1	0	2	1559	1739	180	4.8	6.7616	-11.34082
2013-03-03	Stade Vélodrome	Marseille	Troyes	2 - 1	2	1	1	0	0	1	1638	1491	147	6	-7.05701	14.09375
2013-03-03	Grand Stade Lille Métropole	Lille	Bordeaux	2 - 1	2	1	1	0	0	1	1714	1685	29	9.2	30.98254	-29.33569
2013-03-08	Stade de la Route-de-Lorient	Rennes	St Etienne	2 - 2	2	2	0	1	0	2	1645	1689	44	1.3	-7.71118	37.8562
2013-03-09	Parc des Princes	PSG	Nancy	2 - 1	2	1	1	0	0	1	1808	1536	272	3.5	-6.89648	-11.48499
2013-03-09	Parc des Sports, Annecy	Evian	Sochaux	5 - 1	5	1	1	0	0	1	1546	1551	5	10.1	-3.71289	11.02917
2013-03-09	Stade Francis-le Blé	Brest	Toulouse	0 - 1	0	1	0	0	1	3	1561	1601	40	8.9	20.36035	-10.77832
2013-03-09	Stade de l'Aube	Troyes	Reims	4 - 2	4	2	1	0	0	1	1487	1528	41	11.2	3.55286	26.19067
2013-03-09	Stade du Hainaut	Valenciennes	Lille	1 - 3	1	3	0	0	1	3	1587	1719	132	6.4	4.96082	42.59253
2013-03-09	Stade Francois-Coty	Ajaccio	Lorient	1 - 0	1	0	1	0	0	1	1562	1602	40	11.1	-2.03455	4.54443
2013-03-10	Stade du Ray	Nice	Montpellier	2 - 0	2	0	1	0	0	1	1643	1695	52	11.5	0.64038	9.22424
2013-03-10	Stade Jacques Chaban-Delmas	Bordeaux	Bastia	1 - 0	1	0	1	0	0	1	1676	1519	157	5.8	-42.7948	6.42566
2013-03-10	Stade de Gerland	Lyon	Marseille	0 - 0	0	0	0	1	0	2	1735	1641	94	2.6	1.11719	8.08386
2013-03-15	Stade Vélodrome	Marseille	Ajaccio	0 - 0	0	0	0	1	0	2	1646	1569	77	2.2	9.31226	-8.83655
2013-03-16	Stade Armand-Cesari-Furiani	Bastia	Lyon	4 - 1	4	1	1	0	0	1	1514	1729	215	15.5	-2.2041	9.38416
2013-03-16	Stade Auguste Delaune II	Reims	Rennes	1 - 0	1	0	1	0	0	1	1516	1641	125	13.5	-0.86816	-22.5509
2013-03-16	Stade Bonal	Sochaux	Valenciennes	1 - 1	1	1	0	1	0	2	1537	1576	39	1.1	-7.64954	-15.3103
2013-03-16	Stade du Moustoir	Lorient	Brest	4 - 0	4	0	1	0	0	1	1593	1550	43	8.8	-11.4436	10.78015
2013-03-16	Stade de la Mosson	Montpellier	Troyes	1 - 1	1	1	0	1	0	2	1683	1496	187	4.9	5.33374	8.58972
2013-03-16	Grand Stade Lille Métropole	Lille	Evian	1 - 2	1	2	0	0	1	3	1727	1557	170	14.5	30.44141	3.00989
2013-03-17	Stade Marcel Picot	Nancy	Nice	1 - 0	1	0	1	0	0	1	1533	1652	119	13.3	-7.34216	8.75586
2013-03-17	Stadium Municipal	Toulouse	Bordeaux	0 - 0	0	0	0	1	0	2	1608	1673	65	1.8	0.28699	-43.33716
2013-03-17	Stade Geoffroy-Guichard	St Etienne	PSG	2 - 2	2	2	0	1	0	2	1688	1808	120	3.3	20.28516	-22.5946
2013-03-29	Parc des Princes	PSG	Montpellier	1 - 0	1	0	1	0	0	1	1806	1676	130	6.4	-15.14771	-11.54175
2013-03-30	Stade de l'Aube	Troyes	St Etienne	2 - 2	2	2	0	1	0	2	1502	1689	187	4.9	11.03625	11.26392
2013-03-30	Stade du Hainaut	Valenciennes	Bastia	3 - 4	3	4	0	0	1	3	1577	1534	43	11.2	-7.90894	22.08508
2013-03-30	Stade Jacques Chaban-Delmas	Bordeaux	Lorient	1 - 1	1	1	0	1	0	2	1673	1603	70	2	-11.22852	-1.6355
2013-03-30	Stade Francois-Coty	Ajaccio	Toulouse	2 - 3	2	3	0	0	1	3	1572	1608	36	9	1.34705	2.71057
2013-03-30	Parc des Sports, Annecy	Evian	Reims	2 - 2	2	2	0	1	0	2	1571	1526	45	1.3	27.9126	10.77307
2013-03-30	Stade de la Route-de-Lorient	Rennes	Nancy	0 - 2	0	2	0	0	1	3	1632	1542	90	12.5	-20.10181	16.2688
2013-03-31	Stade du Ray	Nice	Marseille	0 - 1	0	1	0	0	1	3	1643	1640	3	10.1	-12.55786	1.29883
2013-03-31	Stade Francis-le Blé	Brest	Lille	1 - 2	1	2	0	0	1	3	1540	1713	173	5.4	-18.99731	-1.31079
2013-03-31	Stade de Gerland	Lyon	Sochaux	1 - 2	1	2	0	0	1	3	1709	1536	173	14.6	-29.61328	-26.9613
2013-04-05	Stade Vélodrome	Marseille	Bordeaux	1 - 0	1	0	1	0	0	1	1650	1669	19	10.5	8.19751	-9.96863
2013-04-06	Stade de la Route-de-Lorient	Rennes	PSG	0 - 2	0	2	0	0	1	3	1614	1809	195	4.9	-30.18225	1.51001
2013-04-06	Stade Armand-Cesari-Furiani	Bastia	Brest	4 - 0	4	0	1	0	0	1	1545	1534	11	9.7	25.61328	-27.72144
2013-04-06	Stade de la Mosson	Montpellier	Valenciennes	3 - 1	3	1	1	0	0	1	1673	1566	107	7	-22.55518	-21.9585
2013-04-06	Stadium Municipal	Toulouse	Nice	3 - 4	3	4	0	0	1	3	1617	1633	16	9.5	15.69531	-11.44556
2013-04-06	Stade Marcel Picot	Nancy	Troyes	1 - 0	1	0	1	0	0	1	1559	1505	54	8.5	22.58374	17.00854
2013-04-06	Stade Bonal	Sochaux	Ajaccio	0 - 0	0	0	0	1	0	2	1550	1562	12	0.3	-2.10718	-0.58521
2013-04-07	Stade Geoffroy-Guichard	St Etienne	Evian	1 - 0	1	0	1	0	0	1	1686	1568	118	6.7	-3.28015	20.49536
2013-04-07	Stade Auguste Delaune II	Reims	Lyon	1 - 0	1	0	1	0	0	1	1529	1695	166	14.4	0.29541	-40.85352
2013-04-07	Grand Stade Lille Métropole	Lille	Lorient	5 - 0	5	0	1	0	0	1	1719	1607	112	6.9	-1.25317	5.01538
2013-04-12	Stade du Hainaut	Valenciennes	St Etienne	0 - 0	0	0	0	1	0	2	1560	1689	129	3.6	-17.75293	-0.37988
2013-04-13	Stade de l'Aube	Troyes	PSG	0 - 1	0	1	0	0	1	3	1500	1815	315	2.8	2.23315	5.66431
2013-04-13	Stade du Moustoir	Lorient	Bastia	4 - 1	4	1	1	0	0	1	1598	1557	41	8.8	3.94702	40.82239
2013-04-13	Parc des Sports, Annecy	Evian	Rennes	4 - 2	4	2	1	0	0	1	1564	1607	43	11.2	4.60754	-36.14075
2013-04-13	Stade Jacques Chaban-Delmas	Bordeaux	Montpellier	4 - 2	4	2	1	0	0	1	1662	1678	16	10.5	-17.28333	-6.52771
2013-04-13	Stade Francois-Coty	Ajaccio	Nancy	1 - 1	1	1	0	1	0	2	1564	1564	0	0	-5.53442	29.3363
2013-04-13	Stade Francis-le Blé	Brest	Reims	0 - 2	0	2	0	0	1	3	1522	1539	17	9.5	-30.21667	20.76819
2013-04-14	Stade du Ray	Nice	Sochaux	3 - 0	3	0	1	0	0	1	1642	1548	94	7.4	-11.80981	8.81848
2013-04-14	Stade de Gerland	Lyon	Toulouse	3 - 1	3	1	1	0	0	1	1685	1607	78	7.8	-46.14307	-3.05042
2013-04-14	Grand Stade Lille Métropole	Lille	Marseille	0 - 0	0	0	0	1	0	2	1727	1656	71	2	-2.10999	10.63135
2013-04-19	Stade de la Mosson	Montpellier	Lyon	1 - 2	1	2	0	0	1	3	1668	1691	23	9.3	-7.86914	-18.24976
2013-04-20	Stade Vélodrome	Marseille	Brest	1 - 0	1	0	1	0	0	1	1660	1508	152	5.9	20.51562	-31.91919
2013-04-21	Stade Armand-Cesari-Furiani	Bastia	Lille	1 - 2	1	2	0	0	1	3	1548	1723	175	5.3	13.91125	9.48413
2013-04-21	Stade Marcel Picot	Nancy	Evian	3 - 1	3	1	1	0	0	1	1566	1574	8	10.2	24.04724	2.37061
2013-04-21	Stadium Municipal	Toulouse	Lorient	0 - 1	0	1	0	0	1	3	1601	1607	6	9.8	-7.32666	4.01953
2013-04-21	Stade Auguste Delaune II	Reims	Valenciennes	0 - 1	0	1	0	0	1	3	1553	1562	9	9.7	26.83167	-15.75732
2013-04-21	Stade Bonal	Sochaux	Bordeaux	2 - 2	2	2	0	1	0	2	1541	1671	130	3.6	4.55286	-2.03552
2013-04-21	Parc des Princes	PSG	Nice	3 - 0	3	0	1	0	0	1	1818	1649	169	5.5	11.30188	6.04932
2013-04-24	Stade de la Route-de-Lorient	Rennes	Troyes	1 - 2	1	2	0	0	1	3	1597	1497	100	12.8	-35.19446	-5.3645
2013-04-24	Stade Geoffroy-Guichard	St Etienne	Ajaccio	4 - 2	4	2	1	0	0	1	1688	1562	126	6.5	-1.30042	-10.25854
2013-04-26	Grand Stade Lille Métropole	Lille	Sochaux	3 - 3	3	3	0	1	0	2	1728	1542	186	4.9	14.94031	6.1062
2013-04-27	Stade du Moustoir	Lorient	Marseille	0 - 1	0	1	0	0	1	3	1617	1663	46	8.7	13.80676	23.70325
2013-04-27	Stade Francois-Coty	Ajaccio	Montpellier	2 - 1	2	1	1	0	0	1	1557	1659	102	12.9	-15.28955	-17.10364
2013-04-27	Stade Jacques Chaban-Delmas	Bordeaux	Reims	0 - 0	0	0	0	1	0	2	1670	1543	127	3.5	-3.58887	17.09338
2013-04-27	Stade Francis-le Blé	Brest	Rennes	0 - 2	0	2	0	0	1	3	1505	1584	79	7.8	-35.10681	-47.61328
2013-04-27	Stade Armand-Cesari-Furiani	Bastia	Toulouse	0 - 0	0	0	0	1	0	2	1543	1591	48	1.4	8.4552	-17.11389
2013-04-27	Stade du Hainaut	Valenciennes	Nancy	0 - 0	0	0	0	1	0	2	1571	1575	4	0.1	-6.01904	33.0647
2013-04-28	Stade de Gerland	Lyon	St Etienne	1 - 1	1	1	0	1	0	2	1700	1693	7	0.2	-9.01526	3.73059
2013-04-28	Stade du Ray	Nice	Troyes	3 - 1	3	1	1	0	0	1	1644	1509	135	6.3	1.13855	7.05432
2013-04-28	Parc des Sports, Annecy	Evian	PSG	0 - 1	0	1	0	0	1	3	1565	1823	258	3.7	-6.64685	16.21277
2013-05-03	Stade Geoffroy-Guichard	St Etienne	Bordeaux	0 - 0	0	0	0	1	0	2	1695	1664	31	0.9	8.91711	-4.67822
2013-05-04	Stade Vélodrome	Marseille	Bastia	2 - 1	2	1	1	0	0	1	1672	1542	130	6.4	22.36011	-3.3783
2013-05-04	Stade de la Mosson	Montpellier	Brest	2 - 1	2	1	1	0	0	1	1650	1494	156	5.8	-22.43311	-40.41052
2013-05-04	Stade de l'Aube	Troyes	Evian	1 - 0	1	0	1	0	0	1	1504	1561	57	11.6	-0.6084	-6.65076
2013-05-04	Stade Bonal	Sochaux	Lorient	1 - 0	1	0	1	0	0	1	1549	1608	59	11.7	-1.35461	1.08325
2013-05-04	Stade Auguste Delaune II	Reims	Ajaccio	1 - 1	1	1	0	1	0	2	1548	1565	17	0.5	18.92859	3.0127
2013-05-04	Stadium Municipal	Toulouse	Lille	4 - 2	4	2	1	0	0	1	1592	1722	130	13.6	-25.60107	2.99744
2013-05-05	Stade de la Route-de-Lorient	Rennes	Nice	0 - 3	0	3	0	0	1	3	1595	1649	54	8.5	-18.82739	16.38367
2013-05-05	Stade Marcel Picot	Nancy	Lyon	0 - 3	0	3	0	0	1	3	1577	1698	121	6.7	17.71094	2.82874
2013-05-05	Parc des Princes	PSG	Valenciennes	1 - 1	1	1	0	1	0	2	1826	1569	257	6.3	17.06592	3.37012
2013-05-10	Grand Stade Lille Métropole	Lille	Reims	3 - 0	3	0	1	0	0	1	1708	1547	161	5.7	-19.15808	7.23596
2013-05-11	Stade Vélodrome	Marseille	Toulouse	2 - 1	2	1	1	0	0	1	1676	1605	71	8	19.09766	-1.99927
2013-05-11	Stade Francois-Coty	Ajaccio	Troyes	0 - 1	0	1	0	0	1	3	1567	1512	55	11.6	2.73987	11.92529
2013-05-11	Stade Jacques Chaban-Delmas	Bordeaux	Nancy	3 - 2	3	2	1	0	0	1	1667	1565	102	7.1	5.15027	1.02588
2013-05-11	Stade Francis-le Blé	Brest	Sochaux	0 - 2	0	2	0	0	1	3	1491	1556	65	8.2	-31.599	8.15454
2013-05-11	Stade du Hainaut	Valenciennes	Rennes	4 - 1	4	1	1	0	0	1	1577	1581	4	10.1	16.20227	-26.41724
2013-05-11	Stade Armand-Cesari-Furiani	Bastia	Montpellier	3 - 1	3	1	1	0	0	1	1538	1653	115	13.2	-18.88696	-24.72339
2013-05-12	Stade du Moustoir	Lorient	St Etienne	3 - 1	3	1	1	0	0	1	1601	1692	91	12.6	2.10315	2.96912
2013-05-12	Parc des Sports, Annecy	Evian	Nice	4 - 0	4	0	1	0	0	1	1553	1664	111	13.1	-10.25916	21.75354
2013-05-12	Stade de Gerland	Lyon	PSG	0 - 1	0	1	0	0	1	3	1710	1819	109	7	25.13538	4.00671
2013-05-18	Stade Bonal	Sochaux	Toulouse	1 - 2	1	2	0	0	1	3	1568	1600	32	9.1	27.08374	-0.12256
2013-05-18	Stade de la Mosson	Montpellier	Lille	0 - 0	0	0	0	1	0	2	1640	1713	73	2.1	-27.98914	-9.45581
2013-05-18	Stade de l'Aube	Troyes	Bordeaux	1 - 0	1	0	1	0	0	1	1523	1672	149	14	26.45325	0.33618
2013-05-18	Stade Geoffroy-Guichard	St Etienne	Marseille	2 - 0	2	0	1	0	0	1	1680	1681	1	10	-7.79224	20.39929
2013-05-18	Parc des Princes	PSG	Brest	3 - 1	3	1	1	0	0	1	1826	1479	347	2.4	8.06702	-28.97192
2013-05-18	Parc des Sports, Annecy	Evian	Valenciennes	2 - 0	2	0	1	0	0	1	1572	1588	16	10.5	-1.95435	26.42737
2013-05-18	Stade de la Route-de-Lorient	Rennes	Ajaccio	1 - 1	1	1	0	1	0	2	1569	1556	13	0.4	-27.2688	-5.97876
2013-05-18	Stade Auguste Delaune II	Reims	Lorient	1 - 0	1	0	1	0	0	1	1541	1613	72	12	-11.375	5.56958
2013-05-18	Stade Marcel Picot	Nancy	Bastia	1 - 2	1	2	0	0	1	3	1561	1551	10	10.3	-4.98718	3.354
2013-05-19	Stade du Ray	Nice	Lyon	1 - 1	1	1	0	1	0	2	1645	1703	58	1.7	-3.63904	11.84436
2013-05-26	Stade de Gerland	Lyon	Rennes	2 - 0	2	0	1	0	0	1	1703	1567	136	6.3	2.9126	-17.12646
2013-05-26	Stade Jacques Chaban-Delmas	Bordeaux	Evian	2 - 1	2	1	1	0	0	1	1661	1581	80	7.7	-8.40784	16.6001
2013-05-26	Stade du Moustoir	Lorient	PSG	1 - 3	1	3	0	0	1	3	1605	1827	222	4.4	-12.38025	4.78162
2013-05-26	Stade Francois-Coty	Ajaccio	Nice	0 - 2	0	2	0	0	1	3	1558	1645	87	7.5	1.32874	0.96899
2013-05-26	Stadium Municipal	Toulouse	Montpellier	2 - 0	2	0	1	0	0	1	1609	1640	31	10.9	18.58459	-18.57629
2013-05-26	Stade du Hainaut	Valenciennes	Troyes	2 - 1	2	1	1	0	0	1	1579	1533	46	8.7	7.1521	24.33179
2013-05-26	Stade Armand-Cesari-Furiani	Bastia	Sochaux	0 - 0	0	0	0	1	0	2	1561	1559	2	0.1	18.68115	16.61035
2013-05-26	Grand Stade Lille Métropole	Lille	St Etienne	1 - 1	1	1	0	1	0	2	1713	1689	24	0.7	-15.09033	-3.56946
2013-05-26	Stade Vélodrome	Marseille	Reims	0 - 0	0	0	0	1	0	2	1671	1549	122	3.4	7.95789	6.52588
2013-05-26	Stade Francis-le Blé	Brest	Nancy	1 - 2	1	2	0	0	1	3	1478	1551	73	7.9	-27.40979	-23.87573
2013-08-09	Stade de la Mosson	Montpellier	PSG	1 - 1	1	1	0	1	0	2	1633	1836	203	5.3	2.58984	2.58984
2013-08-10	Parc des Sports, Annecy	Evian	Sochaux	1 - 1	1	1	0	1	0	2	1579	1563	16	0.5	2.65112	2.65112
2013-08-10	Stade du Hainaut	Valenciennes	Toulouse	3 - 0	3	0	1	0	0	1	1586	1622	36	11	2.65112	2.65112
2013-08-10	Stade de Gerland	Lyon	Nice	4 - 0	4	0	1	0	0	1	1717	1658	59	8.3	8.90869	2.65112
2013-08-10	Stade Jacques Chaban-Delmas	Bordeaux	Monaco	0 - 2	0	2	0	0	1	3	1669	1589	80	12.3	2.65125	2.65112
2013-08-10	Stade de la Route-de-Lorient	Rennes	Reims	2 - 1	2	1	1	0	0	1	1565	1557	8	9.8	2.65112	2.65125
2013-08-10	Grand Stade Lille Métropole	Lille	Lorient	1 - 0	1	0	1	0	0	1	1713	1601	112	6.9	2.65125	2.65125
2013-08-10	La Beaujoire-Louis-Fonteneau	Nantes	Bastia	0 - 0	0	0	0	1	0	2	1533	1562	29	0.8	2.65125	2.65112
2013-08-11	Stade Francois-Coty	Ajaccio	St Etienne	0 - 1	0	1	0	0	1	3	1550	1695	145	6.1	2.65112	3.30908
2013-08-11	Stade Municipal de Roudourou	Guingamp	Marseille	1 - 3	1	3	0	0	1	3	1543	1669	126	6.5	2.65112	2.65112
2013-08-16	Stade Bonal	Sochaux	Lyon	1 - 3	1	3	0	0	1	3	1566	1727	161	5.7	5.05249	18.81201
2013-08-17	Stade Vélodrome	Marseille	Evian	2 - 0	2	0	1	0	0	1	1678	1577	101	7.2	12.14417	0.24976
2013-08-17	Stade Auguste Delaune II	Reims	Lille	2 - 1	2	1	1	0	0	1	1551	1717	166	14.4	-3.58325	6.47278
