kickoff	venue	home_team	away_team	score	home_goals	away_goals	result_1	result_n	result_2	result	home_elo	away_elo	elo_diff	elo_swap	home_1m_elo_diff	away_1m_elo_diff
2013-08-17	Stadium Municipal	Toulouse	Bordeaux	1 - 1	1	1	0	1	0	2	1610	1652	42	1.2	-9.8175	-13.96228
2013-08-17	Stade Armand-Cesari-Furiani	Bastia	Valenciennes	2 - 0	2	0	1	0	0	1	1552	1599	47	11.3	-7.19592	15.11975
2013-08-17	Stade Geoffroy-Guichard	St Etienne	Guingamp	1 - 0	1	0	1	0	0	1	1701	1534	167	5.5	9.47559	-6.84192
2013-08-17	Stade du Ray	Nice	Rennes	2 - 1	2	1	1	0	0	1	1649	1571	78	7.8	-7.2522	8.88562
2013-08-18	Stade Louis II	Monaco	Montpellier	4 - 1	4	1	1	0	0	1	1605	1637	32	10.9	19.26465	6.29639
2013-08-18	Stade du Moustoir	Lorient	Nantes	2 - 1	2	1	1	0	0	1	1597	1543	54	8.5	-1.17029	12.49829
2013-08-18	Parc des Princes	PSG	Ajaccio	1 - 1	1	1	0	1	0	2	1832	1544	288	6.8	-0.99402	-3.5155
2013-08-23	Stade Louis II	Monaco	Toulouse	0 - 0	0	0	0	1	0	2	1613	1605	8	0.2	27.15454	-14.75806
2013-08-24	Stade du Hainaut	Valenciennes	Marseille	0 - 1	0	1	0	0	1	3	1577	1673	96	7.3	-6.5282	6.75427
2013-08-24	Stade Municipal de Roudourou	Guingamp	Lorient	2 - 0	2	0	1	0	0	1	1519	1591	72	12	-21.00366	-7.37878
2013-08-24	Stade de Gerland	Lyon	Reims	0 - 1	0	1	0	0	1	3	1713	1550	163	14.4	4.73706	-4.32141
2013-08-24	Stade Jacques Chaban-Delmas	Bordeaux	Bastia	1 - 0	1	0	1	0	0	1	1641	1551	90	7.5	-24.41003	-7.98657
2013-08-24	Stade de la Mosson	Montpellier	Sochaux	2 - 1	2	1	1	0	0	1	1613	1547	66	8.1	-16.98193	-14.20105
2013-08-24	Parc des Sports, Annecy	Evian	Rennes	1 - 2	1	2	0	0	1	3	1560	1555	5	10.1	-16.79883	-6.91663
2013-08-25	Grand Stade Lille Métropole	Lille	St Etienne	1 - 0	1	0	1	0	0	1	1695	1688	7	9.8	-15.22766	-3.21033
2013-08-25	Stade Francois-Coty	Ajaccio	Nice	0 - 0	0	0	0	1	0	2	1540	1628	88	2.5	-6.95361	-28.01099
2013-08-25	La Beaujoire-Louis-Fonteneau	Nantes	PSG	1 - 2	1	2	0	0	1	3	1527	1813	286	3.2	-3.73169	-19.99438
2013-08-31	Parc des Sports	Evian	Lyon	2 - 1	2	1	1	0	0	1	1536	1681	145	13.9	-40.86279	-26.65735
2013-08-31	Parc des Princes	PSG	Guingamp	2 - 0	2	0	1	0	0	1	1803	1516	287	3.2	-30.90698	-23.93091
2013-08-31	Stade Armand-Cesari-Furiani	Bastia	Toulouse	2 - 1	2	1	1	0	0	1	1533	1586	53	11.5	-26.42578	-33.69568
2013-08-31	Stade Auguste Delaune II	Reims	Nantes	0 - 0	0	0	0	1	0	2	1550	1510	40	1.1	-4.56299	-21.17419
2013-08-31	Stade du Moustoir	Lorient	Valenciennes	1 - 0	1	0	1	0	0	1	1566	1556	10	9.7	-32.80664	-28.24377
2013-08-31	Stade Bonal	Sochaux	Ajaccio	0 - 0	0	0	0	1	0	2	1528	1526	2	0.1	-33.05042	-20.69836
2013-08-31	Stade de la Route-de-Lorient	Rennes	Lille	0 - 0	0	0	0	1	0	2	1551	1687	136	3.7	-11.20764	-23.27954
2013-09-01	Stade Geoffroy-Guichard	St Etienne	Bordeaux	2 - 1	2	1	1	0	0	1	1641	1632	9	9.7	-51.84753	-35.03589
2013-09-01	Stade Municipal du Ray	Nice	Montpellier	2 - 2	2	2	0	1	0	2	1607	1604	3	0.1	-49.94348	-27.19763
2013-09-01	Stade Vélodrome	Marseille	Monaco	1 - 2	1	2	0	0	1	3	1666	1590	76	12.2	-0.59521	2.92664
2013-09-13	Stade Jacques Chaban-Delmas	Bordeaux	PSG	0 - 2	0	2	0	0	1	3	1625	1805	180	5.2	-26.48938	-27.77393
2013-09-14	Stadium Municipal	Toulouse	Marseille	1 - 1	1	1	0	1	0	2	1578	1655	77	2.2	-31.39307	-23.86572
2013-09-14	La Beaujoire-Louis-Fonteneau	Nantes	Sochaux	1 - 0	1	0	1	0	0	1	1513	1526	13	10.4	-30.49536	-40.23853
2013-09-14	Stade François-Coty	Ajaccio	Evian	2 - 3	2	3	0	0	1	3	1529	1546	17	9.5	-15.04712	-31.19836
2013-09-14	Stade de la Mosson	Montpellier	Reims	0 - 0	0	0	0	1	0	2	1606	1547	59	1.7	-30.56677	-4.15686
2013-09-14	Stade Municipal de Roudourou	Guingamp	Bastia	1 - 1	1	1	0	1	0	2	1514	1540	26	0.7	-19.22791	-11.71497
2013-09-14	Stade du Hainaut	Valenciennes	St Etienne	1 - 3	1	3	0	0	1	3	1550	1647	97	7.3	-49.36243	-54.48706
2013-09-15	Stade Louis II	Monaco	Lorient	1 - 0	1	0	1	0	0	1	1601	1572	29	9.2	-3.7915	-25.63733
2013-09-15	Stade Pierre-Mauroy	Lille	Nice	0 - 2	0	2	0	0	1	3	1685	1604	81	12.3	-31.51318	-44.19824
2013-09-15	Stade de Gerland	Lyon	Rennes	0 - 0	0	0	0	1	0	2	1671	1553	118	3.3	-55.38354	-18.33252
2013-09-20	Stade Geoffroy-Guichard	St Etienne	Toulouse	1 - 2	1	2	0	0	1	3	1660	1581	79	12.2	-44.15137	-27.83862
2013-09-21	Stade Armand-Cesari-Furiani	Bastia	Marseille	0 - 0	0	0	0	1	0	2	1543	1651	108	3	-19.60693	-33.57092
2013-09-21	Stade Auguste-Delaune	Reims	Guingamp	1 - 1	1	1	0	1	0	2	1552	1514	38	1.1	-9.81506	-16.56458
2013-09-21	Parc des Sports	Evian	Montpellier	2 - 2	2	2	0	1	0	2	1556	1604	48	1.4	-14.71289	-21.07312
2013-09-21	Stade de la Route-de-Lorient	Rennes	Ajaccio	2 - 0	2	0	1	0	0	1	1559	1520	39	8.9	-7.5675	-31.22693
2013-09-21	Stade Bonal	Sochaux	Lille	0 - 2	0	2	0	0	1	3	1520	1670	150	5.9	-37.65918	-36.48242
2013-09-22	Stade du Moustoir	Lorient	Bordeaux	3 - 3	3	3	0	1	0	2	1567	1611	44	1.3	-30.83374	-37.93872
2013-09-22	Stade de Gerland	Lyon	Nantes	3 - 1	3	1	1	0	0	1	1671	1520	151	5.9	-48.39453	-13.60327
2013-09-22	Allianz Riviera	Nice	Valenciennes	4 - 0	4	0	1	0	0	1	1622	1540	82	7.7	-26.9043	-44.16504
2013-09-22	Parc des Princes	PSG	Monaco	1 - 1	1	1	0	1	0	2	1826	1608	218	5.6	5.2771	-5.06921
2013-09-24	Stade Pierre-Mauroy	Lille	Evian	3 - 0	3	0	1	0	0	1	1678	1556	122	6.6	-16.66394	-4.26147
2013-09-24	Stade Vélodrome	Marseille	St Etienne	2 - 1	2	1	1	0	0	1	1650	1647	3	9.9	-23.323	-41.92102
2013-09-25	Stadium Municipal	Toulouse	Lorient	1 - 0	1	0	1	0	0	1	1591	1566	25	9.3	-8.75208	-24.67517
2013-09-25	La Beaujoire-Louis-Fonteneau	Nantes	Nice	2 - 0	2	0	1	0	0	1	1516	1631	115	13.2	-11.05042	3.17004
2013-09-25	Stade Jacques Chaban-Delmas	Bordeaux	Reims	0 - 0	0	0	0	1	0	2	1611	1548	63	1.8	-29.99683	-1.70068
2013-09-25	Stade François-Coty	Ajaccio	Lyon	2 - 1	2	1	1	0	0	1	1513	1676	163	14.4	-27.56323	-36.84705
2013-09-25	Stade Municipal de Roudourou	Guingamp	Sochaux	5 - 1	5	1	1	0	0	1	1517	1512	5	9.9	-2.24048	-35.03894
2013-09-25	Stade du Hainaut	Valenciennes	PSG	0 - 1	0	1	0	0	1	3	1531	1819	288	3.2	-46.01636	5.46606
2013-09-25	Stade Louis II	Monaco	Bastia	3 - 0	3	0	1	0	0	1	1615	1544	71	8	11.13232	-7.41614
2013-09-26	Stade de la Mosson	Montpellier	Rennes	0 - 0	0	0	0	1	0	2	1604	1567	37	1.1	-13.75793	1.32092
2013-09-28	Stade du Moustoir	Lorient	Marseille	0 - 2	0	2	0	0	1	3	1561	1656	95	7.3	-18.9928	-24.60999
2013-09-28	Parc des Princes	PSG	Toulouse	2 - 0	2	0	1	0	0	1	1822	1597	225	4.3	5.50391	-3.18408
2013-09-28	Stade de Gerland	Lyon	Lille	0 - 0	0	0	0	1	0	2	1666	1685	19	0.5	-33.18091	-16.67688
2013-09-28	Allianz Riviera	Nice	Guingamp	1 - 0	1	0	1	0	0	1	1618	1529	89	7.5	-9.2373	-1.45789
2013-09-28	Stade Geoffroy-Guichard	St Etienne	Bastia	2 - 2	2	2	0	1	0	2	1640	1536	104	2.9	-42.04663	-11.07043
2013-09-28	Parc des Sports	Evian	Bordeaux	1 - 1	1	1	0	1	0	2	1549	1608	59	1.7	-0.48779	-38.1123
2013-09-28	Stade Bonal	Sochaux	Valenciennes	2 - 0	2	0	1	0	0	1	1500	1528	28	10.8	-42.3999	-41.78113
2013-09-29	Stade de la Route-de-Lorient	Rennes	Nantes	1 - 3	1	3	0	0	1	3	1570	1529	41	11.2	4.61768	5.05469
2013-09-29	Stade François-Coty	Ajaccio	Montpellier	1 - 1	1	1	0	1	0	2	1523	1601	78	2.2	-17.7262	-17.05481
2013-09-29	Stade Auguste-Delaune	Reims	Monaco	1 - 1	1	1	0	1	0	2	1552	1623	71	2	-11.78296	19.04834
2013-10-04	Stade Armand-Cesari-Furiani	Bastia	Lorient	4 - 1	4	1	1	0	0	1	1544	1553	9	10.3	3.54565	-18.50818
2013-10-05	Stade Louis II	Monaco	St Etienne	2 - 1	2	1	1	0	0	1	1620	1632	12	10.3	18.62024	-14.27686
2013-10-05	Stadium Municipal	Toulouse	Nice	1 - 0	1	0	1	0	0	1	1591	1619	28	10.8	12.52576	14.83228
2013-10-05	Stade Pierre-Mauroy	Lille	Ajaccio	3 - 0	3	0	1	0	0	1	1683	1520	163	5.6	-2.03418	-8.77979
2013-10-05	Stade du Hainaut	Valenciennes	Reims	1 - 1	1	1	0	1	0	2	1515	1549	34	1	-34.17822	2.25647
2013-10-05	La Beaujoire-Louis-Fonteneau	Nantes	Evian	3 - 0	3	0	1	0	0	1	1542	1546	4	10.1	29.10339	0.10168
2013-10-05	Stade Municipal de Roudourou	Guingamp	Rennes	2 - 0	2	0	1	0	0	1	1522	1551	29	10.8	7.71143	-2.09802
2013-10-06	Stade de la Mosson	Montpellier	Lyon	5 - 1	5	1	1	0	0	1	1598	1655	57	11.6	-8.08325	-16.00623
2013-10-06	Stade Jacques Chaban-Delmas	Bordeaux	Sochaux	4 - 1	4	1	1	0	0	1	1594	1506	88	7.5	-31.22461	-19.59753
2013-10-06	Stade Vélodrome	Marseille	PSG	1 - 2	1	2	0	0	1	3	1661	1833	172	5.4	6.14697	28.66553
2013-10-18	Stade Auguste-Delaune	Reims	Toulouse	1 - 2	1	2	0	0	1	3	1550	1598	48	8.6	-0.06226	19.29736
2013-10-18	Allianz Riviera	Nice	Marseille	1 - 0	1	0	1	0	0	1	1612	1655	43	11.2	-8.55225	0.28308
2013-10-19	Parc des Princes	PSG	Bastia	4 - 0	4	0	1	0	0	1	1839	1549	290	3.2	9.95935	2.26343
2013-10-19	Stade de la Route-de-Lorient	Rennes	Valenciennes	2 - 2	2	2	0	1	0	2	1541	1514	27	0.8	-21.23706	-29.65613
2013-10-19	Stade François-Coty	Ajaccio	Nantes	0 - 1	0	1	0	0	1	3	1515	1553	38	8.9	-8.83313	28.57349
2013-10-19	Stade de la Mosson	Montpellier	Lille	0 - 1	0	1	0	0	1	3	1613	1688	75	7.9	5.51794	14.86218
2013-10-19	Parc des Sports	Evian	Guingamp	1 - 2	1	2	0	0	1	3	1535	1531	4	10.1	-24.74268	13.94177
2013-10-20	Stade Bonal	Sochaux	Monaco	2 - 2	2	2	0	1	0	2	1499	1626	127	3.5	-22.83423	16.77014
2013-10-20	Stade Geoffroy-Guichard	St Etienne	Lorient	3 - 2	3	2	1	0	0	1	1626	1536	90	7.5	-33.9375	-32.79468
2013-10-20	Stade de Gerland	Lyon	Bordeaux	1 - 1	1	1	0	1	0	2	1641	1601	40	1.1	-28.24097	-19.12256
2013-10-25	La Beaujoire-Louis-Fonteneau	Nantes	Lille	0 - 1	0	1	0	0	1	3	1563	1697	134	6.3	46.65759	18.73291
2013-10-26	Stade Vélodrome	Marseille	Reims	2 - 3	2	3	0	0	1	3	1644	1544	100	12.8	-12.13342	-4.19006
2013-10-26	Stade du Hainaut	Valenciennes	Evian	0 - 1	0	1	0	0	1	3	1520	1528	8	9.8	-10.93457	-21.4375
2013-10-26	Stade Armand-Cesari-Furiani	Bastia	Nice	1 - 0	1	0	1	0	0	1	1549	1623	74	12.1	5.22095	-8.40491
2013-10-26	Stade Municipal de Roudourou	Guingamp	Ajaccio	2 - 1	2	1	1	0	0	1	1545	1509	36	9	27.73608	-4.03247
2013-10-26	Stade du Moustoir	Lorient	Sochaux	2 - 1	2	1	1	0	0	1	1535	1503	32	9.1	-31.08191	-8.22668
2013-10-26	Stadium Municipal	Toulouse	Rennes	0 - 5	0	5	0	0	1	3	1610	1541	69	12	18.81262	-25.28918
2013-10-27	Stade Jacques Chaban-Delmas	Bordeaux	Montpellier	2 - 0	2	0	1	0	0	1	1613	1608	5	9.9	5.08337	3.11206
2013-10-27	Stade Louis II	Monaco	Lyon	2 - 1	2	1	1	0	0	1	1628	1643	15	10.4	5.54321	-23.15198
2013-10-27	Stade Geoffroy-Guichard	St Etienne	PSG	2 - 2	2	2	0	1	0	2	1633	1854	221	5.6	-7.17126	31.83313
2013-11-01	Parc des Princes	PSG	Lorient	4 - 0	4	0	1	0	0	1	1850	1540	310	2.9	25.09033	-9.60486
2013-11-02	Stade de la Route-de-Lorient	Rennes	Marseille	1 - 1	1	1	0	1	0	2	1568	1631	63	1.8	13.96191	-35.74377
2013-11-02	Stade de Gerland	Lyon	Guingamp	2 - 0	2	0	1	0	0	1	1636	1550	86	7.6	-27.82898	24.95105
2013-11-02	Parc des Sports	Evian	Toulouse	2 - 1	2	1	1	0	0	1	1538	1583	45	11.3	-10.88049	-10.27234
2013-11-02	Stade François-Coty	Ajaccio	Valenciennes	1 - 3	1	3	0	0	1	3	1503	1510	7	9.8	-19.39185	-8.02563
2013-11-02	Stade Auguste-Delaune	Reims	Bastia	4 - 2	4	2	1	0	0	1	1557	1557	0	10	5.05627	16.0592
2013-11-02	Stade Bonal	Sochaux	St Etienne	0 - 0	0	0	0	1	0	2	1498	1637	139	3.8	-10.85095	1.49487
2013-11-03	Allianz Riviera	Nice	Bordeaux	1 - 2	1	2	0	0	1	3	1615	1621	6	9.8	-6.32507	14.02222
2013-11-03	Stade de la Mosson	Montpellier	Nantes	1 - 1	1	1	0	1	0	2	1599	1558	41	1.2	-0.95337	14.56067
2013-11-03	Stade Pierre-Mauroy	Lille	Monaco	2 - 0	2	0	1	0	0	1	1706	1635	71	8	21.28564	12.82446
2013-11-08	Stade Louis II	Monaco	Evian	1 - 1	1	1	0	1	0	2	1625	1541	84	2.4	-1.86987	5.80798
2013-11-09	Parc des Princes	PSG	Nice	3 - 1	3	1	1	0	0	1	1836	1595	241	4	-3.23132	-17.21716
2013-11-09	Stade Armand-Cesari-Furiani	Bastia	Rennes	1 - 0	1	0	1	0	0	1	1539	1558	19	10.5	-9.61279	16.44983
2013-11-09	Stade Municipal de Roudourou	Guingamp	Lille	0 - 0	0	0	0	1	0	2	1535	1703	168	4.5	3.49805	15.10608
2013-11-09	Stade du Hainaut	Valenciennes	Montpellier	1 - 1	1	1	0	1	0	2	1515	1586	71	2	1.41553	-26.45618
2013-11-09	Stade du Moustoir	Lorient	Reims	0 - 0	0	0	0	1	0	2	1529	1556	27	0.8	-7.49548	5.8479
2013-11-09	Stadium Municipal	Toulouse	Ajaccio	1 - 1	1	1	0	1	0	2	1567	1480	87	2.5	-30.36194	-35.12439
2013-11-10	Stade Jacques Chaban-Delmas	Bordeaux	Nantes	0 - 3	0	3	0	0	1	3	1613	1553	60	11.7	11.42419	-0.03784
2013-11-10	Stade Vélodrome	Marseille	Sochaux	2 - 1	2	1	1	0	0	1	1619	1490	129	6.4	-35.90454	-8.58557
2013-11-10	Stade Geoffroy-Guichard	St Etienne	Lyon	1 - 2	1	2	0	0	1	3	1626	1627	1	10	0.06738	-13.57471
2013-11-22	Stade François-Coty	Ajaccio	Marseille	1 - 3	1	3	0	0	1	3	1484	1622	138	6.2	-21.11804	-25.552
2013-11-23	Stade Auguste-Delaune	Reims	PSG	0 - 3	0	3	0	0	1	3	1558	1839	281	3.3	16.74854	-3.37878
2013-11-23	Parc des Sports	Evian	Lorient	0 - 4	0	4	0	0	1	3	1540	1527	13	10.4	15.25452	-5.17493
2013-11-23	Stade de la Route-de-Lorient	Rennes	Bordeaux	1 - 1	1	1	0	1	0	2	1551	1592	41	1.2	13.26099	-12.30322
2013-11-23	Stade Bonal	Sochaux	Bastia	1 - 1	1	1	0	1	0	2	1487	1545	58	1.7	-13.14832	-0.53284
2013-11-23	Stade de la Mosson	Montpellier	Guingamp	1 - 1	1	1	0	1	0	2	1587	1537	50	1.4	-17.75012	-4.38354
2013-11-23	Stade de Gerland	Lyon	Valenciennes	1 - 1	1	1	0	1	0	2	1638	1515	123	3.4	0.10925	-2.1488
2013-11-24	Stade Pierre-Mauroy	Lille	Toulouse	1 - 0	1	0	1	0	0	1	1701	1563	138	6.2	7.12561	-41.53906
2013-11-24	Allianz Riviera	Nice	St Etienne	0 - 1	0	1	0	0	1	3	1593	1616	23	9.3	-24.14624	-11.4696
2013-11-24	La Beaujoire-Louis-Fonteneau	Nantes	Monaco	0 - 1	0	1	0	0	1	3	1573	1615	42	8.8	13.51782	-7.84412
2013-11-29	Stade Vélodrome	Marseille	Montpellier	2 - 0	2	0	1	0	0	1	1630	1584	46	8.7	-0.99634	-15.41699
2013-11-30	Stade Geoffroy-Guichard	St Etienne	Reims	4 - 0	4	0	1	0	0	1	1626	1552	74	7.9	-11.1958	-4.86548
2013-11-30	Stade Louis II	Monaco	Rennes	2 - 0	2	0	1	0	0	1	1624	1551	73	7.9	-10.54773	-17.02307
2013-11-30	Stadium Municipal	Toulouse	Sochaux	5 - 1	5	1	1	0	0	1	1560	1487	73	7.9	-23.77759	-11.35596
2013-11-30	Stade du Hainaut	Valenciennes	Lille	0 - 1	0	1	0	0	1	3	1521	1705	184	5.1	10.35864	-1.68665
2013-11-30	Stade Municipal de Roudourou	Guingamp	Nantes	1 - 0	1	0	1	0	0	1	1541	1564	23	10.7	-8.63135	5.86841
2013-11-30	Stade du Moustoir	Lorient	Nice	3 - 0	3	0	1	0	0	1	1548	1584	36	11	7.85815	-31.15527
2013-12-01	Stade Jacques Chaban-Delmas	Bordeaux	Ajaccio	4 - 0	4	0	1	0	0	1	1586	1475	111	6.9	-34.91895	-28.2439
2013-12-01	Stade Armand-Cesari-Furiani	Bastia	Evian	2 - 0	2	0	1	0	0	1	1546	1520	26	9.3	-10.35413	-18.198
2013-12-01	Parc des Princes	PSG	Lyon	4 - 0	4	0	1	0	0	1	1849	1640	209	4.6	-0.9209	4.09521
2013-12-03	Stade Pierre Mauroy	Lille	Marseille	1 - 0	1	0	1	0	0	1	1710	1637	73	7.9	3.75891	6.03027
2013-12-03	La Beaujoire-Louis-Fonteneau	Nantes	Valenciennes	2 - 1	2	1	1	0	0	1	1557	1515	42	8.8	-0.87012	4.91309
2013-12-03	Allianz Arena	Nice	Monaco	0 - 3	0	3	0	0	1	3	1572	1631	59	8.3	-43.13953	-4.13623
2013-12-04	Stade Municipal de Roudourou	Guingamp	Bordeaux	0 - 1	0	1	0	0	1	3	1548	1594	46	8.7	3.79822	-27.42212
2013-12-04	Stade Parsemain	Ajaccio	Bastia	1 - 1	1	1	0	1	0	2	1468	1554	86	2.4	-21.36707	5.60168
2013-12-04	Stade Bonal	Sochaux	Reims	0 - 2	0	2	0	0	1	3	1478	1543	65	8.2	-22.01208	-22.49243
2013-12-04	Stade de la Mosson	Montpellier	Lorient	0 - 2	0	2	0	0	1	3	1576	1560	16	10.5	-22.75732	22.31445
2013-12-04	Stade de la Route-de-Lorient	Rennes	St Etienne	3 - 1	3	1	1	0	0	1	1544	1635	91	12.6	-22.77637	-0.54163
2013-12-04	Parc des Sports	Evian	PSG	2 - 0	2	0	1	0	0	1	1512	1854	342	17.5	-32.6554	1.0426
2013-12-05	Stade de Gerland	Lyon	Toulouse	1 - 1	1	1	0	1	0	2	1636	1569	67	1.9	-6.03125	-7.64709
2013-12-06	Stade Vélodrome	Marseille	Nantes	0 - 1	0	1	0	0	1	3	1633	1563	70	12	0.87646	0.69739
2013-12-07	Parc des Princes	PSG	Sochaux	5 - 0	5	0	1	0	0	1	1834	1466	368	2.1	-8.85181	-31.32983
2013-12-07	Stade du Hainaut	Valenciennes	Guingamp	1 - 1	1	1	0	1	0	2	1510	1539	29	0.8	-11.80579	-2.50452
2013-12-07	Stade Auguste-Delaune	Reims	Nice	1 - 0	1	0	1	0	0	1	1555	1557	2	10.1	-7.6792	-45.26416
2013-12-07	Stade du Moustoir	Lorient	Rennes	2 - 0	2	0	1	0	0	1	1575	1556	19	9.5	40.06628	-8.39709
2013-12-08	Stade Jacques Chaban-Delmas	Bordeaux	Lille	1 - 0	1	0	1	0	0	1	1603	1715	112	13.1	-24.61511	6.06177
2013-12-08	Stadium Municipal	Toulouse	Montpellier	1 - 1	1	1	0	1	0	2	1573	1561	12	0.3	0.42163	-30.2207
2013-12-08	Stade Armand-Cesari-Furiani	Bastia	Lyon	1 - 3	1	3	0	0	1	3	1554	1632	78	7.8	9.52124	-6.06921
2013-12-08	Stade Louis II	Monaco	Ajaccio	1 - 0	1	0	1	0	0	1	1646	1468	178	5.3	21.21838	-17.25586
2013-12-13	Stade de la Mosson	Montpellier	St Etienne	0 - 1	0	1	0	0	1	3	1560	1619	59	8.3	-26.47156	3.61072
2013-12-14	Stade de la Route-de-Lorient	Rennes	PSG	1 - 3	1	3	0	0	1	3	1544	1825	281	3.3	-7.05823	-13.94556
2013-12-14	Stade Municipal de Roudourou	Guingamp	Monaco	0 - 2	0	2	0	0	1	3	1537	1645	108	7	-0.57068	29.9137
2013-12-14	La Beaujoire-Louis-Fonteneau	Nantes	Toulouse	1 - 2	1	2	0	0	1	3	1571	1566	5	10.1	-2.22998	3.89331
2013-12-14	Parc des Sports	Evian	Reims	1 - 1	1	1	0	1	0	2	1528	1557	29	0.8	-11.65515	-0.32483
2013-12-14	Allianz Riviera	Nice	Sochaux	1 - 0	1	0	1	0	0	1	1547	1460	87	7.5	-46.08936	-27.15796
2013-12-14	Stade François-Coty	Ajaccio	Lorient	1 - 2	1	2	0	0	1	3	1461	1579	118	6.7	-22.95068	52.29358
2013-12-15	Stade Jacques Chaban-Delmas	Bordeaux	Valenciennes	2 - 1	2	1	1	0	0	1	1601	1505	96	7.3	8.66443	-10.10767
2013-12-15	Stade Pierre Mauroy	Lille	Bastia	2 - 1	2	1	1	0	0	1	1702	1538	164	5.6	0.98975	-6.78345
2013-12-15	Stade de Gerland	Lyon	Marseille	2 - 2	2	2	0	1	0	2	1646	1614	32	0.9	8.62622	-8.44141
2013-12-20	Stade Louis II	Monaco	Valenciennes	1 - 2	1	2	0	0	1	3	1655	1501	154	14.2	40.22192	-14.1803
2013-12-21	Stade Geoffroy-Guichard	St Etienne	Nantes	2 - 0	2	0	1	0	0	1	1628	1560	68	8.1	12.21387	-12.66455
2013-12-21	Stadium Municipal	Toulouse	Guingamp	0 - 0	0	0	0	1	0	2	1577	1526	51	1.5	14.32788	-10.87903
2013-12-21	Stade Armand-Cesari-Furiani	Bastia	Montpellier	0 - 0	0	0	0	1	0	2	1536	1552	16	0.5	-9.66321	-35.05725
2013-12-21	Stade Bonal	Sochaux	Rennes	2 - 1	2	1	1	0	0	1	1456	1540	84	12.4	-31.30762	-11.93127
2013-12-21	Stade Auguste-Delaune	Reims	Ajaccio	4 - 1	4	1	1	0	0	1	1559	1454	105	7.1	1.15173	-29.95593
2013-12-21	Allianz Riviera	Nice	Evian	3 - 1	3	1	1	0	0	1	1551	1527	24	9.3	-41.93958	-13.13184
2013-12-22	Stade Vélodrome	Marseille	Bordeaux	2 - 2	2	2	0	1	0	2	1617	1605	12	0.3	-5.37537	12.73706
2013-12-22	Stade du Moustoir	Lorient	Lyon	2 - 2	2	2	0	1	0	2	1586	1643	57	1.6	59.29895	5.56018
2013-12-22	Parc des Princes	PSG	Lille	2 - 2	2	2	0	1	0	2	1830	1705	125	3.5	-9.07251	3.86951
2014-01-08	Stade Geoffroy-Guichard	St Etienne	Evian	1 - 0	1	0	1	0	0	1	1635	1519	116	6.8	11.38367	-13.13757
2014-01-10	Stade de la Mosson	Montpellier	Monaco	1 - 1	1	1	0	1	0	2	1553	1641	88	2.5	-10.64258	-7.29053
2014-01-11	Stade François-Coty	Ajaccio	PSG	1 - 2	1	2	0	0	1	3	1448	1824	376	2.1	-17.62927	-11.49866
2014-01-11	Stade de la Route-de-Lorient	Rennes	Nice	0 - 0	0	0	0	1	0	2	1531	1559	28	0.8	-16.83875	8.18762
2014-01-11	Stade Jacques Chaban-Delmas	Bordeaux	Toulouse	0 - 1	0	1	0	0	1	3	1608	1573	35	11	-3.98425	3.08936
2014-01-11	Stade Municipal de Roudourou	Guingamp	St Etienne	0 - 0	0	0	0	1	0	2	1530	1638	108	3	-10.58582	14.95288
2014-01-11	Stade du Hainaut	Valenciennes	Bastia	3 - 2	3	2	1	0	0	1	1515	1534	19	10.5	5.90295	-8.45459
2014-01-11	Stade de Gerland	Lyon	Sochaux	2 - 0	2	0	1	0	0	1	1644	1464	180	5.2	0.67688	0.19287
2014-01-12	La Beaujoire-Louis-Fonteneau	Nantes	Lorient	1 - 0	1	0	1	0	0	1	1554	1586	32	10.9	-18.16772	5.18689
2014-01-12	Parc des Sports	Evian	Marseille	1 - 2	1	2	0	0	1	3	1516	1614	98	7.3	-14.02783	-3.76343
2014-01-12	Stade Pierre Mauroy	Lille	Reims	1 - 2	1	2	0	0	1	3	1710	1566	144	13.9	7.05591	7.15674
2014-01-17	Stade Geoffroy-Guichard	St Etienne	Lille	2 - 0	2	0	1	0	0	1	1637	1696	59	11.7	9.32129	-8.41467
2014-01-18	Stade de la Route-de-Lorient	Rennes	Evian	0 - 0	0	0	0	1	0	2	1530	1508	22	0.6	-9.62585	-18.8335
2014-01-18	Stade du Moustoir	Lorient	Guingamp	2 - 0	2	0	1	0	0	1	1579	1531	48	8.6	-7.57019	4.38257
2014-01-18	Allianz Riviera	Nice	Ajaccio	2 - 0	2	0	1	0	0	1	1560	1446	114	6.8	9.32104	-8.86755
2014-01-18	Stade Bonal	Sochaux	Montpellier	0 - 2	0	2	0	0	1	3	1460	1554	94	7.4	4.4967	1.97876
2014-01-18	Stade Armand-Cesari-Furiani	Bastia	Bordeaux	1 - 0	1	0	1	0	0	1	1527	1597	70	12	-8.31592	-8.53906
2014-01-19	Stade Auguste-Delaune	Reims	Lyon	0 - 2	0	2	0	0	1	3	1579	1648	69	8	20.53589	4.34338
2014-01-19	Stadium Municipal	Toulouse	Monaco	0 - 2	0	2	0	0	1	3	1584	1641	57	8.4	7.60425	-14.00256
2014-01-19	Parc des Princes	PSG	Nantes	5 - 0	5	0	1	0	0	1	1826	1560	266	3.6	-3.25354	0.28333
2014-01-24	Stade Pierre Mauroy	Lille	Rennes	1 - 1	1	1	0	1	0	2	1686	1527	159	4.3	-24.53772	-4.23938
