start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed
2015	11372	126	137	126	Caen	Damien	Da Silva	0	87.9	46.8	75.18653588119531	12.515989773086261	1	0	0	0	0	0	0
2015	11372	126	137	126	Caen	Ronny	Rodelin	0	72.2	28.6	52.41149285917887	35.082759298550044	0	0	0	0	0	0	0
2015	11372	126	137	126	Caen	Andy	Delort	0	89.2	52.4	102.52880770915151	11.063453348751462	1	1	0	0	0	0	0
2015	11372	126	137	126	Caen	Andy	Delort	0	74.0	68.5	125.4333140102856	31.9100297712177	0	0	0	0	0	0	0
2015	11372	126	137	126	Caen	Michael Jordan	N'Kololo	0	82.6	31.1	42.63375200854423	25.689881276487053	0	0	0	0	0	0	0
2015	11372	126	137	126	Caen	Andy	Delort	0	97.8	38.7	11.017111618789228	11.51216747619665	0	0	0	0	0	0	0
2015	11372	126	137	126	Caen	Julien	Féret	0	74.7	48.3	86.15586442370761	25.357050301641944	0	1	0	0	0	0	0
2015	11372	126	137	126	Caen	Jeff	Louis	0	67.8	43.2	78.0754760623881	32.910180795614	0	0	0	0	0	0	0
2015	11372	126	137	126	Caen	Andy	Delort	0	85.9	57.0	116.40227951408488	15.741982086128793	1	1	0	0	0	0	0
2015	11372	126	137	126	Caen	Andy	Delort	0	73.4	61.3	113.01636920317355	28.900692033236844	0	0	0	0	0	0	0
2015	11372	126	137	126	Caen	Vincent	Bessat	0	91.2	62.2	144.19665589162892	15.042606157179016	0	0	0	0	0	0	1
2015	11372	126	137	126	Caen	Andy	Delort	0	86.1	53.2	102.96450866041926	14.263590010933438	0	0	0	0	0	0	1
2015	11372	126	137	126	Caen	Jeff	Louis	0	91.3	46.6	68.65421335091025	9.340770846134705	1	1	0	0	0	0	0
2015	11372	126	137	126	Caen	Ronny	Rodelin	0	91.3	55.4	121.8274465766731	10.23962889952561	1	1	1	0	0	0	0
2015	11372	126	137	126	Caen	Andy	Delort	0	86.3	58.9	123.00916502096074	16.337074401495517	0	1	0	0	0	0	0
