start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed
2015	9163	142	136	136	Bordeaux	Henri	Saivet	0	93.5	35.8	24.59577154094456	15.616977940690065	1	1	1	0	0	0	0
2015	9163	142	136	136	Bordeaux	Enzo	Crivelli	0	66.7	46.2	83.48990363988449	33.51611552671341	0	0	0	0	0	0	0
2015	9163	142	136	136	Bordeaux	Henri	Saivet	0	96.3	61.4	162.01857030303594	11.985407794480754	1	1	1	0	0	0	0
2015	9163	142	136	136	Bordeaux	Frederic	Guilbert	0	85.1	33.8	42.60639303271519	22.010224896624756	0	0	0	0	0	0	0
2015	9163	142	136	136	Bordeaux	Nicolas	Pallois	0	95.6	42.9	31.78725312166479	8.352843827104639	1	1	0	0	0	0	0
2015	9163	142	136	136	Bordeaux	Nicolas	Maurice-Belay	0	81.5	52.6	97.99998347221899	18.681809334216	0	0	0	0	0	0	0
2015	9163	142	136	136	Bordeaux	Wahbi	Khazri	1	94.2	50.7	96.88172363063698	5.842088667591409	0	0	0	0	0	0	0
2015	9163	142	136	136	Bordeaux	Wahbi	Khazri	0	77.0	37.0	60.52411099675425	26.419689627245813	0	0	0	0	0	0	0
2015	9163	142	136	136	Bordeaux	Enzo	Crivelli	0	92.0	61.5	145.1755108430432	14.0089257261219	1	0	0	0	0	0	0
2015	9163	142	136	136	Bordeaux	Henri	Saivet	0	81.5	62.6	124.25803682217166	22.38325266801052	0	1	0	0	0	0	0
2015	9163	142	136	142	PSG	Serge	Aurier	0	82.3	31.0	42.971297443046716	25.96709456215693	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Edinson	Cavani	1	88.0	45.2	68.1985905136482	12.924395537122809	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Edinson	Cavani	1	77.8	66.9	127.28061304460911	27.900716836669275	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Thiago	Motta	0	94.9	42.1	32.84505830277775	9.403190947758102	1	1	1	0	0	0	0
2015	9163	142	136	142	PSG	Edinson	Cavani	0	93.1	54.4	122.52489028779102	8.18352002502591	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Ángel	Di María	0	89.5	59.2	131.2245341757102	13.96030085635693	0	0	0	0	0	1	0
2015	9163	142	136	142	PSG	Serge	Aurier	0	84.8	29.3	36.28982000998867	25.681316165648518	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Blaise	Matuidi	0	76.2	50.7	91.68468431789631	23.810291892372923	0	1	0	0	0	0	0
2015	9163	142	136	142	PSG	Ángel	Di María	0	74.1	60.2	111.4956310444655	27.83612760424841	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Ángel	Di María	0	93.2	30.5	19.224580320446268	20.65163431789358	0	1	0	0	0	0	0
2015	9163	142	136	142	PSG	Thiago Emiliano	da Silva	0	90.9	51.8	101.1887999282518	9.276313923105443	1	1	1	0	0	0	0
2015	9163	142	136	142	PSG	Ezequiel	Lavezzi	0	75.5	50.1	90.23385902587327	24.500204080782673	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Serge	Aurier	0	86.0	39.2	52.35237935989237	17.681628884240272	0	1	0	0	0	0	0
2015	9163	142	136	142	PSG	Edinson	Cavani	0	88.6	40.6	50.49232455712746	14.775655653811107	0	0	0	0	0	0	1
2015	9163	142	136	142	PSG	Ángel	Di María	0	76.6	54.8	101.59217541029106	23.887235084873264	0	0	1	0	0	0	0
2015	9163	142	136	142	PSG	Ángel	Di María	0	74.3	66.7	123.01603062799529	30.649306680575993	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Ángel	Di María	0	74.2	49.9	89.77792444730655	25.80019379772175	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Ángel	Di María	0	82.5	28.9	39.671765218020155	27.41277074649697	0	0	0	0	0	0	0
2015	9163	142	136	142	PSG	Ángel	Di María	0	73.7	48.1	85.86793974504741	26.36854186336438	0	0	0	0	0	0	0
