	start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict
0	2015	11372	126	137	126	Caen	Damien	Da Silva	0	87.9	46.8	75.1865358812	12.5159897731	1	0	0	0	0	0	0	0.0978011952997
1	2015	11372	126	137	126	Caen	Ronny	Rodelin	0	72.2	28.6	52.4114928592	35.0827592986	0	0	0	0	0	0	0	0.00811275865431
2	2015	11372	126	137	126	Caen	Andy	Delort	0	89.2	52.4	102.528807709	11.0634533488	1	1	0	0	0	0	0	0.122272801909
3	2015	11372	126	137	126	Caen	Andy	Delort	0	74.0	68.5	125.43331401	31.9100297712	0	0	0	0	0	0	0	0.0140747960866
4	2015	11372	126	137	126	Caen	Michael Jordan	N'Kololo	0	82.6	31.1	42.6337520085	25.6898812765	0	0	0	0	0	0	0	0.0351521640638
5	2015	11372	126	137	126	Caen	Andy	Delort	0	97.8	38.7	11.0171116188	11.5121674762	0	0	0	0	0	0	0	0.255600604022
6	2015	11372	126	137	126	Caen	Julien	Féret	0	74.7	48.3	86.1558644237	25.3570503016	0	1	0	0	0	0	0	0.0380797711573
7	2015	11372	126	137	126	Caen	Jeff	Louis	0	67.8	43.2	78.0754760624	32.9101807956	0	0	0	0	0	0	0	0.0116414563234
8	2015	11372	126	137	126	Caen	Andy	Delort	0	85.9	57.0	116.402279514	15.7419820861	1	1	0	0	0	0	0	0.0624444515557
9	2015	11372	126	137	126	Caen	Andy	Delort	0	73.4	61.3	113.016369203	28.9006920332	0	0	0	0	0	0	0	0.0223801565996
10	2015	11372	126	137	126	Caen	Vincent	Bessat	0	91.2	62.2	144.196655892	15.0426061572	0	0	0	0	0	0	1	0.176303060926
11	2015	11372	126	137	126	Caen	Andy	Delort	0	86.1	53.2	102.96450866	14.2635900109	0	0	0	0	0	0	1	0.190705071784
12	2015	11372	126	137	126	Caen	Jeff	Louis	0	91.3	46.6	68.6542133509	9.34077084613	1	1	0	0	0	0	0	0.151985749465
13	2015	11372	126	137	126	Caen	Ronny	Rodelin	0	91.3	55.4	121.827446577	10.2396288995	1	1	1	0	0	0	0	0.0803917431267
14	2015	11372	126	137	126	Caen	Andy	Delort	0	86.3	58.9	123.009165021	16.3370744015	0	1	0	0	0	0	0	0.146422615814
15	2015	11372	126	137	126	Caen	Andy	Delort	0	72.8	63.4	116.227026901	30.321609456	0	0	0	0	0	0	0	0.0179553714853
16	2015	11372	126	137	137	Nantes	Oswaldo	Vizcarrondo	0	89.4	39.7	45.82237098	14.7800541271	0	1	1	0	0	0	1	0.101746841613
