goal	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed
0	61.58383	23.53572	0	0	0	0	0	0	0
0	138.81407	11.69316	0	0	0	0	0	0	0
0	37.66562	21.60208	0	0	0	0	0	0	0
0	30.14139	10.75407	1	1	1	0	0	0	0
0	39.4147	22.52221	0	0	0	0	0	0	0
0	27.92898	9.39415	1	1	1	0	0	0	0
0	92.94645	13.618	0	1	0	0	0	0	0
1	114.31931	22.82542	0	0	0	0	0	0	0
0	91.45812	27.50891	0	0	0	0	0	0	0
0	116.10485	33.40793	0	0	0	0	0	0	0
0	23.1616	20.33937	0	0	0	0	0	0	0
0	165.58781	18.48161	0	0	0	0	0	0	0
0	103.96637	19.88794	0	0	0	0	0	0	0
1	22.51439	20.89234	0	0	0	0	0	0	0
0	117.71574	31.17707	0	0	0	0	0	0	0
0	60.67952	25.11772	0	0	0	0	0	0	0
0	42.92997	29.36409	0	0	0	0	0	0	0
0	162.97279	16.7335	0	0	0	0	0	0	0
0	128.20406	13.74373	0	1	0	0	0	0	1
0	132.37359	38.57784	0	0	0	0	0	0	0
0	125.94928	32.36418	0	0	0	0	0	0	0
0	79.73321	26.93121	0	0	0	0	0	0	0
0	158.8327	28.52455	0	0	0	0	0	0	0
0	55.21688	24.71639	0	0	0	0	0	0	0
0	149.38139	28.46928	0	0	0	0	0	0	0
0	163.61046	15.94804	0	1	0	0	0	0	0
1	119.11615	9.04268	1	1	1	0	0	0	0
0	132.10142	11.1866	1	1	0	0	0	0	0
0	10.69934	22.08393	0	1	1	0	0	0	0
0	66.8643	23.92405	0	0	0	0	0	0	0
0	59.74356	15.28169	0	0	0	0	0	1	0
1	29.48891	16.65803	0	0	0	0	0	0	0
0	30.45296	23.08463	0	1	0	0	0	0	0
0	154.94706	28.81059	0	0	0	0	0	0	0
0	107.89613	10.08811	1	1	0	0	0	0	0
0	116.39247	14.84756	0	0	0	0	0	0	0
0	135.35007	34.71959	0	0	0	0	0	0	0
0	40.84615	12.69055	0	1	1	0	0	0	1
0	95.67302	15.17432	0	1	1	0	0	0	1
1	95.71059	3.01496	1	1	1	0	0	0	0
0	111.22366	33.1483	0	0	0	0	0	0	0
0	52.28029	16.18178	0	0	0	0	0	0	0
0	29.85902	18.67967	0	0	0	0	0	0	0
0	110.8716	14.87616	0	0	0	0	0	0	0
0	75.37179	32.86533	0	0	0	0	0	0	0
0	124.2157	6.04649	1	1	1	0	0	0	0
0	100.69651	9.15915	1	1	0	0	0	0	0
0	70.16787	12.96919	1	1	0	0	0	0	0
0	164.0546	21.84033	0	0	0	0	0	1	0
1	116.84051	9.30215	0	0	0	0	0	0	0
1	156.80141	4.56946	1	1	0	0	0	0	0
0	156.27161	19.88064	0	0	0	0	0	0	0
0	139.9138	15.68471	0	0	0	0	1	1	0
1	134.57243	18.95099	0	0	0	0	0	0	0
0	113.40275	40.53455	0	0	0	0	0	0	0
0	59.98486	34.18435	0	0	0	0	0	0	0
0	14.89347	19.45353	0	0	0	0	0	0	0
0	81.84115	28.18528	0	0	0	0	0	0	1
1	52.95753	13.28006	0	0	0	0	0	0	0
0	111.82832	39.53454	0	0	0	0	0	0	0
0	89.30131	8.20061	1	1	1	0	0	0	0
0	143.79054	20.82138	0	0	0	0	0	0	0
1	60.68999	6.53682	0	1	0	0	0	0	0
0	100.22217	24.79355	0	0	0	0	0	0	0
0	40.75155	12.40846	1	1	0	0	0	0	0
1	57.42043	24.32817	0	0	0	0	0	0	0
0	28.48219	10.69439	0	1	0	0	0	0	0
0	73.30076	26.10077	0	0	0	0	0	0	0
0	78.98817	18.84702	0	0	0	0	0	0	0
0	12.17918	14.22006	0	1	0	0	0	0	0
0	145.75097	5.68595	0	1	0	0	0	0	1
0	103.12762	29.05942	0	0	0	0	0	0	0
0	46.1412	17.7519	0	1	0	0	0	0	0
0	68.83874	13.29662	1	1	0	0	0	0	0
0	73.36119	18.1604	0	0	0	0	0	0	0
0	95.94686	14.47791	0	0	0	0	0	0	0
0	25.06746	20.53412	0	0	0	0	0	0	0
0	114.34109	27.65863	0	0	0	0	0	0	0
0	161.35046	16.88668	0	0	0	0	0	0	0
0	77.31962	16.4	0	1	0	0	0	0	0
0	117.79805	27.01796	0	0	0	0	0	0	0
0	164.34749	21.49721	0	0	0	0	0	0	0
0	87.54096	16.31502	0	0	0	0	0	0	0
0	168.32326	15.31698	0	1	0	0	0	0	0
0	80.3657	32.86351	0	0	0	0	0	0	0
0	13.08299	14.57841	0	1	0	0	0	0	0
1	90.56727	10.1005	0	0	0	0	0	0	0
0	122.57406	12.81601	0	0	0	0	0	0	0
0	116.00335	4.5618	0	1	0	0	0	0	0
1	95.33216	7.5326	0	1	0	0	0	0	0
0	125.61085	9.1022	1	1	0	0	0	0	0
0	106.38954	14.17604	0	1	0	0	0	0	0
0	116.56505	11.62755	0	1	0	0	0	0	0
1	29.37577	17.32801	0	0	0	0	0	0	0
0	127.29588	26.90074	0	0	0	0	0	0	0
0	44.21518	20.64946	0	1	0	0	0	0	0
0	36.21618	24.5416	0	0	0	0	0	0	0
1	95.87263	17.59233	0	0	0	0	0	0	0
1	101.68937	8.88426	1	1	1	0	0	0	0
0	57.09476	22.2733	0	1	0	0	0	0	0
0	48.4136	20.18836	0	1	1	0	0	0	0
0	58.88329	32.1218	0	0	0	0	0	0	0
0	89.1449	13.40149	0	1	0	0	0	0	0
0	112.58731	13.53846	0	1	1	0	0	0	0
0	31.75948	17.28872	0	0	0	0	0	0	0
0	20.19194	25.78469	0	0	0	0	0	0	0
1	99.84901	14.6154	0	0	0	0	0	0	0
1	140.52754	17.61817	0	0	0	0	0	0	0
0	129.45022	35.09558	0	0	0	0	0	0	0
0	62.96914	16.50273	0	0	0	0	0	0	0
0	104.03624	13.19394	0	1	0	0	0	0	1
0	80.20785	19.99125	0	1	0	0	0	0	0
0	136.91713	33.81863	0	0	0	0	0	0	0
0	167.02729	19.60026	0	0	0	0	0	0	0
0	113.79077	30.49098	0	0	0	0	0	0	0
0	45.8115	24.96337	0	0	0	0	0	0	0
1	133.1817	8.91403	1	1	0	0	0	0	0
0	53.30346	13.22006	0	0	0	0	0	0	0
0	67.53325	28.78472	0	0	0	0	0	0	0
0	64.93254	27.37882	0	0	0	0	0	0	0
0	83.18179	18.53106	0	0	0	0	0	0	0
0	107.80535	14.38923	0	0	0	0	0	0	0
0	69.24352	23.42008	0	1	1	0	0	0	0
0	135.65854	30.76118	0	1	0	0	0	0	0
0	145.2869	20.19431	0	1	0	0	0	0	0
0	74.47589	28.02231	0	0	0	0	0	0	0
0	82.29772	24.62214	0	0	0	0	0	0	0
1	76.89473	19.40541	0	0	0	0	0	0	0
0	109.79888	10.62826	0	1	1	0	0	0	0
0	119.48891	33.31606	0	0	0	0	0	0	0
0	115.78142	29.42941	0	0	0	0	0	0	0
0	119.56658	23.91401	0	0	0	0	0	1	0
0	158.77891	20.16755	0	0	0	0	0	0	0
0	96.34019	16.29969	0	0	0	0	0	0	0
0	55.21397	31.9011	0	0	0	0	0	0	1
0	133.86558	28.57271	0	0	0	0	0	0	0
1	103.89718	9.9925	0	0	0	0	0	0	0
0	66.92959	23.47765	0	0	0	0	0	0	0
0	126.8699	15.5	0	1	0	0	0	0	0
0	127.62146	19.82171	0	1	0	0	0	0	0
0	42.01854	27.1897	0	0	0	0	0	0	0
0	47.24087	32.5518	0	0	0	1	0	0	0
0	126.72411	7.86003	1	1	1	0	0	0	0
0	149.57815	19.94618	0	1	1	0	0	0	0
0	60.3047	28.66444	0	1	1	0	0	0	0
0	137.38594	6.79412	0	1	0	0	0	0	0
0	51.48307	31.31294	0	0	0	0	0	0	0
0	156.4346	10.25524	1	1	1	0	0	0	0
0	154.84937	18.11767	0	0	0	0	0	0	0
0	57.31125	22.21914	0	0	0	0	0	0	0
0	64.18597	23.88326	0	0	0	0	0	0	0
0	160.22918	23.05927	0	0	0	0	1	0	0
1	92.68378	6.40703	1	1	1	0	0	0	0
0	51.70984	9.68297	1	1	1	0	0	0	0
0	123.44268	32.11744	0	1	1	0	0	0	0
1	139.89909	7.45185	1	1	1	0	0	0	0
0	57.89374	12.04159	1	1	1	0	0	0	0
0	75.25644	7.85875	1	1	1	0	0	0	0
0	66.32946	23.91171	0	1	1	0	0	0	0
0	115.46335	25.58535	0	0	0	0	0	0	0
0	37.81146	31.64427	0	0	0	0	0	0	0
0	115.2867	32.0732	0	0	0	0	0	0	0
0	56.61997	25.62752	0	0	0	0	0	0	0
0	51.44953	24.55056	0	0	0	0	0	0	0
0	94.32228	17.24906	0	1	1	0	0	0	0
0	9.38151	11.6559	1	1	1	0	0	0	0
0	43.22521	25.11434	0	0	0	0	0	0	0
0	71.23387	27.35416	0	0	0	0	0	0	0
0	49.26789	14.25237	0	0	0	0	0	0	0
0	88.92918	10.70187	0	0	0	0	0	0	0
0	75.63	12.4908	1	1	0	0	0	0	0
0	88.75011	27.50654	0	1	0	0	0	0	0
0	92.18395	23.61715	0	0	0	0	0	0	0
0	48.47212	31.52412	0	1	0	0	0	0	0
0	30.61861	11.38771	1	1	0	0	0	0	0
0	90.8814	19.50231	0	0	0	0	0	0	0
0	47.76132	22.01658	0	0	0	0	0	0	0
0	131.2218	15.02332	0	0	0	0	0	0	0
1	91.14576	5.001	0	1	0	0	0	0	0
0	58.26086	11.4057	0	1	0	0	0	0	0
0	89.6339	31.30064	0	0	0	0	0	0	0
0	126.50144	12.44026	1	1	0	0	0	0	0
0	45.71437	28.35719	0	0	0	0	0	0	0
0	16.7403	26.73294	0	0	0	0	0	0	0
1	53.37601	23.30021	0	0	0	0	0	0	0
0	49.17477	19.42627	0	0	0	0	0	0	0
0	65.52838	17.13972	0	1	1	0	0	0	0
0	90.22469	25.5002	0	1	1	0	0	0	0
0	55.14079	17.67088	0	0	0	0	0	0	0
0	56.18538	12.75813	0	1	1	0	0	0	0
0	107.30483	20.84346	0	1	0	0	0	0	0
0	73.08046	29.89398	0	1	0	0	0	0	0
0	123.33671	31.47983	0	0	0	0	0	0	0
0	142.39836	42.28345	0	0	0	0	0	0	0
0	133.09085	12.73499	1	1	1	0	0	0	0
0	98.97263	26.92954	0	0	0	0	0	0	0
0	42.98724	22.14611	0	0	0	0	0	0	0
0	107.73531	23.30772	0	0	0	0	0	0	0
0	133.8767	10.82081	1	0	0	0	0	0	0
0	94.17711	17.84741	0	0	0	0	0	0	0
0	69.7343	6.92892	1	1	0	0	0	0	0
0	22.39348	23.36172	0	0	0	0	0	0	0
0	126.59932	16.94019	0	1	1	0	0	0	0
1	52.64041	11.70043	1	1	0	0	0	0	0
0	124.0772	24.62925	0	0	0	0	0	0	0
0	51.27108	12.94681	0	1	0	0	0	0	0
0	47.38594	16.98529	1	1	0	0	0	0	0
0	61.38954	5.01199	1	1	1	0	0	0	0
0	56.01048	15.92011	0	0	0	0	0	0	0
0	17.02564	21.85795	0	0	0	0	0	0	0
0	78.9298	18.74887	0	1	0	0	0	0	0
0	147.17146	22.13504	0	1	0	0	0	0	0
1	130.44005	11.56244	0	1	0	0	0	0	0
0	137.42754	28.38045	0	0	0	0	0	0	0
0	136.56935	20.65527	0	0	0	0	0	0	0
0	51.24417	27.95514	0	0	0	0	0	0	0
0	131.06522	26.79179	0	0	0	0	0	0	0
1	129.61069	15.05722	0	0	0	0	0	0	0
0	130.52054	15.39123	1	1	0	0	0	0	0
0	68.65661	25.55249	0	1	1	0	0	0	0
0	54.88799	31.29473	0	0	0	0	0	0	0
0	69.90477	4.36578	1	1	1	0	0	0	0
1	106.15393	15.09603	0	0	0	0	0	1	0
0	105.41541	28.21507	0	0	0	0	0	0	0
0	122.37554	22.97063	0	0	0	0	0	0	0
0	54.58294	27.60888	0	1	0	0	0	0	0
0	119.29136	32.90745	0	0	0	0	0	0	0
0	69.0755	7.28011	0	1	0	0	0	0	0
0	143.44753	7.22011	0	1	0	0	0	0	0
0	69.34109	13.0384	1	1	0	0	0	0	0
0	128.23876	27.62788	0	0	0	0	0	0	0
0	48.93478	13.39589	0	0	0	0	0	0	0
1	90.8814	6.50077	1	1	1	0	0	0	0
0	129.99747	26.75986	0	0	0	0	0	0	0
0	132.67847	10.47378	1	1	0	0	0	0	0
0	95.75457	25.93068	0	0	0	0	0	0	0
0	126.19321	5.08035	1	1	1	0	0	0	0
0	48.6717	26.50019	0	0	0	0	0	0	0
0	109.66693	29.41598	0	1	1	0	0	0	0
0	41.89397	18.27019	0	1	0	0	0	0	1
0	43.13113	36.85987	0	0	0	0	0	0	0
1	132.54597	9.90858	0	0	0	0	0	0	0
0	145.42071	25.01999	0	1	1	0	0	0	0
0	9.55429	10.24207	1	1	1	0	0	0	0
0	40.87523	29.49203	0	0	0	0	0	0	0
0	145.20397	28.73882	0	1	1	0	0	0	0
0	26.56505	11.85116	1	1	1	0	0	0	0
0	79.14359	29.73214	0	0	0	0	0	0	0
0	36.43364	39.40114	0	0	0	0	0	0	0
0	158.6052	28.7835	0	0	0	0	0	0	0
0	100.18663	13.005	0	0	0	0	0	0	0
0	61.29405	14.36558	1	1	0	0	0	0	0
0	81.10068	28.4424	0	1	0	0	0	0	0
0	158.621	27.7065	0	1	0	0	0	0	0
0	29.55755	26.55598	0	0	0	0	0	0	0
0	32.47119	28.68449	0	1	0	0	0	0	0
0	82.64005	24.19938	0	0	0	0	0	0	0
0	39.2675	36.81223	0	0	0	0	0	0	0
0	97.48504	13.81774	0	0	0	0	0	0	0
0	98.60786	22.04836	0	0	0	0	0	0	0
0	73.75437	15.728	0	0	0	0	0	0	0
0	142.66395	27.04089	0	1	0	0	0	0	0
0	24.27444	27.9732	0	0	0	0	0	0	0
1	147.90107	12.98499	0	0	0	0	0	0	0
0	40.71085	17.01823	0	1	1	0	0	0	0
1	81.38435	6.67533	0	1	1	0	0	0	0
0	102.94044	31.7052	0	0	0	0	0	0	0
0	113.44999	32.91884	0	0	0	0	0	0	0
1	85.97174	7.11758	0	0	0	0	0	0	0
0	110.41513	23.79454	0	1	0	0	0	0	1
0	164.24048	16.93665	0	1	0	0	0	0	0
0	86.98721	24.73419	0	0	0	0	0	0	0
0	15.36162	18.87432	0	0	0	0	0	0	0
0	134.1557	33.59122	0	1	0	0	0	0	0
0	83.08248	27.39945	0	0	0	0	0	0	0
0	104.22596	7.32462	1	1	1	0	0	0	0
0	95.12819	31.32539	0	0	0	0	0	0	0
0	152.02053	7.24707	0	0	0	0	0	0	0
0	51.69126	12.74402	0	0	0	0	0	0	0
1	155.97349	9.08735	0	0	0	0	0	0	0
0	25.34618	12.61428	0	0	0	0	0	0	0
0	136.43929	14.07587	0	0	0	0	0	0	0
0	103.37133	12.53994	1	1	0	0	0	0	0
0	13.17255	19.30803	0	0	0	0	0	0	0
0	47.57915	15.71369	0	0	0	0	0	0	0
0	50.88245	11.72902	1	1	0	0	0	0	0
0	166.15202	22.14362	0	0	0	0	0	0	0
0	115.50414	24.15367	0	0	0	0	0	0	0
0	151.86866	22.90589	0	0	0	0	0	0	0
0	123.69007	23.07553	0	0	0	0	0	0	0
0	68.96249	13.92839	0	0	0	0	0	0	0
0	102.85809	18.87326	0	0	0	0	0	0	0
0	130.17478	43.7127	0	0	0	0	0	0	0
0	155.42457	18.03358	0	0	0	0	0	0	0
0	104.09459	23.81701	0	0	0	0	0	0	0
0	24.3138	18.21565	0	1	0	0	0	0	0
0	98.63713	15.98124	0	0	0	0	0	0	0
0	55.64207	33.31201	0	0	0	0	0	0	0
0	39.83776	22.79057	0	1	0	0	0	0	0
0	20.6862	25.76082	0	0	0	0	0	0	0
0	125.11859	11.1252	0	1	0	0	0	0	0
0	159.16203	30.92265	0	0	0	0	0	0	0
0	131.80244	25.3539	0	1	0	0	0	0	1
0	106.49686	27.11623	0	0	0	0	0	0	0
1	15.67537	46.63443	0	0	0	0	0	0	0
0	108.03429	9.04434	1	1	1	0	0	0	0
0	62.85525	26.52112	0	1	0	0	0	0	0
0	100.68491	10.78703	0	1	0	0	0	0	0
0	54.43856	28.02731	0	0	0	0	0	0	0
0	78.25002	12.76754	1	1	0	0	0	0	0
1	82.56859	11.59741	0	1	0	0	0	0	0
0	62.32792	27.77715	0	0	0	0	0	0	0
1	101.21063	11.31592	0	0	0	0	0	1	0
0	92.86241	4.005	1	1	0	0	0	0	0
0	152.65012	16.32483	0	0	0	0	0	0	0
0	152.32172	29.92424	0	0	0	0	0	0	0
0	49.32506	16.8772	0	0	0	0	0	0	0
0	87.92997	8.30542	1	1	1	0	0	0	0
0	18.22885	17.58238	0	1	0	0	0	0	0
0	95.77094	18.89577	0	1	0	0	0	0	0
0	97.85331	26.34711	0	0	0	0	0	0	0
0	93.91825	7.3171	0	0	0	0	0	0	0
0	111.05275	27.00241	0	0	0	0	0	0	0
0	129.7376	10.79352	0	0	0	0	0	0	0
0	25.5392	32.47291	0	1	1	0	0	0	1
0	59.9212	25.53919	0	0	0	0	0	0	0
0	99.67052	22.62145	0	1	0	0	0	0	0
0	35.47774	22.22656	0	1	1	0	0	0	0
1	118.21736	9.30591	1	1	1	0	0	0	0
0	152.42544	20.30665	0	0	0	0	0	0	0
0	138.78611	19.27537	0	0	0	0	0	0	0
0	109.26526	10.911	1	1	0	0	0	0	0
0	22.38014	18.38478	0	0	0	0	0	0	0
0	117.68106	27.55358	0	0	0	0	0	0	0
0	163.59323	18.76406	1	1	1	0	0	0	0
0	26.16157	19.05177	0	0	0	0	0	0	0
1	139.63546	2.62488	0	1	1	0	0	0	0
0	8.46129	12.23315	1	1	1	0	0	0	0
0	160.14479	15.31013	1	1	1	0	0	0	0
0	104.71966	12.20041	0	1	0	0	0	0	0
0	88.21009	28.81406	0	1	0	0	0	0	0
0	101.80988	11.23788	1	1	0	0	0	0	0
0	23.02549	17.38505	0	0	0	0	0	0	0
0	53.70737	31.76161	0	0	0	0	0	0	1
0	145.30485	23.71708	0	0	0	0	0	0	0
0	31.85276	19.89623	0	0	0	0	0	0	0
0	95.38931	10.64707	1	0	0	0	0	0	0
0	33.09573	13.36899	1	0	0	0	0	0	0
0	125.90972	10.74151	1	1	1	0	0	0	0
0	142.07034	36.76629	0	0	0	0	0	0	0
1	103.7816	5.45711	0	0	0	0	0	0	0
0	64.42271	25.94224	0	0	0	0	0	0	0
0	94.6001	8.72812	1	0	0	0	0	0	0
1	31.40261	20.15167	0	0	0	0	0	0	0
0	128.76167	17.56958	0	1	1	0	0	0	0
0	155.0043	16.32942	0	0	0	0	0	0	0
0	138.38116	32.37113	0	0	0	0	0	0	0
0	118.04259	22.54706	0	0	0	0	0	0	0
0	103.71935	21.92556	0	0	0	0	0	0	0
0	69.29578	27.15364	0	0	0	0	0	0	0
0	144.43615	25.44661	0	0	0	0	0	0	0
0	63.84566	12.47758	0	0	0	0	0	0	0
0	114.16092	11.72732	0	0	0	0	0	1	0
0	95.21067	31.93196	0	0	0	0	0	0	0
0	44.26548	22.06354	0	1	0	0	0	0	0
0	66.40744	26.73462	0	0	0	0	0	0	0
0	54.0715	42.60575	0	0	0	0	0	0	1
0	78.77871	38.02696	0	0	0	0	0	0	0
0	41.49647	24.29918	0	0	0	0	0	0	0
0	39.63226	21.16459	0	0	0	0	0	0	0
0	93.55173	29.05581	0	0	0	0	0	0	0
0	74.45632	15.67323	1	1	0	0	0	0	0
0	75.63542	8.46463	1	1	0	0	0	0	0
0	102.91463	32.2149	0	1	0	0	0	0	0
0	71.49741	26.78451	0	1	1	0	0	0	0
0	62.9494	31.66386	0	1	1	0	0	0	0
0	73.43117	12.62418	1	0	0	1	0	0	0
0	15.9454	16.74425	0	1	0	0	0	0	0
0	128.79655	26.1748	0	0	0	0	0	0	0
0	59.51106	12.41692	0	0	0	0	0	0	0
0	29.46742	25.61347	0	0	0	0	0	0	0
0	96.34019	11.772	1	1	0	0	0	0	0
0	46.08914	18.60027	0	1	1	0	0	0	0
0	54.16235	28.86468	0	1	0	0	0	0	0
0	32.8894	17.86309	0	1	0	0	0	0	0
0	60.87595	8.01311	1	1	0	0	0	0	0
0	90.77422	7.40068	1	1	0	0	0	0	0
0	107.51433	25.58613	0	0	0	0	0	0	0
0	55.96209	31.97906	0	1	1	0	0	0	0
1	62.31439	18.29453	0	0	0	0	0	0	0
0	85.94326	14.13542	0	0	0	0	0	0	0
0	108.65789	8.12712	1	1	1	0	0	0	0
0	27.98622	23.4412	0	0	0	0	0	1	0
0	120.81238	25.96498	0	0	0	0	0	0	0
1	124.0772	8.20975	1	0	0	0	0	0	0
0	88.71986	17.90447	0	0	0	0	0	0	0
0	88.33166	20.60874	0	0	0	0	0	0	0
0	78.69007	6.62873	1	1	0	0	0	0	0
0	78.24707	15.21907	0	1	0	0	0	0	0
0	56.37814	23.29742	0	0	0	0	0	0	0
0	60.41224	13.56945	1	1	0	0	0	0	0
0	20.40423	22.08574	0	0	0	0	0	0	0
0	59.36141	15.10927	0	1	1	0	0	0	0
1	33.43003	18.33303	0	0	0	0	0	1	0
0	75.05127	21.32159	0	1	0	0	0	0	0
0	136.77362	38.83877	0	0	0	0	0	0	0
0	113.42869	29.42601	0	1	0	0	0	0	0
1	111.54098	8.17068	1	1	0	0	0	0	0
1	88.04749	8.80511	0	0	0	0	0	0	0
0	49.75005	24.76308	0	0	0	0	0	0	0
0	65.87465	17.86001	0	0	0	0	0	0	0
1	163.68615	25.63201	0	0	0	0	0	0	0
0	122.35361	26.16123	0	1	0	0	0	0	0
1	39.95164	20.08905	0	0	0	0	0	0	0
0	87.22978	6.20725	0	1	0	0	0	0	1
0	133.09085	12.73499	0	1	1	0	0	0	0
0	114.9885	24.38237	0	0	0	0	0	0	0
0	57.99462	5.66039	1	1	1	0	0	0	0
0	143.00697	27.92006	0	0	0	0	0	0	0
0	30.59998	10.80463	1	1	1	0	0	0	0
0	83.23383	5.94138	1	1	1	0	0	0	0
0	49.21418	33.67863	0	0	0	0	0	0	0
0	125.3948	9.32309	1	1	0	0	0	0	0
0	55.98065	9.65194	1	1	1	0	0	0	0
0	10.94422	18.43529	0	0	0	0	0	0	0
0	55.00798	12.20656	0	1	1	0	0	0	0
0	160.09153	19.67587	0	0	0	0	0	0	0
0	138.84603	33.73426	0	1	1	0	0	0	0
0	40.22168	22.91921	0	0	0	0	0	0	0
0	31.42957	14.76652	0	1	0	0	0	0	0
0	70.01689	9.36376	0	0	0	0	0	0	0
0	19.51928	20.05243	0	0	0	0	0	0	0
0	124.35938	11.87139	0	1	1	0	0	0	0
0	154.87082	33.90944	0	0	0	0	0	0	0
0	78.02387	13.4937	0	0	0	0	0	0	1
0	24.97391	8.05295	0	0	0	0	0	0	0
0	55.95406	26.79254	0	0	0	0	0	0	0
0	28.3523	30.11212	0	0	0	0	0	0	0
0	149.37642	20.22004	0	0	0	0	0	0	0
0	169.02434	16.80744	0	1	1	0	0	0	0
0	97.69605	29.86905	0	0	0	0	0	0	0
0	77.31371	23.67805	0	1	1	0	0	0	0
0	165.11373	16.3487	0	0	0	0	0	0	0
0	30.59998	10.80463	1	1	0	0	0	0	1
0	97.42112	24.00104	0	1	0	0	0	0	0
0	110.91255	26.33477	0	0	0	0	0	0	0
0	160.53209	22.80373	0	0	0	0	0	0	0
0	104.03624	14.01856	0	0	0	0	0	0	0
0	69.3003	28.00803	0	0	0	0	0	0	0
0	151.90927	18.47647	0	0	0	0	0	0	0
0	47.86923	29.66496	0	0	0	0	0	0	0
0	30.41958	25.28003	0	0	0	0	0	0	0
0	82.82275	27.21323	0	0	0	0	0	0	0
0	72.96984	11.60905	1	1	0	0	0	0	0
0	56.42868	26.76434	0	0	0	0	0	0	0
0	131.92569	27.68772	0	0	0	0	0	0	0
0	93.95565	18.84489	0	1	0	0	0	0	0
0	138.07746	19.75677	0	1	0	0	0	0	0
0	73.65183	31.26404	0	0	0	0	0	0	0
0	52.0626	16.10279	0	1	0	0	0	0	0
0	27.72406	30.95351	0	0	0	0	1	0	0
0	104.03624	16.08011	0	0	0	0	0	0	0
1	39.09386	10.30776	0	0	0	0	0	0	0
0	47.27761	24.90984	0	0	0	0	0	0	0
0	39.85724	28.39859	0	1	0	0	0	0	1
0	41.61827	31.16697	0	0	0	0	0	0	0
0	77.36242	22.85366	0	1	0	0	0	0	1
0	150.57254	22.38861	0	0	0	0	0	0	0
0	99.8193	10.55462	1	1	1	0	0	0	0
0	53.19426	17.86001	0	1	1	0	0	0	0
0	114.17911	26.8561	0	0	0	0	0	0	1
0	132.93989	9.83514	1	1	1	0	0	0	0
0	136.24536	6.50692	0	0	0	0	0	0	0
0	147.99462	34.90573	0	0	0	0	0	0	0
0	87.06433	23.43075	0	0	0	0	0	0	0
0	142.62815	15.98061	0	0	0	0	0	0	0
0	130.79464	19.28523	0	0	0	0	0	0	0
0	126.44444	8.08022	1	0	0	0	0	0	0
0	142.25972	22.38258	0	0	0	0	0	0	0
0	58.05525	10.01699	1	1	1	0	0	0	0
0	81.82559	36.57157	0	0	0	0	0	0	0
1	126.50727	15.80032	0	0	0	0	0	0	0
0	29.47589	18.49378	0	0	0	0	0	0	1
0	7.86607	15.34438	0	0	0	0	0	0	0
0	42.4421	20.59733	0	0	0	0	0	0	0
0	70.52342	26.0931	0	0	0	0	0	0	0
0	144.85647	18.58844	1	1	1	0	0	0	0
0	145.85641	21.0238	0	0	0	0	0	0	0
0	71.17529	4.64866	0	1	0	0	0	0	0
0	20.19734	20.56453	0	1	0	0	0	0	1
0	84.99936	24.0917	0	0	0	0	0	0	0
0	33.91743	20.96783	0	0	0	0	0	0	0
0	129.38465	29.62853	0	0	0	0	0	0	0
0	68.12781	30.0641	0	1	1	0	0	0	0
0	133.2643	18.67619	0	0	0	0	0	1	0
0	123.74169	30.78587	0	0	0	0	0	0	0
0	87.75426	5.10392	0	1	0	0	0	0	0
0	62.53744	17.13038	0	0	0	0	0	0	0
0	54.22082	22.064	0	0	0	0	0	0	0
0	51.75821	34.24982	0	0	0	0	0	0	0
1	104.22596	7.32462	0	0	0	0	0	1	0
0	68.975	32.88966	0	0	0	0	1	0	0
0	112.52057	8.87694	1	1	0	0	0	0	0
0	41.82017	7.64853	1	1	0	0	0	0	0
0	150.77844	36.6662	0	0	0	0	0	0	0
0	146.04891	24.35159	0	1	0	0	0	0	0
0	134.25594	32.67109	0	0	0	0	0	0	0
0	117.36077	32.20248	0	0	0	0	0	0	0
0	77.53507	29.18801	0	0	0	0	0	0	0
0	81.31647	27.81888	0	0	0	0	0	0	0
0	165.79323	16.29847	0	0	0	0	0	0	0
0	130.84036	23.39615	0	0	0	0	0	0	0
0	55.61966	34.53259	0	0	0	0	0	0	0
1	113.80594	7.43236	1	1	0	0	0	0	0
0	107.92792	25.0146	0	1	1	0	0	0	0
0	68.64902	35.43177	0	0	0	0	0	0	0
0	87.23614	14.51689	0	1	1	0	0	0	0
0	45.74406	21.78073	0	1	0	0	0	0	0
0	147.36474	24.10581	0	0	0	0	0	0	0
0	144.95581	26.9937	0	0	0	1	0	0	0
0	22.32866	12.10785	0	1	0	0	0	0	0
0	126.14696	31.70252	0	0	0	0	0	0	0
0	84.89352	23.59364	0	0	0	0	0	0	0
0	144.68166	27.33002	0	0	0	0	0	0	0
0	131.94535	30.51967	0	0	0	0	0	0	0
0	87.08916	17.72287	0	1	0	0	0	0	1
0	69.98643	16.07047	1	0	0	0	0	0	0
0	131.21552	18.21236	0	0	0	0	0	0	0
1	127.32878	34.96112	0	0	0	0	0	0	0
0	68.68209	13.20341	1	1	0	0	0	0	0
0	60.92521	27.57481	0	1	0	0	0	0	0
0	105.42874	28.94305	0	0	0	0	0	0	0
0	112.40984	31.47713	0	0	0	0	0	0	0
0	131.18593	14.8822	0	0	0	0	0	0	0
0	150.68999	19.61046	0	0	0	0	0	0	0
0	68.02549	12.29309	0	0	0	0	0	0	0
