	start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict
0	2015	8921	135	142	135	Montpellier	Rami	Bensebaini	0	89.6	59.9	133.58905918	14.3586211037	1	1	0	0	0	0	0	0.0775434804138
1	2015	8921	135	142	135	Montpellier	Souleymane	Camara	0	86.7	57.3	118.76115837	15.1716841517	0	1	0	0	0	0	1	0.170841879362
2	2015	8921	135	142	135	Montpellier	Vitorino Hilton	Da Silva	0	87.9	28.9	29.8325341294	24.3232399158	1	0	0	0	0	0	0	0.0156835947424
3	2015	8921	135	142	135	Montpellier	Djamel	Bakar	0	81.5	32.3	46.2659990004	25.6035153836	0	1	0	0	0	0	0	0.0357088679697
4	2015	8921	135	142	135	Montpellier	Djamel	Bakar	0	76.9	57.9	108.880243843	24.413520844	0	0	0	0	0	0	0	0.0446630116093
5	2015	8921	135	142	135	Montpellier	Anthony	Mounier	0	74.9	49.3	88.4025238028	25.109759059	0	0	0	0	0	0	0	0.0396122093
6	2015	8921	135	142	135	Montpellier	Rami	Bensebaini	0	68.9	53.2	95.8747117261	31.2641967752	0	1	0	0	0	0	0	0.0152726799673
7	2015	8921	135	142	135	Montpellier	Paul	Lasne	0	77.0	34.8	56.5404977466	27.5688229709	0	0	0	0	0	0	0	0.0265215077587
8	2015	8921	135	142	135	Montpellier	Bryan	Dabo	0	77.9	48.1	85.0862012376	22.1815238431	0	0	0	0	0	0	0	0.0616492061495
9	2015	8921	135	142	135	Montpellier	Ryad	Boudebouz	0	71.9	43.5	76.9756036996	28.8419832883	0	0	0	0	0	0	0	0.0220467492841
10	2015	8921	135	142	142	PSG	David	Luiz Moreira Marinho	0	73.3	62.4	114.911073361	29.4389198171	0	0	0	0	0	0	0	0.0206003277068
11	2015	8921	135	142	142	PSG	Jean-Kevin	Augustin	0	90.6	36.1	34.0688770776	16.7800476757	0	0	0	0	0	1	0	0.130705481225
12	2015	8921	135	142	142	PSG	Serge	Aurier	0	91.7	26.0	19.0770913198	25.3946844832	0	0	0	0	0	0	0	0.0362187450296
13	2015	8921	135	142	142	PSG	Edinson	Cavani	0	90.4	42.9	53.5139879298	11.9402680037	1	1	0	0	0	0	0	0.104818871456
14	2015	8921	135	142	142	PSG	Blaise	Matuidi	1	91.6	65.8	152.002852639	17.8941331168	0	0	0	0	0	0	0	0.120066680697
15	2015	8921	135	142	142	PSG	Edinson	Cavani	0	76.9	34.8	56.6547374159	27.6523055097	0	0	0	0	0	0	0	0.026181333683
16	2015	8921	135	142	142	PSG	Ezequiel	Lavezzi	0	85.9	51.1	94.4608482585	14.1428427128	0	1	0	0	0	0	0	0.192790408485
17	2015	8921	135	142	142	PSG	Edinson	Cavani	0	73.3	52.4	95.1363784924	26.8076481624	0	0	0	0	1	0	0	0.0306250778975
18	2015	8921	135	142	142	PSG	Adrien	Rabiot	0	75.4	53.4	97.8690755518	24.8338478694	0	0	0	0	0	0	0	0.0415816700949
19	2015	8926	131	132	131	Lyon	Nabil	Fekir	0	74.4	31.5	54.1460071689	31.5849647776	0	0	0	0	0	0	0	0.0141167302214
20	2015	8926	131	132	131	Lyon	Nabil	Fekir	1	87.0	49.7	88.6780243405	13.0034610777	0	0	0	0	0	0	0	0.222022089714
21	2015	8926	131	132	131	Lyon	Nabil	Fekir	0	89.8	28.6	25.4841269904	23.7065391823	0	0	0	0	0	0	0	0.0471018848301
22	2015	8926	131	132	131	Lyon	Nabil	Fekir	0	93.1	56.8	134.581790059	9.68762096699	0	0	0	0	0	0	0	0.333435216362
23	2015	8926	131	132	131	Lyon	Corentin	Tolisso	0	70.8	63.8	115.2955464	32.2967490624	0	0	0	0	0	0	0	0.0131521216371
24	2015	8926	131	132	131	Lyon	Henri	Bedimo	0	75.5	59.7	111.599522445	26.3503320662	0	1	1	0	0	0	0	0.0183197500647
25	2015	8926	131	132	131	Lyon	Alexandre	Lacazette	0	87.8	54.2	108.996654155	12.902712893	0	0	0	0	0	0	0	0.227253665027
26	2015	8926	131	132	131	Lyon	Jordan	Ferri	0	73.7	42.3	73.6812534267	27.4040143045	0	1	1	0	0	0	1	0.0151328462881
27	2015	8926	131	132	131	Lyon	Nabil	Fekir	0	80.1	66.9	130.339454517	26.1078532247	0	0	0	0	0	0	0	0.0349291847974
28	2015	8926	131	132	131	Lyon	Mathieu	Valbuena	0	80.0	69.1	133.681404157	27.6551984263	0	1	1	0	0	0	0	0.0151483666926
29	2015	8926	131	132	131	Lyon	Maxwell	Cornet	0	88.9	38.0	42.768825392	16.346559271	1	1	1	0	0	0	0	0.0302682544719
30	2015	8926	131	132	131	Lyon	Rafael Pereira	da Silva	0	76.0	42.7	73.0819871479	25.0856532703	0	1	0	0	0	0	0	0.0393595710155
31	2015	8926	131	132	131	Lyon	Maxwell	Cornet	0	90.4	34.0	30.9637565321	18.6590460635	0	0	0	0	0	0	0	0.100015456271
