"season_n","season_np1","name","n_win","n_draw","an_lose","np1_win","np1_draw","np1_lose"
2002,2003,"OGC Nice",13,16,9,11,17,10
2002,2003,"Olympique de Marseille",19,8,11,17,6,15
2002,2003,"Olympique Lyonnais",19,11,8,24,7,7
2002,2003,"Paris Saint-Germain",14,12,12,22,10,6
2002,2003,"RC Lens",14,15,9,15,8,15
2002,2003,"RC Strasbourg",11,12,15,10,13,15
2002,2003,"SC Bastia",12,11,15,9,12,17
2002,2003,"Stade Rennais FC",10,10,18,14,10,14
2003,2004,"AC Ajaccio",10,10,18,10,15,13
2003,2004,"AJ Auxerre",19,8,11,14,10,14
2003,2004,"AS Monaco FC",21,12,5,15,18,5
2003,2004,"FC Metz",11,9,18,10,14,14
2003,2004,"FC Nantes",17,9,12,10,13,15
2003,2004,"FC Sochaux-Montbéliard",18,9,11,13,11,14
2003,2004,"Girondins de Bordeaux",13,11,14,8,20,10
2003,2004,"LOSC Lille",14,9,15,18,13,7
2003,2004,"OGC Nice",11,17,10,10,16,12
2003,2004,"Olympique de Marseille",17,6,15,15,10,13
2003,2004,"Olympique Lyonnais",24,7,7,22,13,3
2003,2004,"Paris Saint-Germain",22,10,6,12,15,11
2003,2004,"RC Lens",15,8,15,13,13,12
2003,2004,"RC Strasbourg",10,13,15,12,12,14
2003,2004,"SC Bastia",9,12,17,11,8,19
2003,2004,"Stade Rennais FC",14,10,14,15,10,13
2003,2004,"Toulouse FC",9,12,17,12,10,16
2004,2005,"AC Ajaccio",10,15,13,8,9,21
2004,2005,"AJ Auxerre",14,10,14,17,8,13
2004,2005,"AS Monaco FC",15,18,5,13,13,12
2004,2005,"AS Saint-Etienne",12,17,9,11,14,13
2004,2005,"FC Metz",10,14,14,6,11,21
2004,2005,"FC Nantes",10,13,15,11,12,15
2004,2005,"FC Sochaux-Montbéliard",13,11,14,11,11,16
2004,2005,"Girondins de Bordeaux",8,20,10,18,15,5
2004,2005,"LOSC Lille",18,13,7,16,14,8
2004,2005,"OGC Nice",10,16,12,16,10,12
2004,2005,"Olympique de Marseille",15,10,13,16,12,10
2004,2005,"Olympique Lyonnais",22,13,3,25,9,4
2004,2005,"Paris Saint-Germain",12,15,11,13,13,12
2004,2005,"RC Lens",13,13,12,14,18,6
2004,2005,"RC Strasbourg",12,12,14,5,14,19
2004,2005,"Stade Rennais FC",15,10,13,18,5,15
2004,2005,"Toulouse FC",12,10,16,10,11,17
2005,2006,"AJ Auxerre",17,8,13,13,15,10
2005,2006,"AS Monaco FC",13,13,12,13,12,13
2005,2006,"AS Nancy-Lorraine",12,12,14,13,10,15
2005,2006,"AS Saint-Etienne",11,14,13,14,7,17
2005,2006,"ESTAC Troyes",9,12,17,9,12,17
2005,2006,"FC Nantes",11,12,15,7,14,17
2005,2006,"FC Sochaux-Montbéliard",11,11,16,15,12,11
2005,2006,"Girondins de Bordeaux",18,15,5,16,9,13
2005,2006,"Le Mans FC",13,13,12,11,16,11
2005,2006,"LOSC Lille",16,14,8,13,11,14
2005,2006,"OGC Nice",16,10,12,9,16,13
2005,2006,"Olympique de Marseille",16,12,10,19,7,12
2005,2006,"Olympique Lyonnais",25,9,4,24,9,5
2005,2006,"Paris Saint-Germain",13,13,12,12,12,14
2005,2006,"RC Lens",14,18,6,15,12,11
2005,2006,"Stade Rennais FC",18,5,15,14,15,9
2005,2006,"Toulouse FC",10,11,17,16,8,14
2006,2007,"AJ Auxerre",13,15,10,12,8,18
2006,2007,"AS Monaco FC",13,12,13,13,8,17
2006,2007,"AS Nancy-Lorraine",13,10,15,15,15,8
2006,2007,"AS Saint-Etienne",14,7,17,16,10,12
2006,2007,"FC Lorient",12,13,13,12,16,10
2006,2007,"FC Sochaux-Montbéliard",15,12,11,10,14,14
2006,2007,"Girondins de Bordeaux",16,9,13,22,9,7
2006,2007,"Le Mans FC",11,16,11,14,11,13
2006,2007,"LOSC Lille",13,11,14,13,18,7
2006,2007,"OGC Nice",9,16,13,13,16,9
2006,2007,"Olympique de Marseille",19,7,12,17,11,10
2006,2007,"Olympique Lyonnais",24,9,5,24,7,7
2006,2007,"Paris Saint-Germain",12,12,14,10,13,15
2006,2007,"RC Lens",15,12,11,9,13,16
2006,2007,"Stade Rennais FC",14,15,9,16,10,12
2006,2007,"Toulouse FC",16,8,14,9,15,14
2006,2007,"Valenciennes FC",11,10,17,12,9,17
2007,2008,"AJ Auxerre",12,8,18,16,7,15
2007,2008,"AS Monaco FC",13,8,17,11,12,15
2007,2008,"AS Nancy-Lorraine",15,15,8,10,12,16
2007,2008,"AS Saint-Etienne",16,10,12,11,7,20
2007,2008,"FC Lorient",12,16,10,10,15,13
2007,2008,"FC Sochaux-Montbéliard",10,14,14,10,12,16
2007,2008,"Girondins de Bordeaux",22,9,7,24,8,6
2007,2008,"Le Mans FC",14,11,13,10,10,18
2007,2008,"LOSC Lille",13,18,7,17,13,8
2007,2008,"OGC Nice",13,16,9,13,11,14
2007,2008,"Olympique de Marseille",17,11,10,22,11,5
2007,2008,"Olympique Lyonnais",24,7,7,20,11,7
2007,2008,"Paris Saint-Germain",10,13,15,19,7,12
2007,2008,"SM Caen",13,12,13,8,13,17
2007,2008,"Stade Rennais FC",16,10,12,15,16,7
2007,2008,"Toulouse FC",9,15,14,16,16,6
2007,2008,"Valenciennes FC",12,9,17,10,14,14
2008,2009,"AJ Auxerre",16,7,15,20,11,7
2008,2009,"AS Monaco FC",11,12,15,15,10,13
2008,2009,"AS Nancy-Lorraine",10,12,16,13,9,16
2008,2009,"AS Saint-Etienne",11,7,20,10,10,18
2008,2009,"FC Lorient",10,15,13,16,10,12
2008,2009,"FC Sochaux-Montbéliard",10,12,16,11,8,19
2008,2009,"GF38",10,14,14,5,8,25
2008,2009,"Girondins de Bordeaux",24,8,6,19,7,12
2008,2009,"Le Mans FC",10,10,18,8,8,22
2008,2009,"LOSC Lille",17,13,8,21,7,10
2008,2009,"OGC Nice",13,11,14,11,11,16
2008,2009,"Olympique de Marseille",22,11,5,23,9,6
2008,2009,"Olympique Lyonnais",20,11,7,20,12,6
2008,2009,"Paris Saint-Germain",19,7,12,12,11,15
2008,2009,"Stade Rennais FC",15,16,7,14,11,13
2008,2009,"Toulouse FC",16,16,6,12,11,15
2008,2009,"Valenciennes FC",10,14,14,14,10,14
2009,2010,"AJ Auxerre",20,11,7,10,19,9
2009,2010,"AS Monaco FC",15,10,13,9,17,12
2009,2010,"AS Nancy-Lorraine",13,9,16,13,9,16
2009,2010,"AS Saint-Etienne",10,10,18,12,13,13
2009,2010,"FC Lorient",16,10,12,12,13,13
2009,2010,"FC Sochaux-Montbéliard",11,8,19,17,7,14
2009,2010,"Girondins de Bordeaux",19,7,12,12,15,11
2009,2010,"LOSC Lille",21,7,10,21,13,4
2009,2010,"Montpellier Hérault SC",20,9,9,12,11,15
2009,2010,"OGC Nice",11,11,16,11,13,14
2009,2010,"Olympique de Marseille",23,9,6,18,14,6
2009,2010,"Olympique Lyonnais",20,12,6,17,13,8
2009,2010,"Paris Saint-Germain",12,11,15,15,15,8
2009,2010,"RC Lens",12,12,14,7,14,17
2009,2010,"Stade Rennais FC",14,11,13,15,11,12
2009,2010,"Toulouse FC",12,11,15,14,8,16
2009,2010,"Valenciennes FC",14,10,14,10,18,10
2010,2011,"AJ Auxerre",10,19,9,7,13,18
2010,2011,"AS Nancy-Lorraine",13,9,16,11,12,15
2010,2011,"AS Saint-Etienne",12,13,13,16,9,13
2010,2011,"FC Lorient",12,13,13,9,12,17
2010,2011,"FC Sochaux-Montbéliard",17,7,14,11,9,18
2010,2011,"Girondins de Bordeaux",12,15,11,16,13,9
2010,2011,"LOSC Lille",21,13,4,21,11,6
2010,2011,"Montpellier Hérault SC",12,11,15,25,7,6
2010,2011,"OGC Nice",11,13,14,10,12,16
2010,2011,"Olympique de Marseille",18,14,6,12,12,14
2010,2011,"Olympique Lyonnais",17,13,8,19,7,12
2010,2011,"Paris Saint-Germain",15,15,8,23,10,5
2010,2011,"SM Caen",11,13,14,9,11,18
2010,2011,"Stade Brestois 29",11,13,14,8,17,13
2010,2011,"Stade Rennais FC",15,11,12,17,9,12
2010,2011,"Toulouse FC",14,8,16,15,11,12
2010,2011,"Valenciennes FC",10,18,10,12,7,19
2011,2012,"AC Ajaccio",9,14,15,9,15,14
2011,2012,"AS Nancy-Lorraine",11,12,15,9,11,18
2011,2012,"AS Saint-Etienne",16,9,13,16,15,7
2011,2012,"Evian TG FC",13,11,14,10,10,18
2011,2012,"FC Lorient",9,12,17,14,11,13
2011,2012,"FC Sochaux-Montbéliard",11,9,18,10,11,17
2011,2012,"Girondins de Bordeaux",16,13,9,13,16,9
2011,2012,"LOSC Lille",21,11,6,16,14,8
2011,2012,"Montpellier Hérault SC",25,7,6,15,7,16
2011,2012,"OGC Nice",10,12,16,18,10,10
2011,2012,"Olympique de Marseille",12,12,14,21,8,9
2011,2012,"Olympique Lyonnais",19,7,12,19,10,9
2011,2012,"Paris Saint-Germain",23,10,5,25,8,5
2011,2012,"Stade Brestois 29",8,17,13,8,5,25
2011,2012,"Stade Rennais FC",17,9,12,13,7,18
2011,2012,"Toulouse FC",15,11,12,13,12,13
2011,2012,"Valenciennes FC",12,7,19,12,12,14
2012,2013,"AC Ajaccio",9,15,14,4,11,23
2012,2013,"AS Saint-Etienne",16,15,7,20,9,9
2012,2013,"Evian TG FC",10,10,18,11,11,16
2012,2013,"FC Lorient",14,11,13,13,10,15
2012,2013,"FC Sochaux-Montbéliard",10,11,17,10,10,18
2012,2013,"Girondins de Bordeaux",13,16,9,13,14,11
2012,2013,"LOSC Lille",16,14,8,20,11,7
2012,2013,"Montpellier Hérault SC",15,7,16,8,18,12
2012,2013,"OGC Nice",18,10,10,12,6,20
2012,2013,"Olympique de Marseille",21,8,9,16,12,10
2012,2013,"Olympique Lyonnais",19,10,9,17,10,11
2012,2013,"Paris Saint-Germain",25,8,5,27,8,3
2012,2013,"SC Bastia",13,8,17,12,11,15
2012,2013,"Stade de Reims",10,13,15,12,12,14
2012,2013,"Stade Rennais FC",13,7,18,11,13,14
2012,2013,"Toulouse FC",13,12,13,12,13,13
2012,2013,"Valenciennes FC",12,12,14,7,8,23
