day,home_team,away_team,home_score,away_score
1,Toulouse FC,AS Nancy-Lorraine,4 , 1
1,SC Bastia,Paris Saint-Germain,2 , 4
1,LOSC Lille,Stade Brestois 29,3 , 1
1,FC Metz,RC Lens,2 , 3
1,Havre AC,Olympique de Marseille,1 , 0
1,Girondins de Bordeaux,OGC Nice,1 , 0
1,RC Strasbourg,Stade Rennais FC,1 , 1
1,AS Monaco FC,FC Sochaux-Montbéliard,1 , 1
1,SC Toulon,FC Nantes,0 , 0
1,Stade Lavallois,AJ Auxerre,0 , 0
2,RC Lens,SC Bastia,6 , 0
2,Paris Saint-Germain,LOSC Lille,3 , 0
2,Stade Brestois 29,Girondins de Bordeaux,0 , 1
2,FC Sochaux-Montbéliard,Toulouse FC,4 , 1
2,AJ Auxerre,Olympique de Marseille,2 , 0
2,SC Toulon,RC Strasbourg,1 , 0
2,AS Nancy-Lorraine,Havre AC,3 , 0
2,FC Nantes,AS Monaco FC,1 , 1
2,Stade Rennais FC,FC Metz,0 , 0
2,OGC Nice,Stade Lavallois,0 , 0
3,Toulouse FC,Paris Saint-Germain,1 , 3
3,Girondins de Bordeaux,RC Lens,2 , 1
3,AS Monaco FC,SC Toulon,0 , 2
3,Havre AC,AJ Auxerre,3 , 3
3,SC Bastia,Stade Rennais FC,0 , 2
3,LOSC Lille,AS Nancy-Lorraine,3 , 1
3,RC Strasbourg,FC Nantes,1 , 2
3,FC Metz,FC Sochaux-Montbéliard,2 , 0
3,Stade Lavallois,Stade Brestois 29,0 , 0
3,Olympique de Marseille,OGC Nice,2 , 1
4,Paris Saint-Germain,Girondins de Bordeaux,1 , 0
4,SC Toulon,FC Metz,2 , 1
4,RC Lens,Toulouse FC,2 , 0
4,FC Nantes,SC Bastia,2 , 0
4,OGC Nice,AJ Auxerre,1 , 1
4,FC Sochaux-Montbéliard,Havre AC,1 , 1
4,Stade Rennais FC,AS Monaco FC,0 , 1
4,RC Strasbourg,LOSC Lille,2 , 1
