day,home_team,away_team,home_score,away_score
1,OGC Nice,Olympique Lyonnais,0 , 1
1,AS Saint-Etienne,AS Monaco FC,0 , 1
1,SC Bastia,RC Strasbourg,2 , 1
1,SM Caen,FC Istres,1 , 1
1,LOSC Lille,AJ Auxerre,2 , 0
1,Olympique de Marseille,Girondins de Bordeaux,1 , 0
1,FC Metz,FC Nantes,1 , 0
1,Stade Rennais FC,Paris Saint-Germain,2 , 1
1,FC Sochaux-Montbéliard,AC Ajaccio,1 , 0
1,Toulouse FC,RC Lens,0 , 0
2,Paris Saint-Germain,SM Caen,2 , 2
2,AC Ajaccio,FC Metz,1 , 2
2,AJ Auxerre,Stade Rennais FC,3 , 1
2,Girondins de Bordeaux,OGC Nice,5 , 1
2,RC Lens,AS Saint-Etienne,3 , 0
2,Olympique Lyonnais,FC Sochaux-Montbéliard,1 , 1
2,AS Monaco FC,FC Istres,2 , 1
2,FC Nantes,SC Bastia,1 , 1
2,RC Strasbourg,Toulouse FC,1 , 4
2,Olympique de Marseille,LOSC Lille,3 , 0
3,OGC Nice,Olympique de Marseille,1 , 1
3,SC Bastia,AC Ajaccio,1 , 0
3,SM Caen,AS Monaco FC,1 , 0
3,FC Istres,RC Lens,0 , 2
3,LOSC Lille,Girondins de Bordeaux,0 , 0
3,Stade Rennais FC,FC Nantes,1 , 0
3,AS Saint-Etienne,RC Strasbourg,1 , 1
3,FC Sochaux-Montbéliard,AJ Auxerre,1 , 2
3,Toulouse FC,Paris Saint-Germain,2 , 1
3,FC Metz,Olympique Lyonnais,1 , 1
4,OGC Nice,SC Bastia,1 , 1
4,Girondins de Bordeaux,FC Sochaux-Montbéliard,2 , 0
4,AC Ajaccio,Stade Rennais FC,1 , 1
4,AJ Auxerre,SM Caen,1 , 0
4,RC Lens,AS Monaco FC,1 , 1
4,Olympique Lyonnais,LOSC Lille,1 , 0
4,Olympique de Marseille,FC Metz,1 , 3
4,FC Nantes,Toulouse FC,2 , 2
4,RC Strasbourg,FC Istres,1 , 1
4,Paris Saint-Germain,AS Saint-Etienne,2 , 2
5,SC Bastia,AJ Auxerre,1 , 0
5,SM Caen,RC Lens,1 , 0
5,FC Istres,Paris Saint-Germain,1 , 1
5,LOSC Lille,OGC Nice,1 , 0
5,FC Metz,Girondins de Bordeaux,0 , 0
5,AS Monaco FC,RC Strasbourg,3 , 1
5,AS Saint-Etienne,FC Nantes,0 , 0
5,Toulouse FC,AC Ajaccio,3 , 1
5,Stade Rennais FC,Olympique Lyonnais,1 , 2
5,FC Sochaux-Montbéliard,Olympique de Marseille,2 , 0
6,Girondins de Bordeaux,Stade Rennais FC,0 , 0
6,AC Ajaccio,AS Saint-Etienne,1 , 1
6,Olympique Lyonnais,SC Bastia,0 , 0
6,Olympique de Marseille,Toulouse FC,1 , 0
6,FC Nantes,FC Istres,1 , 0
6,RC Strasbourg,RC Lens,2 , 2
6,AJ Auxerre,FC Metz,4 , 0
6,LOSC Lille,SM Caen,2 , 0
6,OGC Nice,FC Sochaux-Montbéliard,2 , 1
6,Paris Saint-Germain,AS Monaco FC,0 , 1
7,Toulouse FC,Olympique Lyonnais,0 , 2
7,Stade Rennais FC,Olympique de Marseille,1 , 0
7,SC Bastia,Girondins de Bordeaux,1 , 4
7,SM Caen,RC Strasbourg,0 , 0
7,FC Istres,AC Ajaccio,0 , 1
7,RC Lens,Paris Saint-Germain,2 , 2
7,FC Metz,OGC Nice,1 , 1
7,AS Monaco FC,FC Nantes,2 , 1
7,AS Saint-Etienne,AJ Auxerre,3 , 1
7,FC Sochaux-Montbéliard,LOSC Lille,0 , 2
8,Olympique Lyonnais,AS Monaco FC,0 , 0
8,AC Ajaccio,SM Caen,2 , 2
8,AJ Auxerre,FC Istres,0 , 0
8,Girondins de Bordeaux,Toulouse FC,1 , 1
8,LOSC Lille,FC Metz,4 , 0
8,Olympique de Marseille,SC Bastia,1 , 0
8,OGC Nice,Stade Rennais FC,2 , 0
8,Paris Saint-Germain,RC Strasbourg,1 , 0
8,FC Sochaux-Montbéliard,AS Saint-Etienne,2 , 1
8,FC Nantes,RC Lens,1 , 0
9,FC Istres,Olympique de Marseille,0 , 2
9,SC Bastia,Paris Saint-Germain,1 , 2
9,SM Caen,Girondins de Bordeaux,1 , 1
9,RC Lens,AC Ajaccio,1 , 1
9,AS Monaco FC,OGC Nice,3 , 4
9,RC Strasbourg,FC Nantes,0 , 2
9,FC Metz,FC Sochaux-Montbéliard,0 , 0
9,Stade Rennais FC,LOSC Lille,0 , 1
9,Toulouse FC,AJ Auxerre,1 , 2
9,AS Saint-Etienne,Olympique Lyonnais,2 , 3
10,Olympique Lyonnais,SM Caen,4 , 0
10,AJ Auxerre,RC Lens,3 , 0
10,AC Ajaccio,RC Strasbourg,2 , 2
10,Girondins de Bordeaux,FC Istres,2 , 2
10,LOSC Lille,SC Bastia,2 , 1
10,FC Metz,AS Monaco FC,1 , 1
10,FC Nantes,Paris Saint-Germain,1 , 0
10,OGC Nice,Toulouse FC,1 , 0
10,FC Sochaux-Montbéliard,Stade Rennais FC,3 , 0
10,Olympique de Marseille,AS Saint-Etienne,1 , 1
11,FC Istres,Olympique Lyonnais,0 , 0
11,SM Caen,FC Nantes,2 , 1
11,Paris Saint-Germain,AC Ajaccio,1 , 0
11,Stade Rennais FC,FC Metz,3 , 1
11,AS Saint-Etienne,Girondins de Bordeaux,0 , 0
11,RC Strasbourg,OGC Nice,3 , 1
11,SC Bastia,FC Sochaux-Montbéliard,1 , 1
11,AS Monaco FC,AJ Auxerre,0 , 0
11,Toulouse FC,LOSC Lille,1 , 0
11,RC Lens,Olympique de Marseille,0 , 0
12,Olympique de Marseille,AS Monaco FC,1 , 1
12,FC Sochaux-Montbéliard,Toulouse FC,2 , 0
12,AC Ajaccio,FC Nantes,1 , 1
12,AJ Auxerre,Paris Saint-Germain,1 , 1
12,Girondins de Bordeaux,RC Lens,1 , 1
12,LOSC Lille,AS Saint-Etienne,1 , 0
12,Olympique Lyonnais,RC Strasbourg,1 , 0
12,FC Metz,SC Bastia,2 , 0
12,OGC Nice,FC Istres,0 , 0
12,Stade Rennais FC,SM Caen,1 , 1
13,AS Saint-Etienne,OGC Nice,2 , 1
13,SC Bastia,Stade Rennais FC,1 , 1
13,SM Caen,FC Sochaux-Montbéliard,0 , 2
13,RC Lens,Olympique Lyonnais,0 , 1
13,AS Monaco FC,AC Ajaccio,2 , 2
13,RC Strasbourg,Girondins de Bordeaux,1 , 0
13,Toulouse FC,FC Metz,1 , 1
13,FC Istres,LOSC Lille,0 , 2
13,FC Nantes,AJ Auxerre,1 , 1
13,Paris Saint-Germain,Olympique de Marseille,2 , 1
14,Olympique Lyonnais,FC Nantes,2 , 0
14,AJ Auxerre,AC Ajaccio,1 , 0
14,SC Bastia,AS Saint-Etienne,0 , 3
14,Girondins de Bordeaux,Paris Saint-Germain,3 , 0
14,Olympique de Marseille,RC Strasbourg,2 , 0
14,FC Metz,SM Caen,1 , 2
14,OGC Nice,RC Lens,1 , 1
14,Stade Rennais FC,Toulouse FC,1 , 1
14,FC Sochaux-Montbéliard,FC Istres,1 , 1
14,LOSC Lille,AS Monaco FC,1 , 1
15,AS Monaco FC,FC Sochaux-Montbéliard,1 , 3
15,Paris Saint-Germain,Olympique Lyonnais,0 , 0
15,RC Lens,LOSC Lille,1 , 1
15,AC Ajaccio,Olympique de Marseille,2 , 0
15,SM Caen,OGC Nice,0 , 0
15,FC Istres,FC Metz,0 , 0
15,FC Nantes,Girondins de Bordeaux,0 , 1
15,AS Saint-Etienne,Stade Rennais FC,1 , 0
15,RC Strasbourg,AJ Auxerre,3 , 1
15,Toulouse FC,SC Bastia,1 , 0
16,Olympique Lyonnais,AJ Auxerre,2 , 1
16,SC Bastia,SM Caen,2 , 0
16,Girondins de Bordeaux,AC Ajaccio,0 , 0
16,Olympique de Marseille,FC Nantes,3 , 1
16,FC Metz,AS Saint-Etienne,2 , 2
16,Stade Rennais FC,FC Istres,3 , 1
16,Toulouse FC,AS Monaco FC,0 , 0
16,LOSC Lille,RC Strasbourg,1 , 1
16,FC Sochaux-Montbéliard,RC Lens,1 , 2
16,OGC Nice,Paris Saint-Germain,1 , 1
17,AS Monaco FC,Stade Rennais FC,2 , 0
17,Paris Saint-Germain,LOSC Lille,1 , 1
17,AC Ajaccio,Olympique Lyonnais,1 , 1
17,SM Caen,Olympique de Marseille,2 , 3
17,FC Istres,SC Bastia,1 , 0
17,RC Lens,FC Metz,2 , 0
17,FC Nantes,OGC Nice,0 , 1
17,AS Saint-Etienne,Toulouse FC,0 , 0
17,RC Strasbourg,FC Sochaux-Montbéliard,0 , 0
17,AJ Auxerre,Girondins de Bordeaux,0 , 0
18,Olympique de Marseille,AJ Auxerre,0 , 1
18,SC Bastia,AS Monaco FC,0 , 2
18,Girondins de Bordeaux,Olympique Lyonnais,0 , 0
18,LOSC Lille,FC Nantes,2 , 1
18,FC Metz,RC Strasbourg,1 , 0
18,OGC Nice,AC Ajaccio,3 , 0
18,Stade Rennais FC,RC Lens,3 , 1
18,AS Saint-Etienne,SM Caen,5 , 0
18,Toulouse FC,FC Istres,2 , 1
18,FC Sochaux-Montbéliard,Paris Saint-Germain,1 , 2
19,Olympique Lyonnais,Olympique de Marseille,1 , 1
19,AS Monaco FC,Girondins de Bordeaux,1 , 1
19,AC Ajaccio,LOSC Lille,0 , 0
19,AJ Auxerre,OGC Nice,4 , 3
19,SM Caen,Toulouse FC,0 , 2
19,FC Istres,AS Saint-Etienne,0 , 2
19,RC Lens,SC Bastia,2 , 1
19,Paris Saint-Germain,FC Metz,3 , 0
19,RC Strasbourg,Stade Rennais FC,1 , 0
19,FC Nantes,FC Sochaux-Montbéliard,2 , 2
20,LOSC Lille,Olympique de Marseille,1 , 2
20,SM Caen,Paris Saint-Germain,0 , 0
20,SC Bastia,FC Nantes,0 , 0
20,FC Istres,AS Monaco FC,0 , 1
20,FC Metz,AC Ajaccio,1 , 0
20,OGC Nice,Girondins de Bordeaux,3 , 3
20,Stade Rennais FC,AJ Auxerre,1 , 0
20,AS Saint-Etienne,RC Lens,0 , 0
20,FC Sochaux-Montbéliard,Olympique Lyonnais,0 , 2
20,Toulouse FC,RC Strasbourg,2 , 0
21,AJ Auxerre,FC Sochaux-Montbéliard,2 , 0
21,AC Ajaccio,SC Bastia,1 , 0
21,Girondins de Bordeaux,LOSC Lille,1 , 3
21,RC Lens,FC Istres,0 , 1
21,Olympique Lyonnais,FC Metz,2 , 0
21,AS Monaco FC,SM Caen,5 , 2
21,FC Nantes,Stade Rennais FC,2 , 0
21,Paris Saint-Germain,Toulouse FC,0 , 0
21,RC Strasbourg,AS Saint-Etienne,1 , 1
21,Olympique de Marseille,OGC Nice,2 , 0
22,FC Metz,Olympique de Marseille,0 , 1
22,SC Bastia,OGC Nice,2 , 0
22,SM Caen,AJ Auxerre,0 , 2
22,FC Istres,RC Strasbourg,1 , 1
22,AS Monaco FC,RC Lens,2 , 0
22,Stade Rennais FC,AC Ajaccio,2 , 0
22,AS Saint-Etienne,Paris Saint-Germain,0 , 0
22,FC Sochaux-Montbéliard,Girondins de Bordeaux,4 , 0
22,Toulouse FC,FC Nantes,2 , 1
