day,home_team,away_team,home_score,away_score
1,FC Metz,RC Lens,1 , 5
1,FC Sochaux-Montbéliard,Stade de Reims,2 , 0
1,RC Strasbourg,Stade Rennais FC,2 , 0
1,Olympique de Marseille,AS Monaco FC,2 , 0
1,Toulouse FC,RC Paris,3 , 3
1,OGC Nice,AS Saint-Etienne,2 , 2
1,Angers SCO,Nîmes Olympique,1 , 1
1,Olympique Lyonnais,CS Sedan,1 , 1
1,Valenciennes FC,FC Nancy,0 , 0
2,RC Lens,RC Strasbourg,0 , 2
2,RC Paris,Angers SCO,6 , 2
2,AS Saint-Etienne,Olympique de Marseille,6 , 3
2,Nîmes Olympique,Toulouse FC,0 , 1
2,CS Sedan,FC Sochaux-Montbéliard,1 , 0
2,Stade Rennais FC,Valenciennes FC,3 , 0
2,Stade de Reims,OGC Nice,3 , 1
2,FC Nancy,Olympique Lyonnais,2 , 2
2,AS Monaco FC,FC Metz,2 , 1
3,AS Saint-Etienne,RC Lens,3 , 1
3,Toulouse FC,CS Sedan,2 , 3
3,FC Metz,RC Paris,2 , 2
3,Stade de Reims,AS Monaco FC,5 , 1
3,Valenciennes FC,Olympique Lyonnais,1 , 2
3,Olympique de Marseille,Stade Rennais FC,1 , 0
3,RC Strasbourg,Nîmes Olympique,0 , 4
3,OGC Nice,FC Sochaux-Montbéliard,4 , 2
3,Angers SCO,FC Nancy,3 , 0
4,FC Nancy,AS Saint-Etienne,1 , 7
4,Olympique Lyonnais,Stade de Reims,0 , 3
4,RC Strasbourg,Valenciennes FC,6 , 0
4,CS Sedan,Olympique de Marseille,1 , 1
4,Nîmes Olympique,AS Monaco FC,3 , 1
4,Stade Rennais FC,RC Paris,2 , 2
4,RC Lens,OGC Nice,6 , 1
4,FC Sochaux-Montbéliard,Angers SCO,0 , 0
4,Toulouse FC,FC Metz,1 , 2
5,CS Sedan,AS Saint-Etienne,2 , 6
5,Stade de Reims,Nîmes Olympique,2 , 0
5,RC Paris,RC Lens,5 , 0
5,Olympique de Marseille,OGC Nice,3 , 1
5,Olympique Lyonnais,RC Strasbourg,3 , 1
5,Angers SCO,Stade Rennais FC,2 , 0
5,FC Metz,FC Sochaux-Montbéliard,1 , 3
