day,home_team,away_team,home_score,away_score
1,AS Cannes,Montpellier Hérault SC,2 , 1
1,Paris Saint-Germain,AS Nancy-Lorraine,2 , 1
1,Olympique de Marseille,OGC Nice,1 , 0
1,FC Metz,LOSC Lille,2 , 2
1,FC Sochaux-Montbéliard,Stade Brestois 29,1 , 1
1,Toulouse FC,AJ Auxerre,0 , 0
1,Girondins de Bordeaux,Olympique Lyonnais,0 , 0
1,FC Nantes,SM Caen,0 , 0
1,AS Saint-Etienne,Stade Rennais FC,0 , 0
1,AS Monaco FC,SC Toulon,2 , 1
2,FC Metz,Olympique de Marseille,0 , 2
2,AJ Auxerre,AS Monaco FC,0 , 1
2,SM Caen,Girondins de Bordeaux,2 , 0
2,Stade Rennais FC,Paris Saint-Germain,2 , 1
2,Olympique Lyonnais,AS Cannes,1 , 0
2,Montpellier Hérault SC,FC Sochaux-Montbéliard,2 , 0
2,LOSC Lille,FC Nantes,1 , 1
2,AS Nancy-Lorraine,Stade Brestois 29,0 , 0
2,OGC Nice,Toulouse FC,1 , 1
2,SC Toulon,AS Saint-Etienne,3 , 0
3,AS Monaco FC,Montpellier Hérault SC,3 , 1
3,Olympique de Marseille,SM Caen,2 , 1
3,Toulouse FC,Olympique Lyonnais,3 , 1
3,Stade Brestois 29,Stade Rennais FC,0 , 0
3,AS Cannes,AJ Auxerre,0 , 3
3,Girondins de Bordeaux,LOSC Lille,1 , 1
3,FC Nantes,FC Metz,1 , 1
3,FC Sochaux-Montbéliard,AS Nancy-Lorraine,1 , 0
3,AS Saint-Etienne,OGC Nice,1 , 0
3,Paris Saint-Germain,SC Toulon,4 , 0
4,Montpellier Hérault SC,Paris Saint-Germain,4 , 0
4,OGC Nice,AS Cannes,0 , 0
4,Olympique Lyonnais,Olympique de Marseille,2 , 2
4,FC Nantes,AS Monaco FC,3 , 1
4,Stade Rennais FC,AS Nancy-Lorraine,1 , 0
4,AJ Auxerre,AS Saint-Etienne,2 , 0
4,LOSC Lille,Toulouse FC,3 , 0
4,SM Caen,FC Sochaux-Montbéliard,2 , 0
4,FC Metz,Girondins de Bordeaux,1 , 0
4,SC Toulon,Stade Brestois 29,1 , 2
5,Olympique de Marseille,LOSC Lille,2 , 0
5,Stade Brestois 29,OGC Nice,4 , 0
5,AS Monaco FC,Olympique Lyonnais,0 , 0
5,Paris Saint-Germain,AJ Auxerre,1 , 1
5,AS Cannes,SM Caen,1 , 1
5,Toulouse FC,FC Metz,2 , 1
5,FC Sochaux-Montbéliard,Stade Rennais FC,4 , 0
5,Girondins de Bordeaux,FC Nantes,2 , 0
5,AS Saint-Etienne,Montpellier Hérault SC,1 , 0
5,AS Nancy-Lorraine,SC Toulon,2 , 1
6,Girondins de Bordeaux,AS Monaco FC,0 , 0
6,FC Nantes,Olympique de Marseille,1 , 1
6,AJ Auxerre,Stade Brestois 29,2 , 2
6,SM Caen,Toulouse FC,2 , 0
6,Olympique Lyonnais,FC Sochaux-Montbéliard,1 , 0
6,Montpellier Hérault SC,AS Nancy-Lorraine,5 , 0
6,OGC Nice,Paris Saint-Germain,1 , 1
6,FC Metz,AS Saint-Etienne,3 , 1
6,LOSC Lille,AS Cannes,0 , 2
6,SC Toulon,Stade Rennais FC,1 , 0
7,Olympique de Marseille,Girondins de Bordeaux,2 , 0
7,Stade Brestois 29,Montpellier Hérault SC,1 , 1
7,AS Saint-Etienne,SM Caen,0 , 0
7,AS Monaco FC,LOSC Lille,1 , 1
7,AS Nancy-Lorraine,AJ Auxerre,1 , 1
7,Paris Saint-Germain,Olympique Lyonnais,3 , 0
7,AS Cannes,FC Metz,0 , 1
7,Toulouse FC,FC Nantes,2 , 0
7,Stade Rennais FC,OGC Nice,0 , 3
