day,home_team,away_team,home_score,away_score
1,Montpellier Hérault SC,Paris Saint-Germain,1 , 1
1,Girondins de Bordeaux,AS Monaco FC,0 , 2
1,Evian TG FC,FC Sochaux-Montbéliard,1 , 1
1,LOSC Lille,FC Lorient,1 , 0
1,Olympique Lyonnais,OGC Nice,4 , 0
1,FC Nantes,SC Bastia,0 , 0
1,Stade Rennais FC,Stade de Reims,2 , 1
1,Valenciennes FC,Toulouse FC,3 , 0
1,AC Ajaccio,AS Saint-Etienne,0 , 1
1,EA Guingamp,Olympique de Marseille,1 , 3
2,FC Sochaux-Montbéliard,Olympique Lyonnais,1 , 3
2,Olympique de Marseille,Evian TG FC,2 , 0
2,SC Bastia,Valenciennes FC,2 , 0
2,OGC Nice,Stade Rennais FC,2 , 1
2,Stade de Reims,LOSC Lille,2 , 1
2,AS Saint-Etienne,EA Guingamp,1 , 0
2,Toulouse FC,Girondins de Bordeaux,1 , 1
2,AS Monaco FC,Montpellier Hérault SC,4 , 1
2,FC Lorient,FC Nantes,2 , 1
2,Paris Saint-Germain,AC Ajaccio,1 , 1
3,AS Monaco FC,Toulouse FC,0 , 0
3,Valenciennes FC,Olympique de Marseille,0 , 1
3,Girondins de Bordeaux,SC Bastia,1 , 0
3,Evian TG FC,Stade Rennais FC,1 , 2
3,EA Guingamp,FC Lorient,2 , 0
3,Olympique Lyonnais,Stade de Reims,0 , 1
3,Montpellier Hérault SC,FC Sochaux-Montbéliard,2 , 1
3,LOSC Lille,AS Saint-Etienne,1 , 0
3,AC Ajaccio,OGC Nice,0 , 0
3,FC Nantes,Paris Saint-Germain,1 , 2
4,Evian TG FC,Olympique Lyonnais,2 , 1
4,Paris Saint-Germain,EA Guingamp,2 , 0
4,SC Bastia,Toulouse FC,2 , 1
4,FC Lorient,Valenciennes FC,1 , 0
4,Stade de Reims,FC Nantes,0 , 0
4,Stade Rennais FC,LOSC Lille,0 , 0
4,FC Sochaux-Montbéliard,AC Ajaccio,0 , 0
4,AS Saint-Etienne,Girondins de Bordeaux,2 , 1
4,OGC Nice,Montpellier Hérault SC,2 , 2
4,Olympique de Marseille,AS Monaco FC,1 , 2
5,Girondins de Bordeaux,Paris Saint-Germain,0 , 2
5,Toulouse FC,Olympique de Marseille,1 , 1
5,AC Ajaccio,Evian TG FC,2 , 3
5,EA Guingamp,SC Bastia,1 , 1
5,Montpellier Hérault SC,Stade de Reims,0 , 0
5,FC Nantes,FC Sochaux-Montbéliard,1 , 0
5,Valenciennes FC,AS Saint-Etienne,1 , 3
5,AS Monaco FC,FC Lorient,1 , 0
5,LOSC Lille,OGC Nice,0 , 2
5,Olympique Lyonnais,Stade Rennais FC,0 , 0
6,AS Saint-Etienne,Toulouse FC,1 , 2
6,SC Bastia,Olympique de Marseille,0 , 0
6,Evian TG FC,Montpellier Hérault SC,2 , 2
6,Stade de Reims,EA Guingamp,1 , 1
6,Stade Rennais FC,AC Ajaccio,2 , 0
6,FC Sochaux-Montbéliard,LOSC Lille,0 , 2
6,FC Lorient,Girondins de Bordeaux,3 , 3
6,Olympique Lyonnais,FC Nantes,3 , 1
6,OGC Nice,Valenciennes FC,4 , 0
6,Paris Saint-Germain,AS Monaco FC,1 , 1
7,LOSC Lille,Evian TG FC,3 , 0
7,Olympique de Marseille,AS Saint-Etienne,2 , 1
7,AC Ajaccio,Olympique Lyonnais,2 , 1
7,Girondins de Bordeaux,Stade de Reims,0 , 0
7,EA Guingamp,FC Sochaux-Montbéliard,5 , 1
7,FC Nantes,OGC Nice,2 , 0
7,Toulouse FC,FC Lorient,1 , 0
7,Valenciennes FC,Paris Saint-Germain,0 , 1
7,AS Monaco FC,SC Bastia,3 , 0
7,Montpellier Hérault SC,Stade Rennais FC,0 , 0
8,FC Lorient,Olympique de Marseille,0 , 2
8,Paris Saint-Germain,Toulouse FC,2 , 0
8,Evian TG FC,Girondins de Bordeaux,1 , 1
8,Olympique Lyonnais,LOSC Lille,0 , 0
8,OGC Nice,EA Guingamp,1 , 0
8,AS Saint-Etienne,SC Bastia,2 , 2
8,FC Sochaux-Montbéliard,Valenciennes FC,2 , 0
8,Stade Rennais FC,FC Nantes,1 , 3
8,AC Ajaccio,Montpellier Hérault SC,1 , 1
8,Stade de Reims,AS Monaco FC,1 , 1
9,SC Bastia,FC Lorient,4 , 1
9,AS Monaco FC,AS Saint-Etienne,2 , 1
9,EA Guingamp,Stade Rennais FC,2 , 0
9,LOSC Lille,AC Ajaccio,3 , 0
9,FC Nantes,Evian TG FC,3 , 0
9,Toulouse FC,OGC Nice,1 , 0
9,Valenciennes FC,Stade de Reims,1 , 1
9,Montpellier Hérault SC,Olympique Lyonnais,5 , 1
9,Girondins de Bordeaux,FC Sochaux-Montbéliard,4 , 1
9,Olympique de Marseille,Paris Saint-Germain,1 , 2
10,OGC Nice,Olympique de Marseille,1 , 0
10,Stade de Reims,Toulouse FC,1 , 2
10,Paris Saint-Germain,SC Bastia,4 , 0
10,AC Ajaccio,FC Nantes,0 , 1
10,Evian TG FC,EA Guingamp,1 , 2
10,Montpellier Hérault SC,LOSC Lille,0 , 1
10,Stade Rennais FC,Valenciennes FC,2 , 2
