1,FC Martigues,NA,0
1,GF38,NA,0
1,Stade de Reims,NA,0
1,Le Mans FC,0.885052428141508,0.78331780055918
1,LOSC Lille,0.516906655457614,0.267192490456376
1,AS Monaco FC,0.504482623120421,0.254502717030461
1,FC Sochaux-Montbéliard,0.475729710074943,0.226318757047989
1,OGC Nice,0.350155144417624,0.122608625162127
1,Olympique Lyonnais,0.349337330749619,0.122036570655269
1,AS Saint-Etienne,0.342759559367114,0.117484115537538
1,Olympique de Marseille,0.279683317537041,0.0782227581085253
1,Paris Saint-Germain,0.258821641323572,0.0669886420174279
1,FC Metz,0.248312691631161,0.061659192825112
1,SC Bastia,0.115390937656086,0.0133150684931507
1,Toulouse FC,0.113794489544291,0.0129491858506457
1,Montpellier Hérault SC,0.0172707282120584,0.000298278052974792
1,AJ Auxerre,0.0146775091965733,0.000215429276215504
1,AS Cannes,-0.917662935482247,0.842105263157897
1,AC Ajaccio,-0.713715194899491,0.509389379430419
1,Valenciennes FC,-0.321964353364647,0.103661044837516
1,ESTAC Troyes,-0.148328379093394,0.0220013080444735
1,AS Nancy-Lorraine,-0.112849854926414,0.0127350897569126
1,Havre AC,-0.110901743841784,0.0122991967871485
1,RC Lens,-0.108246477836256,0.0117172999639551
1,CS Sedan,-0.0907841299003204,0.00824175824175812
1,Girondins de Bordeaux,-0.0613861211423177,0.00376825586889936
1,EA Guingamp,-0.0519174131651165,0.00269541778975741
1,RC Strasbourg,-0.0343761936385579,0.00118172268907564
1,Stade Rennais FC,-0.0202863961813842,0.00041153787002809
1,FC Nantes,-0.0105152252390064,0.000110569961827053
1,SM Caen,1,1
1,FC Lorient,0,1.69908502662987e-30
1,Stade Brestois 29,-1,1
1,Evian TG FC,-1,1
