"goal";"degree";"distance";"start_x";"start_y";"shot_headed";"crosses";"corner";"pass_throw_in";"pass_long_ball";"pass_through_ball";"pass_headed"
0;140.281240628445;42.252218876646;73;82.5;0;0;0;0;0;0;0
1;159.80806286717;25.7846853771769;91.1;74.2;0;1;0;0;0;0;0
1;107.130301526844;15.2777616161531;85.4;54.5;0;0;0;0;0;0;0
0;151.164499152257;30.479173217133;85.3;76.7;0;0;0;0;0;0;0
0;101.689369175439;8.88425573697651;91.3;51.8;1;1;0;0;0;0;0
0;16.6695419144599;18.4764715246175;94.7;32.3;0;1;1;0;0;0;0
0;54.0231297128907;16.682026255824;86.5;40.2;0;1;0;0;0;0;0
0;32.1419098270018;26.6908223927252;85.8;27.4;0;0;0;0;0;0;0
0;122.677503362447;29.8197920851236;74.9;66.1;0;1;0;0;0;0;0
1;117.095552493752;24.1505693514666;78.5;61;0;0;0;0;0;0;0
0;87.9807928489516;31.2193850035519;68.8;48.9;0;0;0;0;0;0;0
0;88.9488192504563;21.8036694159492;78.2;49.6;0;0;0;0;0;0;0
0;126.982906926345;10.1400197238467;91.9;56.1;1;1;1;0;0;0;0
0;96.0332530062007;24.7370167966956;75.4;52.6;0;0;0;0;0;0;0
0;22.2175942695183;7.66941979552561;97.1;42.9;1;1;1;0;0;0;0
0;13.91249467652;11.2294256309038;97.3;39.1;0;0;0;0;0;0;0
0;92.9306725055669;29.3383707795781;70.7;51.5;0;0;0;0;0;0;0
0;144.057888128618;14.8219431924428;91.3;62;0;0;0;0;0;0;0
0;42.1087304037794;21.0278386906501;85.9;34.4;0;0;0;0;0;0;0
0;70.9743939624313;15.337861650178;85.5;45;0;0;0;0;0;0;0
0;79.9920201985587;18.9889441517953;81.3;46.7;0;0;0;0;0;0;0
0;117.167236895859;29.7860705699829;73.5;63.6;0;0;0;0;0;0;0
0;11.8214883406072;17.572706109191;96.4;32.8;0;0;0;0;1;0;0
0;41.0780574936277;29.9808272067333;80.3;27.4;0;0;0;0;0;0;0
0;98.3325600963742;20.011246837716;80.2;52.9;0;0;0;0;0;0;0
0;41.0353452771439;14.3178210632764;90.6;39.2;0;0;0;0;0;0;0
0;97.7093330800339;23.1088727548533;77.1;53.1;0;0;0;0;0;0;0
0;34.8544555661037;20.4726647019874;88.3;33.2;0;0;0;0;0;0;0
0;119.357753542791;12.8502918254801;88.8;56.3;0;0;0;0;0;0;0
0;131.552613148135;17.6388775153069;86.8;61.7;0;1;0;0;0;0;0
0;102.835609486401;8.10246875958186;92.1;51.8;1;1;1;0;0;0;0
0;128.808692577745;36.0606433664182;71.9;72.6;0;0;0;0;0;0;0
0;151.434163206253;10.2474387043788;95.1;59;0;1;0;0;0;0;0
0;109.179008025811;29.2219095885262;72.4;59.6;0;1;0;0;0;0;0
0;31.7594800848128;7.40945342113708;96.1;43.7;1;1;1;0;0;0;0
0;69.2277453179542;12.4064499354167;88.4;45.6;1;0;0;0;0;0;0
0;128.799981135321;25.5344864839691;80.1;66;0;0;0;0;0;0;0
0;118.091607836032;35.2529431395451;68.9;66.6;0;0;0;0;0;0;1
0;48.7046274420771;29.548096385385;77.8;30.5;0;0;0;0;0;0;0
0;139.928909155672;38.680356771881;75.1;79.6;0;1;0;0;0;0;1
0;124.540090907071;9.34772699644143;92.3;55.3;1;0;0;0;0;0;1
0;123.46820695231;28.6504799261723;76.1;65.8;0;0;0;0;0;0;0
0;128.22555201607;32.9692280771024;74.1;70.4;0;0;0;0;0;0;0
0;38.4768387772526;34.2334631610651;78.7;23.2;0;0;0;0;0;0;0
0;45.1890942953438;21.425452153922;84.8;34.9;0;1;0;0;0;0;0
0;23.4773998920929;10.7935165724614;95.7;40.1;1;1;1;0;0;0;0
0;102.893744044882;25.5440795488896;75.1;55.7;0;0;0;0;0;0;0
0;35.394795844987;18.6461792332907;89.2;34.8;0;0;0;0;0;0;0
0;68.1985905136482;25.3102745935322;76.5;40.6;0;1;0;0;0;0;0
0;17.7446716250569;5.24976189936267;98.4;45;0;1;1;0;0;0;0
0;119.054604099077;10.295630140987;91;55;1;1;1;0;0;0;0
0;50.6342666557674;31.6900615335471;75.5;29.9;0;0;0;0;0;0;0
0;109.179008025811;14.6109547942631;86.2;54.8;0;1;0;0;0;0;0
0;31.0015256627354;26.0163410186752;86.6;27.7;0;1;0;0;0;0;1
0;97.2840236544169;13.4082064423248;86.7;51.7;1;1;0;0;0;0;0
0;78.4653793463553;20.00399960008;80.4;46;0;0;0;0;0;0;0
0;19.7468366054261;12.4310096130604;95.8;38.3;1;1;0;0;0;0;0
0;118.270376246312;25.5472111980936;77.5;62.1;0;0;0;0;0;0;0
0;133.989851635728;28.0765026312039;79.8;69.5;0;0;0;0;0;0;0
0;117.121303404159;9.21303424502482;91.8;54.2;0;1;1;0;0;0;0
0;1.50743575877495;22.8078933704979;99.4;27.2;0;0;0;0;0;0;0
1;78.0706778227617;7.25672102261069;92.9;48.5;0;1;0;0;0;0;0
1;27.9509690278902;16.6412138980304;92.2;35.3;0;0;0;0;0;1;0
0;55.1959882472868;29.959472625532;75.4;32.9;0;1;0;0;0;0;0
0;71.8839483266442;17.0449405983125;83.8;44.7;0;0;0;0;0;0;0
0;33.0754760623881;23.2710120106539;87.3;30.5;0;0;0;0;0;0;0
0;118.767649338844;5.81807528311554;94.9;52.8;1;1;1;0;0;0;0
0;124.540090907071;9.34772699644143;92.3;55.3;0;1;0;0;0;0;0
1;57.785737733655;29.0759350666492;75.4;34.5;0;0;0;0;0;0;0
0;149.172337700132;28.8804432098955;85.2;74.8;0;0;0;0;0;0;0
0;143.23561932421;32.5800552485719;80.5;76.1;0;0;0;0;0;0;0
1;44.7475973177108;16.0514796825713;88.7;38.6;0;0;0;0;0;0;0
0;127.49265333305;9.20054346220917;92.7;55.6;0;1;1;0;0;0;0
0;109.486129572466;20.6847770111258;80.5;56.9;0;1;1;0;0;0;0
0;92.2167943407402;31.0232171123499;69;51.2;0;0;0;0;0;0;0
0;95.7105931374997;7.03491293478462;93;50.7;0;0;0;0;0;0;0
0;130.219116125168;39.0266575560859;70.2;75.2;0;0;0;0;0;0;0
0;145.175510843043;8.40535543567314;95.2;56.9;1;0;0;0;0;0;0
0;61.7939087980215;32.794206805471;71.1;34.5;0;0;0;0;0;0;0
0;62.0028526387574;26.8411996751263;76.3;37.4;0;0;0;0;0;0;0
1;112.425861921352;6.81542368455549;93.7;52.6;0;0;0;0;0;0;0
0;70.9422954898717;11.6378692207809;89;46.2;0;0;0;0;0;0;0
0;97.5073466669497;26.0230666909187;74.2;53.4;0;0;0;0;0;0;0
1;99.9041832129739;6.39531078212779;93.7;51.1;0;0;0;0;0;0;0
0;92.4292733235;16.5148418097177;83.5;50.7;0;0;0;0;0;0;0
0;52.5350637233281;26.9614539667281;78.6;33.6;0;0;0;0;1;0;0
0;163.967660646064;18.1041431722134;95;67.4;0;0;0;0;0;0;0
1;65.5560452195835;3.62491379207837;96.7;48.5;0;0;0;0;0;0;0
0;67.6198649480404;11.0308657865101;89.8;45.8;0;1;0;0;0;0;0
0;145.784297867563;9.06972987469858;94.9;57.5;0;0;0;0;0;0;0
0;132.816760699818;24.1298570240273;82.3;66.4;0;1;0;0;0;0;0
0;18.8531587644191;21.6621790224345;93;29.5;0;0;0;0;0;0;0
0;45.7763180661213;26.0946354640183;81.3;31.8;0;0;0;0;0;0;1
0;146.410983126765;15.7257750206468;91.3;63.1;0;1;0;0;0;0;0
0;106.482439773522;27.8442094518771;73.3;57.9;0;0;0;0;0;0;0
1;78.6900675259798;18.356470248934;82;46.4;0;0;0;0;0;0;0
0;122.106255955118;30.1039864469807;74.5;66;0;0;0;0;0;0;0
0;79.1983817643093;15.4741720295465;84.8;47.1;0;1;0;0;0;0;0
0;32.6192430711928;11.8726576637247;93.6;40;1;1;1;0;0;0;0
0;138.43363036245;7.08378429936993;95.3;55.3;1;1;1;0;0;0;0
0;12.1313210666325;21.8888099265355;95.4;28.6;0;0;0;0;0;0;0
0;52.5164417162695;20.5411781551108;83.7;37.5;0;0;0;0;0;0;0
0;22.8806371764177;11.8308917668957;95.4;39.1;0;1;0;0;0;0;0
0;135;11.7379725676967;91.7;58.3;1;0;0;0;0;0;0
0;43.4961602858769;29.6379823874703;79.6;28.5;0;0;0;0;0;0;0
0;40.3013194827006;20.7171426601257;86.6;34.2;0;0;0;0;0;0;0
0;67.8645081218997;12.7389167514353;88.2;45.2;0;1;0;0;0;0;0
0;102.264773727892;9.41488183675186;90.8;52;0;0;0;0;0;0;0
0;105.945395900923;29.8484505460501;71.3;58.2;0;0;0;0;0;0;0
0;104.172337700132;30.6323358560852;70.3;57.5;0;0;0;0;0;0;0
0;120.057116786492;22.7607117639146;80.3;61.4;0;0;0;0;0;0;0
0;97.8831393167297;6.56201188660917;93.5;50.9;1;1;0;0;0;0;0
0;38.177627433761;31.5482170653113;80.5;25.2;0;0;0;0;0;0;0
0;85.0516662499756;23.1864184383876;76.9;48;0;0;0;0;0;0;0
0;118.072486935853;10.2;91;54.8;1;1;1;0;0;0;0
1;54.1301764822787;8.02122185206219;93.5;45.3;0;0;0;0;0;0;0
0;104.826479970356;7.03420215802759;93.2;51.8;0;0;0;0;0;0;0
0;26.4423623292389;20.8849227913344;90.7;31.3;0;0;0;0;0;1;0
0;85.9288738063406;28.1710844661685;71.9;48;0;0;0;0;0;0;0
0;113.962488974578;11.8186293621553;89.2;54.8;0;0;0;0;0;0;0
1;108.82471001824;9.29731143933557;91.2;53;0;1;0;0;0;0;0
1;145.64566334496;19.1384429878713;89.2;65.8;0;0;0;0;0;0;0
0;138.36646066343;27.6956675312223;81.6;70.7;0;0;0;0;0;0;0
0;137.332023681623;15.6400127877186;89.4;61.5;0;0;0;0;0;0;0
0;42.5190655766592;40.838339829136;72.4;19.9;0;0;0;0;0;0;0
0;94.2538364361192;12.1334249080793;87.9;50.9;1;1;1;0;0;0;0
0;60.9453959009229;10.295630140987;91;45;1;1;0;0;0;0;0
0;79.9920201985587;8.63133825081603;91.5;48.5;1;1;1;0;0;0;0
1;92.3215305898327;7.40607858451421;92.6;50.3;0;1;0;0;0;0;0
0;51.6325146151385;36.7325468760335;71.2;27.2;0;0;0;0;0;0;0
0;65.427795227816;29.5787085586913;73.1;37.7;0;0;0;0;0;0;0
0;99.5011931515282;24.2324163054368;76.1;54;0;1;0;0;0;0;0
0;151.509765114599;26.6242370782714;87.3;73.4;0;0;0;0;0;0;1
0;90.2038987104668;28.1001779353797;71.9;50.1;0;0;0;0;0;0;0
0;105.04827563228;31.583065082414;69.5;58.2;0;0;0;0;0;0;0
1;141.29935370613;21.9111843586786;86.3;67.1;0;0;0;0;0;0;0
0;143.190066518043;38.2200209314438;77.1;80.6;0;0;0;0;0;0;0
0;140.576858649924;21.1009478460092;86.6;66.3;0;0;0;0;0;0;0
0;41.8201698801358;22.9455878111675;84.7;32.9;0;0;0;0;0;0;0
0;48.9909130984298;18.2877007849538;86.2;38;0;0;0;0;0;0;0
0;92.8624052261117;6.00749531835024;94;50.3;0;0;0;0;0;0;0
0;140.997400573916;18.2726571685675;88.5;64.2;0;1;1;0;0;0;0
0;30.1137331509824;23.1205536265895;88.4;30;0;0;0;0;0;0;0
0;77.3913932066338;15.57562197795;84.8;46.6;0;0;0;0;0;0;0
0;71.5051810008401;30.2630137296337;71.3;40.4;0;0;0;0;0;0;0
0;148.182965158541;16.1226548682281;91.5;63.7;1;1;1;0;0;0;0
0;120.3321750963;21.7816436478058;81.2;61;0;0;0;0;0;0;0
0;121.193595102443;29.9267438923783;74.4;65.5;0;0;0;0;0;0;0
0;28.1528005635329;20.9823735549627;90.1;31.5;0;0;0;0;0;0;0
0;131.378515295883;11.1946415753252;91.6;57.4;0;1;0;0;0;0;0
0;106.197322956153;21.8680131699247;79;56.1;0;0;0;0;0;0;0
1;54.3954660195669;9.96242942258563;91.9;44.2;1;1;0;0;0;0;0
0;120.846587412149;33.545193396372;71.2;67.2;0;0;0;0;0;0;0
0;128.214430821071;28.1277443105557;77.9;67.4;0;0;0;0;0;0;0
0;126.253837737445;13.0207526664168;89.5;57.7;0;0;0;0;0;0;0
1;113.881276017609;14.3265487818944;86.9;55.8;0;0;0;0;0;0;0
0;82.8749836510982;14.5120639469374;85.6;48.2;0;0;0;0;0;0;0
0;54.8879888155778;31.2947279905098;74.4;32;0;0;0;0;0;0;0
0;145.193469087092;22.7747667386518;87;68.7;0;0;0;0;0;0;0
1;38.8730669945059;12.5876924017073;92.1;40.2;0;1;0;0;0;0;0
0;145.38885781547;8.62670273047588;95.1;57.1;0;1;0;0;0;0;0
0;113.860175191342;28.429737951659;74;61.5;0;0;0;0;0;0;0
0;39.9004989241261;54.0956560178357;65.3;8.5;0;0;0;0;0;0;0
0;60.0413294731807;16.6207701385947;85.6;41.7;0;1;0;0;0;0;0
0;115.36740446247;12.8378347083922;88.4;55.5;0;0;0;0;0;0;0
0;138.652222780306;23.3111561274854;84.6;67.5;0;0;0;0;0;0;0
0;69.2744411344395;31.648064711764;70.4;38.8;0;1;0;0;0;0;1
0;66.5014343240479;30.0958468895627;72.4;38;0;0;0;0;0;0;1
0;74.783673287977;12.9541499142167;87.5;46.6;0;1;0;0;0;0;0
0;27.3874221570762;9.34772699644143;95.7;41.7;0;1;0;0;0;0;0
0;58.7132718069525;15.2121661836834;87;42.1;1;1;0;0;0;0;0
0;48.718395914856;33.8001479286704;74.6;27.7;0;0;0;0;0;0;0
0;28.462354214232;21.6122650363168;89.7;31;0;0;0;0;0;0;0
0;128.157226587369;14.2435950518119;88.8;58.8;0;0;0;0;0;0;0
0;95.6306827576353;7.13442359269478;92.9;50.7;1;1;1;0;0;0;0
0;49.2538364361192;25.738881094562;80.5;33.2;0;0;0;0;0;0;0
0;113.696136546369;19.6573141603832;82;57.9;0;1;0;0;0;0;0
0;86.7107573215082;8.71435597161374;91.3;49.5;1;1;0;0;0;0;0
0;103.172553423327;14.4810220633766;85.9;53.3;0;1;0;0;0;0;0
0;54.9374836456733;26.6332498955723;78.2;34.7;0;0;0;1;0;0;0
0;97.3940086425983;26.4196896272458;73.8;53.4;0;1;1;0;0;0;0
0;87.7605240620481;17.9136819219277;82.1;49.3;1;1;0;0;0;0;0
0;151.059987307161;9.71287804927046;95.3;58.5;0;1;0;0;0;0;0
0;125.380272200301;16.9257200733085;86.2;59.8;0;0;0;0;0;0;0
0;152.920329911805;14.9375366108338;93.2;63.3;0;1;1;0;0;0;0
0;61.0092351831547;34.8691841028723;69.5;33.1;0;0;0;0;0;0;0
0;106.858398767738;13.7927517196533;86.8;54;0;1;0;0;0;0;0
0;135.462052721431;35.0736368231183;75.4;75;0;0;0;0;0;0;0
0;52.7027955755063;32.1808949533726;74.4;30.5;0;0;0;0;0;0;1
0;39.4400527366905;32.1123029382821;79.6;25.2;0;0;0;0;0;0;0
0;38.7111485445726;34.8579976475988;78.2;22.8;0;0;0;0;0;0;0
0;42.5432719266085;21.4450460479804;85.5;34.2;0;0;0;0;0;0;0
0;72.7185016281834;9.42549733435854;91;47.2;1;1;0;0;0;0;0
0;114.356391252796;16.2459225653701;85.2;56.7;0;1;1;0;0;0;0
0;7.00679964008056;18.0346887968714;97.8;32.1;0;1;0;0;0;0;0
0;49.3987053549955;26.7366789261494;79.7;32.6;0;0;0;0;0;0;0
0;107.042012870784;20.8139376380348;80.1;56.1;0;0;0;0;0;0;0
0;106.531081003406;22.8442552953691;78.1;56.5;0;0;0;0;0;0;0
0;122.763888490584;12.0108284476967;89.9;56.5;1;1;0;0;0;0;0
0;70.364417195553;21.1286535302182;80.1;42.9;0;0;0;0;0;0;0
0;114.476161510871;14.7231110842784;86.6;56.1;0;0;0;0;0;0;0
0;136.058113088229;26.8039176241086;81.4;69.3;0;0;0;0;0;0;0
0;144.117862753796;23.2034480196371;86.4;68.8;0;0;0;0;0;0;1
0;45.7957235527393;30.5499590834423;78.1;28.7;0;0;0;0;0;0;0
0;72.4625617736371;24.2260190704127;76.9;42.7;0;1;0;0;0;0;0
0;104.109092480817;38.1508846555358;63;59.3;0;0;0;0;0;0;0
0;146.795478304028;42.5470327990096;76.7;85.6;0;0;0;0;0;0;0
0;16.3360428897185;12.0880105890093;96.6;38.4;0;1;1;0;0;0;1
0;101.190979469468;28.3388426016307;72.2;55.5;0;0;0;0;0;0;0
0;45.2448522680443;33.0928995405359;76.5;26.7;0;1;0;0;0;0;0
0;107.474774256256;11.3225438837745;89.2;53.4;1;1;1;0;0;0;0
0;35.4419189181601;20.8664802973573;87.9;33;0;0;0;0;0;0;0
0;90.9277857744617;24.7032386540713;75.3;50.4;0;1;1;0;0;0;0
0;107.684392026558;14.4844744467999;86.2;54.4;0;1;0;0;0;0;0
0;118.636863249125;17.3184872318572;84.8;58.3;0;0;0;0;0;0;0
0;71.2001148413473;9.92975326984513;90.6;46.8;1;1;1;0;0;0;0
0;107.927919762007;28.588109416329;72.8;58.8;0;0;0;0;0;0;0
0;90.2114225810393;27.100184501217;72.9;50.1;0;0;0;0;0;0;0
0;139.184916125118;14.5344418537486;90.5;61;0;0;0;0;0;0;0
0;116.276652038025;26.6542679509305;76.1;61.8;0;0;0;0;0;0;0
0;57.2647737278924;28.2936388610585;76.2;34.7;0;0;0;0;0;0;0
0;91.8744655626045;27.5147233313366;72.5;50.9;0;0;0;0;0;0;0
0;80.1341930569156;28.014282071829;72.4;45.2;0;0;0;0;0;0;0
0;129.675471907336;28.1937936432826;78.3;68;0;1;0;0;0;0;0
0;79.7778313663639;18.5951606607741;81.7;46.7;0;1;0;0;0;0;0
0;151.25420954463;27.0312781791761;87;73.7;0;0;0;0;0;0;0
0;33.146995832256;23.4093998214393;87.2;30.4;0;1;1;0;0;0;0
0;71.565051177078;10.7517440445725;89.8;46.6;0;1;1;0;0;0;0
0;97.671221483262;24.7212459232944;75.5;53.3;0;1;1;0;0;0;0
0;141.743144430742;35.5304095107276;78;77.9;0;0;0;0;0;0;0
0;54.6468160303485;32.491383473161;73.5;31.2;0;0;0;0;0;0;0
0;101.534620653645;5.00099990002;95.1;51;1;1;0;0;0;0;0
0;124.444818567051;23.1607426478513;80.9;63.1;0;0;0;0;0;0;0
1;110.629879946126;9.08240056372763;91.5;53.2;0;1;0;0;0;0;0
0;144.246112745563;21.5640905210491;87.4;67.5;0;1;0;0;1;0;0
0;63.2170951978249;11.7618025829377;89.5;44.7;0;1;0;0;0;0;0
0;111.745890337533;19.1637678967368;82.2;57.1;0;1;1;0;0;0;0
0;76.122470196792;26.266708967817;74.5;43.7;0;0;0;0;0;0;0
0;72.3589372665534;27.3879535562626;73.9;41.7;0;0;0;0;0;0;0
0;75.827662299868;20.4215572373901;80.2;45;0;0;0;0;0;0;0
0;142.800187884182;10.4201727432898;93.7;58.3;1;1;0;0;0;0;0
0;137.187763663216;31.4892044993201;78.6;73.1;0;0;0;0;0;0;0
0;46.4249742725154;14.2172430520126;89.7;40.2;0;1;0;0;0;0;0
0;54.1839192508443;35.8860697207147;70.9;29;0;0;0;0;0;0;0
0;39.7593461894156;31.7403528650833;79.7;25.6;0;1;1;0;0;0;0
0;38.0238035229552;16.8834238233837;89.6;36.7;0;0;0;0;1;1;0
0;105.919387832118;30.2605353554758;70.9;58.3;0;1;0;0;0;0;0
1;94.5739212599008;5.01597448159378;95;50.4;0;0;0;0;0;0;0
0;125.788973459183;26.5047165613971;78.5;65.5;0;1;0;0;0;0;0
0;64.4792874684246;17.1758551461055;84.5;42.6;0;1;0;0;0;0;1
0;75.0685828218625;18.629009635512;82;45.2;0;0;0;0;0;0;0
0;91.4465556865739;19.8063121251787;80.2;50.5;0;0;0;0;0;0;0
0;84.7014349301001;24.9064248739156;75.2;47.7;0;0;0;0;0;0;0
1;140.774325902663;12.6506916806948;92;59.8;0;0;0;0;0;0;0
0;76.0073938271495;31.8449368032031;69.1;42.3;0;0;0;0;0;0;0
0;97.7651660184253;26.6443239734094;73.6;53.6;0;0;0;0;0;0;0
1;70.2011236454751;5.31413210223457;95;48.2;0;1;0;0;0;0;0
0;141.620776082315;15.9455322896415;90.1;62.5;1;1;1;0;0;0;0
0;53.7147328748612;9.8005101908013;92.1;44.2;1;1;1;0;0;0;0
0;18.088754972461;20.9346602551845;93.5;30.1;0;0;0;0;0;0;0
0;28.9063343906443;26.2733705489037;87.3;27;0;0;0;0;0;0;0
0;99.1623470457217;9.42019108086455;90.7;51.5;0;1;1;0;0;0;0
0;64.8406980839683;7.29177618965365;93.4;46.9;1;1;1;0;0;0;0
0;68.1530815641135;23.3790504512052;78.3;41.3;0;0;0;0;0;0;0
1;49.3987053549955;17.5171344688565;86.7;38.6;0;0;0;0;0;0;0
0;38.2810556133159;25.9878817913273;83.9;29.6;0;0;0;0;0;0;0
0;147.452952793832;34.7588837565305;81.3;79.3;0;0;0;0;0;0;0
1;102.242331198874;10.8466584716216;89.4;52.3;0;1;1;0;0;0;0
0;92.9507791090064;19.4257560985409;80.6;51;0;0;0;0;0;0;0
0;81.7506558210937;27.1812435329953;73.1;46.1;0;0;0;0;0;0;0
0;158.649019752346;11.8105884696741;95.7;61;0;1;1;0;0;0;0
0;128.157226587369;12.4631456703354;90.2;57.7;1;1;1;0;0;0;0
0;79.3803447238449;26.0461129537595;74.4;45.2;0;0;0;0;0;0;0
0;123.185024763777;28.3185451603715;76.3;65.5;0;0;0;0;0;0;0
0;117.164985057332;8.54224794770088;92.4;53.9;1;1;1;0;0;0;0
0;93.9909130984298;8.62090482490092;91.4;50.6;1;1;1;0;0;0;0
0;89.7031333326753;19.3002590656188;80.7;49.9;0;0;0;0;0;0;0
0;20.8766184637346;23.0106497083416;91.8;28.5;0;0;0;0;0;0;0
0;133.939088309736;15.2761251631426;89;60.6;0;0;0;0;0;0;0
0;120.48721913046;26.8061560093946;76.9;63.6;0;0;0;0;0;0;0
0;53.130102354156;30;76;32;0;0;0;0;0;0;0
0;122.564558497472;28.2396883835498;76.2;65.2;0;0;0;0;0;0;0
0;93.8593440738932;25.2572761793508;74.8;51.7;0;1;0;0;0;0;0
0;75.808903450976;26.9215527041068;73.9;43.4;0;0;0;0;0;0;0
0;36.1074512917519;10.5209315176937;93.8;41.5;1;1;0;0;0;0;0
0;44.8740754126137;32.173436247936;77.3;27.2;0;0;0;0;0;0;0
0;39.1226073933569;29.0024136926567;81.7;27.5;0;0;0;0;0;0;0
0;136.382203696697;26.3827595220818;81.8;69.1;0;0;0;0;0;0;0
0;99.8939206697354;26.1895017134729;74.2;54.5;0;0;0;0;0;0;0
0;20.4002093948425;25.8193725717725;91;25.8;0;0;0;0;0;0;1
0;77.4711922908485;12.90736224021;87.4;47.2;1;1;0;0;0;0;0
0;17.3960200693809;24.4167974968053;92.7;26.7;0;0;0;0;0;0;0
0;96.3161884881968;26.3600075872523;73.8;52.9;0;1;0;0;0;0;0
0;117.776563808869;14.8060798322851;86.9;56.9;0;1;0;0;0;0;0
0;140.539788073555;21.2417042630764;86.5;66.4;0;0;0;0;0;0;0
0;93.4016906935337;28.6504799261723;71.4;51.7;0;0;0;0;0;0;0
0;52.2750049578892;13.4014924542008;89.4;41.8;0;0;0;0;0;0;0
0;79.3302171955034;7.02139587261679;93.1;48.7;1;1;1;0;0;0;0
0;126.634113875967;29.1602469125349;76.6;67.4;0;0;0;0;0;0;0
0;41.9626641770475;17.348486965727;88.4;37.1;0;0;0;0;0;0;0
0;60.130200777048;17.0672200431119;85.2;41.5;0;0;0;0;0;0;0
0;59.1115335422163;26.1021071946309;77.6;36.6;0;0;0;0;0;0;0
0;57.6976402166498;28.6309273339164;75.8;34.7;0;0;0;0;0;0;0
0;112.833654177918;28.8617393793236;73.4;61.2;0;0;0;0;0;0;0
0;18.505947274207;25.5196003103497;91.9;25.8;0;0;0;0;0;0;0
0;157.724102151741;8.96939239859646;96.6;58.3;0;1;0;0;0;0;0
0;59.172337700132;28.8804432098955;75.2;35.2;0;0;0;0;0;0;0
0;122.915099413431;28.7083611514137;75.9;65.6;0;0;0;0;0;0;0
1;101.266027670726;25.5931631495601;74.9;55;0;0;0;0;0;0;0
0;46.0674996837402;22.7727907819837;83.6;34.2;0;0;0;0;0;0;0
0;80.7974030279784;18.1333946077396;82.1;47.1;0;0;0;0;0;0;0
0;62.4639268918428;13.1946959040366;88.3;43.9;0;0;0;0;0;0;0
0;102.395406833758;9.31718841711382;90.9;52;0;1;0;0;0;0;0
0;41.0090869015702;9.1438503924769;94;43.1;1;1;1;0;0;0;0
0;103.448615051687;4.72969343615418;95.4;51.1;0;1;1;0;0;0;0
0;54.920012962402;16.0078105935821;86.9;40.8;0;0;0;0;0;0;0
0;90.2908390223506;19.7002538054716;80.3;50.1;0;1;0;0;0;0;0
0;40.7321066997092;19.0031576323515;87.6;35.6;1;1;0;0;0;0;0
1;104.470294100066;16.0078105935821;84.5;54;0;0;0;0;0;0;0
1;33.120687218732;22.3277853805522;87.8;31.3;0;0;0;0;0;0;0
0;108.434948822922;25.298221281347;76;58;0;1;1;0;0;0;0
0;2.72631099390626;16.8190368333029;99.2;33.2;0;0;0;0;0;0;0
1;113.962488974578;23.6372587243106;78.4;59.6;0;0;0;0;0;0;0
0;71.911245027539;20.9346602551845;80.1;43.5;0;0;0;0;0;0;0
0;104.381394591091;16.1046577113579;84.4;54;0;0;0;0;0;0;0
0;37.3255204831061;20.120636172845;87.8;34;1;0;0;0;0;0;0
0;21.7388595335668;17.0097031132233;93.7;34.2;0;1;0;0;0;0;1
0;93.0940580589171;11.1162043881893;88.9;50.6;1;1;0;0;0;0;0
0;53.2158744151031;13.3600149700515;89.3;42;0;1;0;0;0;0;0
0;134.545281138307;17.8196520729222;87.3;62.5;0;0;0;0;0;0;0
0;111.908704828182;9.91614844584328;90.8;53.7;1;1;0;0;0;0;0
0;35.2454696021493;29.6319084771805;82.9;25.8;0;0;0;0;0;0;0
0;129.344488348621;36.5941252115691;71.7;73.2;0;1;0;0;0;0;0
0;52.8290765100596;11.420157617126;90.9;43.1;0;1;0;0;0;0;0
0;143.400682536318;33.8803778019077;79.8;77.2;0;0;0;0;0;0;0
0;108.316324190113;15.2738338343718;85.5;54.8;0;1;0;0;0;0;0
0;63.6495387540514;23.881373494839;78.6;39.4;0;0;0;0;0;0;0
0;129.606089493788;33.0977340614127;74.5;71.1;0;0;0;0;0;0;0
0;135;2.9698484809835;97.9;52.1;1;1;0;0;0;0;0
0;107.470928127543;26.3138746671789;74.9;57.9;0;0;0;0;0;0;0
0;142.16723872852;11.9016805536025;92.7;59.4;1;1;0;0;0;0;0
1;153.281341202973;33.3622541204877;85;79.8;0;0;0;0;0;0;0
0;105.097155158191;22.2685877414802;78.5;55.8;0;0;0;0;0;0;0
1;50.4773687288289;10.3711137299713;92;43.4;1;1;0;0;0;0;0
0;90.2417529092681;23.7002109695251;76.3;50.1;0;1;0;0;0;0;0
0;116.565051177078;29.9633108984972;73.2;63.4;0;0;0;0;0;0;0
0;147.346420668727;16.8656455553886;90.9;64.2;0;0;0;0;0;0;0
0;27.831827564818;18.206042952822;91.5;33.9;0;0;0;0;0;0;0
0;129.427802196036;29.129023327259;77.5;68.5;0;1;0;0;0;0;0
0;134.712083933443;28.1432052190222;80;69.8;0;0;0;0;0;0;0
0;148.869686438505;23.5983050238783;87.8;70.2;0;0;0;0;0;0;0
0;34.2789037265628;26.9875897404715;84.8;27.7;0;0;0;0;0;0;0
0;137.57184060785;29.9407748730723;79.8;72.1;0;0;0;0;0;0;0
0;61.6992442339936;13.2883407542101;88.3;43.7;0;0;0;0;0;0;0
0;33.4624787348298;27.9293752167856;84.6;26.7;0;0;0;0;0;0;0
0;64.7019474966892;28.3155434346579;74.4;37.9;0;0;0;0;0;0;0
0;104.240323742941;27.236923467969;73.6;56.7;0;1;0;0;0;0;0
