"goal";"degree";"distance";"start_x";"start_y";"shot_headed";"crosses";"corner";"pass_throw_in";"pass_long_ball";"pass_through_ball";"pass_headed"
0;167.327684063676;17.3219513912261;96.2;66.9;0;0;0;0;0;0;0
0;47.8421378836557;9.98248466064437;92.6;43.3;0;1;0;0;0;0;0
0;124.222046477391;29.8718931438903;75.3;66.8;0;1;0;0;0;0;0
0;112.999301649459;30.2006622443946;72.2;61.8;0;1;0;0;0;0;0
0;56.7351252585992;29.8991638679077;75;33.6;0;0;0;0;0;0;0
0;97.3806363588408;19.4612435368349;80.7;52.5;0;0;0;0;0;0;0
0;38.2583027064557;22.2865430248839;86.2;32.5;0;1;0;0;0;0;0
0;116.752598067028;27.3248970720843;75.6;62.3;0;0;0;0;0;0;0
0;140.013113755036;32.3678853186303;79.2;74.8;0;0;0;0;0;0;0
0;65.8790168805574;22.0229425826795;79.9;41;0;1;0;0;0;0;0
0;156.605527242638;15.3629424265015;93.9;64.1;0;0;0;0;1;0;0
0;82.6547222488359;25.8118189982806;74.4;46.7;0;1;1;0;0;0;0
0;51.5227344321844;39.2154306364217;69.3;25.6;0;1;0;0;0;0;1
0;94.289153328819;28.0786395681842;72;52.1;0;1;0;0;0;0;0
0;132.448904910999;28.5954541841881;78.9;69.3;0;0;0;0;0;0;0
0;129.507675442873;14.7756556538111;88.6;59.4;1;1;1;0;0;0;0
1;110.556045219583;5.12640224719052;95.2;51.8;1;1;1;0;0;0;0
0;78.9297974220606;4.68721665810318;95.4;49.1;0;0;0;0;0;0;0
0;26.6633285755729;26.0725909721301;88.3;26.7;0;0;0;0;0;0;0
0;130.458546190408;34.8282930962745;73.5;72.6;0;0;1;0;0;0;0
1;93.044778444194;9.41328847959097;90.6;50.5;1;1;0;0;0;0;0
0;145.675541463657;40.0795459056112;77.4;83.1;0;0;0;0;0;0;0
0;141.793830560486;19.7253643819322;87.8;65.5;0;1;0;0;0;0;0
0;76.9447527762034;28.3323137071436;72.4;43.6;0;0;0;0;0;0;0
0;125.47533202821;32.0494929757087;73.9;68.6;0;0;0;0;0;0;0
1;63.9246444160512;10.4651803615609;90.6;45.4;0;1;0;0;0;0;0
1;16.2491480161464;20.7280003859514;94.2;30.1;0;0;0;0;0;0;0
0;46.3118877825041;37.0621100316752;73.2;24.4;0;0;0;0;0;0;0
0;25.4362163804173;18.160396471443;92.2;33.6;0;0;0;0;0;0;0
0;68.1985905136482;12.9243955371228;88;45.2;0;0;0;0;0;0;0
0;51.4640743193768;28.8922134839129;77.4;32;0;0;0;0;0;0;1
0;145.347068848384;42.9121195002065;75.6;85.3;0;0;0;0;0;0;0
0;41.8004602904374;11.4021927715681;92.4;41.5;1;0;0;0;0;0;0
0;57.4824893849545;28.4620800364274;76;34.7;0;0;0;0;0;0;0
0;123.951094328345;24.3515913237718;79.8;63.6;0;0;0;0;0;0;0
0;143.852004099389;17.4613859701915;89.7;64.1;0;1;1;0;0;0;0
0;95.8263420295558;14.7763324272297;85.3;51.5;1;0;0;0;0;0;0
0;47.0771747651628;40.9684024584801;70;22.1;0;0;0;0;0;0;0
0;113.843716799116;24.4902021224816;77.6;59.9;0;1;1;0;0;0;0
0;63.5447107183675;23.3445925216098;79.1;39.6;0;1;0;0;0;0;0
0;81.5183942059707;11.5260574352204;88.6;48.3;1;1;0;0;0;0;0
0;77.4711922908485;2.76586333718787;97.3;49.4;0;1;0;0;0;0;0
0;128.811384036758;5.90338885725817;95.4;53.7;1;1;1;0;0;0;0
0;123.133274757379;28.5406727320853;76.1;65.6;0;0;0;0;1;0;0
0;63.434948822922;9.39148550549912;91.6;45.8;1;1;1;0;0;0;0
0;134.064641804243;34.6528498106577;75.1;74.1;0;0;0;0;0;0;0
1;54.5160202049682;24.8072570027401;79.8;35.6;0;0;0;0;0;0;0
0;114.476161510871;14.7231110842784;86.6;56.1;0;1;0;0;0;0;0
0;93.2397002961021;5.3084837759948;94.7;50.3;0;1;1;0;0;0;0
0;99.7524249416538;25.9753729520867;74.4;54.4;0;0;0;0;0;0;0
0;104.610906038225;24.182018112639;76.6;56.1;0;0;0;0;0;0;0
0;83.1146021498277;26.6925083122587;73.5;46.8;0;0;0;0;0;0;0
0;98.4927290281185;22.3450218169506;77.9;53.3;0;0;0;0;0;0;0
0;60.4221613187387;8.50881895447307;92.6;45.8;1;0;0;0;0;0;0
0;58.768090451483;10.9931797037982;90.6;44.3;1;1;0;0;0;0;0
0;69.7211558679292;31.449324317066;70.5;39.1;0;0;0;0;0;0;0
0;69.8293465881496;26.1007662722764;75.5;41;0;1;0;0;0;0;0
0;52.1250163489018;35.3454381780733;72.1;28.3;0;0;0;0;0;0;0
0;81.4692343900519;10.1118742080783;90;48.5;1;0;0;0;0;0;0
0;47.2196555531979;27.3855801472235;79.9;31.4;0;1;0;0;0;0;0
0;40.3444925719864;21.7800367309148;85.9;33.4;0;1;1;0;0;0;0
0;86.0424468858721;31.8760097879267;68.2;47.8;0;1;0;0;0;0;0
0;116.406775945664;16.1891939268143;85.5;57.2;0;1;0;0;0;0;0
0;92.9766994681117;25.0337771820395;75;51.3;0;0;0;0;0;0;0
0;19.1684251335201;22.2326336721496;92.7;29;0;0;0;0;0;0;0
0;15.113473059576;14.1908421173657;96.3;36.3;1;1;0;0;0;0;0
0;80.6979452887012;23.5091471559476;76.8;46.2;0;1;1;0;0;0;0
0;106.320963730619;18.8600106044509;81.9;55.3;0;1;0;0;0;0;0
0;83.5956472736159;9.86154146165801;90.2;48.9;1;1;0;0;0;0;0
0;33.3212156719396;12.9247823966208;92.9;39.2;1;1;1;0;0;0;0
0;71.3556887245631;25.9624729176556;75.4;41.7;0;0;0;0;0;0;0
0;134.827941119272;23.546761985462;83.3;66.6;0;0;0;0;0;0;0
0;135.215396652607;37.6183465878021;73.5;76.7;0;0;0;0;0;0;0
0;113.144333162904;27.7319310542919;74.5;60.9;0;0;0;0;0;0;0
0;124.104496316587;30.6757233003559;74.6;67.2;0;0;0;0;0;0;0
0;67.3628251493101;25.4615396235184;76.5;40.2;0;0;0;0;0;0;0
0;150.797631484453;30.1293876472789;85.3;76.3;0;0;0;0;0;0;0
0;167.905242922988;10.0224747442934;97.9;59.8;0;1;0;0;0;0;0
0;51.0309892456522;28.9394194827747;77.5;31.8;0;0;0;0;0;0;0
0;94.5139884580013;19.0591185525459;81;51.5;0;1;0;0;0;0;0
0;125.027942312669;13.0667517004036;89.3;57.5;0;1;0;0;0;0;0
0;83.3036223838003;24.8696602308918;75.3;47.1;0;0;0;0;0;0;1
0;81.9775963526725;15.047258886588;85.1;47.9;1;1;0;0;0;0;0
0;94.6986805172994;29.298464123568;70.8;52.4;0;0;0;0;0;0;0
0;15.2179619122141;27.0484750032234;92.9;23.9;0;0;0;0;0;0;0
0;43.1118119932591;19.3145023233838;86.8;35.9;0;0;0;0;0;0;0
0;19.0577045101283;11.6378692207809;96.2;39;0;1;1;0;0;0;0
0;47.9886324552295;17.6309387157916;86.9;38.2;0;0;0;0;0;0;1
1;147.925999124706;8.85098864534353;95.3;57.5;1;1;0;0;0;0;0
0;106.260204708312;15;85.6;54.2;0;1;0;0;0;0;0
0;152.864860377923;8.98943824718764;95.9;58;0;1;1;0;0;0;0
0;79.3803447238449;16.2788205960997;84;47;0;1;0;0;0;0;0
0;97.3264066601695;7.05761999543756;93;50.9;0;0;0;0;0;0;0
0;148.781597235654;11.5762688289448;94;59.9;1;1;1;0;0;0;0
0;125.331331338916;9.68349110600098;92.1;55.6;0;0;0;0;0;0;0
0;68.7723488113647;25.9615099714943;75.8;40.6;0;0;0;0;0;0;0
0;30.7627195342389;24.4386988196999;87.5;29;0;0;0;0;0;0;0
0;154.422709222562;25.9422435421457;88.8;73.4;0;0;0;0;0;1;0
0;16.5873385569274;9.80815986819138;97.2;40.6;0;1;1;0;0;0;0
0;45.2689922936965;15.0615404258661;89.3;39.4;0;1;1;0;1;0;0
0;45.8487642715536;19.0939781082937;86.3;36.7;1;1;0;0;0;0;0
0;25.9700125462501;30.1438219209177;86.8;22.9;0;0;0;0;0;0;0
0;98.5912254322277;28.1154761652724;72.2;54.2;0;0;0;0;0;0;1
0;108.169077044418;27.259126911917;74.1;58.5;0;0;0;0;0;0;0
0;45.9980833434077;20.2970441197727;85.4;35.9;0;0;0;0;0;0;0
0;69.3967589265827;14.208800090085;86.7;45;1;0;0;0;0;0;0
0;42.3085899842216;33.1291412505667;77.7;25.5;0;0;0;0;0;0;0
0;107.65012421993;30.0128305895995;71.4;59.1;0;0;0;0;0;0;0
0;107.864860377923;12.7129854872882;87.9;53.9;1;1;0;0;0;0;0
0;69.7751405688319;22.2733024044483;79.1;42.3;0;0;0;0;1;0;0
0;66.0803970799226;13.5650285661328;87.6;44.5;0;1;0;0;0;0;0
0;89.815769832625;31.1001607712886;68.9;49.9;0;1;0;0;0;0;0
0;69.3701200538738;27.2472016911829;74.5;40.4;0;0;0;0;0;0;0
0;161.411030635406;23.5274307989632;92.5;72.3;0;0;0;0;0;0;0
0;27.9794743884802;7.24706837279738;96.6;43.6;1;1;1;0;0;0;0
0;76.7091985887141;13.0495210640084;87.3;47;1;1;1;0;0;0;0
0;32.1118148742343;17.1189952976219;90.9;35.5;0;1;0;0;0;0;0
0;111.885792016673;25.217454272785;76.6;59.4;0;0;0;0;0;0;0
0;141.866429802498;13.6033084211158;91.6;60.7;0;0;0;0;0;0;0
0;142.009384256621;17.3833253435584;89.3;63.7;1;0;0;0;0;1;0
0;135.133556353706;30.3349633261687;78.6;71.5;0;0;0;0;0;0;0
0;51.1701750950296;10.5261578935526;91.8;43.4;1;1;1;0;0;0;0
0;113.71183459326;27.8512118228274;74.5;61.2;0;0;0;0;0;0;0
0;166.159304508344;7.10633520177595;98.3;56.9;0;1;0;0;0;0;0
0;105.326917887922;27.9957139576757;73;57.4;0;0;0;0;0;0;0
1;75.2089151012888;18.4100516023177;82.2;45.3;0;0;0;0;0;0;0
0;22.4706019970632;20.6693009073844;92.1;30.9;0;1;1;0;0;0;0
0;40.5801288611453;29.3615394691763;80.9;27.7;0;0;0;0;0;0;1
0;25.7307056015312;9.21357693840997;96;41.7;0;0;0;0;0;0;0
0;46.2319774026397;13.1552270980018;90.5;40.9;0;0;0;0;0;0;0
0;75.8576533579673;26.1938924178901;74.6;43.6;0;1;0;0;0;0;0
0;43.5159853243379;27.3034796317246;81.2;30.2;0;0;0;0;0;0;0
0;136.236407602856;9.83107318658548;93.2;57.1;1;0;0;0;0;0;0
0;121.701429669506;23.9774894432257;79.6;62.6;0;0;1;0;0;0;0
1;146.397008059737;18.2496575310333;89.9;65.2;0;1;0;0;0;0;0
0;145.106697449301;23.7741456208209;86.4;69.5;0;1;1;0;0;0;0
0;109.195467600053;28.5895085652062;73;59.4;0;0;0;0;0;0;0
0;143.092703025582;30.6400065274144;81.6;74.5;0;0;1;0;0;0;0
0;12.9670839831213;46.7932687466905;89.5;4.4;0;0;0;0;0;0;0
1;33.8304980769171;11.3159179919262;93.7;40.6;0;1;0;0;0;0;0
0;36.1327517362239;27.9823158441184;83.5;27.4;0;0;1;0;0;0;0
0;40.0607844578738;22.9956517628877;85.2;32.4;0;0;1;0;0;0;0
0;39.2256740973367;12.6506916806948;92;40.2;1;1;0;0;0;0;0
0;120.843807413145;24.575801105966;78.9;62.6;0;0;0;0;0;0;0
0;55.8403054543306;30.4540637682395;74.8;32.9;0;0;0;0;0;0;0
0;100.868525340169;12.7283148923964;87.5;52.4;1;1;1;0;0;0;0
0;60.3955492539951;25.30316185776;78;37.5;0;0;0;0;0;0;0
0;43.8394707523513;38.4037758560275;73.4;22.3;0;0;0;0;1;0;0
0;69.7751405688319;16.1987653850533;84.8;44.4;0;0;0;0;0;0;0
0;23.5816511448499;27.4961815530811;89;24.8;0;0;0;0;0;0;0
0;136.458123155897;19.4517351411127;86.6;64.1;0;0;0;0;0;0;0
0;64.6538240580533;8.40951841665145;92.4;46.4;1;1;1;0;0;0;0
0;55.750966993188;17.0578427709954;85.9;40.4;0;0;0;0;0;0;0
0;82.7857379607932;15.9260792412948;84.2;48;0;1;1;0;0;0;0
0;40.2363583092738;6.81175454637057;95.6;44.8;0;1;0;0;0;0;0
0;20.7722546820458;24.8128998708333;91.2;26.8;0;0;0;0;0;0;0
1;121.651272886713;8.57554662980734;92.7;54.5;1;1;0;0;0;0;0
0;83.6246790251915;18.0113852882004;82.1;48;0;1;1;0;0;0;0
1;144.893920669735;24.6916990099912;85.8;70.2;0;0;0;0;0;1;0
0;100.370741528285;15.5540991381693;84.7;52.8;0;0;0;0;0;0;0
0;56.5048153262588;32.6165602110339;72.8;32;0;0;0;0;0;0;0
0;79.6778279256196;29.5787085586913;70.9;44.7;0;0;0;0;0;0;0
1;88.5913712646615;12.203687967168;87.8;49.7;1;1;0;0;0;0;0
0;73.5084736940861;15.8521291945278;84.8;45.5;0;1;1;0;0;0;0
0;42.8141991932244;18.5396871602516;87.4;36.4;1;1;1;0;0;0;0
0;75.4397243806431;7.95550124127952;92.3;48;1;1;0;0;0;0;0
0;106.699244233994;12.5283678106927;88;53.6;0;0;0;0;0;0;0
0;56.0765497341683;27.2360055808483;77.4;34.8;0;0;0;0;0;0;0
1;68.5522636728947;12.0332871651931;88.8;45.6;1;1;0;0;0;0;0
0;82.4988679628338;28.3425475213503;71.9;46.3;0;1;0;0;0;0;0
1;138.585274268748;28.2688874913747;81.3;71.2;0;0;0;0;0;0;0
0;106.755748929199;9.71236325515062;90.7;52.8;1;1;0;0;0;0;0
0;153.964225033123;19.3651749282055;91.5;67.4;0;0;0;0;0;0;0
0;56.177914782506;12.0370262108213;90;43.3;1;1;1;0;0;0;0
0;120.242680674115;29.9803268828077;74.1;65.1;0;1;0;0;0;0;0
0;42.9974668681731;10.1178060863015;93.1;42.6;1;1;0;0;0;0;1
0;32.6003335736902;20.4166598639444;89;32.8;0;1;0;0;0;0;0
0;151.43159227475;21.7478734592603;89.6;69.1;0;0;0;0;0;0;0
0;124.695153531234;12.6491106406735;89.6;57.2;1;1;0;0;0;0;0
1;32.0209400308109;39.0397233596756;79.3;16.9;0;0;0;0;0;0;0
0;108.795294886309;25.1406046068904;76.2;58.1;0;0;0;0;0;0;0
0;147.528807709152;16.9499262535269;90.9;64.3;1;0;0;0;0;0;0
0;137.321530589833;10.4737767782209;92.9;57.7;1;1;0;0;0;0;1
0;16.9051580986356;10.6606754007427;96.9;39.8;1;1;0;0;0;0;0
0;53.305676205556;19.5800919303256;84.3;38.3;0;0;0;0;0;0;0
0;95.3615689806317;31.0357857963996;69.1;52.9;0;0;0;0;0;0;0
0;130.700137179808;18.8621313747943;85.7;62.3;0;0;0;0;0;1;0
0;55.6058723128624;18.0568546541196;85.1;39.8;0;0;0;0;0;0;0
0;159.015102164118;23.4557029312703;91.6;71.9;0;0;0;0;0;0;0
0;117.310185488884;30.9497980607305;72.5;64.2;0;0;0;0;0;0;1
0;59.9314171781376;17.5635987200801;84.8;41.2;0;0;0;0;0;0;0
0;42.6784694101673;10.4737767782209;92.9;42.3;1;1;1;0;0;0;0
0;98.6371314150708;23.9718585011676;76.3;53.6;0;0;0;0;0;0;0
0;38.8533743403533;23.1138486626524;85.5;32;0;0;0;0;0;0;0
1;81.1479959006106;24.6941288568761;75.6;46.2;0;0;0;0;0;0;0
0;134.241877032172;37.409223461601;73.2;76.1;0;0;0;0;0;0;0
0;137.57184060785;29.9407748730723;79.8;72.1;0;0;1;0;0;0;0
0;113.629377730657;5.23927475897189;95.2;52.1;0;0;0;0;0;0;0
0;109.45797901159;17.7115781340907;83.3;55.9;0;0;0;0;0;0;0
0;88.4275695723266;25.5096060338062;74.5;49.3;0;0;0;0;0;0;0
0;92.7702157972002;18.6217614634062;81.4;50.9;0;0;0;0;0;0;0
1;100.375844920051;7.21803297304743;92.9;51.3;1;0;0;0;0;0;0
0;138.878524502848;50.1780828649322;67;87.8;0;0;0;0;0;0;0
0;128.732518595151;12.3065023463208;90.4;57.7;0;0;0;0;0;0;0
1;102.528807709152;14.7512711316686;85.6;53.2;0;0;0;0;0;0;0
1;68.1356972573358;16.9168554997671;84.3;43.7;0;0;0;0;0;0;0
0;72.2016447530415;28.4622557082182;72.9;41.3;0;0;0;0;0;0;0
0;40.9936085283728;36.4343244756919;76.1;22.5;0;0;1;0;0;0;0
0;28.3342424831246;11.588356225108;94.5;39.8;0;0;0;0;0;0;0
0;84.7323028719558;14.1598022585063;85.9;48.7;1;1;0;0;0;0;0
0;82.4550709612432;15.2318744742727;84.9;48;1;1;0;0;0;0;0
0;138.456619172042;10.555093557141;93;57.9;1;1;1;0;0;0;0
0;133.315315682104;33.6728377182559;75.5;73.1;0;0;0;0;0;0;0
0;107.078471654874;34.7315418603897;66.8;60.2;0;0;0;0;0;0;0
0;39.437666605611;29.9100317619357;81;26.9;0;0;0;0;0;0;0
0;44.3013056170165;11.5974135047432;91.9;41.7;0;1;0;0;0;0;0
0;94.561807987457;18.8597454913899;81.2;51.5;0;0;0;0;0;0;1
0;133.152389734005;10.9658560997307;92;57.5;0;0;0;0;0;0;0
0;154.903749537308;17.4470627900515;92.6;65.8;1;0;0;0;0;0;0
0;108.7117378751;13.0919822792425;87.6;54.2;1;1;0;0;0;0;0
0;85.072890052351;5.82151183113115;94.2;49.5;1;1;1;0;0;0;0
0;26.565051177078;28.6216701119973;87.2;24.4;0;0;0;0;0;0;0
0;91.531607792011;18.706683297688;81.3;50.5;0;0;0;0;0;0;0
0;70.316672453559;26.1266147826311;75.4;41.2;0;0;0;0;0;0;0
0;53.078344663164;22.1400090334218;82.3;36.7;0;0;0;0;0;0;1
0;68.7026459509662;12.66491215919;88.2;45.4;1;1;0;0;0;0;0
0;78.6900675259798;11.2178429299041;89;47.8;1;1;0;0;0;0;0
0;93.3124590022164;31.1520464817321;68.9;51.8;0;0;0;0;0;0;0
1;57.7243556854224;4.49444101084884;96.2;47.6;0;1;0;0;0;0;0
0;75.0685828218624;15.52417469626;85;46;0;1;0;0;0;0;0
1;152.571258778322;8.90056178002265;95.9;57.9;1;1;1;0;0;0;0
0;48.6126572936213;34.7880726686604;73.9;27;0;0;0;0;0;0;0
0;76.1028236849847;19.9849943707773;80.6;45.2;0;1;1;0;0;0;0
0;124.624155079949;10.2078401241399;91.6;55.8;1;1;1;0;0;0;0
0;87.1375947738883;8.00999375780031;92;49.6;1;1;1;0;0;0;0
0;144.286927512497;22.784643951574;86.7;68.5;0;0;0;0;0;0;0
0;23.8319005294483;17.8193714816208;92.8;33.7;0;0;0;0;0;0;1
0;132.580490783344;15.0748134316813;88.9;60.2;1;1;0;0;0;0;0
0;115.129177954815;33.909438214161;69.3;64.4;0;0;0;0;0;0;0
0;59.7435628364707;26.3956435799546;77.2;36.7;0;0;0;0;0;0;0
0;23.0912951718181;28.0471032372329;89;24.2;0;0;0;0;0;0;0
0;157.948937280923;25.570490804832;90.4;73.7;0;0;0;0;1;0;0
1;48.428368558855;15.3717272939641;88.5;39.8;0;0;0;0;0;0;0
0;93.1798301198642;7.21110255092798;92.8;50.4;1;1;0;0;0;0;1
1;131.293060006281;25.1549199958974;81.1;66.6;0;0;0;0;1;0;0
0;81.3044971225752;8.59883713068226;91.5;48.7;1;1;0;0;0;0;0
0;36.1283350066211;41.723494580392;75.4;16.3;0;0;0;0;0;0;0
1;72.2553283749431;7.87464284904401;92.5;47.6;0;1;0;0;0;0;0
0;61.209024927808;12.665701717631;88.9;43.9;0;1;0;0;0;0;0
0;66.7022247391848;22.7554389102913;79.1;41;0;0;0;0;0;0;0
1;139.939215542126;5.74891294072193;96.3;54.4;0;0;0;0;0;0;0
0;123.789366871123;32.0062493897676;73.4;67.8;0;0;0;0;0;0;0
0;89.6506398204972;16.400304875215;83.6;49.9;0;0;0;0;0;0;0
0;59.0362434679265;11.0788086002061;90.5;44.3;0;0;0;0;0;0;0
0;84.5596679689945;27.4235300426477;72.7;47.4;0;0;0;0;0;0;0
0;148.038656583023;27.5811529853268;85.4;73.4;0;0;0;0;0;0;0
0;50.0131137550358;16.1839426593151;87.6;39.6;0;0;0;0;0;0;1
0;16.6207569138921;13.9842768851307;96;36.6;0;1;1;0;0;0;0
0;134.045158746128;16.9729196074217;87.8;61.8;0;1;0;0;0;0;0
0;50.2792800556457;34.5827991926622;73.4;27.9;0;0;0;0;0;0;0
0;130.755361203946;36.3034433628547;72.5;73.7;0;0;0;0;0;0;0
0;47.3350391431574;36.4462618110555;73.2;25.3;0;1;0;0;0;0;0
1;53.1639451024429;33.860005906674;72.9;29.7;0;0;0;0;0;0;0
0;101.859779120948;20.4362423160423;80;54.2;0;0;0;0;0;0;0
0;36.6897228324758;25.4401257858526;84.8;29.6;0;0;0;0;0;0;0
0;48.6522227803063;9.99049548320803;92.5;43.4;1;1;1;0;0;0;0
0;160.691327065111;14.5165422880244;95.2;63.7;0;1;1;0;0;0;0
0;94.2208189452865;27.1737005209081;72.9;52;0;0;0;0;0;0;0
0;136.296063498017;31.2621176506007;78.4;72.6;0;0;0;0;0;0;1
1;86.3086140135487;9.31933474020544;90.7;49.4;1;1;1;0;0;0;0
1;64.0256060375687;8.67640478539354;92.2;46.2;0;1;0;0;0;0;0
0;140.452621987813;31.2541197284454;80.1;74.1;0;0;0;0;0;0;0
0;76.3515989618049;39.4129420368488;61.7;40.7;0;0;0;0;0;0;1
0;126.753679185531;29.5800608518644;76.3;67.7;0;0;0;0;0;0;0
0;114.235931598726;31.9126933993356;70.9;63.1;0;1;0;0;0;0;0
0;129.481305884944;29.4105423275396;77.3;68.7;0;0;0;0;0;0;0
0;159.954750574579;7.87718223732319;97.3;57.4;0;1;0;0;0;0;0
0;115.725612643366;12.2102416028513;89;55.3;1;1;1;0;0;0;0
0;81.9952711427072;6.46297145282262;93.6;49.1;1;1;0;0;0;0;0
0;72.7410457070959;21.5712771990905;79.4;43.6;0;1;0;0;0;0;0
0;72.5120026238515;7.65375724726098;92.7;47.7;1;1;0;0;0;0;0
0;64.1481374579396;10.7786826653353;90.3;45.3;1;0;0;0;0;0;0
0;131.749656854663;28.6839676474507;78.6;69.1;0;0;0;0;0;0;0
0;117.897271030948;7.69415362466854;93.2;53.6;1;1;0;0;0;0;0
1;69.4439547804165;4.27200187265877;96;48.5;0;1;0;0;0;0;1
0;48.9238893227529;19.6328805833479;85.2;37.1;0;0;0;0;0;0;0
0;152.474774256256;24.0187426814977;88.9;71.3;0;0;0;0;0;0;0
0;145.581635520944;19.6379734188638;88.9;66.2;0;0;0;0;0;0;0
0;60.1240073083106;27.1016604657353;76.5;36.5;0;0;0;0;0;0;0
0;15.9100281402835;22.2524155992108;93.9;28.6;0;1;0;0;0;0;0
0;36.6743496695732;23.4401365183738;86;31.2;0;0;0;0;0;0;0
0;113.582833647058;35.2434391057399;67.7;64.1;0;0;0;0;0;0;0
0;141.215635899703;21.5520300667942;86.5;66.8;0;0;0;0;0;0;0
0;51.4495347038423;24.5505600750777;80.8;34.7;0;0;0;0;0;0;0
1;113.355564859286;14.3781083595861;86.8;55.7;0;1;0;0;1;0;0
0;25.0028262602356;24.6058936029562;89.6;27.7;0;0;0;0;0;0;0
0;126.335864566892;30.0413048984228;75.8;67.8;0;1;1;0;0;0;0
0;139.513988458001;37.735129521442;75.5;78.7;0;0;0;0;0;0;0
0;84.4173942434689;26.7267656105261;73.4;47.4;0;0;0;0;0;0;0
0;83.1025724422483;24.9807926215322;75.2;47;0;0;0;0;0;0;0
0;87.9249736385826;13.8090550002525;86.2;49.5;1;1;0;0;0;0;0
0;55.4804755187047;26.8225651271462;77.9;34.8;0;0;1;0;0;0;0
0;130.558758810567;29.2205407205274;77.8;69;0;0;1;0;0;0;0
0;70.2219711082954;31.0304688975207;70.8;39.5;0;0;0;0;0;0;0
0;73.7000892831357;28.8600069300061;72.3;41.9;0;0;0;0;0;0;0
0;73.8902314120751;33.5161155267134;67.8;40.7;0;0;0;0;0;0;0
0;113.01475441879;24.5544293356616;77.4;59.6;0;1;0;0;0;0;0
0;126.184778976777;13.3809566175218;89.2;57.9;1;1;1;0;0;0;0
0;34.8592068538872;17.6708800007244;89.9;35.5;0;0;0;0;0;0;0
0;140.128191041853;11.0751975151687;92.9;58.5;0;1;0;0;0;0;0
0;74.5908147380009;29.3552380334413;71.7;42.2;0;1;1;0;0;0;0
0;160.906507999514;27.5136329843952;91;76;0;0;0;0;0;0;0
0;117.030860259843;5.50090901579003;95.1;52.5;0;1;1;0;0;0;0
0;44.0451587461278;33.9458392148434;76.4;25.6;0;1;0;0;0;0;0
0;91.1457628381751;15.00299970006;85;50.3;0;0;0;0;0;1;0
0;71.954812372396;23.2432785983389;77.9;42.8;0;1;0;0;0;0;0
0;18.1075479320776;27.670381276737;91.4;23.7;0;0;0;0;0;0;0
0;80.7676481490996;28.6714143355364;71.7;45.4;0;0;0;0;0;0;1
0;171.964289289465;17.1685759456048;97.6;67;0;0;0;0;0;0;0
0;77.3806777065692;13.7317151150175;86.6;47;0;0;0;0;0;0;0
0;125.692232506349;30.1663720059274;75.5;67.6;0;0;0;0;0;0;0
0;144.904183212974;40.6995085965421;76.6;83.3;0;0;0;0;0;0;0
0;91.507435758775;3.80131556174964;96.2;50.1;0;1;0;0;0;0;0
0;31.1088088285452;6.77421582177598;96.5;44.2;1;1;1;0;0;0;0
0;8.19806884601631;11.921828718783;98.3;38.2;0;1;0;0;0;0;0
0;146.645974248483;18.915602025841;89.6;65.8;0;0;0;0;0;0;0
0;34.1435866519378;21.0237960416286;88.2;32.6;1;1;0;0;0;0;0
1;149.167055522631;15.0233152133609;92.3;62.9;0;1;0;0;0;0;0
0;30.2564371635293;5.55697759577992;97.2;45.2;0;1;0;0;0;0;0
0;99.614569270901;18.5607111932706;81.7;53.1;0;0;0;0;0;0;0
1;120.041363926279;9.58801335001156;91.7;54.8;0;0;0;0;0;0;0
0;114.472631344345;33.071135450722;69.9;63.7;0;0;0;0;0;0;0
0;79.2157021324374;10.688779163216;89.5;48;1;1;0;0;0;0;0
0;13.3312974143762;21.6843261366361;95;28.9;0;0;0;0;0;0;0
1;126.988768387144;9.64002074686564;92.3;55.8;1;1;0;0;0;0;0
0;158.528631676085;16.1186227699515;94.1;65;1;1;1;0;0;0;0
1;148.109208198154;15.9;91.6;63.5;0;0;0;0;0;0;0
0;108.7117378751;13.0919822792425;87.6;54.2;1;1;0;0;0;0;0
1;59.4207731275111;2.55538646783613;97.8;48.7;0;0;0;0;0;0;0
0;158.962488974578;26.4639377266498;90.5;74.7;0;0;0;0;0;0;0
0;77.5470472061678;24.5782424107177;76;44.7;0;0;0;0;0;0;0
0;106.74575053832;11.8004237212059;88.7;53.4;0;0;0;0;0;0;0
0;55.6603482945353;12.2319254412378;89.9;43.1;1;1;0;0;0;0;0
0;150.137165643725;24.1;88;70.9;0;1;0;0;0;0;0
0;35.420107957988;33.9908811300913;80.3;22.3;0;0;0;0;0;0;0
0;42.0517492780673;32.9948480826932;77.9;25.5;0;0;0;0;0;0;0
0;29.7682482530338;30.4133194505302;84.9;23.6;0;0;0;0;0;0;0
0;90.6062819155174;18.9010581714358;81.1;50.2;0;0;0;0;0;0;0
1;173.873066994506;17.8016853134752;98.1;67.7;0;0;0;0;0;0;0
0;32.7068268793835;24.2439683220384;86.9;29.6;0;1;0;0;0;0;0
0;92.0771747651628;19.3126901285139;80.7;50.7;0;0;0;0;0;0;0
0;154.945997861601;18.6552941547433;92.1;66.9;0;1;0;0;0;0;0
0;127.11686068327;9.28008620649615;92.6;55.6;1;1;0;0;0;0;0
0;90.1830529858435;31.3001597440013;68.7;50.1;0;1;1;0;0;0;0
0;137.465758994998;14.7922276888912;90;60.9;1;1;1;0;0;0;0
0;122.454928942005;27.020177645604;77.2;64.5;0;0;0;0;0;0;0
