start;day;home;away;first_t1;first_t2;second_t1;second_t2;t1_rank;t2_rank;result_first_t1;result_first_t2;result_second_t1;result_second_t2;result_projection_second_t1;result_projection_second_t2
2004;2;Olympique Lyonnais;FC Sochaux-Montbéliard;1;1;2;0;1;8;1;1;3;0;1;1.67
2004;2;Olympique de Marseille;LOSC Lille;3;0;2;1;5;2;3;0;3;0;1.14;1.16
2004;2;Paris Saint-Germain;SM Caen;2;2;0;0;10;16;1;1;1;1;1;1.67
2004;2;FC Nantes;SC Bastia;1;1;0;0;17;18;1;1;1;1;1;1.67
2004;2;AS Monaco FC;FC Istres;2;1;1;0;4;20;3;0;3;0;1.14;1.16
2004;2;AC Ajaccio;FC Metz;1;2;0;1;19;14;0;3;0;3;0.9;1.81
2004;2;Girondins de Bordeaux;OGC Nice;5;1;3;3;7;11;3;0;1;1;1.14;1.16
2004;2;AJ Auxerre;Stade Rennais FC;3;1;0;1;3;13;3;0;0;3;1.14;1.16
2004;2;RC Lens;AS Saint-Etienne;3;0;0;0;12;9;3;0;1;1;1.14;1.16
2004;2;RC Strasbourg;Toulouse FC;1;4;0;2;15;6;0;3;0;3;0.9;1.81
2004;3;FC Sochaux-Montbéliard;AJ Auxerre;1;2;0;2;8;3;0;3;0;3;0.9;1.81
2004;3;SC Bastia;AC Ajaccio;1;0;0;1;18;19;3;0;0;3;1.14;1.16
2004;3;LOSC Lille;Girondins de Bordeaux;0;0;3;1;2;7;1;1;3;0;1;1.67
2004;3;FC Istres;RC Lens;0;2;1;0;20;12;0;3;3;0;0.9;1.81
2004;3;FC Metz;Olympique Lyonnais;1;1;0;2;14;1;1;1;0;3;1;1.67
2004;3;SM Caen;AS Monaco FC;1;0;2;5;16;4;3;0;0;3;1.14;1.16
2004;3;Stade Rennais FC;FC Nantes;1;0;0;2;13;17;3;0;0;3;1.14;1.16
2004;3;Toulouse FC;Paris Saint-Germain;2;1;0;0;6;10;3;0;1;1;1.14;1.16
2004;3;AS Saint-Etienne;RC Strasbourg;1;1;1;1;9;15;1;1;1;1;1;1.67
2004;3;OGC Nice;Olympique de Marseille;1;1;0;2;11;5;1;1;0;3;1;1.67
2004;4;RC Lens;AS Monaco FC;1;1;0;2;12;4;1;1;0;3;1;1.67
2004;4;Olympique de Marseille;FC Metz;1;3;1;0;5;14;0;3;3;0;0.9;1.81
2004;4;OGC Nice;SC Bastia;1;1;0;2;11;18;1;1;0;3;1;1.67
2004;4;AJ Auxerre;SM Caen;1;0;2;0;3;16;3;0;3;0;1.14;1.16
2004;4;RC Strasbourg;FC Istres;1;1;1;1;15;20;1;1;1;1;1;1.67
2004;4;AC Ajaccio;Stade Rennais FC;1;1;0;2;19;13;1;1;0;3;1;1.67
2004;4;Paris Saint-Germain;AS Saint-Etienne;2;2;0;0;10;9;1;1;1;1;1;1.67
2004;4;Girondins de Bordeaux;FC Sochaux-Montbéliard;2;0;0;4;7;8;3;0;0;3;1.14;1.16
2004;4;FC Nantes;Toulouse FC;2;2;1;2;17;6;1;1;0;3;1;1.67
2004;4;Olympique Lyonnais;LOSC Lille;1;0;1;2;1;2;3;0;0;3;1.14;1.16
2004;5;LOSC Lille;OGC Nice;1;0;1;1;2;11;3;0;1;1;1.14;1.16
2004;5;FC Sochaux-Montbéliard;Olympique de Marseille;2;0;2;0;8;5;3;0;3;0;1.14;1.16
2004;5;Stade Rennais FC;Olympique Lyonnais;1;2;1;2;13;1;0;3;0;3;0.9;1.81
2004;5;Toulouse FC;AC Ajaccio;3;1;0;1;6;19;3;0;0;3;1.14;1.16
2004;5;SC Bastia;AJ Auxerre;1;0;1;4;18;3;3;0;0;3;1.14;1.16
2004;5;FC Istres;Paris Saint-Germain;1;1;2;2;20;10;1;1;1;1;1;1.67
2004;5;AS Monaco FC;RC Strasbourg;3;1;0;0;4;15;3;0;1;1;1.14;1.16
2004;5;FC Metz;Girondins de Bordeaux;0;0;0;1;14;7;1;1;0;3;1;1.67
2004;5;SM Caen;RC Lens;1;0;1;0;16;12;3;0;3;0;1.14;1.16
2004;5;AS Saint-Etienne;FC Nantes;0;0;0;0;9;17;1;1;1;1;1;1.67
2004;6;AJ Auxerre;FC Metz;4;0;0;3;3;14;3;0;0;3;1.14;1.16
2004;6;AC Ajaccio;AS Saint-Etienne;1;1;0;3;19;9;1;1;0;3;1;1.67
2004;6;Olympique Lyonnais;SC Bastia;0;0;1;1;1;18;1;1;1;1;1;1.67
2004;6;Paris Saint-Germain;AS Monaco FC;0;1;0;2;10;4;0;3;0;3;0.9;1.81
2004;6;FC Nantes;FC Istres;1;0;1;0;17;20;3;0;3;0;1.14;1.16
2004;6;Olympique de Marseille;Toulouse FC;1;0;3;1;5;6;3;0;3;0;1.14;1.16
2004;6;OGC Nice;FC Sochaux-Montbéliard;2;1;0;0;11;8;3;0;1;1;1.14;1.16
2004;6;Girondins de Bordeaux;Stade Rennais FC;0;0;0;2;7;13;1;1;0;3;1;1.67
2004;6;RC Strasbourg;RC Lens;2;2;1;2;15;12;1;1;0;3;1;1.67
2004;6;LOSC Lille;SM Caen;2;0;0;0;2;16;3;0;1;1;1.14;1.16
2004;7;FC Sochaux-Montbéliard;LOSC Lille;0;2;0;0;8;2;0;3;1;1;0.9;1.81
2004;7;FC Istres;AC Ajaccio;0;1;0;0;20;19;0;3;1;1;0.9;1.81
2004;7;AS Saint-Etienne;AJ Auxerre;3;1;2;2;9;3;3;0;1;1;1.14;1.16
2004;7;SC Bastia;Girondins de Bordeaux;1;4;0;0;18;7;0;3;1;1;0.9;1.81
2004;7;Toulouse FC;Olympique Lyonnais;0;2;0;4;6;1;0;3;0;3;0.9;1.81
2004;7;Stade Rennais FC;Olympique de Marseille;1;0;1;3;13;5;3;0;0;3;1.14;1.16
2004;7;AS Monaco FC;FC Nantes;2;1;0;0;4;17;3;0;1;1;1.14;1.16
2004;7;RC Lens;Paris Saint-Germain;2;2;2;0;12;10;1;1;3;0;1;1.67
2004;7;FC Metz;OGC Nice;1;1;1;1;14;11;1;1;1;1;1;1.67
2004;7;SM Caen;RC Strasbourg;0;0;0;5;16;15;1;1;0;3;1;1.67
2004;8;FC Sochaux-Montbéliard;AS Saint-Etienne;2;1;0;1;8;9;3;0;0;3;1.14;1.16
2004;8;LOSC Lille;FC Metz;4;0;1;1;2;14;3;0;1;1;1.14;1.16
2004;8;AJ Auxerre;FC Istres;0;0;0;1;3;20;1;1;0;3;1;1.67
2004;8;Girondins de Bordeaux;Toulouse FC;1;1;0;1;7;6;1;1;0;3;1;1.67
2004;8;OGC Nice;Stade Rennais FC;2;0;1;4;11;13;3;0;0;3;1.14;1.16
2004;8;FC Nantes;RC Lens;1;0;0;2;17;12;3;0;0;3;1.14;1.16
2004;8;AC Ajaccio;SM Caen;2;2;2;2;19;16;1;1;1;1;1;1.67
2004;8;Olympique de Marseille;SC Bastia;1;0;1;0;5;18;3;0;3;0;1.14;1.16
2004;8;Paris Saint-Germain;RC Strasbourg;1;0;1;3;10;15;3;0;0;3;1.14;1.16
2004;8;Olympique Lyonnais;AS Monaco FC;0;0;1;1;1;4;1;1;1;1;1;1.67
2004;9;AS Saint-Etienne;Olympique Lyonnais;2;3;2;3;9;1;0;3;0;3;0.9;1.81
2004;9;RC Lens;AC Ajaccio;1;1;0;0;12;19;1;1;1;1;1;1.67
2004;9;SM Caen;Girondins de Bordeaux;1;1;2;2;16;7;1;1;1;1;1;1.67
2004;9;RC Strasbourg;FC Nantes;0;2;1;2;15;17;0;3;0;3;0.9;1.81
2004;9;AS Monaco FC;OGC Nice;3;4;1;2;4;11;0;3;0;3;0.9;1.81
2004;9;SC Bastia;Paris Saint-Germain;1;2;0;1;18;10;0;3;0;3;0.9;1.81
2004;9;Stade Rennais FC;LOSC Lille;0;1;0;0;13;2;0;3;1;1;0.9;1.81
2004;9;FC Istres;Olympique de Marseille;0;2;1;1;20;5;0;3;1;1;0.9;1.81
2004;9;FC Metz;FC Sochaux-Montbéliard;0;0;1;2;14;8;1;1;0;3;1;1.67
2004;9;Toulouse FC;AJ Auxerre;1;2;2;3;6;3;0;3;0;3;0.9;1.81
2004;10;Olympique Lyonnais;SM Caen;4;0;0;1;1;16;3;0;0;3;1.14;1.16
2004;10;Olympique de Marseille;AS Saint-Etienne;1;1;0;2;5;9;1;1;0;3;1;1.67
2004;10;OGC Nice;Toulouse FC;1;0;0;1;11;6;3;0;0;3;1.14;1.16
2004;10;AC Ajaccio;RC Strasbourg;2;2;0;1;19;15;1;1;0;3;1;1.67
2004;10;FC Sochaux-Montbéliard;Stade Rennais FC;3;0;0;3;8;13;3;0;0;3;1.14;1.16
2004;10;FC Nantes;Paris Saint-Germain;1;0;0;1;17;10;3;0;0;3;1.14;1.16
2004;10;FC Metz;AS Monaco FC;1;1;0;0;14;4;1;1;1;1;1;1.67
2004;10;Girondins de Bordeaux;FC Istres;2;2;1;0;7;20;1;1;3;0;1;1.67
2004;10;LOSC Lille;SC Bastia;2;1;1;3;2;18;3;0;0;3;1.14;1.16
2004;10;AJ Auxerre;RC Lens;3;0;1;3;3;12;3;0;0;3;1.14;1.16
2004;11;FC Istres;Olympique Lyonnais;0;0;1;2;20;1;1;1;0;3;1;1.67
2004;11;AS Monaco FC;AJ Auxerre;0;0;2;2;4;3;1;1;1;1;1;1.67
2004;11;Toulouse FC;LOSC Lille;1;0;1;1;6;2;3;0;1;1;1.14;1.16
2004;11;SC Bastia;FC Sochaux-Montbéliard;1;1;0;1;18;8;1;1;0;3;1;1.67
2004;11;RC Strasbourg;OGC Nice;3;1;0;0;15;11;3;0;1;1;1.14;1.16
2004;11;SM Caen;FC Nantes;2;1;0;2;16;17;3;0;0;3;1.14;1.16
2004;11;Stade Rennais FC;FC Metz;3;1;1;1;13;14;3;0;1;1;1.14;1.16
2004;11;RC Lens;Olympique de Marseille;0;0;1;2;12;5;1;1;0;3;1;1.67
2004;11;AS Saint-Etienne;Girondins de Bordeaux;0;0;0;2;9;7;1;1;0;3;1;1.67
2004;11;Paris Saint-Germain;AC Ajaccio;1;0;0;1;10;19;3;0;0;3;1.14;1.16
2004;12;Olympique de Marseille;AS Monaco FC;1;1;1;2;5;4;1;1;0;3;1;1.67
2004;12;LOSC Lille;AS Saint-Etienne;1;0;0;0;2;9;3;0;1;1;1.14;1.16
2004;12;AJ Auxerre;Paris Saint-Germain;1;1;0;1;3;10;1;1;0;3;1;1.67
2004;12;Olympique Lyonnais;RC Strasbourg;1;0;1;0;1;15;3;0;3;0;1.14;1.16
2004;12;AC Ajaccio;FC Nantes;1;1;0;0;19;17;1;1;1;1;1;1.67
2004;12;Girondins de Bordeaux;RC Lens;1;1;0;2;7;12;1;1;0;3;1;1.67
2004;12;OGC Nice;FC Istres;0;0;1;1;11;20;1;1;1;1;1;1.67
2004;12;Stade Rennais FC;SM Caen;1;1;2;2;13;16;1;1;1;1;1;1.67
2004;12;FC Metz;SC Bastia;2;0;0;1;14;18;3;0;0;3;1.14;1.16
2004;12;FC Sochaux-Montbéliard;Toulouse FC;2;0;0;0;8;6;3;0;1;1;1.14;1.16
2004;13;FC Nantes;AJ Auxerre;1;1;1;2;17;3;1;1;0;3;1;1.67
2004;13;Paris Saint-Germain;Olympique de Marseille;2;1;1;1;10;5;3;0;1;1;1.14;1.16
2004;13;SM Caen;FC Sochaux-Montbéliard;0;2;0;1;16;8;0;3;0;3;0.9;1.81
2004;13;SC Bastia;Stade Rennais FC;1;1;0;1;18;13;1;1;0;3;1;1.67
2004;13;AS Saint-Etienne;OGC Nice;2;1;0;2;9;11;3;0;0;3;1.14;1.16
2004;13;Toulouse FC;FC Metz;1;1;1;0;6;14;1;1;3;0;1;1.67
2004;13;RC Lens;Olympique Lyonnais;0;1;0;1;12;1;0;3;0;3;0.9;1.81
2004;13;FC Istres;LOSC Lille;0;2;0;8;20;2;0;3;0;3;0.9;1.81
2004;13;RC Strasbourg;Girondins de Bordeaux;1;0;2;0;15;7;3;0;3;0;1.14;1.16
2004;13;AS Monaco FC;AC Ajaccio;2;2;0;3;4;19;1;1;0;3;1;1.67
2004;14;Olympique Lyonnais;FC Nantes;2;0;2;2;1;17;3;0;1;1;1.14;1.16
2004;14;FC Sochaux-Montbéliard;FC Istres;1;1;0;2;8;20;1;1;0;3;1;1.67
2004;14;OGC Nice;RC Lens;1;1;0;0;11;12;1;1;1;1;1;1.67
2004;14;Girondins de Bordeaux;Paris Saint-Germain;3;0;1;1;7;10;3;0;1;1;1.14;1.16
2004;14;SC Bastia;AS Saint-Etienne;0;3;0;3;18;9;0;3;0;3;0.9;1.81
2004;14;Olympique de Marseille;RC Strasbourg;2;0;0;1;5;15;3;0;0;3;1.14;1.16
2004;14;Stade Rennais FC;Toulouse FC;1;1;2;0;13;6;1;1;3;0;1;1.67
2004;14;AJ Auxerre;AC Ajaccio;1;0;3;4;3;19;3;0;0;3;1.14;1.16
2004;14;LOSC Lille;AS Monaco FC;1;1;0;2;2;4;1;1;0;3;1;1.67
2004;14;FC Metz;SM Caen;1;2;1;0;14;16;0;3;3;0;0.9;1.81
2004;15;FC Nantes;Girondins de Bordeaux;0;1;2;0;17;7;0;3;3;0;0.9;1.81
2004;15;Paris Saint-Germain;Olympique Lyonnais;0;0;1;0;10;1;1;1;3;0;1;1.67
2004;15;RC Strasbourg;AJ Auxerre;3;1;0;0;15;3;3;0;1;1;1.14;1.16
2004;15;AS Monaco FC;FC Sochaux-Montbéliard;1;3;1;1;4;8;0;3;1;1;0.9;1.81
2004;15;AS Saint-Etienne;Stade Rennais FC;1;0;2;2;9;13;3;0;1;1;1.14;1.16
2004;15;SM Caen;OGC Nice;0;0;1;0;16;11;1;1;3;0;1;1.67
2004;15;FC Istres;FC Metz;0;0;1;2;20;14;1;1;0;3;1;1.67
2004;15;AC Ajaccio;Olympique de Marseille;2;0;2;1;19;5;3;0;3;0;1.14;1.16
2004;15;Toulouse FC;SC Bastia;1;0;1;2;6;18;3;0;0;3;1.14;1.16
2004;15;RC Lens;LOSC Lille;1;1;1;2;12;2;1;1;0;3;1;1.67
2004;16;Olympique Lyonnais;AJ Auxerre;2;1;3;0;1;3;3;0;3;0;1.14;1.16
2004;16;OGC Nice;Paris Saint-Germain;1;1;1;3;11;10;1;1;0;3;1;1.67
2004;16;Toulouse FC;AS Monaco FC;0;0;1;2;6;4;1;1;0;3;1;1.67
2004;16;Girondins de Bordeaux;AC Ajaccio;0;0;0;0;7;19;1;1;1;1;1;1.67
2004;16;SC Bastia;SM Caen;2;0;1;0;18;16;3;0;3;0;1.14;1.16
2004;16;Stade Rennais FC;FC Istres;3;1;2;0;13;20;3;0;3;0;1.14;1.16
2004;16;FC Sochaux-Montbéliard;RC Lens;1;2;2;3;8;12;0;3;0;3;0.9;1.81
2004;16;Olympique de Marseille;FC Nantes;3;1;2;2;5;17;3;0;1;1;1.14;1.16
2004;16;FC Metz;AS Saint-Etienne;2;2;0;0;14;9;1;1;1;1;1;1.67
2004;16;LOSC Lille;RC Strasbourg;1;1;2;1;2;15;1;1;3;0;1;1.67
2004;17;AJ Auxerre;Girondins de Bordeaux;0;0;0;0;3;7;1;1;1;1;1;1.67
2004;17;AC Ajaccio;Olympique Lyonnais;1;1;1;2;19;1;1;1;0;3;1;1.67
2004;17;AS Saint-Etienne;Toulouse FC;0;0;2;0;9;6;1;1;3;0;1;1.67
2004;17;RC Strasbourg;FC Sochaux-Montbéliard;0;0;2;1;15;8;1;1;3;0;1;1.67
2004;17;AS Monaco FC;Stade Rennais FC;2;0;0;0;4;13;3;0;1;1;1.14;1.16
2004;17;FC Nantes;OGC Nice;0;1;0;0;17;11;0;3;1;1;0.9;1.81
2004;17;RC Lens;FC Metz;2;0;1;1;12;14;3;0;1;1;1.14;1.16
2004;17;Paris Saint-Germain;LOSC Lille;1;1;0;1;10;2;1;1;0;3;1;1.67
2004;17;FC Istres;SC Bastia;1;0;0;2;20;18;3;0;0;3;1.14;1.16
2004;17;SM Caen;Olympique de Marseille;2;3;3;2;16;5;0;3;3;0;0.9;1.81
2004;18;Girondins de Bordeaux;Olympique Lyonnais;0;0;1;5;7;1;1;1;0;3;1;1.67
2004;18;LOSC Lille;FC Nantes;2;1;3;1;2;17;3;0;3;0;1.14;1.16
2004;18;OGC Nice;AC Ajaccio;3;0;1;0;11;19;3;0;3;0;1.14;1.16
2004;18;Olympique de Marseille;AJ Auxerre;0;1;0;0;5;3;0;3;1;1;0.9;1.81
2004;18;AS Saint-Etienne;SM Caen;5;0;0;2;9;16;3;0;0;3;1.14;1.16
2004;18;Toulouse FC;FC Istres;2;1;0;1;6;20;3;0;0;3;1.14;1.16
2004;18;Stade Rennais FC;RC Lens;3;1;2;5;13;12;3;0;0;3;1.14;1.16
2004;18;SC Bastia;AS Monaco FC;0;2;2;5;18;4;0;3;0;3;0.9;1.81
2004;18;FC Sochaux-Montbéliard;Paris Saint-Germain;1;2;2;2;8;10;0;3;1;1;0.9;1.81
2004;18;FC Metz;RC Strasbourg;1;0;1;3;14;15;3;0;0;3;1.14;1.16
2004;19;FC Nantes;FC Sochaux-Montbéliard;2;2;0;1;17;8;1;1;0;3;1;1.67
2004;19;RC Lens;SC Bastia;2;1;1;3;12;18;3;0;0;3;1.14;1.16
2004;19;AS Monaco FC;Girondins de Bordeaux;1;1;1;1;4;7;1;1;1;1;1;1.67
2004;19;AC Ajaccio;LOSC Lille;0;0;2;0;19;2;1;1;3;0;1;1.67
2004;19;Olympique Lyonnais;Olympique de Marseille;1;1;1;0;1;5;1;1;3;0;1;1.67
2004;19;Paris Saint-Germain;FC Metz;3;0;2;3;10;14;3;0;0;3;1.14;1.16
2004;19;AJ Auxerre;OGC Nice;4;3;0;1;3;11;3;0;0;3;1.14;1.16
2004;19;RC Strasbourg;Stade Rennais FC;1;0;0;4;15;13;3;0;0;3;1.14;1.16
2004;19;FC Istres;AS Saint-Etienne;0;2;0;2;20;9;0;3;0;3;0.9;1.81
2004;19;SM Caen;Toulouse FC;0;2;3;2;16;6;0;3;3;0;0.9;1.81
2005;1;RC Strasbourg;AJ Auxerre;0;0;0;4;20;4;1;1;0;3;1;1.67
2005;1;FC Sochaux-Montbéliard;Toulouse FC;0;1;2;1;17;15;0;3;3;0;0.9;1.81
2005;1;LOSC Lille;Stade Rennais FC;1;0;2;2;8;10;3;0;1;1;1.14;1.16
2005;1;AS Nancy-Lorraine;AS Monaco FC;0;1;2;2;12;5;0;3;1;1;0.9;1.81
2005;1;Paris Saint-Germain;FC Metz;4;1;0;1;6;18;3;0;0;3;1.14;1.16
2005;1;Le Mans FC;Olympique Lyonnais;1;2;1;8;11;1;0;3;0;3;0.9;1.81
2005;1;FC Nantes;RC Lens;2;0;1;3;13;2;3;0;0;3;1.14;1.16
2005;1;AS Saint-Etienne;AC Ajaccio;0;0;1;3;9;19;1;1;0;3;1;1.67
2005;1;Olympique de Marseille;Girondins de Bordeaux;0;2;1;1;7;3;0;3;1;1;0.9;1.81
2005;1;OGC Nice;ESTAC Troyes;1;1;2;1;14;16;1;1;3;0;1;1.67
2005;2;Olympique Lyonnais;RC Strasbourg;1;0;4;0;1;20;3;0;3;0;1.14;1.16
2005;2;AS Monaco FC;AJ Auxerre;0;2;1;2;5;4;0;3;0;3;0.9;1.81
2005;2;RC Lens;Olympique de Marseille;2;0;1;1;2;7;3;0;1;1;1.14;1.16
2005;2;ESTAC Troyes;AS Saint-Etienne;0;0;1;1;16;9;1;1;1;1;1;1.67
2005;2;FC Sochaux-Montbéliard;Paris Saint-Germain;0;1;1;3;17;6;0;3;0;3;0.9;1.81
2005;2;Toulouse FC;OGC Nice;0;2;1;2;15;14;0;3;0;3;0.9;1.81
2005;2;Stade Rennais FC;FC Nantes;0;3;2;0;10;13;0;3;3;0;0.9;1.81
2005;2;Girondins de Bordeaux;AS Nancy-Lorraine;1;0;0;0;3;12;3;0;1;1;1.14;1.16
2005;2;AC Ajaccio;LOSC Lille;3;3;0;2;19;8;1;1;0;3;1;1.67
2005;2;FC Metz;Le Mans FC;0;0;0;2;18;11;1;1;0;3;1;1.67
2005;3;Paris Saint-Germain;Toulouse FC;2;0;0;1;6;15;3;0;0;3;1.14;1.16
2005;3;AJ Auxerre;Girondins de Bordeaux;1;0;0;1;4;3;3;0;0;3;1.14;1.16
2005;3;FC Nantes;AC Ajaccio;0;2;2;0;13;19;0;3;3;0;0.9;1.81
2005;3;AS Nancy-Lorraine;RC Lens;1;2;2;1;12;2;0;3;3;0;0.9;1.81
2005;3;AS Saint-Etienne;FC Metz;2;0;1;0;9;18;3;0;3;0;1.14;1.16
2005;3;RC Strasbourg;AS Monaco FC;1;2;1;1;20;5;0;3;1;1;0.9;1.81
2005;3;Le Mans FC;Stade Rennais FC;4;0;0;1;11;10;3;0;0;3;1.14;1.16
2005;3;OGC Nice;FC Sochaux-Montbéliard;1;2;1;1;14;17;0;3;1;1;0.9;1.81
2005;3;LOSC Lille;ESTAC Troyes;1;2;0;1;8;16;0;3;0;3;0.9;1.81
2005;3;Olympique de Marseille;Olympique Lyonnais;1;1;1;2;7;1;1;1;0;3;1;1.67
2005;4;Stade Rennais FC;Olympique de Marseille;3;2;0;1;10;7;3;0;0;3;1.14;1.16
2005;4;Olympique Lyonnais;AS Nancy-Lorraine;1;0;2;0;1;12;3;0;3;0;1.14;1.16
2005;4;RC Lens;AJ Auxerre;7;0;0;1;2;4;3;0;0;3;1.14;1.16
2005;4;AC Ajaccio;Le Mans FC;0;0;0;1;19;11;1;1;0;3;1;1.67
2005;4;FC Sochaux-Montbéliard;LOSC Lille;0;0;0;3;17;8;1;1;0;3;1;1.67
2005;4;Girondins de Bordeaux;AS Monaco FC;1;0;1;0;3;5;3;0;3;0;1.14;1.16
2005;4;OGC Nice;FC Nantes;1;1;0;0;14;13;1;1;1;1;1;1.67
2005;4;FC Metz;RC Strasbourg;0;0;1;2;18;20;1;1;0;3;1;1.67
2005;4;ESTAC Troyes;Paris Saint-Germain;1;1;1;2;16;6;1;1;0;3;1;1.67
2005;4;Toulouse FC;AS Saint-Etienne;1;1;3;1;15;9;1;1;3;0;1;1.67
2005;5;AS Monaco FC;RC Lens;0;0;1;1;5;2;1;1;1;1;1;1.67
2005;5;Olympique de Marseille;AC Ajaccio;1;1;1;3;7;19;1;1;0;3;1;1.67
2005;5;RC Strasbourg;Girondins de Bordeaux;0;0;1;2;20;3;1;1;0;3;1;1.67
2005;5;FC Nantes;FC Metz;0;0;4;1;13;18;1;1;3;0;1;1.67
2005;5;Paris Saint-Germain;OGC Nice;1;2;0;1;6;14;0;3;0;3;0.9;1.81
2005;5;AS Nancy-Lorraine;Stade Rennais FC;6;0;2;0;12;10;3;0;3;0;1.14;1.16
2005;5;AS Saint-Etienne;FC Sochaux-Montbéliard;0;0;0;4;9;17;1;1;0;3;1;1.67
2005;5;LOSC Lille;Toulouse FC;0;0;0;0;8;15;1;1;1;1;1;1.67
2005;5;Le Mans FC;ESTAC Troyes;1;0;3;1;11;16;3;0;3;0;1.14;1.16
2005;5;AJ Auxerre;Olympique Lyonnais;0;2;1;1;4;1;0;3;1;1;0.9;1.81
2005;6;Olympique Lyonnais;AS Monaco FC;2;1;1;2;1;5;3;0;0;3;1.14;1.16
2005;6;RC Lens;Girondins de Bordeaux;1;1;0;1;2;3;1;1;0;3;1;1.67
2005;6;Stade Rennais FC;AJ Auxerre;3;1;0;2;10;4;3;0;0;3;1.14;1.16
2005;6;Toulouse FC;Le Mans FC;0;2;1;1;15;11;0;3;1;1;0.9;1.81
2005;6;FC Sochaux-Montbéliard;Olympique de Marseille;0;1;0;0;17;7;0;3;1;1;0.9;1.81
2005;6;AC Ajaccio;AS Nancy-Lorraine;1;0;0;0;19;12;3;0;1;1;1.14;1.16
2005;6;FC Metz;LOSC Lille;0;2;1;3;18;8;0;3;0;3;0.9;1.81
2005;6;Paris Saint-Germain;RC Strasbourg;1;0;1;1;6;20;3;0;1;1;1.14;1.16
2005;6;OGC Nice;AS Saint-Etienne;0;1;1;0;14;9;0;3;3;0;0.9;1.81
2005;6;ESTAC Troyes;FC Nantes;1;0;1;1;16;13;3;0;1;1;1.14;1.16
2005;7;AS Nancy-Lorraine;FC Metz;1;1;0;0;12;18;1;1;1;1;1;1.67
2005;7;AS Saint-Etienne;Paris Saint-Germain;3;0;2;2;9;6;3;0;1;1;1.14;1.16
2005;7;AJ Auxerre;AC Ajaccio;2;0;0;1;4;19;3;0;0;3;1.14;1.16
2005;7;RC Strasbourg;RC Lens;1;1;1;2;20;2;1;1;0;3;1;1.67
2005;7;LOSC Lille;OGC Nice;4;0;0;2;8;14;3;0;0;3;1.14;1.16
2005;7;AS Monaco FC;Stade Rennais FC;0;2;3;1;5;10;0;3;3;0;0.9;1.81
2005;7;Le Mans FC;FC Sochaux-Montbéliard;2;1;0;0;11;17;3;0;1;1;1.14;1.16
2005;7;FC Nantes;Toulouse FC;2;0;0;1;13;15;3;0;0;3;1.14;1.16
2005;7;Olympique de Marseille;ESTAC Troyes;2;1;1;0;7;16;3;0;3;0;1.14;1.16
2005;7;Girondins de Bordeaux;Olympique Lyonnais;1;1;0;0;3;1;1;1;1;1;1;1.67
2005;8;Toulouse FC;Olympique de Marseille;1;0;0;0;15;7;3;0;1;1;1.14;1.16
2005;8;Olympique Lyonnais;RC Lens;1;1;1;1;1;2;1;1;1;1;1;1.67
2005;8;FC Metz;AJ Auxerre;1;2;1;1;18;4;0;3;1;1;0.9;1.81
2005;8;Stade Rennais FC;Girondins de Bordeaux;2;2;0;2;10;3;1;1;0;3;1;1.67
2005;8;OGC Nice;Le Mans FC;1;0;0;2;14;11;3;0;0;3;1.14;1.16
2005;8;ESTAC Troyes;AS Monaco FC;1;2;1;1;16;5;0;3;1;1;0.9;1.81
2005;8;AS Saint-Etienne;AS Nancy-Lorraine;0;2;0;2;9;12;0;3;0;3;0.9;1.81
2005;8;FC Sochaux-Montbéliard;FC Nantes;1;0;1;3;17;13;3;0;0;3;1.14;1.16
2005;8;AC Ajaccio;RC Strasbourg;0;0;2;2;19;20;1;1;1;1;1;1.67
2005;8;Paris Saint-Germain;LOSC Lille;2;1;0;0;6;8;3;0;1;1;1.14;1.16
2005;9;AS Nancy-Lorraine;ESTAC Troyes;2;1;1;0;12;16;3;0;3;0;1.14;1.16
2005;9;FC Nantes;Olympique Lyonnais;0;1;1;3;13;1;0;3;0;3;0.9;1.81
2005;9;AS Monaco FC;OGC Nice;0;0;0;2;5;14;1;1;0;3;1;1.67
2005;9;Girondins de Bordeaux;AC Ajaccio;1;0;2;0;3;19;3;0;3;0;1.14;1.16
2005;9;Le Mans FC;Paris Saint-Germain;0;0;1;0;11;6;1;1;3;0;1;1.67
2005;9;RC Lens;Stade Rennais FC;0;0;1;4;2;10;1;1;0;3;1;1.67
2005;9;LOSC Lille;AS Saint-Etienne;2;0;2;0;8;9;3;0;3;0;1.14;1.16
2005;9;AJ Auxerre;FC Sochaux-Montbéliard;3;0;0;1;4;17;3;0;0;3;1.14;1.16
2005;9;RC Strasbourg;Toulouse FC;2;4;2;1;20;15;0;3;3;0;0.9;1.81
2005;9;Olympique de Marseille;FC Metz;3;1;0;1;7;18;3;0;0;3;1.14;1.16
2005;10;ESTAC Troyes;RC Strasbourg;1;1;0;2;16;20;1;1;0;3;1;1.67
2005;10;Paris Saint-Germain;FC Nantes;2;0;0;0;6;13;3;0;1;1;1.14;1.16
2005;10;Toulouse FC;AJ Auxerre;2;0;0;2;15;4;3;0;0;3;1.14;1.16
2005;10;FC Metz;Girondins de Bordeaux;0;1;3;3;18;3;0;3;1;1;0.9;1.81
2005;10;AS Saint-Etienne;Le Mans FC;3;0;1;0;9;11;3;0;3;0;1.14;1.16
2005;10;Stade Rennais FC;Olympique Lyonnais;1;3;4;1;10;1;0;3;3;0;0.9;1.81
