start;day;home;away;first_t1;first_t2;second_t1;second_t2;t1_rank;t2_rank;result_first_t1;result_first_t2;result_second_t1;result_second_t2;result_projection_second_t1;result_projection_second_t2
2002;12;Havre AC;FC Nantes;1;1;0;2;17;9;1;1;0;3;1;1.67
2002;12;EA Guingamp;CS Sedan;0;1;0;2;6;14;0;3;0;3;0.9;1.81
2002;12;LOSC Lille;FC Sochaux-Montbéliard;1;0;2;2;13;7;3;0;1;1;1.14;1.16
2002;12;Montpellier Hérault SC;ESTAC Troyes;2;2;2;0;20;19;1;1;3;0;1;1.67
2002;13;Olympique Lyonnais;OGC Nice;2;2;1;0;4;2;1;1;3;0;1;1.67
2002;13;FC Sochaux-Montbéliard;RC Strasbourg;2;0;3;1;7;12;3;0;3;0;1.14;1.16
2002;13;CS Sedan;Paris Saint-Germain;3;1;0;2;14;10;3;0;0;3;1.14;1.16
2002;13;SC Bastia;LOSC Lille;1;0;1;1;15;13;3;0;1;1;1.14;1.16
2002;13;AS Monaco FC;Havre AC;1;1;3;0;3;17;1;1;3;0;1;1.67
2002;13;ESTAC Troyes;EA Guingamp;0;2;0;2;19;6;0;3;0;3;0.9;1.81
2002;13;FC Nantes;Girondins de Bordeaux;0;0;0;0;9;11;1;1;1;1;1;1.67
2002;13;RC Lens;AJ Auxerre;3;1;0;0;8;5;3;0;1;1;1.14;1.16
2002;13;Stade Rennais FC;AC Ajaccio;0;0;0;1;16;18;1;1;0;3;1;1.67
2002;13;Olympique de Marseille;Montpellier Hérault SC;2;0;2;1;1;20;3;0;3;0;1.14;1.16
2002;14;Havre AC;Olympique Lyonnais;1;2;1;2;17;4;0;3;0;3;0.9;1.81
2002;14;OGC Nice;AS Monaco FC;1;0;1;0;2;3;3;0;3;0;1.14;1.16
2002;14;Paris Saint-Germain;FC Sochaux-Montbéliard;1;1;0;0;10;7;1;1;1;1;1;1.67
2002;14;Montpellier Hérault SC;CS Sedan;2;0;2;1;20;14;3;0;3;0;1.14;1.16
2002;14;Girondins de Bordeaux;Stade Rennais FC;2;0;4;3;11;16;3;0;3;0;1.14;1.16
2002;14;LOSC Lille;FC Nantes;0;1;0;1;13;9;0;3;0;3;0.9;1.81
2002;14;EA Guingamp;Olympique de Marseille;0;0;2;0;6;1;1;1;3;0;1;1.67
2002;14;RC Strasbourg;RC Lens;2;0;1;1;12;8;3;0;1;1;1.14;1.16
2002;14;ESTAC Troyes;SC Bastia;3;0;1;1;19;15;3;0;1;1;1.14;1.16
2002;14;AC Ajaccio;AJ Auxerre;1;0;0;1;18;5;3;0;0;3;1.14;1.16
2002;15;AS Monaco FC;AC Ajaccio;3;2;4;2;3;18;3;0;3;0;1.14;1.16
2002;15;Olympique Lyonnais;Girondins de Bordeaux;4;2;1;0;4;11;3;0;3;0;1.14;1.16
2002;15;FC Nantes;RC Strasbourg;4;1;0;2;9;12;3;0;0;3;1.14;1.16
2002;15;RC Lens;Paris Saint-Germain;3;2;1;0;8;10;3;0;3;0;1.14;1.16
2002;15;FC Sochaux-Montbéliard;Montpellier Hérault SC;0;0;2;0;7;20;1;1;3;0;1;1.67
2002;15;AJ Auxerre;OGC Nice;0;2;0;1;5;2;0;3;0;3;0.9;1.81
2002;15;CS Sedan;LOSC Lille;0;1;0;0;14;13;0;3;1;1;0.9;1.81
2002;15;Stade Rennais FC;Havre AC;0;0;1;0;16;17;1;1;3;0;1;1.67
2002;15;SC Bastia;EA Guingamp;0;2;0;3;15;6;0;3;0;3;0.9;1.81
2002;15;Olympique de Marseille;ESTAC Troyes;0;0;0;0;1;19;1;1;1;1;1;1.67
2002;16;Havre AC;AJ Auxerre;0;1;0;1;17;5;0;3;0;3;0.9;1.81
2002;16;Olympique de Marseille;RC Lens;1;0;1;0;1;8;3;0;3;0;1.14;1.16
2002;16;Girondins de Bordeaux;AC Ajaccio;1;0;6;1;11;18;3;0;3;0;1.14;1.16
2002;16;RC Strasbourg;AS Monaco FC;1;0;0;2;12;3;3;0;0;3;1.14;1.16
2002;16;EA Guingamp;FC Sochaux-Montbéliard;2;0;0;0;6;7;3;0;1;1;1.14;1.16
2002;16;ESTAC Troyes;CS Sedan;2;0;0;4;19;14;3;0;0;3;1.14;1.16
2002;16;OGC Nice;Stade Rennais FC;0;0;2;2;2;16;1;1;1;1;1;1.67
2002;16;Paris Saint-Germain;FC Nantes;0;1;1;1;10;9;0;3;1;1;0.9;1.81
2002;16;LOSC Lille;Olympique Lyonnais;2;1;0;0;13;4;3;0;1;1;1.14;1.16
2002;16;Montpellier Hérault SC;SC Bastia;2;2;2;1;20;15;1;1;3;0;1;1.67
2002;17;FC Sochaux-Montbéliard;ESTAC Troyes;1;0;2;0;7;19;3;0;3;0;1.14;1.16
2002;17;SC Bastia;Olympique de Marseille;2;0;1;2;15;1;3;0;0;3;1.14;1.16
2002;17;AJ Auxerre;Girondins de Bordeaux;1;0;1;0;5;11;3;0;3;0;1.14;1.16
2002;17;RC Lens;EA Guingamp;1;3;0;1;8;6;0;3;0;3;0.9;1.81
2002;17;AC Ajaccio;Havre AC;1;2;1;0;18;17;0;3;3;0;0.9;1.81
2002;17;Stade Rennais FC;LOSC Lille;5;1;0;1;16;13;3;0;0;3;1.14;1.16
2002;17;CS Sedan;OGC Nice;3;0;0;0;14;2;3;0;1;1;1.14;1.16
2002;17;FC Nantes;Montpellier Hérault SC;3;1;0;1;9;20;3;0;0;3;1.14;1.16
2002;17;Olympique Lyonnais;RC Strasbourg;2;1;4;0;4;12;3;0;3;0;1.14;1.16
2002;17;AS Monaco FC;Paris Saint-Germain;3;1;1;2;3;10;3;0;0;3;1.14;1.16
2002;18;Montpellier Hérault SC;AS Monaco FC;1;2;1;3;20;3;0;3;0;3;0.9;1.81
2002;18;Paris Saint-Germain;Olympique Lyonnais;2;0;0;1;10;4;3;0;0;3;1.14;1.16
2002;18;Olympique de Marseille;FC Sochaux-Montbéliard;1;0;0;3;1;7;3;0;0;3;1.14;1.16
2002;18;SC Bastia;CS Sedan;0;1;2;2;15;14;0;3;1;1;0.9;1.81
2002;18;RC Strasbourg;Stade Rennais FC;1;3;3;2;12;16;0;3;3;0;0.9;1.81
2002;18;EA Guingamp;FC Nantes;2;0;4;0;6;9;3;0;3;0;1.14;1.16
2002;18;ESTAC Troyes;RC Lens;0;0;0;1;19;8;1;1;0;3;1;1.67
2002;18;Havre AC;Girondins de Bordeaux;1;0;0;2;17;11;3;0;0;3;1.14;1.16
2002;18;LOSC Lille;AJ Auxerre;2;2;0;0;13;5;1;1;1;1;1;1.67
2002;18;OGC Nice;AC Ajaccio;3;0;0;2;2;18;3;0;0;3;1.14;1.16
2002;19;FC Sochaux-Montbéliard;SC Bastia;2;0;2;2;7;15;3;0;1;1;1.14;1.16
2002;19;FC Nantes;ESTAC Troyes;2;1;0;2;9;19;3;0;0;3;1.14;1.16
2002;19;AJ Auxerre;RC Strasbourg;0;0;2;1;5;12;1;1;3;0;1;1.67
2002;19;Stade Rennais FC;Paris Saint-Germain;1;0;0;0;16;10;3;0;1;1;1.14;1.16
2002;19;Olympique Lyonnais;Montpellier Hérault SC;1;1;1;1;4;20;1;1;1;1;1;1.67
2002;19;Girondins de Bordeaux;OGC Nice;4;0;1;1;11;2;3;0;1;1;1.14;1.16
2002;19;CS Sedan;Olympique de Marseille;1;2;2;4;14;1;0;3;0;3;0.9;1.81
2002;19;AC Ajaccio;LOSC Lille;2;2;0;2;18;13;1;1;0;3;1;1.67
2002;19;RC Lens;Havre AC;1;0;3;1;8;17;3;0;3;0;1.14;1.16
2002;19;AS Monaco FC;EA Guingamp;4;0;1;3;3;6;3;0;0;3;1.14;1.16
2003;1;Toulouse FC;RC Strasbourg;1;1;0;0;20;10;1;1;1;1;1;1.67
2003;1;AJ Auxerre;OGC Nice;1;2;1;1;6;7;0;3;1;1;0.9;1.81
2003;1;FC Sochaux-Montbéliard;FC Nantes;2;1;1;3;3;9;3;0;0;3;1.14;1.16
2003;1;EA Guingamp;Olympique de Marseille;0;1;1;2;19;5;0;3;0;3;0.9;1.81
2003;1;LOSC Lille;Olympique Lyonnais;1;0;0;3;14;2;3;0;0;3;1.14;1.16
2003;1;RC Lens;Le Mans FC;0;0;0;3;8;18;1;1;0;3;1;1.67
2003;1;Paris Saint-Germain;SC Bastia;0;0;1;0;4;13;1;1;3;0;1;1.67
2003;1;FC Metz;AC Ajaccio;0;1;1;3;17;16;0;3;0;3;0.9;1.81
2003;1;AS Monaco FC;Girondins de Bordeaux;2;0;3;1;1;11;3;0;3;0;1.14;1.16
2003;1;Montpellier Hérault SC;Stade Rennais FC;1;1;0;4;15;12;1;1;0;3;1;1.67
2003;2;Stade Rennais FC;Toulouse FC;1;0;0;2;12;20;3;0;0;3;1.14;1.16
2003;2;Olympique Lyonnais;AS Monaco FC;3;1;0;3;2;1;3;0;0;3;1.14;1.16
2003;2;LOSC Lille;Paris Saint-Germain;1;0;0;1;14;4;3;0;0;3;1.14;1.16
2003;2;Le Mans FC;AC Ajaccio;0;1;0;2;18;16;0;3;0;3;0.9;1.81
2003;2;Olympique de Marseille;AJ Auxerre;1;0;0;2;5;6;3;0;0;3;1.14;1.16
2003;2;RC Strasbourg;EA Guingamp;2;0;2;3;10;19;3;0;0;3;1.14;1.16
2003;2;FC Nantes;RC Lens;2;0;0;0;9;8;3;0;1;1;1.14;1.16
2003;2;SC Bastia;FC Metz;0;2;0;1;13;17;0;3;0;3;0.9;1.81
2003;2;Girondins de Bordeaux;Montpellier Hérault SC;0;1;2;1;11;15;0;3;3;0;0.9;1.81
2003;2;OGC Nice;FC Sochaux-Montbéliard;1;0;0;0;7;3;3;0;1;1;1.14;1.16
2003;3;EA Guingamp;Girondins de Bordeaux;1;3;0;2;19;11;0;3;0;3;0.9;1.81
2003;3;RC Lens;Olympique de Marseille;2;1;2;3;8;5;3;0;0;3;1.14;1.16
2003;3;AJ Auxerre;RC Strasbourg;3;2;2;0;6;10;3;0;3;0;1.14;1.16
2003;3;FC Sochaux-Montbéliard;Stade Rennais FC;1;1;0;4;3;12;1;1;0;3;1;1.67
2003;3;FC Metz;Paris Saint-Germain;0;1;0;0;17;4;0;3;1;1;0.9;1.81
2003;3;Le Mans FC;OGC Nice;1;1;1;0;18;7;1;1;3;0;1;1.67
2003;3;AC Ajaccio;FC Nantes;1;3;0;4;16;9;0;3;0;3;0.9;1.81
2003;3;Montpellier Hérault SC;Olympique Lyonnais;0;2;0;3;15;2;0;3;0;3;0.9;1.81
2003;3;Toulouse FC;LOSC Lille;0;3;1;0;20;14;0;3;3;0;0.9;1.81
2003;3;AS Monaco FC;SC Bastia;2;0;0;0;1;13;3;0;1;1;1.14;1.16
2003;4;Paris Saint-Germain;AS Monaco FC;2;4;1;1;4;1;0;3;1;1;0.9;1.81
2003;4;Olympique Lyonnais;Toulouse FC;0;0;1;0;2;20;1;1;3;0;1;1.67
2003;4;Olympique de Marseille;FC Sochaux-Montbéliard;2;0;1;2;5;3;3;0;0;3;1.14;1.16
2003;4;SC Bastia;Montpellier Hérault SC;1;0;1;1;13;15;3;0;1;1;1.14;1.16
2003;4;LOSC Lille;FC Metz;1;1;1;0;14;17;1;1;3;0;1;1.67
2003;4;RC Strasbourg;RC Lens;0;1;1;2;10;8;0;3;0;3;0.9;1.81
2003;4;FC Nantes;Le Mans FC;1;0;1;0;9;18;3;0;3;0;1.14;1.16
2003;4;Stade Rennais FC;EA Guingamp;0;0;2;0;12;19;1;1;3;0;1;1.67
2003;4;OGC Nice;AC Ajaccio;2;2;1;1;7;16;1;1;1;1;1;1.67
2003;4;Girondins de Bordeaux;AJ Auxerre;2;0;0;5;11;6;3;0;0;3;1.14;1.16
2003;5;AJ Auxerre;Stade Rennais FC;2;1;2;0;6;12;3;0;3;0;1.14;1.16
2003;5;Le Mans FC;RC Strasbourg;0;3;0;3;18;10;0;3;0;3;0.9;1.81
2003;5;Montpellier Hérault SC;Paris Saint-Germain;3;2;1;6;15;4;3;0;0;3;1.14;1.16
2003;5;RC Lens;OGC Nice;1;0;0;4;8;7;3;0;0;3;1.14;1.16
2003;5;AS Monaco FC;FC Metz;1;0;2;0;1;17;3;0;3;0;1.14;1.16
2003;5;EA Guingamp;Olympique Lyonnais;2;0;1;0;19;2;3;0;3;0;1.14;1.16
2003;5;FC Sochaux-Montbéliard;LOSC Lille;2;1;0;2;3;14;3;0;0;3;1.14;1.16
2003;5;Toulouse FC;SC Bastia;0;2;0;1;20;13;0;3;0;3;0.9;1.81
2003;5;AC Ajaccio;Olympique de Marseille;0;1;1;2;16;5;0;3;0;3;0.9;1.81
2003;5;FC Nantes;Girondins de Bordeaux;0;0;0;2;9;11;1;1;0;3;1;1.67
2003;6;Girondins de Bordeaux;FC Sochaux-Montbéliard;1;3;1;1;11;3;0;3;1;1;0.9;1.81
2003;6;Olympique Lyonnais;AJ Auxerre;1;1;2;1;2;6;1;1;3;0;1;1.67
2003;6;Paris Saint-Germain;Toulouse FC;2;1;1;0;4;20;3;0;3;0;1.14;1.16
2003;6;OGC Nice;FC Nantes;1;0;1;3;7;9;3;0;0;3;1.14;1.16
2003;6;FC Metz;Montpellier Hérault SC;2;1;1;0;17;15;3;0;3;0;1.14;1.16
2003;6;LOSC Lille;AS Monaco FC;1;1;1;0;14;1;1;1;3;0;1;1.67
2003;6;Stade Rennais FC;RC Lens;2;0;1;2;12;8;3;0;0;3;1.14;1.16
2003;6;Olympique de Marseille;Le Mans FC;5;0;0;0;5;18;3;0;1;1;1.14;1.16
2003;6;SC Bastia;EA Guingamp;4;2;0;1;13;19;3;0;0;3;1.14;1.16
2003;6;RC Strasbourg;AC Ajaccio;3;2;0;0;10;16;3;0;1;1;1.14;1.16
2003;7;Montpellier Hérault SC;AS Monaco FC;1;2;0;4;15;1;0;3;0;3;0.9;1.81
2003;7;FC Sochaux-Montbéliard;RC Strasbourg;3;0;2;0;3;10;3;0;3;0;1.14;1.16
2003;7;AC Ajaccio;Stade Rennais FC;1;0;1;4;16;12;3;0;0;3;1.14;1.16
2003;7;EA Guingamp;Paris Saint-Germain;0;2;0;2;19;4;0;3;0;3;0.9;1.81
2003;7;Toulouse FC;FC Metz;1;0;2;0;20;17;3;0;3;0;1.14;1.16
2003;7;OGC Nice;LOSC Lille;2;0;2;1;7;14;3;0;3;0;1.14;1.16
2003;7;RC Lens;Girondins de Bordeaux;1;0;0;0;8;11;3;0;1;1;1.14;1.16
2003;7;AJ Auxerre;SC Bastia;4;1;0;0;6;13;3;0;1;1;1.14;1.16
2003;7;Le Mans FC;Olympique Lyonnais;0;2;0;2;18;2;0;3;0;3;0.9;1.81
2003;7;FC Nantes;Olympique de Marseille;1;0;1;1;9;5;3;0;1;1;1.14;1.16
2003;8;Stade Rennais FC;Le Mans FC;2;0;2;2;12;18;3;0;1;1;1.14;1.16
2003;8;RC Strasbourg;FC Nantes;1;0;1;1;10;9;3;0;1;1;1.14;1.16
2003;8;FC Metz;EA Guingamp;1;1;1;1;17;19;1;1;1;1;1;1.67
2003;8;Paris Saint-Germain;AJ Auxerre;1;0;1;1;4;6;3;0;1;1;1.14;1.16
2003;8;SC Bastia;FC Sochaux-Montbéliard;2;0;1;2;13;3;3;0;0;3;1.14;1.16
2003;8;Olympique de Marseille;OGC Nice;2;1;0;0;5;7;3;0;1;1;1.14;1.16
2003;8;Girondins de Bordeaux;AC Ajaccio;1;0;0;1;11;16;3;0;0;3;1.14;1.16
2003;8;AS Monaco FC;Toulouse FC;3;0;1;1;1;20;3;0;1;1;1.14;1.16
2003;8;LOSC Lille;Montpellier Hérault SC;1;1;2;0;14;15;1;1;3;0;1;1.67
2003;8;Olympique Lyonnais;RC Lens;4;0;1;1;2;8;3;0;1;1;1.14;1.16
2003;9;OGC Nice;RC Strasbourg;0;0;2;2;7;10;1;1;1;1;1;1.67
2003;9;Olympique de Marseille;SC Bastia;3;1;1;4;5;13;3;0;0;3;1.14;1.16
2003;9;AC Ajaccio;Olympique Lyonnais;2;4;0;4;16;2;0;3;0;3;0.9;1.81
2003;9;EA Guingamp;AS Monaco FC;1;2;1;3;19;1;0;3;0;3;0.9;1.81
2003;9;AJ Auxerre;LOSC Lille;3;0;0;1;6;14;3;0;0;3;1.14;1.16
2003;9;Le Mans FC;Girondins de Bordeaux;0;0;0;2;18;11;1;1;0;3;1;1.67
2003;9;RC Lens;FC Metz;0;2;2;0;8;17;0;3;3;0;0.9;1.81
2003;9;Toulouse FC;Montpellier Hérault SC;2;2;1;0;20;15;1;1;3;0;1;1.67
2003;9;FC Sochaux-Montbéliard;Paris Saint-Germain;0;1;1;1;3;4;0;3;1;1;0.9;1.81
2003;9;FC Nantes;Stade Rennais FC;1;0;3;0;9;12;3;0;3;0;1.14;1.16
2003;10;RC Strasbourg;Olympique de Marseille;4;1;0;4;10;5;3;0;0;3;1.14;1.16
2003;10;Girondins de Bordeaux;Toulouse FC;1;2;0;1;11;20;0;3;0;3;0.9;1.81
2003;10;AS Monaco FC;AJ Auxerre;1;1;0;0;1;6;1;1;1;1;1;1.67
2003;10;Paris Saint-Germain;Le Mans FC;5;1;1;0;4;18;3;0;3;0;1.14;1.16
2003;10;LOSC Lille;AC Ajaccio;0;0;3;0;14;16;1;1;3;0;1;1.67
2003;10;Montpellier Hérault SC;EA Guingamp;2;0;3;4;15;19;3;0;0;3;1.14;1.16
2003;10;SC Bastia;RC Lens;3;1;0;0;13;8;3;0;1;1;1.14;1.16
2003;10;FC Metz;FC Nantes;1;3;2;2;17;9;0;3;1;1;0.9;1.81
2003;10;Stade Rennais FC;OGC Nice;0;0;1;3;12;7;1;1;0;3;1;1.67
2003;10;Olympique Lyonnais;FC Sochaux-Montbéliard;1;1;2;1;2;3;1;1;3;0;1;1.67
2003;11;Olympique de Marseille;Stade Rennais FC;2;0;3;4;5;12;3;0;0;3;1.14;1.16
2003;11;EA Guingamp;Toulouse FC;1;0;0;0;19;20;3;0;1;1;1.14;1.16
2003;11;FC Nantes;Olympique Lyonnais;0;1;0;1;9;2;0;3;0;3;0.9;1.81
2003;11;Le Mans FC;SC Bastia;1;1;0;0;18;13;1;1;1;1;1;1.67
2003;11;OGC Nice;Girondins de Bordeaux;0;0;1;1;7;11;1;1;1;1;1;1.67
2003;11;RC Lens;LOSC Lille;2;1;1;1;8;14;3;0;1;1;1.14;1.16
2003;11;RC Strasbourg;FC Metz;0;2;0;1;10;17;0;3;0;3;0.9;1.81
2003;11;FC Sochaux-Montbéliard;AS Monaco FC;1;1;1;1;3;1;1;1;1;1;1;1.67
2003;11;AJ Auxerre;Montpellier Hérault SC;0;1;0;1;6;15;0;3;0;3;0.9;1.81
2003;11;AC Ajaccio;Paris Saint-Germain;0;0;0;1;16;4;1;1;0;3;1;1.67
2003;12;FC Metz;FC Sochaux-Montbéliard;0;1;0;2;17;3;0;3;0;3;0.9;1.81
2003;12;SC Bastia;AC Ajaccio;1;1;0;1;13;16;1;1;0;3;1;1.67
2003;12;LOSC Lille;EA Guingamp;1;3;1;2;14;19;0;3;0;3;0.9;1.81
2003;12;AS Monaco FC;Le Mans FC;4;2;1;0;1;18;3;0;3;0;1.14;1.16
2003;12;Montpellier Hérault SC;FC Nantes;4;1;2;3;15;9;3;0;0;3;1.14;1.16
2003;12;Olympique Lyonnais;OGC Nice;5;0;1;0;2;7;3;0;3;0;1.14;1.16
2003;12;Stade Rennais FC;RC Strasbourg;1;1;3;0;12;10;1;1;3;0;1;1.67
2003;12;Toulouse FC;AJ Auxerre;0;3;2;3;20;6;0;3;0;3;0.9;1.81
2003;12;Girondins de Bordeaux;Olympique de Marseille;1;0;1;1;11;5;3;0;1;1;1.14;1.16
2003;12;Paris Saint-Germain;RC Lens;0;1;0;1;4;8;0;3;0;3;0.9;1.81
2003;13;FC Sochaux-Montbéliard;Toulouse FC;3;1;0;0;3;20;3;0;1;1;1.14;1.16
2003;13;AJ Auxerre;EA Guingamp;3;0;2;2;6;19;3;0;1;1;1.14;1.16
2003;13;FC Nantes;Paris Saint-Germain;0;1;2;3;9;4;0;3;0;3;0.9;1.81
2003;13;RC Lens;Montpellier Hérault SC;3;2;0;1;8;15;3;0;0;3;1.14;1.16
2003;13;Le Mans FC;FC Metz;2;0;0;5;18;17;3;0;0;3;1.14;1.16
2003;13;Stade Rennais FC;LOSC Lille;2;2;0;1;12;14;1;1;0;3;1;1.67
2003;13;RC Strasbourg;Girondins de Bordeaux;1;1;1;1;10;11;1;1;1;1;1;1.67
2003;13;OGC Nice;SC Bastia;2;0;1;2;7;13;3;0;0;3;1.14;1.16
2003;13;Olympique de Marseille;Olympique Lyonnais;1;4;2;1;5;2;0;3;3;0;0.9;1.81
2003;13;AC Ajaccio;AS Monaco FC;0;1;3;3;16;1;0;3;1;1;0.9;1.81
2003;14;Girondins de Bordeaux;Stade Rennais FC;2;1;1;3;11;12;3;0;0;3;1.14;1.16
2003;14;AS Monaco FC;RC Lens;2;0;0;0;1;8;3;0;1;1;1.14;1.16
2003;14;Montpellier Hérault SC;AC Ajaccio;3;1;0;0;15;16;3;0;1;1;1.14;1.16
2003;14;FC Metz;AJ Auxerre;0;2;1;2;17;6;0;3;0;3;0.9;1.81
2003;14;Toulouse FC;Le Mans FC;1;1;1;2;20;18;1;1;0;3;1;1.67
2003;14;SC Bastia;FC Nantes;1;3;1;1;13;9;0;3;1;1;0.9;1.81
2003;14;Paris Saint-Germain;OGC Nice;0;0;2;1;4;7;1;1;3;0;1;1.67
2003;14;EA Guingamp;FC Sochaux-Montbéliard;1;2;0;2;19;3;0;3;0;3;0.9;1.81
2003;14;Olympique Lyonnais;RC Strasbourg;1;0;1;0;2;10;3;0;3;0;1.14;1.16
2003;14;LOSC Lille;Olympique de Marseille;0;2;1;2;14;5;0;3;0;3;0.9;1.81
2003;15;FC Nantes;AS Monaco FC;0;1;1;0;9;1;0;3;3;0;0.9;1.81
2003;15;Olympique de Marseille;Paris Saint-Germain;0;1;1;2;5;4;0;3;0;3;0.9;1.81
2003;15;AC Ajaccio;Toulouse FC;2;1;1;3;16;20;3;0;0;3;1.14;1.16
2003;15;Le Mans FC;Montpellier Hérault SC;4;0;3;0;18;15;3;0;3;0;1.14;1.16
2003;15;OGC Nice;FC Metz;1;1;0;1;7;17;1;1;0;3;1;1.67
2003;15;Stade Rennais FC;Olympique Lyonnais;3;1;0;3;12;2;3;0;0;3;1.14;1.16
2003;15;RC Strasbourg;LOSC Lille;2;2;1;0;10;14;1;1;3;0;1;1.67
2003;15;RC Lens;EA Guingamp;2;1;0;1;8;19;3;0;0;3;1.14;1.16
2003;15;Girondins de Bordeaux;SC Bastia;1;1;2;0;11;13;1;1;3;0;1;1.67
2003;15;FC Sochaux-Montbéliard;AJ Auxerre;3;2;1;2;3;6;3;0;0;3;1.14;1.16
2003;16;Paris Saint-Germain;RC Strasbourg;3;2;0;0;4;10;3;0;1;1;1.14;1.16
2003;16;AS Monaco FC;OGC Nice;1;1;2;1;1;7;1;1;3;0;1;1.67
2003;16;FC Metz;Olympique de Marseille;1;1;1;0;17;5;1;1;3;0;1;1.67
2003;16;EA Guingamp;AC Ajaccio;2;0;0;0;19;16;3;0;1;1;1.14;1.16
2003;16;AJ Auxerre;Le Mans FC;1;0;1;2;6;18;3;0;0;3;1.14;1.16
2003;16;Toulouse FC;RC Lens;1;2;1;1;20;8;0;3;1;1;0.9;1.81
2003;16;LOSC Lille;FC Nantes;2;0;0;2;14;9;3;0;0;3;1.14;1.16
2003;16;SC Bastia;Stade Rennais FC;3;2;0;4;13;12;3;0;0;3;1.14;1.16
2003;16;Montpellier Hérault SC;FC Sochaux-Montbéliard;1;3;1;3;15;3;0;3;0;3;0.9;1.81
2003;16;Olympique Lyonnais;Girondins de Bordeaux;3;0;1;1;2;11;3;0;1;1;1.14;1.16
2003;17;Olympique de Marseille;AS Monaco FC;1;2;0;1;5;1;0;3;0;3;0.9;1.81
2003;17;Stade Rennais FC;Paris Saint-Germain;1;1;0;1;12;4;1;1;0;3;1;1.67
2003;17;AC Ajaccio;AJ Auxerre;1;2;1;1;16;6;0;3;1;1;0.9;1.81
2003;17;RC Strasbourg;SC Bastia;4;2;0;0;10;13;3;0;1;1;1.14;1.16
2003;17;Le Mans FC;EA Guingamp;2;0;4;2;18;19;3;0;3;0;1.14;1.16
2003;17;Girondins de Bordeaux;LOSC Lille;2;1;1;2;11;14;3;0;0;3;1.14;1.16
2003;17;Olympique Lyonnais;FC Metz;2;1;2;1;2;17;3;0;3;0;1.14;1.16
2003;17;OGC Nice;Montpellier Hérault SC;2;1;2;2;7;15;3;0;1;1;1.14;1.16
2003;17;RC Lens;FC Sochaux-Montbéliard;0;3;3;0;8;3;0;3;3;0;0.9;1.81
2003;17;FC Nantes;Toulouse FC;1;1;1;0;9;20;1;1;3;0;1;1.67
2003;18;SC Bastia;Olympique Lyonnais;0;0;0;1;13;2;1;1;0;3;1;1.67
2003;18;AJ Auxerre;RC Lens;2;0;3;1;6;8;3;0;3;0;1.14;1.16
2003;18;Paris Saint-Germain;Girondins de Bordeaux;2;1;0;3;4;11;3;0;0;3;1.14;1.16
2003;18;FC Sochaux-Montbéliard;AC Ajaccio;2;0;0;1;3;16;3;0;0;3;1.14;1.16
2003;18;LOSC Lille;Le Mans FC;1;1;1;1;14;18;1;1;1;1;1;1.67
2003;18;Montpellier Hérault SC;Olympique de Marseille;0;1;1;1;15;5;0;3;1;1;0.9;1.81
2003;18;EA Guingamp;FC Nantes;1;1;0;0;19;9;1;1;1;1;1;1.67
2003;18;Toulouse FC;OGC Nice;1;1;1;1;20;7;1;1;1;1;1;1.67
2003;18;FC Metz;Stade Rennais FC;1;1;0;0;17;12;1;1;1;1;1;1.67
2003;18;AS Monaco FC;RC Strasbourg;2;0;0;0;1;10;3;0;1;1;1.14;1.16
2003;19;Olympique de Marseille;Toulouse FC;1;0;1;2;5;20;3;0;0;3;1.14;1.16
2003;19;FC Nantes;AJ Auxerre;1;0;0;2;9;6;3;0;0;3;1.14;1.16
2003;19;OGC Nice;EA Guingamp;2;0;2;1;7;19;3;0;3;0;1.14;1.16
2003;19;AC Ajaccio;RC Lens;2;0;0;2;16;8;3;0;0;3;1.14;1.16
2003;19;SC Bastia;LOSC Lille;0;2;0;2;13;14;0;3;0;3;0.9;1.81
2003;19;Girondins de Bordeaux;FC Metz;2;0;1;3;11;17;3;0;0;3;1.14;1.16
2003;19;Stade Rennais FC;AS Monaco FC;1;0;4;1;12;1;3;0;3;0;1.14;1.16
2003;19;RC Strasbourg;Montpellier Hérault SC;4;2;2;1;10;15;3;0;3;0;1.14;1.16
2003;19;Olympique Lyonnais;Paris Saint-Germain;1;1;0;1;2;4;1;1;0;3;1;1.67
2003;19;Le Mans FC;FC Sochaux-Montbéliard;2;2;0;3;18;3;1;1;0;3;1;1.67
2004;1;SC Bastia;RC Strasbourg;2;1;0;2;18;15;3;0;0;3;1.14;1.16
2004;1;FC Sochaux-Montbéliard;AC Ajaccio;1;0;1;3;8;19;3;0;0;3;1.14;1.16
2004;1;LOSC Lille;AJ Auxerre;2;0;3;1;2;3;3;0;3;0;1.14;1.16
2004;1;Olympique de Marseille;Girondins de Bordeaux;1;0;3;3;5;7;3;0;1;1;1.14;1.16
2004;1;SM Caen;FC Istres;1;1;2;3;16;20;1;1;0;3;1;1.67
2004;1;Toulouse FC;RC Lens;0;0;0;1;6;12;1;1;0;3;1;1.67
2004;1;OGC Nice;Olympique Lyonnais;0;1;0;0;11;1;0;3;1;1;0.9;1.81
2004;1;AS Saint-Etienne;AS Monaco FC;0;1;1;1;9;4;0;3;1;1;0.9;1.81
2004;1;FC Metz;FC Nantes;1;0;0;1;14;17;3;0;0;3;1.14;1.16
2004;1;Stade Rennais FC;Paris Saint-Germain;2;1;0;1;13;10;3;0;0;3;1.14;1.16
