"start","day","name","home_avg","away_avg"
1946,13,"SO Montpellier",1.5,0
1946,13,"SO Montpellier",1.5,0.5
1946,13,"Olympique de Marseille",2,1
1946,13,"RC Paris",3,2
1946,13,"RC Paris",3,0.5
1946,13,"RC Paris",3,0
1946,13,"RC Paris",3,3
1946,14,"AS Saint-Etienne",1.5,1
1946,14,"AS Saint-Etienne",1.5,0
1946,14,"AS Saint-Etienne",1.5,0.5
1946,14,"AS Saint-Etienne",1.5,1.5
1946,14,"AS Saint-Etienne",1.5,0
1946,14,"AS Saint-Etienne",1.5,0.5
1946,14,"AS Saint-Etienne",1.5,0.5
1946,15,"Stade Français",2,2
1946,15,"RC Strasbourg",3,1.5
1946,15,"RC Strasbourg",3,3
1946,15,"Girondins de Bordeaux",1.5,1
1946,15,"Girondins de Bordeaux",1.5,0.5
1946,15,"Girondins de Bordeaux",1.5,0.5
1946,15,"Girondins de Bordeaux",1.5,1.5
1946,15,"Girondins de Bordeaux",1.5,0
1946,15,"Girondins de Bordeaux",1.5,1.5
1946,15,"Girondins de Bordeaux",1.5,0
1946,15,"Stade Français",2,1.5
1946,15,"Stade Français",2,3
1946,15,"FC Sète 34",2,0.5
1946,15,"FC Sète 34",2,0
1946,15,"FC Sète 34",2,0.5
1946,15,"FC Sète 34",2,0.5
1946,15,"FC Sète 34",2,0
1946,15,"FC Sète 34",2,1.5
1946,15,"FC Sète 34",2,2
1946,15,"FC Sète 34",2,0
1946,15,"Stade Français",2,1.5
1946,15,"Stade Français",2,1.5
1946,15,"Stade Français",2,2
1946,15,"Stade Français",2,1.5
1946,15,"RC Strasbourg",3,2
1946,15,"RC Strasbourg",3,1.5
1946,15,"RC Strasbourg",3,1.5
1946,15,"RC Strasbourg",3,0.5
1946,15,"RC Strasbourg",3,1.5
1946,15,"RC Strasbourg",3,0.5
1946,16,"RC Lens",3,0
1946,16,"RC Lens",3,0
1946,16,"RC Lens",3,0.5
1946,16,"RC Lens",3,0
1946,16,"AS Cannes",3,0
1946,16,"AS Cannes",3,1.5
1946,16,"AS Cannes",3,0
1946,16,"AS Cannes",3,0
1946,16,"AS Cannes",3,0
1946,16,"RC Lens",3,0.5
1946,16,"RC Lens",3,0
1946,16,"RC Lens",3,1.5
1946,16,"AS Cannes",3,0
1946,16,"AS Cannes",3,0.5
1946,17,"AS Red Star 93",2,0.5
1946,17,"AS Red Star 93",2,0
1946,17,"AS Red Star 93",2,0.5
1946,17,"AS Red Star 93",2,1
1946,17,"AS Red Star 93",2,0
1946,17,"AS Red Star 93",2,1.5
1946,17,"AS Red Star 93",2,2
1946,17,"Havre AC",3,1.5
1946,17,"Havre AC",3,0.5
1946,17,"Havre AC",3,0
1946,17,"Havre AC",3,1.5
1946,17,"Havre AC",3,0.5
1946,17,"Havre AC",3,0
1946,17,"Havre AC",3,0
1946,17,"SO Montpellier",1.5,1.5
1946,17,"SO Montpellier",1.5,0
1946,17,"CO Roubaix-Tourcoing",2,2
1946,17,"CO Roubaix-Tourcoing",2,3
1946,17,"CO Roubaix-Tourcoing",2,1.5
1946,17,"CO Roubaix-Tourcoing",2,1.5
1946,17,"CO Roubaix-Tourcoing",2,1.5
1946,17,"CO Roubaix-Tourcoing",2,1.5
1946,17,"CO Roubaix-Tourcoing",2,1.5
1946,17,"SO Montpellier",1.5,0
1946,17,"SO Montpellier",1.5,0
1946,17,"SO Montpellier",1.5,0.5
1946,17,"SO Montpellier",1.5,0
1946,17,"SO Montpellier",1.5,0.5
1946,17,"SO Montpellier",1.5,0.5
1946,17,"Stade de Reims",1.5,3
1946,17,"Stade de Reims",1.5,1.5
1946,17,"Stade de Reims",1.5,0.5
1946,17,"Stade de Reims",1.5,2
1946,17,"Stade de Reims",1.5,0.5
1946,17,"Stade de Reims",1.5,0.5
1946,17,"Stade de Reims",1.5,1
1946,18,"Stade Français",3,2
1946,18,"Stade Français",3,1.5
1946,18,"Stade Français",3,1.5
1946,18,"Stade Français",3,1.5
1946,18,"Stade Français",3,2
1946,18,"Olympique de Marseille",3,1
1946,18,"Olympique de Marseille",3,0.5
1946,18,"Olympique de Marseille",3,0
1946,18,"Olympique de Marseille",3,2
1946,18,"Olympique de Marseille",3,0.5
1946,18,"Stade Français",3,3
1946,18,"Stade Français",3,1.5
1946,18,"Olympique de Marseille",3,0
1946,18,"Olympique de Marseille",3,0.5
1946,19,"FC Nancy",0.5,0
1946,19,"FC Nancy",0.5,1.5
1946,19,"FC Rouen 1899",0,0.5
1946,19,"FC Rouen 1899",0,1.5
1946,19,"FC Rouen 1899",0,0
1946,19,"FC Rouen 1899",0,1
1946,19,"FC Rouen 1899",0,0
1946,19,"FC Rouen 1899",0,1.5
1946,19,"FC Rouen 1899",0,0.5
1946,19,"FC Rouen 1899",0,1.5
1946,19,"FC Nancy",0.5,0.5
1946,19,"FC Nancy",0.5,0.5
1946,19,"FC Nancy",0.5,0.5
1946,19,"FC Nancy",0.5,0.5
1946,19,"FC Nancy",0.5,0
1946,20,"SO Montpellier",2,0
1946,20,"SO Montpellier",2,0.5
1946,20,"SO Montpellier",2,0
1946,20,"SO Montpellier",2,0
1946,20,"RC Paris",1.5,0.5
1946,20,"RC Paris",1.5,3
1946,20,"Havre AC",0,0
1946,20,"Havre AC",0,1.5
1946,20,"Havre AC",0,0.5
1946,20,"Havre AC",0,1.5
1946,20,"Havre AC",0,0
1946,20,"FC Rouen 1899",1.5,1.5
1946,20,"FC Rouen 1899",1.5,1.5
1946,20,"FC Rouen 1899",1.5,0.5
1946,20,"FC Rouen 1899",1.5,1.5
1946,20,"FC Rouen 1899",1.5,0.5
1946,20,"Havre AC",0,0
1946,20,"RC Paris",1.5,0
1946,20,"RC Paris",1.5,2
1946,20,"RC Paris",1.5,0
1946,20,"RC Paris",1.5,2
1946,20,"Havre AC",0,0.5
1946,20,"FC Rouen 1899",1.5,1
1946,20,"FC Rouen 1899",1.5,0
1946,20,"SO Montpellier",2,1.5
1946,20,"SO Montpellier",2,0
1946,20,"SO Montpellier",2,0.5
1946,20,"SO Montpellier",2,0.5
1946,20,"FC Rouen 1899",1.5,0
1946,21,"AS Cannes",1.5,0
1946,21,"AS Cannes",1.5,0.5
1946,21,"AS Cannes",1.5,0
1946,21,"AS Cannes",1.5,0
1946,21,"AS Cannes",1.5,0
1946,21,"AS Cannes",1.5,1.5
1946,21,"AS Cannes",1.5,0
1946,22,"AS Cannes",1.5,0
1946,22,"AS Red Star 93",3,0.5
1946,22,"AS Red Star 93",3,0
1946,22,"AS Red Star 93",3,1
1946,22,"AS Red Star 93",3,2
1946,22,"AS Red Star 93",3,0
1946,22,"AS Red Star 93",3,0.5
1946,22,"AS Red Star 93",3,1.5
1946,22,"AS Cannes",1.5,0
1946,22,"AS Cannes",1.5,1.5
1946,22,"AS Cannes",1.5,0
1946,22,"AS Cannes",1.5,0.5
1946,22,"AS Cannes",1.5,0
1946,22,"AS Cannes",1.5,0
1946,22,"Stade de Reims",3,1.5
1946,22,"Stade de Reims",3,0.5
1946,22,"Stade de Reims",3,2
1946,22,"Stade de Reims",3,1
1946,22,"Stade de Reims",3,0.5
1946,22,"Stade de Reims",3,3
1946,22,"Stade de Reims",3,0.5
1946,22,"FC Sète 34",1.5,2
1946,22,"FC Sète 34",1.5,0.5
1946,22,"FC Sète 34",1.5,0.5
1946,22,"FC Sète 34",1.5,1.5
1946,22,"FC Sète 34",1.5,0
1946,22,"FC Sète 34",1.5,0
1946,22,"FC Sète 34",1.5,0.5
1946,22,"FC Sète 34",1.5,0
1946,23,"LOSC Lille",2,1.5
1946,23,"LOSC Lille",2,0
1946,23,"LOSC Lille",2,1.5
1946,23,"LOSC Lille",2,0
1946,23,"FC Sète 34",0.5,0.5
1946,23,"Stade Rennais FC",2,3
1946,23,"Olympique de Marseille",1.5,0
1946,23,"LOSC Lille",2,3
1946,23,"Olympique de Marseille",1.5,1
1946,23,"Olympique de Marseille",1.5,0.5
1946,23,"Stade Rennais FC",2,3
1946,23,"Stade Rennais FC",2,1.5
1946,23,"Olympique de Marseille",1.5,0
1946,23,"Olympique de Marseille",1.5,0.5
1946,23,"Olympique de Marseille",1.5,0.5
1946,23,"Stade Rennais FC",2,0
1946,23,"Olympique de Marseille",1.5,2
1946,23,"FC Sète 34",0.5,0
1946,23,"FC Sète 34",0.5,0
1946,23,"Stade Rennais FC",2,0.5
1946,23,"FC Sète 34",0.5,0
1946,23,"FC Sète 34",0.5,0.5
1946,23,"FC Sète 34",0.5,2
1946,23,"FC Sète 34",0.5,0.5
1946,23,"Stade Rennais FC",2,1
1946,23,"Stade Rennais FC",2,0.5
1946,23,"LOSC Lille",2,2
1946,23,"FC Sète 34",0.5,1.5
1946,23,"LOSC Lille",2,1.5
1946,24,"Stade Français",1.5,2
1946,24,"RC Strasbourg",3,1.5
1946,24,"Toulouse FC",1.5,0.5
1946,24,"Toulouse FC",1.5,3
1946,24,"Toulouse FC",1.5,0
1946,24,"Toulouse FC",1.5,0
1946,24,"Toulouse FC",1.5,0
1946,24,"Toulouse FC",1.5,1.5
1946,24,"Toulouse FC",1.5,1.5
1946,24,"Stade Français",1.5,3
1946,24,"Stade Français",1.5,1.5
1946,24,"Stade Français",1.5,2
1946,24,"Stade Français",1.5,1.5
1946,24,"FC Nancy",2,0.5
1946,24,"FC Nancy",2,0
1946,24,"Olympique de Marseille",3,0
1946,24,"Olympique de Marseille",3,0.5
1946,24,"Olympique de Marseille",3,2
1946,24,"FC Nancy",2,0.5
1946,24,"FC Nancy",2,0.5
1946,24,"FC Nancy",2,1.5
1946,24,"FC Nancy",2,0.5
1946,24,"Olympique de Marseille",3,1
1946,24,"Olympique de Marseille",3,0.5
1946,24,"Olympique de Marseille",3,0
1946,24,"Olympique de Marseille",3,0.5
1946,24,"FC Nancy",2,0
1946,24,"RC Strasbourg",3,0.5
1946,24,"RC Strasbourg",3,0.5
1946,24,"Stade Français",1.5,1.5
1946,24,"RC Strasbourg",3,2
1946,24,"RC Strasbourg",3,1.5
1946,24,"RC Strasbourg",3,3
1946,24,"RC Strasbourg",3,1.5
1946,24,"RC Strasbourg",3,1.5
1946,24,"Stade Français",1.5,1.5
1946,25,"CO Roubaix-Tourcoing",0,1.5
1946,25,"CO Roubaix-Tourcoing",0,1.5
1946,25,"CO Roubaix-Tourcoing",0,3
1946,25,"CO Roubaix-Tourcoing",0,1.5
1946,25,"CO Roubaix-Tourcoing",0,1.5
1946,25,"CO Roubaix-Tourcoing",0,2
1946,25,"SO Montpellier",1.5,0
1946,25,"SO Montpellier",1.5,1.5
1946,25,"AS Red Star 93",3,0
1946,25,"AS Red Star 93",3,2
1946,25,"SO Montpellier",1.5,0.5
1946,25,"Toulouse FC",1.5,0.5
1946,25,"SO Montpellier",1.5,0
1946,25,"AS Red Star 93",3,1
1946,25,"Toulouse FC",1.5,0
1946,25,"Toulouse FC",1.5,0
1946,25,"Toulouse FC",1.5,0
1946,25,"Toulouse FC",1.5,3
1946,25,"Toulouse FC",1.5,1.5
1946,25,"Toulouse FC",1.5,1.5
1946,25,"SO Montpellier",1.5,0
1946,25,"AS Red Star 93",3,0
1946,25,"AS Red Star 93",3,0.5
1946,25,"SO Montpellier",1.5,0.5
1946,25,"SO Montpellier",1.5,0.5
1946,25,"SO Montpellier",1.5,0
1946,25,"AS Red Star 93",3,1.5
1946,25,"AS Red Star 93",3,0.5
1946,25,"CO Roubaix-Tourcoing",0,1.5
1946,26,"CO Roubaix-Tourcoing",1.5,3
1946,26,"FC Metz",0,0.5
1946,26,"FC Metz",0,0.5
1946,26,"FC Metz",0,0.5
1946,26,"FC Metz",0,2
1946,26,"FC Metz",0,0.5
1946,26,"FC Metz",0,0
1946,26,"FC Metz",0,0
1946,26,"Havre AC",0.5,1.5
1946,26,"Havre AC",0.5,0.5
1946,26,"Havre AC",0.5,0
1946,26,"Havre AC",0.5,0
1946,26,"Havre AC",0.5,1.5
1946,26,"Havre AC",0.5,0.5
1946,26,"Havre AC",0.5,0
1946,26,"Stade de Reims",3,0.5
1946,26,"Stade de Reims",3,1
1946,26,"Stade de Reims",3,2
1946,26,"Stade de Reims",3,1.5
1946,26,"Stade de Reims",3,0.5
1946,26,"Stade de Reims",3,0.5
1946,26,"Stade de Reims",3,3
1946,26,"CO Roubaix-Tourcoing",1.5,1.5
1946,26,"CO Roubaix-Tourcoing",1.5,1.5
1946,26,"CO Roubaix-Tourcoing",1.5,2
1946,26,"CO Roubaix-Tourcoing",1.5,1.5
1946,26,"CO Roubaix-Tourcoing",1.5,1.5
1946,26,"CO Roubaix-Tourcoing",1.5,1.5
1946,26,"Girondins de Bordeaux",2,1.5
1946,26,"Girondins de Bordeaux",2,0
1946,26,"Girondins de Bordeaux",2,1.5
1946,26,"Girondins de Bordeaux",2,0
1946,26,"Girondins de Bordeaux",2,0.5
1946,26,"Girondins de Bordeaux",2,0.5
1946,26,"Girondins de Bordeaux",2,1
1946,27,"FC Sète 34",0.5,1.5
1946,27,"FC Sète 34",0.5,0
1946,27,"FC Sète 34",0.5,0
1946,27,"FC Sète 34",0.5,0.5
1946,27,"FC Sète 34",0.5,0
1946,27,"FC Sète 34",0.5,2
1946,27,"FC Sète 34",0.5,0.5
1946,27,"FC Sète 34",0.5,0.5
1946,27,"AS Cannes",2,0
1946,27,"AS Cannes",2,0
1946,27,"RC Lens",1,0
1946,27,"RC Lens",1,0
1946,27,"RC Lens",1,1.5
1946,27,"RC Lens",1,0
1946,27,"RC Lens",1,0
1946,27,"AS Cannes",2,0.5
1946,27,"AS Cannes",2,0
1946,27,"AS Cannes",2,0
1946,27,"RC Lens",1,0.5
1946,27,"RC Lens",1,0.5
1946,27,"AS Cannes",2,0
1946,27,"AS Cannes",2,1.5
1946,28,"AS Saint-Etienne",2,1.5
1946,28,"AS Saint-Etienne",2,0
1946,28,"AS Saint-Etienne",2,0.5
1946,28,"FC Nancy",1.5,0
1946,28,"FC Nancy",1.5,0.5
1946,28,"FC Nancy",1.5,1.5
1946,28,"FC Nancy",1.5,0
1946,28,"FC Nancy",1.5,0.5
1946,28,"FC Nancy",1.5,0.5
1946,28,"FC Nancy",1.5,0.5
1946,28,"Stade Rennais FC",3,1
1946,28,"AS Saint-Etienne",2,0.5
1946,28,"AS Saint-Etienne",2,0
1946,28,"Stade Rennais FC",3,3
1946,28,"Stade Rennais FC",3,0.5
1946,28,"AS Saint-Etienne",2,1
1946,28,"Stade Rennais FC",3,0.5
1946,28,"Stade Rennais FC",3,0
1946,28,"Stade Rennais FC",3,1.5
1946,28,"Stade Rennais FC",3,3
1946,28,"AS Saint-Etienne",2,0.5
1946,29,"AS Saint-Etienne",3,0
1946,29,"CO Roubaix-Tourcoing",3,1.5
1946,29,"CO Roubaix-Tourcoing",3,2
1946,29,"CO Roubaix-Tourcoing",3,1.5
1946,29,"FC Nancy",1.5,1.5
1946,29,"FC Nancy",1.5,0.5
1946,29,"FC Nancy",1.5,0
1946,29,"FC Nancy",1.5,0
1946,29,"FC Nancy",1.5,0.5
1946,29,"FC Nancy",1.5,0.5
1946,29,"FC Nancy",1.5,0.5
1946,29,"Olympique de Marseille",3,0.5
1946,29,"Olympique de Marseille",3,2
1946,29,"Olympique de Marseille",3,0.5
1946,29,"Olympique de Marseille",3,0.5
1946,29,"SO Montpellier",3,0
1946,29,"SO Montpellier",3,0.5
1946,29,"SO Montpellier",3,1.5
1946,29,"SO Montpellier",3,0
1946,29,"SO Montpellier",3,0
1946,29,"SO Montpellier",3,0.5
1946,29,"Olympique de Marseille",3,1
1946,29,"Olympique de Marseille",3,0
1946,29,"Girondins de Bordeaux",3,1
1946,29,"Girondins de Bordeaux",3,0
1946,29,"Girondins de Bordeaux",3,1.5
1946,29,"Girondins de Bordeaux",3,1.5
1946,29,"Girondins de Bordeaux",3,0.5
1946,29,"Girondins de Bordeaux",3,0.5
1946,29,"Girondins de Bordeaux",3,0
1946,29,"AS Saint-Etienne",3,1
1946,29,"AS Saint-Etienne",3,0.5
1946,29,"AS Saint-Etienne",3,0.5
1946,29,"AS Saint-Etienne",3,0.5
1946,29,"AS Saint-Etienne",3,1.5
1946,29,"AS Saint-Etienne",3,0
1946,29,"Olympique de Marseille",3,0
1946,29,"Stade Rennais FC",1.5,1.5
1946,29,"Stade Rennais FC",1.5,0.5
1946,29,"Stade Rennais FC",1.5,0.5
1946,29,"Stade Rennais FC",1.5,0
1946,29,"Stade Rennais FC",1.5,1
1946,29,"Stade Rennais FC",1.5,3
1946,29,"SO Montpellier",3,0.5
1946,29,"SO Montpellier",3,0
1946,29,"Stade Rennais FC",1.5,3
1946,29,"CO Roubaix-Tourcoing",3,3
1946,29,"CO Roubaix-Tourcoing",3,1.5
1946,29,"CO Roubaix-Tourcoing",3,1.5
1946,29,"CO Roubaix-Tourcoing",3,1.5
1946,30,"FC Rouen 1899",0,0
1946,30,"FC Rouen 1899",0,0
1946,30,"FC Rouen 1899",0,0.5
1946,30,"FC Rouen 1899",0,1
1946,30,"FC Rouen 1899",0,1.5
1946,30,"FC Rouen 1899",0,0.5
1946,30,"FC Rouen 1899",0,1.5
1946,30,"FC Rouen 1899",0,1.5
1946,31,"Toulouse FC",3,0
1946,31,"RC Strasbourg",2,1.5
1946,31,"RC Strasbourg",2,1.5
1946,31,"RC Strasbourg",2,0.5
1946,31,"RC Strasbourg",2,2
1946,31,"RC Strasbourg",2,0.5
1946,31,"LOSC Lille",1.5,1.5
1946,31,"LOSC Lille",1.5,1.5
1946,31,"LOSC Lille",1.5,0
1946,31,"LOSC Lille",1.5,2
1946,31,"LOSC Lille",1.5,1.5
1946,31,"LOSC Lille",1.5,0
1946,31,"LOSC Lille",1.5,3
1946,31,"RC Strasbourg",2,1.5
1946,31,"RC Strasbourg",2,1.5
1946,31,"RC Strasbourg",2,3
1946,31,"RC Lens",1.5,1.5
1946,31,"Stade de Reims",3,2
1946,31,"Stade de Reims",3,0.5
1946,31,"Stade de Reims",3,1.5
1946,31,"Stade de Reims",3,0.5
1946,31,"Stade de Reims",3,0.5
1946,31,"Stade de Reims",3,3
1946,31,"Stade de Reims",3,1
1946,31,"Toulouse FC",3,1.5
1946,31,"Toulouse FC",3,0.5
1946,31,"Toulouse FC",3,1.5
1946,31,"Toulouse FC",3,3
1946,31,"Toulouse FC",3,0
1946,31,"Toulouse FC",3,0
1946,31,"FC Rouen 1899",0.5,0.5
1946,31,"FC Rouen 1899",0.5,0
1946,31,"FC Rouen 1899",0.5,1.5
1946,31,"FC Rouen 1899",0.5,0.5
1946,31,"FC Rouen 1899",0.5,1.5
1946,31,"FC Rouen 1899",0.5,1
1946,31,"FC Rouen 1899",0.5,1.5
1946,31,"FC Rouen 1899",0.5,0
1946,31,"RC Lens",1.5,0.5
1946,31,"RC Lens",1.5,0.5
1946,31,"RC Lens",1.5,0
1946,31,"FC Sète 34",1,2
1946,31,"FC Sète 34",1,0.5
1946,31,"FC Sète 34",1,0.5
1946,31,"FC Sète 34",1,1.5
1946,31,"FC Sète 34",1,0
1946,31,"FC Sète 34",1,0
1946,31,"FC Sète 34",1,0
1946,31,"FC Sète 34",1,0.5
1946,31,"FC Metz",2,0.5
1946,31,"FC Metz",2,0
1946,31,"FC Metz",2,0
1946,31,"FC Metz",2,0.5
1946,31,"FC Metz",2,0.5
1946,31,"FC Metz",2,2
1946,31,"FC Metz",2,0.5
1946,31,"RC Lens",1.5,0
1946,31,"Havre AC",2,0
1946,31,"RC Lens",1.5,0
1946,31,"RC Lens",1.5,0
1946,31,"AS Red Star 93",2,2
1946,31,"AS Red Star 93",2,0
1946,31,"AS Red Star 93",2,0.5
1946,31,"AS Red Star 93",2,1
1946,31,"AS Red Star 93",2,1.5
1946,31,"AS Red Star 93",2,0
1946,31,"AS Red Star 93",2,0.5
1946,31,"Havre AC",2,1.5
1946,31,"Havre AC",2,0
1946,31,"Havre AC",2,0.5
1946,31,"Havre AC",2,0
1946,31,"Havre AC",2,1.5
1946,31,"Havre AC",2,0.5
1946,33,"Olympique de Marseille",2,2
1946,33,"AS Saint-Etienne",2,0
1946,33,"AS Saint-Etienne",2,1.5
1946,33,"AS Saint-Etienne",2,0.5
1946,33,"AS Saint-Etienne",2,0.5
1946,33,"AS Saint-Etienne",2,0.5
1946,33,"AS Cannes",1.5,0
1946,33,"AS Cannes",1.5,0
1946,33,"AS Cannes",1.5,1.5
1946,33,"AS Cannes",1.5,0
1946,33,"AS Cannes",1.5,0
1946,33,"AS Cannes",1.5,0
1946,33,"AS Cannes",1.5,0.5
1946,33,"AS Saint-Etienne",2,1
1946,33,"Girondins de Bordeaux",1.5,1
1946,33,"Girondins de Bordeaux",1.5,0
1946,33,"Girondins de Bordeaux",1.5,0
1946,33,"Girondins de Bordeaux",1.5,1.5
1946,33,"Girondins de Bordeaux",1.5,0.5
1946,33,"Girondins de Bordeaux",1.5,0.5
1946,33,"Girondins de Bordeaux",1.5,1.5
1946,33,"FC Nancy",3,0.5
1946,33,"FC Nancy",3,0.5
1946,33,"FC Nancy",3,1.5
1946,33,"FC Nancy",3,0
1946,33,"Stade Français",2,2
1946,33,"Stade Français",2,1.5
1946,33,"Stade Français",2,1.5
1946,33,"Stade Français",2,1.5
1946,33,"Stade Français",2,2
1946,33,"Stade Français",2,1.5
1946,33,"Stade Français",2,3
1946,33,"Olympique de Marseille",2,0
1946,33,"Olympique de Marseille",2,0.5
1946,33,"Olympique de Marseille",2,0
1946,33,"Olympique de Marseille",2,0.5
1946,33,"Olympique de Marseille",2,1
1946,33,"Olympique de Marseille",2,0.5
1946,33,"AS Saint-Etienne",2,0
1946,33,"RC Paris",0.5,0.5
1946,33,"RC Paris",0.5,0
1946,33,"FC Nancy",3,0
1946,33,"FC Nancy",3,0.5
1946,33,"RC Paris",0.5,2
1946,33,"Stade Rennais FC",3,1.5
1946,33,"Stade Rennais FC",3,0.5
1946,33,"Stade Rennais FC",3,0
1946,33,"Stade Rennais FC",3,0.5
1946,33,"CO Roubaix-Tourcoing",3,1.5
1946,33,"Stade Rennais FC",3,3
1946,33,"FC Nancy",3,0.5
1946,33,"CO Roubaix-Tourcoing",3,1.5
1946,33,"CO Roubaix-Tourcoing",3,1.5
1946,33,"CO Roubaix-Tourcoing",3,1.5
1946,33,"CO Roubaix-Tourcoing",3,1.5
1946,33,"CO Roubaix-Tourcoing",3,2
1946,33,"CO Roubaix-Tourcoing",3,3
1946,33,"Stade Rennais FC",3,1
1946,33,"Stade Rennais FC",3,3
1946,33,"RC Paris",0.5,2
1946,33,"RC Paris",0.5,0
1946,33,"SO Montpellier",2,0
1946,33,"SO Montpellier",2,0.5
1946,33,"SO Montpellier",2,0.5
1946,33,"SO Montpellier",2,0
1946,33,"SO Montpellier",2,0
1946,33,"SO Montpellier",2,0.5
1946,33,"SO Montpellier",2,1.5
1946,33,"SO Montpellier",2,0
1946,33,"RC Paris",0.5,3
1946,34,"Stade Français",0.5,1.5
1946,34,"Stade Français",0.5,1.5
1946,34,"Stade Français",0.5,1.5
1946,34,"Stade Français",0.5,3
1946,34,"Stade Français",0.5,2
1946,34,"Stade Français",0.5,2
1946,34,"Stade Français",0.5,1.5
1946,35,"RC Lens",0.5,0
1946,35,"RC Lens",0.5,1.5
1946,35,"RC Lens",0.5,0
1946,35,"RC Lens",0.5,0
1946,35,"RC Lens",0.5,0
1946,35,"RC Lens",0.5,0.5
1946,35,"RC Lens",0.5,0.5
1946,35,"FC Rouen 1899",0.5,1.5
1946,35,"FC Rouen 1899",0.5,0.5
1946,35,"FC Rouen 1899",0.5,1
1946,35,"FC Rouen 1899",0.5,0
1946,35,"FC Rouen 1899",0.5,0.5
1946,35,"FC Rouen 1899",0.5,1.5
1946,35,"FC Rouen 1899",0.5,0
1946,35,"FC Rouen 1899",0.5,1.5
1946,35,"Toulouse FC",1.5,1.5
1946,35,"Toulouse FC",1.5,3
1946,35,"Toulouse FC",1.5,0
1946,35,"Toulouse FC",1.5,0.5
1946,35,"Toulouse FC",1.5,0
1946,35,"Toulouse FC",1.5,0
1946,35,"Toulouse FC",1.5,1.5
1946,35,"LOSC Lille",3,1.5
1946,35,"LOSC Lille",3,0
1946,35,"LOSC Lille",3,0
1946,35,"LOSC Lille",3,3
1946,35,"LOSC Lille",3,2
1946,35,"LOSC Lille",3,1.5
1946,35,"LOSC Lille",3,1.5
1946,35,"RC Strasbourg",3,0.5
1946,35,"RC Strasbourg",3,1.5
1946,35,"RC Strasbourg",3,1.5
1946,35,"RC Strasbourg",3,0.5
1946,35,"RC Strasbourg",3,2
1946,35,"RC Strasbourg",3,3
1946,35,"RC Strasbourg",3,1.5
1946,35,"RC Strasbourg",3,1.5
1946,35,"Stade de Reims",1.5,2
1946,35,"Stade de Reims",1.5,0.5
1946,35,"Stade de Reims",1.5,1
1946,35,"Stade de Reims",1.5,1.5
1946,35,"Stade de Reims",1.5,0.5
1946,35,"Stade de Reims",1.5,3
1946,35,"Stade de Reims",1.5,0.5
1946,35,"Havre AC",1.5,0.5
1946,35,"Havre AC",1.5,0
1946,35,"Havre AC",1.5,0
1946,35,"Havre AC",1.5,0
1946,35,"Havre AC",1.5,1.5
1946,35,"Havre AC",1.5,0.5
1946,35,"Havre AC",1.5,1.5
1946,35,"FC Metz",2,0
1946,35,"FC Metz",2,0.5
1946,35,"FC Metz",2,0
1946,35,"FC Metz",2,0.5
1946,35,"FC Metz",2,0.5
1946,35,"FC Metz",2,0.5
1946,35,"FC Metz",2,2
1946,35,"FC Sète 34",3,0
1946,35,"FC Sète 34",3,0
1946,35,"FC Sète 34",3,0.5
1946,35,"FC Sète 34",3,2
1946,35,"FC Sète 34",3,0.5
1946,35,"FC Sète 34",3,0.5
1946,35,"FC Sète 34",3,0
1946,35,"FC Sète 34",3,1.5
1947,1,"Stade de Reims",3,1.5
1947,1,"Stade de Reims",3,2
1947,1,"Stade de Reims",3,1.5
1947,1,"Stade de Reims",3,1.5
1947,2,"Toulouse FC",2,0
1947,2,"FC Nancy",2,0
1947,2,"FC Nancy",2,0
1947,2,"Toulouse FC",2,0
1947,2,"Toulouse FC",2,0
1947,4,"Stade Français",1.5,3
1947,4,"Stade Français",1.5,0
1947,6,"SO Montpellier",1.5,0
1947,7,"RC Paris",3,0.5
1947,7,"RC Paris",3,0.5
1947,9,"Stade de Reims",2,2
1947,9,"Stade de Reims",2,1.5
1947,9,"Stade de Reims",2,1.5
1947,9,"Stade de Reims",2,1.5
1947,10,"LOSC Lille",2,2
1947,10,"LOSC Lille",2,0.5
1947,11,"FC Metz",0,0
1947,11,"FC Metz",0,1.5
1947,11,"FC Metz",0,0
1947,13,"FC Sochaux-Montbéliard",3,1
1947,13,"FC Sochaux-Montbéliard",3,1.5
1947,13,"FC Sochaux-Montbéliard",3,0.5
1947,15,"Toulouse FC",1.5,0
1947,15,"Toulouse FC",1.5,0
1947,15,"Toulouse FC",1.5,0
1947,17,"LOSC Lille",3,2
1947,17,"SO Montpellier",2,0
1947,17,"AS Cannes",1,0
1947,17,"AS Cannes",1,1.5
1947,17,"FC Nancy",0.5,0
1947,17,"FC Nancy",0.5,0
1947,17,"AS Red Star 93",3,0
1947,17,"AS Red Star 93",3,0
1947,17,"LOSC Lille",3,0.5
1947,17,"RC Strasbourg",3,2
1947,17,"RC Strasbourg",3,0
1947,18,"FC Sochaux-Montbéliard",3,0.5
1947,18,"FC Sochaux-Montbéliard",3,1
1947,18,"FC Sochaux-Montbéliard",3,1.5
1947,19,"Stade Rennais FC",3,0.5
1947,19,"Stade Rennais FC",3,0
1947,19,"Stade Français",2,0
1947,19,"Stade Français",2,3
1947,19,"Stade Rennais FC",3,0
1947,21,"CO Roubaix-Tourcoing",1.5,2
1947,21,"Toulouse FC",1.5,0
1947,21,"Toulouse FC",1.5,0
1947,21,"Toulouse FC",1.5,0
