start;name;final_rank;day;day_rank
2003;Olympique Lyonnais;1;1;17
2003;Olympique Lyonnais;1;2;9
2003;Olympique Lyonnais;1;3;4
2003;Olympique Lyonnais;1;4;6
2003;Olympique Lyonnais;1;5;8
2003;Olympique Lyonnais;1;6;11
2003;Olympique Lyonnais;1;7;7
2003;Olympique Lyonnais;1;8;3
2003;Olympique Lyonnais;1;9;3
2003;Olympique Lyonnais;1;10;5
2003;Olympique Lyonnais;1;11;3
2003;Olympique Lyonnais;1;12;2
2003;Olympique Lyonnais;1;13;2
2003;Olympique Lyonnais;1;14;2
2003;Olympique Lyonnais;1;15;2
2003;Olympique Lyonnais;1;16;2
2003;Olympique Lyonnais;1;17;2
2003;Olympique Lyonnais;1;18;2
2003;Olympique Lyonnais;1;19;2
2003;Olympique Lyonnais;1;20;2
2003;Olympique Lyonnais;1;21;2
2003;Olympique Lyonnais;1;22;2
2003;Olympique Lyonnais;1;23;3
2003;Olympique Lyonnais;1;24;2
2003;Olympique Lyonnais;1;25;2
2003;Olympique Lyonnais;1;26;2
2003;Olympique Lyonnais;1;27;2
2003;Olympique Lyonnais;1;28;2
2003;Olympique Lyonnais;1;29;1
2003;Olympique Lyonnais;1;30;1
2003;Olympique Lyonnais;1;31;2
2003;Olympique Lyonnais;1;32;1
2003;Olympique Lyonnais;1;33;1
2003;Olympique Lyonnais;1;34;1
2003;Olympique Lyonnais;1;35;1
2003;Olympique Lyonnais;1;36;1
2003;Olympique Lyonnais;1;37;1
2003;Olympique Lyonnais;1;38;1
2003;Paris Saint-Germain;2;1;11
2003;Paris Saint-Germain;2;2;14
2003;Paris Saint-Germain;2;3;11
2003;Paris Saint-Germain;2;4;13
2003;Paris Saint-Germain;2;5;17
2003;Paris Saint-Germain;2;6;14
2003;Paris Saint-Germain;2;7;11
2003;Paris Saint-Germain;2;8;8
2003;Paris Saint-Germain;2;9;5
2003;Paris Saint-Germain;2;10;3
2003;Paris Saint-Germain;2;11;4
2003;Paris Saint-Germain;2;12;4
2003;Paris Saint-Germain;2;13;4
2003;Paris Saint-Germain;2;14;4
2003;Paris Saint-Germain;2;15;4
2003;Paris Saint-Germain;2;16;4
2003;Paris Saint-Germain;2;17;4
2003;Paris Saint-Germain;2;18;4
2003;Paris Saint-Germain;2;19;4
2003;Paris Saint-Germain;2;20;4
2003;Paris Saint-Germain;2;21;3
2003;Paris Saint-Germain;2;22;5
2003;Paris Saint-Germain;2;23;4
2003;Paris Saint-Germain;2;24;3
2003;Paris Saint-Germain;2;25;3
2003;Paris Saint-Germain;2;26;3
2003;Paris Saint-Germain;2;27;3
2003;Paris Saint-Germain;2;28;3
2003;Paris Saint-Germain;2;29;3
2003;Paris Saint-Germain;2;30;3
2003;Paris Saint-Germain;2;31;3
2003;Paris Saint-Germain;2;32;3
2003;Paris Saint-Germain;2;33;2
2003;Paris Saint-Germain;2;34;3
2003;Paris Saint-Germain;2;35;3
2003;Paris Saint-Germain;2;36;3
2003;Paris Saint-Germain;2;37;2
2003;Paris Saint-Germain;2;38;2
2003;AS Monaco FC;3;1;1
2003;AS Monaco FC;3;2;11
2003;AS Monaco FC;3;3;5
2003;AS Monaco FC;3;4;2
2003;AS Monaco FC;3;5;1
2003;AS Monaco FC;3;6;2
2003;AS Monaco FC;3;7;1
2003;AS Monaco FC;3;8;1
2003;AS Monaco FC;3;9;1
2003;AS Monaco FC;3;10;1
2003;AS Monaco FC;3;11;1
2003;AS Monaco FC;3;12;1
2003;AS Monaco FC;3;13;1
2003;AS Monaco FC;3;14;1
2003;AS Monaco FC;3;15;1
2003;AS Monaco FC;3;16;1
2003;AS Monaco FC;3;17;1
2003;AS Monaco FC;3;18;1
2003;AS Monaco FC;3;19;1
2003;AS Monaco FC;3;20;1
2003;AS Monaco FC;3;21;1
2003;AS Monaco FC;3;22;1
2003;AS Monaco FC;3;23;1
2003;AS Monaco FC;3;24;1
2003;AS Monaco FC;3;25;1
2003;AS Monaco FC;3;26;1
2003;AS Monaco FC;3;27;1
2003;AS Monaco FC;3;28;1
2003;AS Monaco FC;3;29;2
2003;AS Monaco FC;3;30;2
2003;AS Monaco FC;3;31;1
2003;AS Monaco FC;3;32;2
2003;AS Monaco FC;3;33;3
2003;AS Monaco FC;3;34;2
2003;AS Monaco FC;3;35;2
2003;AS Monaco FC;3;36;2
2003;AS Monaco FC;3;37;3
2003;AS Monaco FC;3;38;3
2003;AJ Auxerre;4;1;16
2003;AJ Auxerre;4;2;18
2003;AJ Auxerre;4;3;15
2003;AJ Auxerre;4;4;17
2003;AJ Auxerre;4;5;15
2003;AJ Auxerre;4;6;16
2003;AJ Auxerre;4;7;9
2003;AJ Auxerre;4;8;13
2003;AJ Auxerre;4;9;8
2003;AJ Auxerre;4;10;9
2003;AJ Auxerre;4;11;12
2003;AJ Auxerre;4;12;11
2003;AJ Auxerre;4;13;7
2003;AJ Auxerre;4;14;6
2003;AJ Auxerre;4;15;7
2003;AJ Auxerre;4;16;7
2003;AJ Auxerre;4;17;5
2003;AJ Auxerre;4;18;5
2003;AJ Auxerre;4;19;6
2003;AJ Auxerre;4;20;5
2003;AJ Auxerre;4;21;4
2003;AJ Auxerre;4;22;3
2003;AJ Auxerre;4;23;2
2003;AJ Auxerre;4;24;4
2003;AJ Auxerre;4;25;4
2003;AJ Auxerre;4;26;5
2003;AJ Auxerre;4;27;5
2003;AJ Auxerre;4;28;5
2003;AJ Auxerre;4;29;5
2003;AJ Auxerre;4;30;5
2003;AJ Auxerre;4;31;5
2003;AJ Auxerre;4;32;5
2003;AJ Auxerre;4;33;4
2003;AJ Auxerre;4;34;5
2003;AJ Auxerre;4;35;5
2003;AJ Auxerre;4;36;4
2003;AJ Auxerre;4;37;4
2003;AJ Auxerre;4;38;4
2003;FC Sochaux-Montbéliard;5;1;3
2003;FC Sochaux-Montbéliard;5;2;12
2003;FC Sochaux-Montbéliard;5;3;10
2003;FC Sochaux-Montbéliard;5;4;14
2003;FC Sochaux-Montbéliard;5;5;11
2003;FC Sochaux-Montbéliard;5;6;7
2003;FC Sochaux-Montbéliard;5;7;4
2003;FC Sochaux-Montbéliard;5;8;7
2003;FC Sochaux-Montbéliard;5;9;9
2003;FC Sochaux-Montbéliard;5;10;10
2003;FC Sochaux-Montbéliard;5;11;10
2003;FC Sochaux-Montbéliard;5;12;9
2003;FC Sochaux-Montbéliard;5;13;6
2003;FC Sochaux-Montbéliard;5;14;5
2003;FC Sochaux-Montbéliard;5;15;5
2003;FC Sochaux-Montbéliard;5;16;3
2003;FC Sochaux-Montbéliard;5;17;3
2003;FC Sochaux-Montbéliard;5;18;3
2003;FC Sochaux-Montbéliard;5;19;3
2003;FC Sochaux-Montbéliard;5;20;3
2003;FC Sochaux-Montbéliard;5;21;5
2003;FC Sochaux-Montbéliard;5;22;4
2003;FC Sochaux-Montbéliard;5;23;5
2003;FC Sochaux-Montbéliard;5;24;5
2003;FC Sochaux-Montbéliard;5;25;5
2003;FC Sochaux-Montbéliard;5;26;4
2003;FC Sochaux-Montbéliard;5;27;4
2003;FC Sochaux-Montbéliard;5;28;4
2003;FC Sochaux-Montbéliard;5;29;4
2003;FC Sochaux-Montbéliard;5;30;4
2003;FC Sochaux-Montbéliard;5;31;4
2003;FC Sochaux-Montbéliard;5;32;4
2003;FC Sochaux-Montbéliard;5;33;5
2003;FC Sochaux-Montbéliard;5;34;4
2003;FC Sochaux-Montbéliard;5;35;4
2003;FC Sochaux-Montbéliard;5;36;5
2003;FC Sochaux-Montbéliard;5;37;5
2003;FC Sochaux-Montbéliard;5;38;5
2003;FC Nantes;6;1;15
2003;FC Nantes;6;2;8
2003;FC Nantes;6;3;3
2003;FC Nantes;6;4;3
2003;FC Nantes;6;5;4
2003;FC Nantes;6;6;6
2003;FC Nantes;6;7;5
2003;FC Nantes;6;8;5
2003;FC Nantes;6;9;4
2003;FC Nantes;6;10;4
2003;FC Nantes;6;11;5
2003;FC Nantes;6;12;5
2003;FC Nantes;6;13;10
2003;FC Nantes;6;14;7
2003;FC Nantes;6;15;8
2003;FC Nantes;6;16;9
2003;FC Nantes;6;17;10
2003;FC Nantes;6;18;9
2003;FC Nantes;6;19;9
2003;FC Nantes;6;20;10
2003;FC Nantes;6;21;8
2003;FC Nantes;6;22;7
2003;FC Nantes;6;23;9
2003;FC Nantes;6;24;7
2003;FC Nantes;6;25;7
2003;FC Nantes;6;26;7
2003;FC Nantes;6;27;7
2003;FC Nantes;6;28;7
2003;FC Nantes;6;29;8
2003;FC Nantes;6;30;7
2003;FC Nantes;6;31;7
2003;FC Nantes;6;32;7
2003;FC Nantes;6;33;7
2003;FC Nantes;6;34;6
2003;FC Nantes;6;35;6
2003;FC Nantes;6;36;6
2003;FC Nantes;6;37;6
2003;FC Nantes;6;38;6
2003;Olympique de Marseille;7;1;5
2003;Olympique de Marseille;7;2;2
2003;Olympique de Marseille;7;3;6
2003;Olympique de Marseille;7;4;4
2003;Olympique de Marseille;7;5;2
2003;Olympique de Marseille;7;6;1
2003;Olympique de Marseille;7;7;2
2003;Olympique de Marseille;7;8;2
2003;Olympique de Marseille;7;9;2
2003;Olympique de Marseille;7;10;2
2003;Olympique de Marseille;7;11;2
2003;Olympique de Marseille;7;12;3
2003;Olympique de Marseille;7;13;3
2003;Olympique de Marseille;7;14;3
2003;Olympique de Marseille;7;15;3
2003;Olympique de Marseille;7;16;5
2003;Olympique de Marseille;7;17;6
2003;Olympique de Marseille;7;18;6
2003;Olympique de Marseille;7;19;5
2003;Olympique de Marseille;7;20;6
2003;Olympique de Marseille;7;21;6
2003;Olympique de Marseille;7;22;6
2003;Olympique de Marseille;7;23;6
2003;Olympique de Marseille;7;24;6
2003;Olympique de Marseille;7;25;6
2003;Olympique de Marseille;7;26;6
2003;Olympique de Marseille;7;27;6
2003;Olympique de Marseille;7;28;6
2003;Olympique de Marseille;7;29;6
2003;Olympique de Marseille;7;30;6
2003;Olympique de Marseille;7;31;6
2003;Olympique de Marseille;7;32;6
2003;Olympique de Marseille;7;33;6
2003;Olympique de Marseille;7;34;7
2003;Olympique de Marseille;7;35;7
2003;Olympique de Marseille;7;36;7
2003;Olympique de Marseille;7;37;7
2003;Olympique de Marseille;7;38;7
2003;RC Lens;8;1;13
2003;RC Lens;8;2;17
2003;RC Lens;8;3;12
2003;RC Lens;8;4;8
2003;RC Lens;8;5;5
2003;RC Lens;8;6;9
2003;RC Lens;8;7;6
2003;RC Lens;8;8;10
2003;RC Lens;8;9;11
2003;RC Lens;8;10;13
2003;RC Lens;8;11;9
2003;RC Lens;8;12;6
2003;RC Lens;8;13;5
2003;RC Lens;8;14;8
2003;RC Lens;8;15;6
2003;RC Lens;8;16;6
2003;RC Lens;8;17;7
2003;RC Lens;8;18;7
2003;RC Lens;8;19;8
2003;RC Lens;8;20;9
2003;RC Lens;8;21;10
2003;RC Lens;8;22;10
2003;RC Lens;8;23;10
2003;RC Lens;8;24;10
2003;RC Lens;8;25;10
2003;RC Lens;8;26;10
2003;RC Lens;8;27;10
2003;RC Lens;8;28;9
2003;RC Lens;8;29;9
2003;RC Lens;8;30;8
2003;RC Lens;8;31;8
2003;RC Lens;8;32;8
2003;RC Lens;8;33;9
2003;RC Lens;8;34;9
2003;RC Lens;8;35;8
2003;RC Lens;8;36;9
2003;RC Lens;8;37;8
2003;RC Lens;8;38;8
2003;Stade Rennais FC;9;1;9
2003;Stade Rennais FC;9;2;6
2003;Stade Rennais FC;9;3;8
2003;Stade Rennais FC;9;4;10
2003;Stade Rennais FC;9;5;14
2003;Stade Rennais FC;9;6;10
2003;Stade Rennais FC;9;7;14
2003;Stade Rennais FC;9;8;11
2003;Stade Rennais FC;9;9;12
2003;Stade Rennais FC;9;10;11
2003;Stade Rennais FC;9;11;14
2003;Stade Rennais FC;9;12;15
2003;Stade Rennais FC;9;13;14
2003;Stade Rennais FC;9;14;14
2003;Stade Rennais FC;9;15;14
2003;Stade Rennais FC;9;16;14
2003;Stade Rennais FC;9;17;14
2003;Stade Rennais FC;9;18;14
2003;Stade Rennais FC;9;19;12
2003;Stade Rennais FC;9;20;12
2003;Stade Rennais FC;9;21;11
2003;Stade Rennais FC;9;22;11
2003;Stade Rennais FC;9;23;11
2003;Stade Rennais FC;9;24;13
2003;Stade Rennais FC;9;25;11
2003;Stade Rennais FC;9;26;12
2003;Stade Rennais FC;9;27;12
2003;Stade Rennais FC;9;28;12
2003;Stade Rennais FC;9;29;12
2003;Stade Rennais FC;9;30;12
2003;Stade Rennais FC;9;31;12
2003;Stade Rennais FC;9;32;12
2003;Stade Rennais FC;9;33;12
2003;Stade Rennais FC;9;34;10
2003;Stade Rennais FC;9;35;11
2003;Stade Rennais FC;9;36;11
2003;Stade Rennais FC;9;37;11
2003;Stade Rennais FC;9;38;9
2003;LOSC Lille;10;1;4
2003;LOSC Lille;10;2;4
2003;LOSC Lille;10;3;1
2003;LOSC Lille;10;4;1
2003;LOSC Lille;10;5;3
2003;LOSC Lille;10;6;3
2003;LOSC Lille;10;7;8
2003;LOSC Lille;10;8;12
2003;LOSC Lille;10;9;13
2003;LOSC Lille;10;10;12
2003;LOSC Lille;10;11;15
2003;LOSC Lille;10;12;17
2003;LOSC Lille;10;13;16
2003;LOSC Lille;10;14;16
2003;LOSC Lille;10;15;17
2003;LOSC Lille;10;16;15
2003;LOSC Lille;10;17;15
2003;LOSC Lille;10;18;15
2003;LOSC Lille;10;19;14
2003;LOSC Lille;10;20;14
2003;LOSC Lille;10;21;14
2003;LOSC Lille;10;22;13
2003;LOSC Lille;10;23;13
2003;LOSC Lille;10;24;11
2003;LOSC Lille;10;25;12
2003;LOSC Lille;10;26;11
2003;LOSC Lille;10;27;11
2003;LOSC Lille;10;28;10
2003;LOSC Lille;10;29;10
2003;LOSC Lille;10;30;11
2003;LOSC Lille;10;31;10
2003;LOSC Lille;10;32;10
2003;LOSC Lille;10;33;11
2003;LOSC Lille;10;34;12
2003;LOSC Lille;10;35;9
2003;LOSC Lille;10;36;10
2003;LOSC Lille;10;37;9
2003;LOSC Lille;10;38;10
2003;OGC Nice;11;1;2
2003;OGC Nice;11;2;1
2003;OGC Nice;11;3;2
2003;OGC Nice;11;4;5
2003;OGC Nice;11;5;6
2003;OGC Nice;11;6;4
2003;OGC Nice;11;7;3
2003;OGC Nice;11;8;4
2003;OGC Nice;11;9;6
2003;OGC Nice;11;10;7
2003;OGC Nice;11;11;7
2003;OGC Nice;11;12;12
2003;OGC Nice;11;13;8
2003;OGC Nice;11;14;10
2003;OGC Nice;11;15;9
2003;OGC Nice;11;16;8
2003;OGC Nice;11;17;8
2003;OGC Nice;11;18;8
2003;OGC Nice;11;19;7
2003;OGC Nice;11;20;7
2003;OGC Nice;11;21;9
2003;OGC Nice;11;22;8
2003;OGC Nice;11;23;7
2003;OGC Nice;11;24;9
2003;OGC Nice;11;25;8
2003;OGC Nice;11;26;8
2003;OGC Nice;11;27;8
2003;OGC Nice;11;28;8
2003;OGC Nice;11;29;7
2003;OGC Nice;11;30;9
2003;OGC Nice;11;31;9
2003;OGC Nice;11;32;9
2003;OGC Nice;11;33;10
2003;OGC Nice;11;34;11
2003;OGC Nice;11;35;12
2003;OGC Nice;11;36;12
2003;OGC Nice;11;37;12
2003;OGC Nice;11;38;11
2003;Girondins de Bordeaux;12;1;20
2003;Girondins de Bordeaux;12;2;20
2003;Girondins de Bordeaux;12;3;16
2003;Girondins de Bordeaux;12;4;9
2003;Girondins de Bordeaux;12;5;9
2003;Girondins de Bordeaux;12;6;13
2003;Girondins de Bordeaux;12;7;16
2003;Girondins de Bordeaux;12;8;14
2003;Girondins de Bordeaux;12;9;15
2003;Girondins de Bordeaux;12;10;16
2003;Girondins de Bordeaux;12;11;16
2003;Girondins de Bordeaux;12;12;13
2003;Girondins de Bordeaux;12;13;13
2003;Girondins de Bordeaux;12;14;12
2003;Girondins de Bordeaux;12;15;12
2003;Girondins de Bordeaux;12;16;13
2003;Girondins de Bordeaux;12;17;11
2003;Girondins de Bordeaux;12;18;11
2003;Girondins de Bordeaux;12;19;11
2003;Girondins de Bordeaux;12;20;8
2003;Girondins de Bordeaux;12;21;7
2003;Girondins de Bordeaux;12;22;9
2003;Girondins de Bordeaux;12;23;8
2003;Girondins de Bordeaux;12;24;8
2003;Girondins de Bordeaux;12;25;9
2003;Girondins de Bordeaux;12;26;9
2003;Girondins de Bordeaux;12;27;9
2003;Girondins de Bordeaux;12;28;11
2003;Girondins de Bordeaux;12;29;11
2003;Girondins de Bordeaux;12;30;10
2003;Girondins de Bordeaux;12;31;11
2003;Girondins de Bordeaux;12;32;11
2003;Girondins de Bordeaux;12;33;8
2003;Girondins de Bordeaux;12;34;8
2003;Girondins de Bordeaux;12;35;10
2003;Girondins de Bordeaux;12;36;8
2003;Girondins de Bordeaux;12;37;10
2003;Girondins de Bordeaux;12;38;12
2003;RC Strasbourg;13;1;7
2003;RC Strasbourg;13;2;5
2003;RC Strasbourg;13;3;9
2003;RC Strasbourg;13;4;11
2003;RC Strasbourg;13;5;7
2003;RC Strasbourg;13;6;5
2003;RC Strasbourg;13;7;10
2003;RC Strasbourg;13;8;6
2003;RC Strasbourg;13;9;7
2003;RC Strasbourg;13;10;6
2003;RC Strasbourg;13;11;6
2003;RC Strasbourg;13;12;8
2003;RC Strasbourg;13;13;9
2003;RC Strasbourg;13;14;11
2003;RC Strasbourg;13;15;11
2003;RC Strasbourg;13;16;12
2003;RC Strasbourg;13;17;9
2003;RC Strasbourg;13;18;10
2003;RC Strasbourg;13;19;10
2003;RC Strasbourg;13;20;11
2003;RC Strasbourg;13;21;12
2003;RC Strasbourg;13;22;12
2003;RC Strasbourg;13;23;12
2003;RC Strasbourg;13;24;12
2003;RC Strasbourg;13;25;13
2003;RC Strasbourg;13;26;13
2003;RC Strasbourg;13;27;13
2003;RC Strasbourg;13;28;14
2003;RC Strasbourg;13;29;14
2003;RC Strasbourg;13;30;14
2003;RC Strasbourg;13;31;14
2003;RC Strasbourg;13;32;14
2003;RC Strasbourg;13;33;14
2003;RC Strasbourg;13;34;15
2003;RC Strasbourg;13;35;14
2003;RC Strasbourg;13;36;13
2003;RC Strasbourg;13;37;14
2003;RC Strasbourg;13;38;13
2003;FC Metz;14;1;19
2003;FC Metz;14;2;10
2003;FC Metz;14;3;14
2003;FC Metz;14;4;12
2003;FC Metz;14;5;16
2003;FC Metz;14;6;12
2003;FC Metz;14;7;15
2003;FC Metz;14;8;16
2003;FC Metz;14;9;14
2003;FC Metz;14;10;15
2003;FC Metz;14;11;13
2003;FC Metz;14;12;14
2003;FC Metz;14;13;15
2003;FC Metz;14;14;15
2003;FC Metz;14;15;16
2003;FC Metz;14;16;16
2003;FC Metz;14;17;16
2003;FC Metz;14;18;16
2003;FC Metz;14;19;17
2003;FC Metz;14;20;17
2003;FC Metz;14;21;16
2003;FC Metz;14;22;17
2003;FC Metz;14;23;17
2003;FC Metz;14;24;15
2003;FC Metz;14;25;15
2003;FC Metz;14;26;16
2003;FC Metz;14;27;16
2003;FC Metz;14;28;18
2003;FC Metz;14;29;15
2003;FC Metz;14;30;17
2003;FC Metz;14;31;16
2003;FC Metz;14;32;16
2003;FC Metz;14;33;16
2003;FC Metz;14;34;13
2003;FC Metz;14;35;15
2003;FC Metz;14;36;14
2003;FC Metz;14;37;13
2003;FC Metz;14;38;14
2003;AC Ajaccio;15;1;6
2003;AC Ajaccio;15;2;3
2003;AC Ajaccio;15;3;7
2003;AC Ajaccio;15;4;7
2003;AC Ajaccio;15;5;12
2003;AC Ajaccio;15;6;15
2003;AC Ajaccio;15;7;12
2003;AC Ajaccio;15;8;15
2003;AC Ajaccio;15;9;16
2003;AC Ajaccio;15;10;17
2003;AC Ajaccio;15;11;17
2003;AC Ajaccio;15;12;16
2003;AC Ajaccio;15;13;17
2003;AC Ajaccio;15;14;17
2003;AC Ajaccio;15;15;15
2003;AC Ajaccio;15;16;17
2003;AC Ajaccio;15;17;17
2003;AC Ajaccio;15;18;17
2003;AC Ajaccio;15;19;16
2003;AC Ajaccio;15;20;15
2003;AC Ajaccio;15;21;15
2003;AC Ajaccio;15;22;15
2003;AC Ajaccio;15;23;15
2003;AC Ajaccio;15;24;16
2003;AC Ajaccio;15;25;16
2003;AC Ajaccio;15;26;15
2003;AC Ajaccio;15;27;15
2003;AC Ajaccio;15;28;17
2003;AC Ajaccio;15;29;18
2003;AC Ajaccio;15;30;16
2003;AC Ajaccio;15;31;17
2003;AC Ajaccio;15;32;17
2003;AC Ajaccio;15;33;18
2003;AC Ajaccio;15;34;18
2003;AC Ajaccio;15;35;19
2003;AC Ajaccio;15;36;17
2003;AC Ajaccio;15;37;18
2003;AC Ajaccio;15;38;15
2003;Toulouse FC;16;1;8
2003;Toulouse FC;16;2;13
2003;Toulouse FC;16;3;18
2003;Toulouse FC;16;4;19
2003;Toulouse FC;16;5;20
2003;Toulouse FC;16;6;19
2003;Toulouse FC;16;7;18
2003;Toulouse FC;16;8;19
2003;Toulouse FC;16;9;18
2003;Toulouse FC;16;10;18
2003;Toulouse FC;16;11;18
2003;Toulouse FC;16;12;19
2003;Toulouse FC;16;13;19
2003;Toulouse FC;16;14;19
2003;Toulouse FC;16;15;20
2003;Toulouse FC;16;16;20
2003;Toulouse FC;16;17;20
2003;Toulouse FC;16;18;20
2003;Toulouse FC;16;19;20
2003;Toulouse FC;16;20;20
2003;Toulouse FC;16;21;19
2003;Toulouse FC;16;22;19
2003;Toulouse FC;16;23;20
2003;Toulouse FC;16;24;20
2003;Toulouse FC;16;25;19
2003;Toulouse FC;16;26;18
2003;Toulouse FC;16;27;17
2003;Toulouse FC;16;28;15
2003;Toulouse FC;16;29;16
2003;Toulouse FC;16;30;18
2003;Toulouse FC;16;31;18
2003;Toulouse FC;16;32;18
2003;Toulouse FC;16;33;17
2003;Toulouse FC;16;34;17
2003;Toulouse FC;16;35;17
2003;Toulouse FC;16;36;18
2003;Toulouse FC;16;37;16
2003;Toulouse FC;16;38;16
2003;SC Bastia;17;1;14
2003;SC Bastia;17;2;16
2003;SC Bastia;17;3;19
2003;SC Bastia;17;4;16
2003;SC Bastia;17;5;13
2003;SC Bastia;17;6;8
2003;SC Bastia;17;7;13
2003;SC Bastia;17;8;9
2003;SC Bastia;17;9;10
2003;SC Bastia;17;10;8
2003;SC Bastia;17;11;8
2003;SC Bastia;17;12;10
2003;SC Bastia;17;13;12
2003;SC Bastia;17;14;13
2003;SC Bastia;17;15;13
2003;SC Bastia;17;16;10
2003;SC Bastia;17;17;12
2003;SC Bastia;17;18;12
2003;SC Bastia;17;19;13
2003;SC Bastia;17;20;13
2003;SC Bastia;17;21;13
2003;SC Bastia;17;22;14
2003;SC Bastia;17;23;14
2003;SC Bastia;17;24;14
2003;SC Bastia;17;25;14
2003;SC Bastia;17;26;14
2003;SC Bastia;17;27;14
2003;SC Bastia;17;28;13
2003;SC Bastia;17;29;13
2003;SC Bastia;17;30;13
2003;SC Bastia;17;31;13
2003;SC Bastia;17;32;13
2003;SC Bastia;17;33;13
2003;SC Bastia;17;34;14
2003;SC Bastia;17;35;13
2003;SC Bastia;17;36;15
2003;SC Bastia;17;37;15
2003;SC Bastia;17;38;17
2003;EA Guingamp;18;1;18
2003;EA Guingamp;18;2;19
2003;EA Guingamp;18;3;20
2003;EA Guingamp;18;4;20
2003;EA Guingamp;18;5;18
2003;EA Guingamp;18;6;18
2003;EA Guingamp;18;7;19
2003;EA Guingamp;18;8;18
2003;EA Guingamp;18;9;19
2003;EA Guingamp;18;10;19
2003;EA Guingamp;18;11;19
2003;EA Guingamp;18;12;18
2003;EA Guingamp;18;13;18
2003;EA Guingamp;18;14;18
2003;EA Guingamp;18;15;18
2003;EA Guingamp;18;16;18
2003;EA Guingamp;18;17;18
2003;EA Guingamp;18;18;18
2003;EA Guingamp;18;19;19
2003;EA Guingamp;18;20;18
2003;EA Guingamp;18;21;20
2003;EA Guingamp;18;22;20
2003;EA Guingamp;18;23;18
2003;EA Guingamp;18;24;17
2003;EA Guingamp;18;25;17
2003;EA Guingamp;18;26;17
2003;EA Guingamp;18;27;18
2003;EA Guingamp;18;28;16
2003;EA Guingamp;18;29;17
2003;EA Guingamp;18;30;15
2003;EA Guingamp;18;31;15
2003;EA Guingamp;18;32;15
2003;EA Guingamp;18;33;15
2003;EA Guingamp;18;34;16
2003;EA Guingamp;18;35;16
2003;EA Guingamp;18;36;16
2003;EA Guingamp;18;37;17
2003;EA Guingamp;18;38;18
2003;Le Mans FC;19;1;12
2003;Le Mans FC;19;2;15
2003;Le Mans FC;19;3;17
2003;Le Mans FC;19;4;18
2003;Le Mans FC;19;5;19
2003;Le Mans FC;19;6;20
2003;Le Mans FC;19;7;20
2003;Le Mans FC;19;8;20
2003;Le Mans FC;19;9;20
2003;Le Mans FC;19;10;20
2003;Le Mans FC;19;11;20
2003;Le Mans FC;19;12;20
2003;Le Mans FC;19;13;20
2003;Le Mans FC;19;14;20
2003;Le Mans FC;19;15;19
2003;Le Mans FC;19;16;19
2003;Le Mans FC;19;17;19
2003;Le Mans FC;19;18;19
2003;Le Mans FC;19;19;18
2003;Le Mans FC;19;20;19
2003;Le Mans FC;19;21;18
2003;Le Mans FC;19;22;18
2003;Le Mans FC;19;23;19
2003;Le Mans FC;19;24;19
2003;Le Mans FC;19;25;20
2003;Le Mans FC;19;26;20
2003;Le Mans FC;19;27;20
2003;Le Mans FC;19;28;20
2003;Le Mans FC;19;29;20
2003;Le Mans FC;19;30;20
2003;Le Mans FC;19;31;20
2003;Le Mans FC;19;32;20
2003;Le Mans FC;19;33;20
2003;Le Mans FC;19;34;19
2003;Le Mans FC;19;35;18
2003;Le Mans FC;19;36;19
2003;Le Mans FC;19;37;19
2003;Le Mans FC;19;38;19
2003;Montpellier Hérault SC;20;1;10
2003;Montpellier Hérault SC;20;2;7
2003;Montpellier Hérault SC;20;3;13
2003;Montpellier Hérault SC;20;4;15
2003;Montpellier Hérault SC;20;5;10
2003;Montpellier Hérault SC;20;6;17
2003;Montpellier Hérault SC;20;7;17
2003;Montpellier Hérault SC;20;8;17
2003;Montpellier Hérault SC;20;9;17
2003;Montpellier Hérault SC;20;10;14
2003;Montpellier Hérault SC;20;11;11
2003;Montpellier Hérault SC;20;12;7
2003;Montpellier Hérault SC;20;13;11
2003;Montpellier Hérault SC;20;14;9
2003;Montpellier Hérault SC;20;15;10
2003;Montpellier Hérault SC;20;16;11
2003;Montpellier Hérault SC;20;17;13
2003;Montpellier Hérault SC;20;18;13
2003;Montpellier Hérault SC;20;19;15
2003;Montpellier Hérault SC;20;20;16
2003;Montpellier Hérault SC;20;21;17
2003;Montpellier Hérault SC;20;22;16
2003;Montpellier Hérault SC;20;23;16
2003;Montpellier Hérault SC;20;24;18
2003;Montpellier Hérault SC;20;25;18
2003;Montpellier Hérault SC;20;26;19
2003;Montpellier Hérault SC;20;27;19
2003;Montpellier Hérault SC;20;28;19
2003;Montpellier Hérault SC;20;29;19
2003;Montpellier Hérault SC;20;30;19
2003;Montpellier Hérault SC;20;31;19
2003;Montpellier Hérault SC;20;32;19
2003;Montpellier Hérault SC;20;33;19
2003;Montpellier Hérault SC;20;34;20
2003;Montpellier Hérault SC;20;35;20
2003;Montpellier Hérault SC;20;36;20
2003;Montpellier Hérault SC;20;37;20
2003;Montpellier Hérault SC;20;38;20
2004;Olympique Lyonnais;1;1;8
2004;Olympique Lyonnais;1;2;8
2004;Olympique Lyonnais;1;3;10
2004;Olympique Lyonnais;1;4;6
2004;Olympique Lyonnais;1;5;3
2004;Olympique Lyonnais;1;6;3
2004;Olympique Lyonnais;1;7;2
2004;Olympique Lyonnais;1;8;3
2004;Olympique Lyonnais;1;9;2
2004;Olympique Lyonnais;1;10;1
2004;Olympique Lyonnais;1;11;1
